 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -4.2128 -3.6748 -3.3834 -3.3331 -3.5201 -3.7803 -3.9370 -3.7810 -3.6257 -3.4591
 -3.2803 -3.1246 -2.9361 -2.7435 -2.5632 -2.1581 -1.8016 -1.5355 -1.3171
 -4.6360 -4.2894 -4.0351 -3.8639 -3.7488 -3.6404 -3.5217 -3.3971 -3.2703 -3.1399
 -2.9943 -2.8295 -2.6545 -2.4843 -2.3253 -1.9730 -1.6853 -1.4625 -1.2978 -1.1729
 -4.4053 -4.0777 -3.8155 -3.6068 -3.4449 -3.3268 -3.2402 -3.1475 -3.0317 -2.8999
 -2.7673 -2.6288 -2.4768 -2.3241 -2.1820 -1.8763 -1.6280 -1.4336 -1.2876 -1.1755
 -1.0853
 -4.2217 -3.9250 -3.6776 -3.4687 -3.2919 -3.1434 -3.0199 -2.9190 -2.8285 -2.7234
 -2.5985 -2.4719 -2.3408 -2.2052 -2.0761 -1.8020 -1.5851 -1.4147 -1.2847 -1.1832
 -1.1004 -1.0298
 -4.0462 -3.7855 -3.5614 -3.3651 -3.1913 -3.0371 -2.9005 -2.7797 -2.6715 -2.5719
 -2.4698 -2.3577 -2.2416 -2.1198 -2.0015 -1.7494 -1.5537 -1.4018 -1.2854 -1.1935
 -1.1176 -1.0522 -0.9938 -0.9398
 -3.8717 -3.6454 -3.4477 -3.2699 -3.1074 -2.9584 -2.8214 -2.6957 -2.5804 -2.4730
 -2.3704 -2.2690 -2.1677 -2.0613 -1.9535 -1.7147 -1.5319 -1.3920 -1.2862 -1.2033
 -1.1345 -1.0747 -1.0209 -0.9715 -0.9236 -0.8793 -0.8410 -0.8109 -0.7906 -0.7810
 -3.7065 -3.5055 -3.3319 -3.1738 -3.0265 -2.8879 -2.7573 -2.6342 -2.5187 -2.4103
 -2.3073 -2.2079 -2.1113 -2.0157 -1.9195 -1.6961 -1.5185 -1.3847 -1.2850 -1.2094
 -1.1481 -1.0947 -1.0465 -1.0017 -0.9594 -0.9182 -0.8801 -0.8476 -0.8226 -0.8072
 -0.8046
 -3.5532 -3.3727 -3.2165 -3.0750 -2.9432 -2.8174 -2.6961 -2.5799 -2.4690 -2.3629
 -2.2621 -2.1655 -2.0722 -1.9814 -1.8922 -1.6851 -1.5129 -1.3805 -1.2826 -1.2109
 -1.1557 -1.1093 -1.0677 -1.0288 -0.9916 -0.9556 -0.9195 -0.8861 -0.8587 -0.8399
 -0.8313
 -3.4155 -3.2510 -3.1046 -2.9746 -2.8552 -2.7413 -2.6309 -2.5235 -2.4196 -2.3190
 -2.2220 -2.1289 -2.0394 -1.9529 -1.8683 -1.6731 -1.5083 -1.3780 -1.2797 -1.2084
 -1.1565 -1.1163 -1.0818 -1.0499 -1.0191 -0.9886 -0.9588 -0.9314 -0.9066 -0.8841
 -0.8638
 -3.2933 -3.1404 -3.0052 -2.8802 -2.7677 -2.6633 -2.5630 -2.4650 -2.3693 -2.2759
 -2.1849 -2.0966 -2.0112 -1.9290 -1.8492 -1.6634 -1.5051 -1.3772 -1.2790 -1.2063
 -1.1543 -1.1171 -1.0884 -1.0637 -1.0402 -1.0166 -0.9929 -0.9691 -0.9502 -0.9277
 -0.9035
 -3.1867 -3.0409 -2.9183 -2.7947 -2.6837 -2.5833 -2.4902 -2.4008 -2.3134 -2.2278
 -2.1439 -2.0620 -1.9819 -1.9042 -1.8290 -1.6532 -1.5003 -1.3753 -1.2777 -1.2042
 -1.1511 -1.1140 -1.0882 -1.0690 -1.0526 -1.0365 -1.0200 -1.0027 -0.9848 -0.9671
 -0.9506
 -3.0957 -2.9525 -2.8439 -2.7183 -2.6059 -2.5053 -2.4146 -2.3305 -2.2503 -2.1724
 -2.0960 -2.0213 -1.9479 -1.8760 -1.8077 -1.6425 -1.4939 -1.3723 -1.2758
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  g   
 -5.2948 -4.7500 -4.3479 -4.0807 -3.9407 -3.8655 -3.7890 -3.6301 -3.4697 -3.3011
 -3.1215 -2.9452 -2.7598 -2.5826 -2.4198 -2.0642 -1.7600 -1.5169 -1.3169
 -4.9373 -4.5354 -4.2460 -4.0015 -3.7890 -3.6088 -3.4538 -3.3137 -3.1775 -3.0371
 -2.8863 -2.7226 -2.5533 -2.3917 -2.2436 -1.9282 -1.6694 -1.4584 -1.2951 -1.1677
 -4.6277 -4.1993 -3.8767 -3.6420 -3.4831 -3.3582 -3.2280 -3.0930 -2.9615 -2.8341
 -2.7044 -2.5653 -2.4142 -2.2640 -2.1258 -1.8382 -1.6115 -1.4280 -1.2837 -1.1709
 -1.0799
 -4.4605 -4.0469 -3.7239 -3.4730 -3.2789 -3.1299 -3.0213 -2.9323 -2.8260 -2.7000
 -2.5723 -2.4469 -2.3154 -2.1776 -2.0483 -1.7767 -1.5708 -1.4081 -1.2793 -1.1773
 -1.0937 -1.0226
 -4.3425 -3.9548 -3.6456 -3.3974 -3.1960 -3.0314 -2.8953 -2.7816 -2.6879 -2.5980
 -2.4880 -2.3669 -2.2446 -2.1195 -1.9965 -1.7371 -1.5435 -1.3948 -1.2786 -1.1861
 -1.1095 -1.0437 -0.9853 -0.9326
 -4.2361 -3.8799 -3.5902 -3.3521 -3.1530 -2.9839 -2.8387 -2.7121 -2.5993 -2.4973
 -2.4031 -2.3041 -2.1962 -2.0808 -1.9646 -1.7133 -1.5259 -1.3856 -1.2784 -1.1944
 -1.1250 -1.0649 -1.0112 -0.9621 -0.9167 -0.8749 -0.8377 -0.8061 -0.7841 -0.7745
 -4.1324 -3.8070 -3.5391 -3.3143 -3.1218 -2.9542 -2.8065 -2.6748 -2.5556 -2.4455
 -2.3419 -2.2435 -2.1484 -2.0493 -1.9445 -1.7004 -1.5153 -1.3786 -1.2768 -1.1995
 -1.1373 -1.0837 -1.0356 -0.9911 -0.9494 -0.9101 -0.8740 -0.8418 -0.8155 -0.8005
 -0.7982
 -4.0342 -3.7356 -3.4876 -3.2764 -3.0923 -2.9290 -2.7826 -2.6495 -2.5280 -2.4155
 -2.3091 -2.2078 -2.1114 -2.0176 -1.9240 -1.6965 -1.5105 -1.3739 -1.2739 -1.2004
 -1.1442 -1.0975 -1.0560 -1.0174 -0.9806 -0.9453 -0.9119 -0.8809 -0.8530 -0.8329
 -0.8247
 -3.9444 -3.6667 -3.4335 -3.2340 -3.0587 -2.9011 -2.7575 -2.6257 -2.5042 -2.3912
 -2.2850 -2.1840 -2.0872 -1.9940 -1.9035 -1.6906 -1.5094 -1.3708 -1.2700 -1.1973
 -1.1446 -1.1039 -1.0694 -1.0377 -1.0072 -0.9774 -0.9483 -0.9204 -0.8945 -0.8722
 -0.8569
 -3.8754 -3.6133 -3.3888 -3.1956 -3.0260 -2.8734 -2.7334 -2.6037 -2.4833 -2.3712
 -2.2660 -2.1667 -2.0716 -1.9800 -1.8915 -1.6861 -1.5107 -1.3718 -1.2687 -1.1944
 -1.1419 -1.1044 -1.0757 -1.0511 -1.0278 -1.0048 -0.9818 -0.9588 -0.9363 -0.9156
 -0.8961
 -3.8238 -3.5739 -3.3535 -3.1623 -2.9944 -2.8443 -2.7070 -2.5797 -2.4610 -2.3501
 -2.2463 -2.1487 -2.0560 -1.9671 -1.8812 -1.6818 -1.5107 -1.3729 -1.2682 -1.1919
 -1.1381 -1.1009 -1.0752 -1.0561 -1.0400 -1.0243 -1.0085 -0.9920 -0.9750 -0.9582
 -0.9425
 -3.7851 -3.5453 -3.3303 -3.1381 -2.9680 -2.8167 -2.6799 -2.5538 -2.4366 -2.3270
 -2.2244 -2.1284 -2.0373 -1.9507 -1.8726 -1.6777 -1.5094 -1.3741 -1.2685
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  g   
 -6.2622 -5.7398 -5.2904 -4.9035 -4.5675 -4.2653 -3.9807 -3.7063 -3.4548 -3.2269
