 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F277W
  0.3154  0.2912  0.2644  0.2361  0.1994  0.1761  0.2617  0.3160  0.3763  0.4207
  0.4379  0.4066  0.3800  0.3258  0.2598  0.0884 -0.0769 -0.2671 -0.4389
  0.4589  0.4222  0.3819  0.3384  0.3011  0.2785  0.2730  0.2853  0.3147  0.3584
  0.3962  0.4030  0.3684  0.3100  0.2436  0.0730 -0.0987 -0.2687 -0.4325 -0.5895
  0.4777  0.4543  0.4253  0.3917  0.3569  0.3251  0.3023  0.2923  0.2931  0.3038
  0.3309  0.3554  0.3409  0.2900  0.2261  0.0570 -0.1125 -0.2814 -0.4447 -0.6008
 -0.7505
  0.4705  0.4570  0.4377  0.4130  0.3842  0.3549  0.3299  0.3118  0.3011  0.2949
  0.2893  0.3006  0.3016  0.2655  0.2079  0.0429 -0.1241 -0.2911 -0.4540 -0.6097
 -0.7586 -0.9015
  0.4356  0.4333  0.4245  0.4090  0.3875  0.3618  0.3358  0.3139  0.2975  0.2845
  0.2718  0.2600  0.2567  0.2308  0.1842  0.0289 -0.1348 -0.2987 -0.4608 -0.6165
 -0.7650 -0.9072 -1.0439 -1.1759
  0.3732  0.3827  0.3863  0.3821  0.3697  0.3503  0.3268  0.3028  0.2814  0.2635
  0.2463  0.2266  0.2146  0.1905  0.1504  0.0120 -0.1459 -0.3055 -0.4653 -0.6210
 -0.7698 -0.9118 -1.0478 -1.1788 -1.3056 -1.4286 -1.5480 -1.6640 -1.7767 -1.8864
  0.2893  0.3057  0.3219  0.3308  0.3301  0.3200  0.3025  0.2808  0.2578  0.2360
  0.2155  0.1937  0.1735  0.1501  0.1135 -0.0111 -0.1593 -0.3131 -0.4687 -0.6232
 -0.7726 -0.9151 -1.0510 -1.1814 -1.3071 -1.4286 -1.5464 -1.6609 -1.7726 -1.8816
 -1.9876
  0.1856  0.2087  0.2322  0.2529  0.2660  0.2681  0.2604  0.2448  0.2245  0.2024
  0.1800  0.1571  0.1340  0.1101  0.0768 -0.0372 -0.1756 -0.3228 -0.4728 -0.6240
 -0.7730 -0.9164 -1.0531 -1.1836 -1.3088 -1.4295 -1.5462 -1.6595 -1.7697 -1.8772
 -1.9823
  0.0716  0.0968  0.1233  0.1509  0.1756  0.1912  0.1961  0.1907  0.1775  0.1590
  0.1378  0.1154  0.0922  0.0681  0.0383 -0.0652 -0.1946 -0.3359 -0.4808 -0.6274
 -0.7741 -0.9179 -1.0559 -1.1874 -1.3131 -1.4337 -1.5500 -1.6627 -1.7720 -1.8781
 -1.9813
 -0.0528 -0.0300  0.0027  0.0326  0.0627  0.0893  0.1073  0.1147  0.1123  0.1019
  0.0860  0.0665  0.0451  0.0221 -0.0038 -0.0942 -0.2128 -0.3472 -0.4877 -0.6298
 -0.7725 -0.9145 -1.0530 -1.1858 -1.3125 -1.4336 -1.5499 -1.6620 -1.7726 -1.8779
 -1.9796
 -0.1874 -0.1717 -0.1296 -0.0925 -0.0641 -0.0336 -0.0061  0.0140  0.0245  0.0257
  0.0191  0.0063 -0.0106 -0.0303 -0.0524 -0.1280 -0.2339 -0.3595 -0.4949 -0.6334
 -0.7726 -0.9113 -1.0483 -1.1818 -1.3098 -1.4320 -1.5491 -1.6615 -1.7697 -1.8744
 -1.9758
