 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.5013 -2.4762 -2.4922 -2.4802 -2.4256 -2.3742 -2.3637 -2.3742 -2.3659 -2.3244
 -2.2640 -2.1899 -2.1118 -2.0394 -1.9695 -1.8225 -1.7185 -1.6513 -1.6029
 -2.4863 -2.4128 -2.3678 -2.3325 -2.3055 -2.2877 -2.2760 -2.2649 -2.2489 -2.2246
 -2.1892 -2.1406 -2.0791 -2.0121 -1.9477 -1.8141 -1.7205 -1.6608 -1.6224 -1.6005
 -2.4751 -2.3785 -2.3002 -2.2456 -2.2192 -2.2071 -2.1939 -2.1782 -2.1625 -2.1464
 -2.1240 -2.0923 -2.0466 -1.9889 -1.9306 -1.8084 -1.7232 -1.6698 -1.6384 -1.6201
 -1.6101
 -2.4677 -2.3733 -2.2894 -2.2195 -2.1667 -2.1324 -2.1174 -2.1141 -2.1067 -2.0898
 -2.0684 -2.0450 -2.0143 -1.9698 -1.9182 -1.8054 -1.7266 -1.6783 -1.6509 -1.6354
 -1.6269 -1.6232
 -2.4435 -2.3603 -2.2828 -2.2132 -2.1540 -2.1071 -2.0735 -2.0519 -2.0406 -2.0338
 -2.0207 -2.0003 -1.9781 -1.9478 -1.9059 -1.8030 -1.7290 -1.6844 -1.6613 -1.6490
 -1.6428 -1.6405 -1.6410 -1.6438
 -2.3943 -2.3274 -2.2629 -2.2018 -2.1456 -2.0960 -2.0550 -2.0231 -1.9993 -1.9813
 -1.9668 -1.9515 -1.9336 -1.9142 -1.8856 -1.7984 -1.7288 -1.6866 -1.6673 -1.6595
 -1.6567 -1.6568 -1.6590 -1.6629 -1.6680 -1.6748 -1.6837 -1.6974 -1.7176 -1.7431
 -2.3201 -2.2709 -2.2222 -2.1743 -2.1274 -2.0825 -2.0411 -2.0048 -1.9750 -1.9505
 -1.9293 -1.9096 -1.8901 -1.8733 -1.8532 -1.7870 -1.7250 -1.6847 -1.6677 -1.6646
 -1.6666 -1.6705 -1.6756 -1.6815 -1.6881 -1.6954 -1.7041 -1.7146 -1.7303 -1.7538
 -1.7831
 -2.2274 -2.1936 -2.1602 -2.1270 -2.0927 -2.0574 -2.0215 -1.9866 -1.9545 -1.9269
 -1.9028 -1.8808 -1.8595 -1.8391 -1.8211 -1.7670 -1.7160 -1.6788 -1.6627 -1.6629
 -1.6703 -1.6794 -1.6887 -1.6981 -1.7073 -1.7164 -1.7260 -1.7366 -1.7493 -1.7668
 -1.7936
 -2.1227 -2.1021 -2.0815 -2.0610 -2.0394 -2.0157 -1.9891 -1.9604 -1.9311 -1.9034
 -1.8783 -1.8558 -1.8345 -1.8137 -1.7950 -1.7455 -1.7018 -1.6695 -1.6541 -1.6555
 -1.6669 -1.6817 -1.6966 -1.7108 -1.7240 -1.7362 -1.7481 -1.7598 -1.7724 -1.7872
 -1.8071
