 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  I   
 -0.5411 -0.5208 -0.5506 -0.5676 -0.5546 -0.5458 -0.5694 -0.6059 -0.6201 -0.5995
 -0.5592 -0.5050 -0.4460 -0.3914 -0.3407 -0.2448 -0.1969 -0.1863 -0.1902
 -0.5437 -0.4900 -0.4711 -0.4667 -0.4728 -0.4881 -0.5077 -0.5250 -0.5343 -0.5327
 -0.5177 -0.4882 -0.4453 -0.3967 -0.3508 -0.2641 -0.2203 -0.2113 -0.2205 -0.2426
 -0.5449 -0.4779 -0.4343 -0.4141 -0.4189 -0.4359 -0.4511 -0.4626 -0.4722 -0.4794
 -0.4780 -0.4655 -0.4383 -0.3991 -0.3589 -0.2808 -0.2404 -0.2326 -0.2447 -0.2669
 -0.2954
 -0.5447 -0.4845 -0.4402 -0.4098 -0.3929 -0.3892 -0.3996 -0.4187 -0.4338 -0.4396
 -0.4401 -0.4369 -0.4250 -0.3986 -0.3650 -0.2949 -0.2572 -0.2502 -0.2628 -0.2849
 -0.3125 -0.3442
 -0.5232 -0.4759 -0.4393 -0.4107 -0.3895 -0.3761 -0.3704 -0.3718 -0.3806 -0.3929
 -0.4003 -0.4014 -0.4001 -0.3889 -0.3651 -0.3042 -0.2691 -0.2627 -0.2767 -0.2997
 -0.3274 -0.3585 -0.3926 -0.4298
 -0.4751 -0.4439 -0.4195 -0.3988 -0.3808 -0.3660 -0.3552 -0.3488 -0.3464 -0.3473
 -0.3509 -0.3546 -0.3570 -0.3584 -0.3501 -0.3066 -0.2750 -0.2690 -0.2848 -0.3105
 -0.3396 -0.3712 -0.4051 -0.4414 -0.4799 -0.5210 -0.5651 -0.6142 -0.6687 -0.7248
 -0.4027 -0.3878 -0.3773 -0.3680 -0.3580 -0.3476 -0.3377 -0.3293 -0.3233 -0.3193
 -0.3165 -0.3146 -0.3133 -0.3155 -0.3153 -0.2968 -0.2739 -0.2690 -0.2859 -0.3152
 -0.3479 -0.3815 -0.4164 -0.4527 -0.4906 -0.5302 -0.5722 -0.6168 -0.6664 -0.7221
 -0.7799
 -0.3131 -0.3120 -0.3143 -0.3171 -0.3175 -0.3153 -0.3106 -0.3048 -0.2992 -0.2945
 -0.2904 -0.2865 -0.2828 -0.2802 -0.2804 -0.2727 -0.2638 -0.2627 -0.2803 -0.3126
 -0.3499 -0.3876 -0.4250 -0.4627 -0.5010 -0.5402 -0.5809 -0.6235 -0.6688 -0.7187
 -0.7755
 -0.2137 -0.2238 -0.2361 -0.2488 -0.2594 -0.2666 -0.2699 -0.2701 -0.2685 -0.2662
 -0.2636 -0.2609 -0.2578 -0.2544 -0.2532 -0.2475 -0.2459 -0.2511 -0.2699 -0.3036
 -0.3451 -0.3879 -0.4297 -0.4704 -0.5106 -0.5507 -0.5912 -0.6327 -0.6759 -0.7218
 -0.7724
 -0.1113 -0.1295 -0.1492 -0.1689 -0.1874 -0.2029 -0.2150 -0.2230 -0.2279 -0.2306
 -0.2319 -0.2323 -0.2318 -0.2308 -0.2300 -0.2266 -0.2273 -0.2367 -0.2566 -0.2899
 -0.3331 -0.3801 -0.4269 -0.4722 -0.5158 -0.5581 -0.5999 -0.6416 -0.6837 -0.7272
 -0.7734
 -0.0073 -0.0319 -0.0574 -0.0823 -0.1059 -0.1280 -0.1472 -0.1631 -0.1756 -0.1851
 -0.1921 -0.1974 -0.2013 -0.2041 -0.2060 -0.2084 -0.2107 -0.2219 -0.2433 -0.2756
 -0.3181 -0.3666 -0.4172 -0.4672 -0.5154 -0.5615 -0.6060 -0.6494 -0.6921 -0.7350
 -0.7789
  0.0983  0.0690  0.0365  0.0085 -0.0194 -0.0458 -0.0703 -0.0926 -0.1121 -0.1289
 -0.1428 -0.1544 -0.1640 -0.1719 -0.1812 -0.1929 -0.1961 -0.2067 -0.2300
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  I   
 -0.7872 -0.7291 -0.6912 -0.6685 -0.6569 -0.6506 -0.6439 -0.6328 -0.6158 -0.5914
 -0.5568 -0.5116 -0.4589 -0.4057 -0.3535 -0.2576 -0.2015 -0.1843 -0.1926
 -0.6726 -0.6057 -0.5651 -0.5450 -0.5392 -0.5422 -0.5484 -0.5523 -0.5517 -0.5441
 -0.5266 -0.4970 -0.4558 -0.4097 -0.3655 -0.2782 -0.2268 -0.2096 -0.2174 -0.2390
 -0.6188 -0.5323 -0.4811 -0.4621 -0.4551 -0.4596 -0.4708 -0.4828 -0.4922 -0.4966
 -0.4932 -0.4791 -0.4517 -0.4138 -0.3747 -0.2955 -0.2482 -0.2312 -0.2384 -0.2593
 -0.2874
 -0.6068 -0.5083 -0.4452 -0.4127 -0.4024 -0.4064 -0.4179 -0.4313 -0.4425 -0.4513
