 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = BX   
 -2.7064 -2.6236 -2.5583 -2.5038 -2.4549 -2.4091 -2.3655 -2.3236 -2.2837 -2.2463
 -2.2116
 -6.9392 -6.5977 -6.2866 -6.0039 -5.7461 -5.5083 -5.2861 -5.0766 -4.8793 -4.6938
 -4.5197 -4.3565 -4.2028 -4.0578 -3.9207 -3.6089 -3.3432 -3.1244 -2.9533 -2.8200
 -2.7138 -2.6308 -2.5671 -2.5171 -2.4752 -2.4374 -2.4020 -2.3679 -2.3348 -2.3032
 -2.2736
 -6.8853 -6.5719 -6.2830 -6.0162 -5.7691 -5.5391 -5.3237 -5.1186 -4.9220 -4.7344
 -4.5563 -4.3882 -4.2298 -4.0805 -3.9425 -3.6153 -3.3547 -3.1418 -2.9638
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = BX   
 -8.0065 -7.7682 -7.5426 -7.3215 -7.1023 -6.8660 -6.5928 -6.2839 -5.9931 -5.7253
 -5.4697 -5.2205 -4.9811 -4.7593 -4.5571 -4.1217 -3.7469 -3.4092 -3.1139
 -7.5598 -7.2893 -7.0409 -6.8089 -6.5868 -6.3662 -6.1308 -5.8763 -5.6350 -5.4078
 -5.1862 -4.9627 -4.7394 -4.5273 -4.3337 -3.9266 -3.5919 -3.3011 -3.0450 -2.8279
 -7.2450 -6.9379 -6.6632 -6.4166 -6.1926 -5.9839 -5.7788 -5.5651 -5.3588 -5.1627
 -4.9708 -4.7753 -4.5720 -4.3700 -4.1824 -3.7925 -3.4838 -3.2243 -2.9983 -2.8038
 -2.6417
 -7.0495 -6.6900 -6.3927 -6.1365 -5.9061 -5.6997 -5.5101 -5.3249 -5.1443 -4.9717
 -4.8037 -4.6341 -4.4554 -4.2678 -4.0859 -3.7054 -3.4123 -3.1730 -2.9686 -2.7922
 -2.6436 -2.5174
 -6.9758 -6.5632 -6.2203 -5.9358 -5.6990 -5.5012 -5.3296 -5.1603 -4.9929 -4.8317
 -4.6769 -4.5248 -4.3691 -4.2017 -4.0283 -3.6528 -3.3676 -3.1409 -2.9515 -2.7893
 -2.6519 -2.5352 -2.4332 -2.3418
 -7.0171 -6.5661 -6.1788 -5.8529 -5.5837 -5.3625 -5.1816 -5.0321 -4.8962 -4.7565
 -4.6045 -4.4527 -4.3048 -4.1554 -3.9959 -3.6245 -3.3417 -3.1222 -2.9428 -2.7915
 -2.6637 -2.5554 -2.4610 -2.3762 -2.2985 -2.2269 -2.1614 -2.0994 -2.0433 -2.0081
 -7.1242 -6.6401 -6.2234 -5.8713 -5.5767 -5.3320 -5.1286 -4.9571 -4.8087 -4.6779
 -4.5553 -4.4232 -4.2770 -4.1277 -3.9783 -3.6140 -3.3291 -3.1124 -2.9394 -2.7959
 -2.6760 -2.5754 -2.4885 -2.4106 -2.3389 -2.2723 -2.2109 -2.1542 -2.1017 -2.0562
 -2.0305
 -7.2802 -6.7671 -6.3228 -5.9455 -5.6287 -5.3631 -5.1391 -4.9485 -4.7839 -4.6374
 -4.5030 -4.3769 -4.2532 -4.1208 -3.9779 -3.6170 -3.3267 -3.1090 -2.9391 -2.8009
 -2.6874 -2.5928 -2.5131 -2.4425 -2.3776 -2.3169 -2.2605 -2.2072 -2.1584 -2.1161
 -2.0814
 -7.4389 -6.9182 -6.4531 -6.0555 -5.7179 -5.4322 -5.1891 -4.9799 -4.7974 -4.6357
 -4.4887 -4.3516 -4.2211 -4.0959 -3.9703 -3.6304 -3.3308 -3.1085 -2.9392 -2.8041
 -2.6941 -2.6049 -2.5315 -2.4683 -2.4110 -2.3574 -2.3071 -2.2596 -2.2155 -2.1754
 -2.1405
 -7.5722 -7.0626 -6.6003 -6.1929 -5.8399 -5.5364 -5.2749 -5.0475 -4.8473 -4.6689
 -4.5075 -4.3589 -4.2193 -4.0868 -3.9602 -3.6478 -3.3510 -3.1172 -2.9444 -2.8096
 -2.7014 -2.6147 -2.5455 -2.4887 -2.4389 -2.3931 -2.3500 -2.3090 -2.2703 -2.2343
 -2.2011
 -7.6597 -7.1764 -6.7325 -6.3279 -5.9713 -5.6575 -5.3820 -5.1386 -4.9218 -4.7274
 -4.5510 -4.3894 -4.2395 -4.0988 -3.9657 -3.6571 -3.3745 -3.1347 -2.9531 -2.8160
 -2.7079 -2.6218 -2.5546 -2.5020 -2.4587 -2.4205 -2.3855 -2.3520 -2.3200 -2.2896
 -2.2615
 -7.6844 -7.2408 -6.8260 -6.4403 -6.0911 -5.7773 -5.4960 -5.2423 -5.0126 -4.8040
 -4.6136 -4.4393 -4.2783 -4.1285 -3.9868 -3.6583 -3.4013 -3.1610 -2.9653
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = BX   
 -8.4402 -8.2803 -8.1174 -7.9401 -7.7441 -7.4800 -7.0958 -6.5922 -6.1125 -5.7196
 -5.3999 -5.1269 -4.8860 -4.6700 -4.4753 -4.0639 -3.7259 -3.4206 -3.1439
 -7.9382 -7.7572 -7.5780 -7.3922 -7.1865 -6.9399 -6.6167 -6.2045 -5.8097 -5.4709
 -5.1827 -4.9288 -4.6981 -4.4881 -4.2978 -3.9006 -3.5819 -3.3105 -3.0707 -2.8577
 -7.5427 -7.3374 -7.1387 -6.9419 -6.7387 -6.5154 -6.2467 -5.9128 -5.5814 -5.2857
 -5.0265 -4.7927 -4.5748 -4.3709 -4.1836 -3.7932 -3.4883 -3.2368 -3.0199 -2.8284
 -2.6614
 -7.2678 -7.0282 -6.8036 -6.5891 -6.3803 -6.1701 -5.9445 -5.6757 -5.3968 -5.1386
 -4.9065 -4.6942 -4.4924 -4.2978 -4.1139 -3.7259 -3.4279 -3.1886 -2.9869 -2.8114
 -2.6581 -2.5261
 -7.1241 -6.8265 -6.5687 -6.3333 -6.1112 -5.9001 -5.6943 -5.4753 -5.2410 -5.0158
 -4.8084 -4.6167 -4.4333 -4.2521 -4.0744 -3.6869 -3.3908 -3.1585 -2.9669 -2.8032
 -2.6612 -2.5387 -2.4324 -2.3383
 -7.1160 -6.7352 -6.4077 -6.1299 -5.8937 -5.6883 -5.4980 -5.3100 -5.1118 -4.9138
 -4.7265 -4.5520 -4.3857 -4.2207 -4.0535 -3.6681 -3.3701 -3.1410 -2.9559 -2.8008
 -2.6681 -2.5540 -2.4553 -2.3680 -2.2891 -2.2171 -2.1513 -2.0889 -2.0333 -1.9980
 -7.1967 -6.7595 -6.3745 -6.0421 -5.7603 -5.5217 -5.3188 -5.1459 -4.9891 -4.8323
 -4.6692 -4.5061 -4.3485 -4.1953 -4.0421 -3.6641 -3.3613 -3.1320 -2.9509 -2.8018
 -2.6765 -2.5699 -2.4784 -2.3979 -2.3252 -2.2586 -2.1977 -2.1416 -2.0893 -2.0441
 -2.0175
 -7.3543 -6.8650 -6.4331 -6.0582 -5.7372 -5.4665 -5.2387 -5.0456 -4.8785 -4.7307
 -4.5973 -4.4679 -4.3302 -4.1839 -4.0362 -3.6716 -3.3625 -3.1296 -2.9498 -2.8046
 -2.6846 -2.5844 -2.4995 -2.4260 -2.3601 -2.2995 -2.2437 -2.1923 -2.1453 -2.1025
 -2.0681
 -7.5956 -7.0428 -6.5628 -6.1462 -5.7896 -5.4879 -5.2340 -5.0201 -4.8379 -4.6796
 -4.5382 -4.4092 -4.2880 -4.1666 -4.0354 -3.6842 -3.3696 -3.1305 -2.9494 -2.8065
 -2.6903 -2.5948 -2.5158 -2.4491 -2.3903 -2.3367 -2.2871 -2.2409 -2.1983 -2.1597
 -2.1259
 -7.8802 -7.2950 -6.7674 -6.3075 -5.9128 -5.5781 -5.2960 -5.0577 -4.8551 -4.6807
 -4.5274 -4.3891 -4.2608 -4.1389 -4.0200 -3.7054 -3.3898 -3.1408 -2.9549 -2.8115
 -2.6970 -2.6043 -2.5294 -2.4682 -2.4162 -2.3699 -2.3274 -2.2875 -2.2504 -2.2162
 -2.1855
 -8.1498 -7.5552 -7.0117 -6.5191 -6.0896 -5.7219 -5.4098 -5.1451 -4.9189 -4.7239
 -4.5532 -4.4012 -4.2627 -4.1333 -4.0101 -3.7152 -3.4189 -3.1591 -2.9646 -2.8179
 -2.7032 -2.6117 -2.5390 -2.4816 -2.4352 -2.3959 -2.3608 -2.3282 -2.2977 -2.2691
 -2.2429
 -8.3400 -7.7782 -7.2402 -6.7435 -6.2948 -5.9025 -5.5643 -5.2735 -5.0231 -4.8055
 -4.6146 -4.4448 -4.2918 -4.1516 -4.0057 -3.7136 -3.4569 -3.1854 -2.9785
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = BX   
 -8.6550 -8.5322 -8.4050 -8.2606 -8.0534 -7.7566 -7.3534 -6.8307 -6.2340 -5.7573
 -5.3961 -5.1074 -4.8627 -4.6482 -4.4559 -4.0513 -3.7183 -3.4267 -3.1617
 -8.1382 -7.9980 -7.8578 -7.7073 -7.5286 -7.2926 -6.9502 -6.4609 -5.9630 -5.5433
 -5.2091 -4.9352 -4.6990 -4.4890 -4.2999 -3.9044 -3.5883 -3.3212 -3.0862 -2.8764
 -7.7140 -7.5532 -7.3961 -7.2365 -7.0619 -6.8517 -6.5703 -6.1782 -5.7615 -5.3898
 -5.0803 -4.8205 -4.5930 -4.3875 -4.2005 -3.8086 -3.5019 -3.2501 -3.0342 -2.8441
 -2.6760
 -7.3936 -7.2052 -7.0252 -6.8495 -6.6711 -6.4774 -6.2471 -5.9390 -5.5930 -5.2672
 -4.9840 -4.7402 -4.5235 -4.3245 -4.1401 -3.7487 -3.4460 -3.2035 -3.0001 -2.8241
 -2.6694 -2.5342
 -7.2026 -6.9665 -6.7531 -6.5532 -6.3599 -6.1674 -5.9651 -5.7241 -5.4410 -5.1595
 -4.9042 -4.6786 -4.4752 -4.2856 -4.1058 -3.7142 -3.4114 -3.1740 -2.9790 -2.8131
 -2.6692 -2.5435 -2.4342 -2.3381
 -7.1464 -6.8286 -6.5623 -6.3338 -6.1255 -5.9259 -5.7299 -5.5283 -5.2988 -5.0589
 -4.8318 -4.6255 -4.4370 -4.2596 -4.0879 -3.6981 -3.3921 -3.1565 -2.9670 -2.8084
 -2.6730 -2.5557 -2.4540 -2.3645 -2.2844 -2.2123 -2.1457 -2.0829 -2.0280 -1.9933
 -7.2018 -6.8097 -6.4675 -6.1757 -5.9267 -5.7108 -5.5199 -5.3442 -5.1624 -4.9648
 -4.7658 -4.5778 -4.4034 -4.2390 -4.0785 -3.6957 -3.3846 -3.1476 -2.9612 -2.8079
 -2.6789 -2.5689 -2.4742 -2.3915 -2.3177 -2.2507 -2.1899 -2.1340 -2.0817 -2.0374
 -2.0114
 -7.3339 -6.8855 -6.4869 -6.1384 -5.8394 -5.5840 -5.3643 -5.1733 -5.0040 -4.8457
 -4.6922 -4.5367 -4.3785 -4.2231 -4.0723 -3.7040 -3.3872 -3.1457 -2.9597 -2.8097
 -2.6855 -2.5814 -2.4931 -2.4170 -2.3498 -2.2890 -2.2336 -2.1826 -2.1354 -2.0938
 -2.0594
 -7.5458 -7.0395 -6.5885 -6.1925 -5.8493 -5.5557 -5.3063 -5.0936 -4.9098 -4.7469
 -4.5997 -4.4656 -4.3386 -4.2082 -4.0695 -3.7163 -3.3959 -3.1477 -2.9594 -2.8111
 -2.6904 -2.5907 -2.5080 -2.4383 -2.3779 -2.3239 -2.2746 -2.2291 -2.1873 -2.1495
 -2.1166
 -7.8555 -7.2874 -6.7794 -6.3334 -5.9462 -5.6145 -5.3327 -5.0938 -4.8906 -4.7153
 -4.5609 -4.4219 -4.2942 -4.1741 -4.0558 -3.7363 -3.4171 -3.1596 -2.9658 -2.8163
 -2.6969 -2.5999 -2.5211 -2.4565 -2.4024 -2.3553 -2.3129 -2.2736 -2.2373 -2.2044
 -2.1746
 -8.1965 -7.5948 -7.0440 -6.5480 -6.1159 -5.7437 -5.4267 -5.1579 -4.9297 -4.7345
 -4.5654 -4.4161 -4.2809 -4.1555 -4.0364 -3.7472 -3.4466 -3.1792 -2.9767 -2.8232
 -2.7033 -2.6075 -2.5309 -2.4700 -2.4210 -2.3803 -2.3449 -2.3127 -2.2828 -2.2553
 -2.2334
 -8.5688 -7.8910 -7.3280 -6.8095 -6.3413 -5.9319 -5.5794 -5.2784 -5.0219 -4.8021
 -4.6121 -4.4457 -4.2975 -4.1628 -4.0113 -3.7490 -3.4844 -3.2065 -2.9921
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = BX   
 -8.8907 -8.7938 -8.6903 -8.5696 -8.3830 -8.0911 -7.6645 -7.0801 -6.3871 -5.8249
 -5.4166 -5.1072 -4.8566 -4.6416 -4.4512 -4.0510 -3.7243 -3.4402 -3.1760
 -8.3582 -8.2467 -8.1351 -8.0126 -7.8586 -7.6384 -7.2916 -6.7455 -6.1504 -5.6421
 -5.2559 -4.9577 -4.7136 -4.5025 -4.3142 -3.9198 -3.6042 -3.3384 -3.1056 -2.8977
 -7.9060 -7.7782 -7.6539 -7.5260 -7.3797 -7.1891 -6.9096 -6.4773 -5.9765 -5.5191
 -5.1516 -4.8613 -4.6219 -4.4138 -4.2271 -3.8342 -3.5244 -3.2702 -3.0530 -2.8627
 -2.6939
 -7.5433 -7.3939 -7.2511 -7.1108 -6.9641 -6.7936 -6.5700 -6.2381 -5.8266 -5.4224
 -5.0782 -4.7972 -4.5629 -4.3583 -4.1734 -3.7802 -3.4722 -3.2249 -3.0182 -2.8401
 -2.6837 -2.5458
 -7.2884 -7.1048 -6.9352 -6.7739 -6.6152 -6.4498 -6.2604 -6.0089 -5.6802 -5.3332
 -5.0180 -4.7506 -4.5236 -4.3242 -4.1423 -3.7486 -3.4392 -3.1957 -2.9960 -2.8267
 -2.6801 -2.5516 -2.4387 -2.3401
 -7.1759 -6.9280 -6.7152 -6.5232 -6.3428 -6.1667 -5.9872 -5.7859 -5.5299 -5.2404
 -4.9602 -4.7111 -4.4946 -4.3024 -4.1257 -3.7337 -3.4207 -3.1777 -2.9828 -2.8199
 -2.6809 -2.5603 -2.4550 -2.3625 -2.2805 -2.2068 -2.1399 -2.0758 -2.0207 -1.9856
 -7.1894 -6.8502 -6.5650 -6.3275 -6.1233 -5.9372 -5.7569 -5.5764 -5.3749 -5.1404
 -4.8983 -4.6721 -4.4692 -4.2867 -4.1173 -3.7316 -3.4137 -3.1685 -2.9759 -2.8177
 -2.6845 -2.5705 -2.4721 -2.3861 -2.3104 -2.2426 -2.1814 -2.1255 -2.0726 -2.0281
 -2.0019
 -7.2911 -6.8873 -6.5308 -6.2242 -5.9635 -5.7396 -5.5417 -5.3634 -5.1956 -5.0170
 -4.8244 -4.6297 -4.4443 -4.2729 -4.1127 -3.7391 -3.4168 -3.1667 -2.9737 -2.8184
 -2.6895 -2.5808 -2.4884 -2.4089 -2.3396 -2.2778 -2.2222 -2.1719 -2.1256 -2.0833
 -2.0487
 -7.4687 -7.0068 -6.5948 -6.2317 -5.9169 -5.6472 -5.4150 -5.2121 -5.0316 -4.8655
 -4.7067 -4.5551 -4.4064 -4.2567 -4.1074 -3.7503 -3.4266 -3.1695 -2.9735 -2.8192
 -2.6932 -2.5887 -2.5015 -2.4280 -2.3651 -2.3098 -2.2605 -2.2159 -2.1753 -2.1385
 -2.1051
 -7.7549 -7.2245 -6.7538 -6.3377 -5.9742 -5.6600 -5.3908 -5.1601 -4.9607 -4.7849
 -4.6257 -4.4801 -4.3466 -4.2214 -4.0969 -3.7685 -3.4483 -3.1830 -2.9807 -2.8244
 -2.6995 -2.5974 -2.5139 -2.4452 -2.3880 -2.3391 -2.2963 -2.2576 -2.2221 -2.1902
 -2.1617
 -8.1252 -7.5369 -7.0034 -6.5315 -6.1170 -5.7579 -5.4495 -5.1864 -4.9615 -4.7682
 -4.5993 -4.4487 -4.3124 -4.1870 -4.0692 -3.7809 -3.4772 -3.2043 -2.9932 -2.8321
 -2.7062 -2.6051 -2.5238 -2.4585 -2.4060 -2.3629 -2.3266 -2.2945 -2.2655 -2.2390
 -2.2185
 -8.4983 -7.8891 -7.3207 -6.8015 -6.3368 -5.9320 -5.5821 -5.2827 -5.0275 -4.8093
 -4.6214 -4.4575 -4.3120 -4.1803 -4.0243 -3.7875 -3.5133 -3.2334 -3.0110
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = BX   
 -9.1304 -9.0535 -9.0339 -8.9920 -8.8492 -8.5426 -8.0219 -7.2974 -6.5551 -5.9272
 -5.4662 -5.1307 -4.8693 -4.6513 -4.4611 -4.0645 -3.7406 -3.4608 -3.2009
 -8.5886 -8.5025 -8.4102 -8.3082 -8.1725 -7.9625 -7.6112 -7.0204 -6.3527 -5.7691
 -5.3272 -4.9997 -4.7434 -4.5290 -4.3404 -3.9468 -3.6306 -3.3640 -3.1310 -2.9232
 -8.1132 -8.0103 -7.9111 -7.8074 -7.6830 -7.5091 -7.2353 -6.7774 -6.2085 -5.6719
 -5.2438 -4.9187 -4.6633 -4.4502 -4.2629 -3.8697 -3.5564 -3.2985 -3.0783 -2.8859
 -2.7158
 -7.7136 -7.5934 -7.4795 -7.3677 -7.2474 -7.0987 -6.8866 -6.5444 -6.0792 -5.6000
 -5.1904 -4.8681 -4.6127 -4.4001 -4.2136 -3.8200 -3.5070 -3.2543 -3.0428 -2.8610
 -2.7023 -2.5617
 -7.4033 -7.2584 -7.1232 -6.9949 -6.8674 -6.7287 -6.5563 -6.3051 -5.9418 -5.5300
 -5.1494 -4.8348 -4.5808 -4.3690 -4.1836 -3.7898 -3.4749 -3.2247 -3.0195 -2.8454
 -2.6953 -2.5636 -2.4473 -2.3456
 -7.2226 -7.0242 -6.8540 -6.6995 -6.5533 -6.4080 -6.2516 -6.0583 -5.7860 -5.4481
 -5.1079 -4.8088 -4.5598 -4.3503 -4.1670 -3.7745 -3.4562 -3.2059 -3.0047 -2.8365
 -2.6931 -2.5687 -2.4596 -2.3635 -2.2780 -2.2013 -2.1319 -2.0688 -2.0144 -1.9793
 -7.1743 -6.8975 -6.6743 -6.4851 -6.3133 -6.1498 -5.9881 -5.8187 -5.6124 -5.3475
 -5.0567 -4.7823 -4.5434 -4.3387 -4.1589 -3.7709 -3.4489 -3.1957 -2.9962 -2.8325
 -2.6942 -2.5758 -2.4732 -2.3835 -2.3047 -2.2350 -2.1733 -2.1165 -2.0630 -2.0192
 -1.9934
 -7.2394 -6.8808 -6.5736 -6.3188 -6.1069 -5.9239 -5.7559 -5.5919 -5.4232 -5.2224
 -4.9881 -4.7483 -4.5267 -4.3304 -4.1558 -3.7761 -3.4517 -3.1934 -2.9930 -2.8317
 -2.6973 -2.5837 -2.4867 -2.4031 -2.3305 -2.2668 -2.2105 -2.1602 -2.1140 -2.0717
 -2.0378
 -7.3789 -6.9617 -6.5909 -6.2681 -5.9931 -5.7599 -5.5574 -5.3762 -5.2086 -5.0446
 -4.8678 -4.6819 -4.4956 -4.3174 -4.1521 -3.7850 -3.4611 -3.1967 -2.9924 -2.8315
 -2.6999 -2.5900 -2.4977 -2.4197 -2.3532 -2.2957 -2.2454 -2.2004 -2.1600 -2.1240
 -2.0921
 -7.6181 -7.1378 -6.7102 -6.3314 -6.0006 -5.7154 -5.4709 -5.2586 -5.0701 -4.8987
 -4.7360 -4.5786 -4.4290 -4.2858 -4.1447 -3.8012 -3.4823 -3.2112 -3.0003 -2.8367
 -2.7057 -2.5981 -2.5091 -2.4355 -2.3742 -2.3227 -2.2785 -2.2396 -2.2049 -2.1734
 -2.1471
 -7.9700 -7.4187 -6.9255 -6.4889 -6.1052 -5.7712 -5.4828 -5.2349 -5.0207 -4.8330
 -4.6645 -4.5097 -4.3670 -4.2357 -4.1131 -3.8142 -3.5097 -3.2337 -3.0143 -2.8452
 -2.7127 -2.6058 -2.5190 -2.4486 -2.3915 -2.3451 -2.3068 -2.2742 -2.2455 -2.2201
 -2.2028
 -8.3785 -7.7864 -7.2357 -6.7381 -6.2994 -5.9152 -5.5818 -5.2948 -5.0484 -4.8364
 -4.6521 -4.4892 -4.3429 -4.2098 -4.0573 -3.8240 -3.5433 -3.2642 -3.0344
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = BX   
 -9.3524 -9.2982 -9.2916 -9.2422 -9.0787 -8.7451 -8.1932 -7.4394 -6.7219 -6.0595
 -5.5461 -5.1777 -4.9011 -4.6773 -4.4860 -4.0909 -3.7692 -3.4908 -3.2318
 -8.8162 -8.7492 -8.6809 -8.5962 -8.4710 -8.2637 -7.8921 -7.2512 -6.5552 -5.9195
 -5.4238 -5.0620 -4.7887 -4.5680 -4.3784 -3.9852 -3.6680 -3.3993 -3.1639 -2.9544
 -8.3259 -8.2448 -8.1672 -8.0829 -7.9737 -7.8092 -7.5341 -7.0552 -6.4378 -5.8419
 -5.3572 -4.9939 -4.7182 -4.4970 -4.3077 -3.9146 -3.5987 -3.3365 -3.1119 -2.9156
 -2.7427
