 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.2334 -5.8888 -5.6387 -5.3641 -5.0628 -4.8163 -4.6733 -4.5873 -4.4935 -4.3702
 -4.2324 -4.0835 -3.9351 -3.7969 -3.6650 -3.3702 -3.1281 -2.9417 -2.7942
 -5.8466 -5.4487 -5.1530 -4.9118 -4.7155 -4.5595 -4.4348 -4.3296 -4.2330 -4.1370
 -4.0357 -3.9238 -3.8003 -3.6738 -3.5537 -3.2931 -3.0834 -2.9205 -2.7955 -2.7024
 -5.5864 -5.1683 -4.8498 -4.6184 -4.4612 -4.3427 -4.2345 -4.1343 -4.0441 -3.9616
 -3.8789 -3.7905 -3.6892 -3.5772 -3.4680 -3.2336 -3.0488 -2.9052 -2.7969 -2.7142
 -2.6487
 -5.4528 -5.0476 -4.7291 -4.4839 -4.2999 -4.1659 -4.0724 -4.0014 -3.9268 -3.8440
 -3.7620 -3.6836 -3.6018 -3.5071 -3.4079 -3.1917 -3.0243 -2.8958 -2.7985 -2.7233
 -2.6629 -2.6127
 -5.3585 -4.9779 -4.6728 -4.4307 -4.2402 -4.0923 -3.9787 -3.8908 -3.8214 -3.7587
 -3.6872 -3.6083 -3.5323 -3.4524 -3.3647 -3.1630 -3.0070 -2.8895 -2.8016 -2.7335
 -2.6783 -2.6318 -2.5914 -2.5557
 -5.2596 -4.9132 -4.6307 -4.4009 -4.2137 -4.0614 -3.9380 -3.8382 -3.7556 -3.6841
 -3.6182 -3.5509 -3.4798 -3.4086 -3.3305 -3.1430 -2.9946 -2.8840 -2.8034 -2.7422
 -2.6927 -2.6507 -2.6138 -2.5808 -2.5509 -2.5239 -2.5004 -2.4829 -2.4739 -2.4746
 -5.1433 -4.8349 -4.5803 -4.3694 -4.1926 -4.0433 -3.9169 -3.8100 -3.7197 -3.6413
 -3.5698 -3.5017 -3.4341 -3.3694 -3.3014 -3.1279 -2.9854 -2.8786 -2.8022 -2.7470
 -2.7037 -2.6671 -2.6348 -2.6055 -2.5784 -2.5533 -2.5308 -2.5111 -2.4980 -2.4949
 -2.5016
 -5.0166 -4.7434 -4.5163 -4.3262 -4.1642 -4.0235 -3.8998 -3.7908 -3.6955 -3.6125
 -3.5379 -3.4683 -3.4012 -3.3361 -3.2738 -3.1150 -2.9783 -2.8733 -2.7985 -2.7467
 -2.7090 -2.6785 -2.6518 -2.6274 -2.6045 -2.5827 -2.5623 -2.5439 -2.5288 -2.5196
 -2.5221
 -4.8842 -4.6435 -4.4405 -4.2695 -4.1226 -3.9929 -3.8760 -3.7700 -3.6740 -3.5881
 -3.5112 -3.4409 -3.3746 -3.3104 -3.2494 -3.1005 -2.9708 -2.8681 -2.7931 -2.7420
 -2.7076 -2.6827 -2.6624 -2.6440 -2.6266 -2.6094 -2.5927 -2.5769 -2.5626 -2.5515
 -2.5468
 -4.7610 -4.5499 -4.3654 -4.2084 -4.0737 -3.9546 -3.8461 -3.7455 -3.6522 -3.5663
 -3.4880 -3.4171 -3.3515 -3.2896 -3.2302 -3.0884 -2.9641 -2.8641 -2.7890 -2.7366
 -2.7026 -2.6807 -2.6658 -2.6538 -2.6427 -2.6315 -2.6201 -2.6085 -2.5972 -2.5871
 -2.5781
 -4.6509 -4.4635 -4.2952 -4.1478 -4.0203 -3.9089 -3.8080 -3.7139 -3.6252 -3.5419
 -3.4643 -3.3930 -3.3279 -3.2676 -3.2105 -3.0766 -2.9569 -2.8593 -2.7849 -2.7316
 -2.6962 -2.6748 -2.6626 -2.6557 -2.6509 -2.6463 -2.6412 -2.6353 -2.6287 -2.6221
 -2.6165
 -4.5538 -4.3843 -4.2314 -4.0921 -3.9691 -3.8610 -3.7644 -3.6758 -3.5923 -3.5130
 -3.4380 -3.3679 -3.3031 -3.2437 -3.1903 -3.0651 -2.9492 -2.8537 -2.7808
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -7.2377 -6.7047 -6.2447 -5.8531 -5.5225 -5.2361 -4.9775 -4.7367 -4.5201 -4.3334
 -4.1672 -4.0126 -3.8658 -3.7293 -3.5932 -3.3274 -3.1105 -2.9357 -2.8014
 -6.8387 -6.3089 -5.8503 -5.4648 -5.1458 -4.8821 -4.6599 -4.4618 -4.2882 -4.1377
 -4.0024 -3.8731 -3.7446 -3.6201 -3.5047 -3.2602 -3.0668 -2.9131 -2.7939 -2.7025
 -6.4187 -5.8973 -5.4705 -5.1734 -4.8875 -4.6462 -4.4438 -4.2707 -4.1217 -3.9933
 -3.8791 -3.7710 -3.6607 -3.5474 -3.4394 -3.2112 -3.0349 -2.8972 -2.7903 -2.7075
 -2.6410
 -6.1020 -5.5859 -5.1810 -4.8728 -4.6363 -4.4474 -4.2863 -4.1390 -4.0048 -3.8866
 -3.7835 -3.6899 -3.5976 -3.4981 -3.3973 -3.1804 -3.0148 -2.8880 -2.7906 -2.7151
 -2.6545 -2.6042
 -5.9774 -5.4584 -5.0404 -4.7176 -4.4715 -4.2829 -4.1358 -4.0166 -3.9141 -3.8176
 -3.7193 -3.6283 -3.5445 -3.4603 -3.3691 -3.1614 -3.0026 -2.8829 -2.7928 -2.7237
 -2.6683 -2.6219 -2.5818 -2.5466
 -5.9205 -5.4052 -4.9872 -4.6549 -4.3935 -4.1892 -4.0303 -3.9070 -3.8108 -3.7349
 -3.6645 -3.5864 -3.5061 -3.4274 -3.3465 -3.1493 -2.9948 -2.8795 -2.7945 -2.7312
 -2.6813 -2.6394 -2.6029 -2.5705 -2.5412 -2.5151 -2.4927 -2.4760 -2.4672 -2.4677
 -5.8680 -5.3760 -4.9683 -4.6400 -4.3779 -4.1692 -4.0029 -3.8702 -3.7638 -3.6760
 -3.6013 -3.5347 -3.4679 -3.3986 -3.3257 -3.1405 -2.9892 -2.8763 -2.7944 -2.7355
 -2.6911 -2.6547 -2.6227 -2.5940 -2.5677 -2.5434 -2.5219 -2.5033 -2.4909 -2.4879
 -2.4947
 -5.7987 -5.3383 -4.9523 -4.6360 -4.3792 -4.1711 -4.0012 -3.8616 -3.7467 -3.6512
 -3.5689 -3.4954 -3.4276 -3.3639 -3.3009 -3.1316 -2.9844 -2.8727 -2.7920 -2.7357
 -2.6960 -2.6652 -2.6389 -2.6150 -2.5928 -2.5718 -2.5525 -2.5352 -2.5211 -2.5126
 -2.5153
 -5.7003 -5.2770 -4.9204 -4.6226 -4.3774 -4.1749 -4.0062 -3.8639 -3.7431 -3.6404
 -3.5519 -3.4737 -3.4021 -3.3352 -3.2730 -3.1188 -2.9782 -2.8677 -2.7873 -2.7317
 -2.6948 -2.6692 -2.6489 -2.6310 -2.6141 -2.5977 -2.5820 -2.5672 -2.5541 -2.5440
 -2.5400
 -5.5828 -5.2110 -4.8853 -4.6072 -4.3740 -4.1788 -4.0134 -3.8713 -3.7479 -3.6402
 -3.5459 -3.4630 -3.3885 -3.3196 -3.2553 -3.1067 -2.9732 -2.8643 -2.7833 -2.7269
 -2.6902 -2.6673 -2.6521 -2.6403 -2.6297 -2.6192 -2.6086 -2.5981 -2.5879 -2.5790
 -2.5710
 -5.4590 -5.1365 -4.8442 -4.5871 -4.3664 -4.1783 -4.0170 -3.8767 -3.7528 -3.6426
 -3.5445 -3.4572 -3.3792 -3.3086 -3.2433 -3.0960 -2.9670 -2.8608 -2.7796 -2.7218
 -2.6840 -2.6614 -2.6489 -2.6422 -2.6378 -2.6337 -2.6293 -2.6243 -2.6188 -2.6133
 -2.6087
 -5.3314 -5.0542 -4.8001 -4.5679 -4.3593 -4.1762 -4.0184 -3.8797 -3.7560 -3.6449
 -3.5444 -3.4538 -3.3725 -3.2994 -3.2370 -3.0867 -2.9596 -2.8572 -2.7762
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -8.1032 -7.6494 -7.2231 -6.8181 -6.4352 -6.0421 -5.6041 -5.1281 -4.7262 -4.4100
 -4.1632 -3.9667 -3.8045 -3.6659 -3.5441 -3.2915 -3.0901 -2.9263 -2.7961
 -7.7434 -7.2444 -6.7809 -6.3550 -5.9631 -5.5947 -5.2200 -4.8362 -4.5099 -4.2458
 -4.0335 -3.8591 -3.7109 -3.5815 -3.4667 -3.2300 -3.0466 -2.9013 -2.7855 -2.6942
 -7.4563 -6.9486 -6.4708 -6.0332 -5.6408 -5.2903 -4.9654 -4.6452 -4.3654 -4.1342
 -3.9453 -3.7880 -3.6517 -3.5296 -3.4196 -3.1928 -3.0201 -2.8862 -2.7809 -2.6976
 -2.6313
 -7.0731 -6.5660 -6.1572 -5.7698 -5.4056 -5.0732 -4.7773 -4.5040 -4.2588 -4.0513
 -3.8793 -3.7357 -3.6111 -3.4973 -3.3920 -3.1718 -3.0053 -2.8784 -2.7803 -2.7035
 -2.6423 -2.5917
 -6.7393 -6.2153 -5.7795 -5.4155 -5.1081 -4.8446 -4.6102 -4.3845 -4.1732 -3.9865
 -3.8273 -3.6932 -3.5783 -3.4743 -3.3751 -3.1605 -2.9977 -2.8750 -2.7819 -2.7103
 -2.6539 -2.6075 -2.5677 -2.5332
 -6.6180 -6.0505 -5.5729 -5.1795 -4.8587 -4.5963 -4.3825 -4.2082 -4.0587 -3.9204
 -3.7854 -3.6607 -3.5506 -3.4535 -3.3624 -3.1547 -2.9939 -2.8737 -2.7840 -2.7165
