 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.2117 -0.1923 -0.2154 -0.2147 -0.1760 -0.1404 -0.1418 -0.1622 -0.1639 -0.1335
 -0.0856 -0.0237  0.0412  0.1016  0.1578  0.2682  0.3313  0.3565  0.3653
 -0.2083 -0.1461 -0.1131 -0.0906 -0.0769 -0.0722 -0.0731 -0.0742 -0.0698 -0.0570
 -0.0333  0.0033  0.0519  0.1058  0.1568  0.2561  0.3128  0.3343  0.3366  0.3249
 -0.2058 -0.1242 -0.0613 -0.0212 -0.0077 -0.0078 -0.0071 -0.0040 -0.0006  0.0034
  0.0139  0.0335  0.0664  0.1106  0.1556  0.2450  0.2966  0.3153  0.3135  0.3008
  0.2816
 -0.2042 -0.1266 -0.0600 -0.0065  0.0316  0.0528  0.0562  0.0484  0.0437  0.0477
  0.0560  0.0669  0.0847  0.1160  0.1542  0.2349  0.2827  0.2995  0.2961  0.2829
  0.2639  0.2409
 -0.1836 -0.1181 -0.0587 -0.0063  0.0374  0.0705  0.0917  0.1018  0.1021  0.0974
  0.0976  0.1039  0.1121  0.1288  0.1571  0.2283  0.2728  0.2881  0.2827  0.2678
  0.2483  0.2254  0.1997  0.1714
 -0.1369 -0.0879 -0.0416  0.0021  0.0424  0.0778  0.1060  0.1259  0.1384  0.1452
  0.1481  0.1506  0.1547  0.1596  0.1733  0.2275  0.2682  0.2827  0.2749  0.2569
  0.2353  0.2113  0.1853  0.1573  0.1276  0.0957  0.0612  0.0215 -0.0245 -0.0727
 -0.0646 -0.0328 -0.0022  0.0283  0.0592  0.0895  0.1178  0.1419  0.1602  0.1733
  0.1830  0.1908  0.1977  0.2012  0.2069  0.2377  0.2700  0.2832  0.2740  0.2520
  0.2264  0.1998  0.1722  0.1435  0.1137  0.0828  0.0498  0.0147 -0.0259 -0.0736
 -0.1241
  0.0275  0.0441  0.0599  0.0759  0.0940  0.1145  0.1368  0.1593  0.1795  0.1957
  0.2083  0.2187  0.2280  0.2359  0.2408  0.2606  0.2799  0.2896  0.2797  0.2546
  0.2240  0.1929  0.1621  0.1314  0.1003  0.0689  0.0366  0.0027 -0.0336 -0.0748
 -0.1241
  0.1325  0.1365  0.1399  0.1434  0.1488  0.1573  0.1698  0.1855  0.2026  0.2187
  0.2323  0.2432  0.2527  0.2614  0.2676  0.2848  0.2969  0.3007  0.2899  0.2634
  0.2286  0.1921  0.1565  0.1220  0.0883  0.0552  0.0220 -0.0116 -0.0464 -0.0839
 -0.1263
  0.2426  0.2372  0.2312  0.2252  0.2199  0.2173  0.2186  0.2246  0.2343  0.2462
  0.2583  0.2687  0.2772  0.2845  0.2905  0.3050  0.3145  0.3143  0.3025  0.2766
  0.2402  0.1995  0.1586  0.1191  0.0813  0.0451  0.0097 -0.0252 -0.0601 -0.0960
 -0.1337
  0.3562  0.3427  0.3291  0.3159  0.3030  0.2914  0.2828  0.2785  0.2787  0.2829
  0.2898  0.2975  0.3044  0.3098  0.3139  0.3229  0.3304  0.3283  0.3151  0.2903
  0.2547  0.2125  0.1678  0.1232  0.0805  0.0398  0.0008 -0.0367 -0.0733 -0.1097
 -0.1469
  0.4732  0.4530  0.4300  0.4117  0.3930  0.3750  0.3589  0.3457  0.3365  0.3314
  0.3303  0.3321  0.3353  0.3383  0.3378  0.3385  0.3446  0.3427  0.3277
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.4205 -0.3757 -0.3434 -0.3189 -0.2991 -0.2789 -0.2537 -0.2204 -0.1801 -0.1352
 -0.0843 -0.0272  0.0341  0.0940  0.1526  0.2617  0.3299  0.3602  0.3636
 -0.3256 -0.2680 -0.2275 -0.1993 -0.1789 -0.1628 -0.1475 -0.1282 -0.1048 -0.0775
 -0.0443 -0.0032  0.0461  0.0984  0.1478  0.2470  0.3095  0.3378  0.3407  0.3292
 -0.2824 -0.1996 -0.1447 -0.1174 -0.0934 -0.0769 -0.0649 -0.0533 -0.0404 -0.0252
 -0.0060  0.0199  0.0556  0.0995  0.1438  0.2341  0.2917  0.3185  0.3210  0.3094
  0.2905
 -0.2748 -0.1751 -0.1043 -0.0586 -0.0311 -0.0154 -0.0062  0.0014  0.0110  0.0214
  0.0332  0.0479  0.0695  0.1023  0.1406  0.2230  0.2765  0.3023  0.3045  0.2927
  0.2738  0.2504
 -0.2811 -0.1869 -0.1056 -0.0439 -0.0001  0.0293  0.0473  0.0566  0.0594  0.0599
  0.0673  0.0781  0.0915  0.1113  0.1415  0.2156  0.2654  0.2899  0.2918  0.2790
  0.2593  0.2359  0.2096  0.1805
 -0.2745 -0.1879 -0.1104 -0.0431  0.0131  0.0573  0.0894  0.1100  0.1199  0.1195
  0.1153  0.1156  0.1205  0.1308  0.1497  0.2131  0.2592  0.2823  0.2834  0.2690
  0.2474  0.2228  0.1960  0.1673  0.1366  0.1037  0.0681  0.0274 -0.0190 -0.0671
 -0.2453 -0.1719 -0.1038 -0.0427  0.0113  0.0577  0.0959  0.1253  0.1460  0.1595
  0.1667  0.1685  0.1683  0.1688  0.1742  0.2167  0.2583  0.2798  0.2804  0.2640
  0.2394  0.2122  0.1838  0.1543  0.1236  0.0916  0.0575  0.0212 -0.0202 -0.0681
 -0.1186
 -0.1909 -0.1332 -0.0781 -0.0272  0.0192  0.0613  0.0991  0.1318  0.1584  0.1786
  0.1937  0.2046  0.2119  0.2150  0.2157  0.2333  0.2631  0.2823  0.2825  0.2650
  0.2370  0.2059  0.1744  0.1429  0.1110  0.0786  0.0451  0.0101 -0.0273 -0.0693
 -0.1189
 -0.1116 -0.0692 -0.0289  0.0092  0.0449  0.0784  0.1103  0.1406  0.1682  0.1918
  0.2111  0.2263  0.2385  0.2478  0.2528  0.2636  0.2776  0.2900  0.2891  0.2713
  0.2407  0.2051  0.1692  0.1341  0.0996  0.0656  0.0313 -0.0035 -0.0395 -0.0779
 -0.1210
 -0.0158  0.0120  0.0389  0.0649  0.0892  0.1123  0.1354  0.1588  0.1824  0.2051
