 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.7048 -0.1017 -1.0993 -1.0969  0.2784  1.9711  1.2511  0.2517 -0.2344 -0.1888
 -0.1132 -0.0215  0.1877  0.3785  0.4608  0.3258
  0.7123  0.3902 -0.0698 -0.1146  0.4201  1.1924  0.9380  0.5480  0.3139  0.2663
  0.2482  0.2614  0.3351  0.4038  0.4214  0.2963  0.1608  0.0286 -0.1138
  0.6386  0.5840  0.4556  0.4095  0.4851  0.6928  0.6791  0.6245  0.5583  0.4947
  0.4472  0.4226  0.4173  0.4106  0.3885  0.2718  0.1437  0.0132 -0.1204 -0.2497
 -0.3713
  0.4837  0.4797  0.4769  0.4754  0.4733  0.4723  0.4744  0.4814  0.4988  0.4964
  0.4839  0.4620  0.4342  0.3988  0.3621  0.2523  0.1270 -0.0029 -0.1319 -0.2574
 -0.3802 -0.4999 -0.6172
  0.3978  0.4089  0.4169  0.4211  0.4214  0.4198  0.4181  0.4178  0.4191  0.4199
  0.4148  0.4008  0.3796  0.3514  0.3170  0.2175  0.1045 -0.0175 -0.1431 -0.2672
 -0.3882 -0.5059 -0.6205 -0.7325 -0.8425
  0.2979  0.3219  0.3403  0.3526  0.3590  0.3609  0.3600  0.3576  0.3547  0.3518
  0.3479  0.3398  0.3243  0.3024  0.2737  0.1840  0.0805 -0.0337 -0.1545 -0.2763
 -0.3957 -0.5118 -0.6245 -0.7344 -0.8418 -0.9472
  0.1841  0.2187  0.2471  0.2699  0.2860  0.2956  0.3001  0.3008  0.2989  0.2952
  0.2902  0.2832  0.2723  0.2559  0.2322  0.1518  0.0550 -0.0515 -0.1661 -0.2847
 -0.4027 -0.5176 -0.6292 -0.7375 -0.8430 -0.9462 -1.0474 -1.1479 -1.2479 -1.3449
  0.0563  0.0993  0.1373  0.1708  0.1984  0.2190  0.2329  0.2407  0.2437  0.2429
  0.2394  0.2335  0.2247  0.2118  0.1935  0.1224  0.0311 -0.0702 -0.1786 -0.2927
 -0.4086 -0.5229 -0.6338 -0.7413 -0.8456 -0.9471 -1.0462 -1.1438 -1.2411 -1.3381
 -1.4328
 -0.0821 -0.0328  0.0134  0.0567  0.0955  0.1282  0.1540  0.1724  0.1839  0.1893
  0.1904  0.1875  0.1813  0.1713  0.1568  0.0961  0.0101 -0.0876 -0.1917 -0.3009
 -0.4138 -0.5269 -0.6377 -0.7449 -0.8487 -0.9494 -1.0475 -1.1432 -1.2376 -1.3316
 -1.4259
 -0.2259 -0.1723 -0.1205 -0.0704 -0.0219  0.0223  0.0605  0.0915  0.1144  0.1297
  0.1382  0.1410  0.1389  0.1325  0.1211  0.0701 -0.0090 -0.1035 -0.2053 -0.3111
 -0.4204 -0.5317 -0.6422 -0.7498 -0.8539 -0.9544 -1.0521 -1.1471 -1.2399 -1.3317
 -1.4226
 -0.3706 -0.3147 -0.2586 -0.2024 -0.1465 -0.0933 -0.0444 -0.0015  0.0338  0.0608
  0.0795  0.0906  0.0948  0.0927  0.0849  0.0430 -0.0263 -0.1163 -0.2156 -0.3191
 -0.4253 -0.5337 -0.6427 -0.7503 -0.8549 -0.9560 -1.0537 -1.1484 -1.2405 -1.3305
 -1.4206
 -0.5240 -0.4600 -0.3976 -0.3368 -0.2758 -0.2162 -0.1590 -0.1064 -0.0596 -0.0213
  0.0083  0.0295  0.0428  0.0487  0.0475  0.0176 -0.0438 -0.1283 -0.2244 -0.3260
 -0.4302 -0.5360 -0.6428 -0.7495 -0.8543 -0.9560 -1.0545 -1.1496 -1.2417 -1.3313
 -1.4189
 -0.6862 -0.6081 -0.5375 -0.4736 -0.4098 -0.3464 -0.2790 -0.2191 -0.1640 -0.1164
 -0.0764 -0.0435 -0.0171  0.0005  0.0090 -0.0059 -0.0615 -0.1395 -0.2317
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.5073  0.4972  0.5060  0.5508  0.6452  0.8007  0.7010  0.6236  0.5819  0.5611
  0.5231  0.4867  0.4817  0.4805  0.4568  0.3242
  0.5225  0.5096  0.5078  0.5290  0.5834  0.6784  0.6492  0.6201  0.5979  0.5785
  0.5486  0.5158  0.4914  0.4660  0.4295  0.3011  0.1659  0.0309 -0.1023
  0.5226  0.5097  0.5016  0.5060  0.5302  0.5790  0.5910  0.5930  0.5861  0.5711
  0.5490  0.5205  0.4861  0.4465  0.4023  0.2777  0.1476  0.0150 -0.1162 -0.2448
 -0.3706
  0.5076  0.4975  0.4874  0.4818  0.4857  0.5025  0.5264  0.5424  0.5464  0.5390
  0.5245  0.5008  0.4658  0.4221  0.3752  0.2540  0.1288 -0.0001 -0.1289 -0.2551
 -0.3781 -0.4982 -0.6154
  0.4775  0.4730  0.4652  0.4564  0.4498  0.4489  0.4554  0.4683  0.4788  0.4821
  0.4750  0.4568  0.4305  0.3927  0.3482  0.2300  0.1095 -0.0144 -0.1404 -0.2646
 -0.3856 -0.5034 -0.6182 -0.7304 -0.8406
  0.4323  0.4362  0.4350  0.4298  0.4225  0.4159  0.4123  0.4129  0.4159  0.4183
  0.4152  0.4031  0.3837  0.3556  0.3182  0.2063  0.0896 -0.0292 -0.1511 -0.2733
 -0.3928 -0.5089 -0.6218 -0.7319 -0.8396 -0.9453
  0.3713  0.3840  0.3916  0.3937  0.3910  0.3851  0.3785  0.3732  0.3695  0.3659
  0.3599  0.3489  0.3320  0.3104  0.2803  0.1817  0.0696 -0.0445 -0.1618 -0.2811
 -0.3993 -0.5144 -0.6262 -0.7348 -0.8406 -0.9440 -1.0456 -1.1463 -1.2464 -1.3434
  0.2964  0.3168  0.3330  0.3438  0.3489  0.3483  0.3437  0.3372  0.3306  0.3240
  0.3159  0.3043  0.2877  0.2672  0.2412  0.1545  0.0499 -0.0602 -0.1728 -0.2885
 -0.4049 -0.5194 -0.6305 -0.7383 -0.8429 -0.9448 -1.0445 -1.1423 -1.2396 -1.3367
 -1.4313
