 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.6973  1.0780  2.2918  1.3348 -1.6945 -6.2296 -5.0875 -3.1245 -2.0012 -1.9214
 -1.7497 -1.6272 -2.0048 -2.4672 -2.5793 -2.0580
 -3.6714 -2.7907 -1.9712 -2.0896 -3.1057 -5.0708 -4.5439 -3.6177 -2.9327 -2.6461
 -2.3979 -2.2522 -2.3498 -2.4950 -2.4804 -2.0133 -1.6990 -1.5004 -1.4342
 -4.7702 -4.4159 -3.9417 -3.6741 -3.6293 -4.0369 -3.8523 -3.5483 -3.2199 -2.9289
 -2.7027 -2.5589 -2.4917 -2.4399 -2.3444 -1.9486 -1.6559 -1.4700 -1.3621 -1.2719
 -1.1392
 -3.9937 -3.7976 -3.6197 -3.4187 -3.2651 -3.1278 -3.0127 -2.9165 -2.8627 -2.7698
 -2.6642 -2.5472 -2.4307 -2.3018 -2.1713 -1.8639 -1.6265 -1.4521 -1.3238 -1.2268
 -1.1500 -1.0853 -1.0291
 -3.6516 -3.5079 -3.3699 -3.2204 -3.0841 -2.9537 -2.8341 -2.7276 -2.6334 -2.5461
 -2.4574 -2.3618 -2.2628 -2.1600 -2.0540 -1.8000 -1.5935 -1.4401 -1.3257 -1.2372
 -1.1658 -1.1054 -1.0525 -1.0058 -0.9645
 -3.3259 -3.2244 -3.1212 -3.0130 -2.9003 -2.7862 -2.6742 -2.5689 -2.4722 -2.3838
 -2.3011 -2.2198 -2.1353 -2.0502 -1.9612 -1.7480 -1.5668 -1.4298 -1.3271 -1.2468
 -1.1812 -1.1254 -1.0762 -1.0319 -0.9915 -0.9553
 -3.0165 -2.9471 -2.8736 -2.7965 -2.7137 -2.6253 -2.5330 -2.4404 -2.3509 -2.2666
 -2.1878 -2.1133 -2.0407 -1.9685 -1.8929 -1.7079 -1.5464 -1.4212 -1.3280 -1.2556
 -1.1962 -1.1453 -1.1002 -1.0590 -1.0209 -0.9859 -0.9544 -0.9285 -0.9109 -0.9047
 -2.7234 -2.6760 -2.6271 -2.5769 -2.5227 -2.4623 -2.3953 -2.3234 -2.2488 -2.1747
