 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  R   
 -3.4733 -3.3454 -3.2591 -3.1276 -2.9482 -2.7905 -2.7028 -2.6581 -2.6052 -2.5270
 -2.4351 -2.3325 -2.2299 -2.1356 -2.0470 -1.8606 -1.7272 -1.6418 -1.5823
 -3.3346 -3.1337 -2.9774 -2.8422 -2.7278 -2.6357 -2.5624 -2.5010 -2.4440 -2.3863
 -2.3239 -2.2527 -2.1718 -2.0873 -2.0075 -1.8422 -1.7258 -1.6517 -1.6048 -1.5790
 -3.2400 -3.0026 -2.8075 -2.6615 -2.5655 -2.4969 -2.4347 -2.3767 -2.3255 -2.2797
 -2.2334 -2.1825 -2.1209 -2.0491 -1.9781 -1.8300 -1.7265 -1.6613 -1.6230 -1.6010
 -1.5895
 -3.1895 -2.9521 -2.7494 -2.5855 -2.4613 -2.3741 -2.3197 -2.2852 -2.2497 -2.2072
 -2.1636 -2.1219 -2.0772 -2.0210 -1.9588 -1.8240 -1.7293 -1.6706 -1.6370 -1.6175
 -1.6070 -1.6029
 -3.1426 -2.9195 -2.7250 -2.5619 -2.4303 -2.3288 -2.2548 -2.2031 -2.1684 -2.1417
 -2.1097 -2.0717 -2.0347 -1.9930 -1.9421 -1.8200 -1.7315 -1.6774 -1.6483 -1.6322
 -1.6235 -1.6200 -1.6208 -1.6252
 -3.0767 -2.8766 -2.6997 -2.5477 -2.4196 -2.3140 -2.2302 -2.1665 -2.1187 -2.0817
 -2.0509 -2.0209 -1.9889 -1.9574 -1.9190 -1.8139 -1.7310 -1.6797 -1.6547 -1.6432
 -1.6377 -1.6362 -1.6379 -1.6425 -1.6496 -1.6593 -1.6723 -1.6922 -1.7208 -1.7529
 -2.9861 -2.8116 -2.6570 -2.5226 -2.4059 -2.3050 -2.2189 -2.1477 -2.0915 -2.0471
 -2.0098 -1.9764 -1.9444 -1.9162 -1.8864 -1.8012 -1.7265 -1.6772 -1.6546 -1.6482
 -1.6477 -1.6498 -1.6539 -1.6599 -1.6675 -1.6767 -1.6885 -1.7029 -1.7244 -1.7555
 -1.7911
 -2.8766 -2.7262 -2.5936 -2.4784 -2.3775 -2.2874 -2.2064 -2.1343 -2.0727 -2.0224
 -1.9811 -1.9452 -1.9120 -1.8809 -1.8537 -1.7807 -1.7166 -1.6704 -1.6486 -1.6456
 -1.6508 -1.6583 -1.6666 -1.6755 -1.6852 -1.6955 -1.7070 -1.7204 -1.7370 -1.7597
 -1.7933
 -2.7529 -2.6256 -2.5127 -2.4150 -2.3299 -2.2532 -2.1822 -2.1156 -2.0545 -2.0009
 -1.9559 -1.9182 -1.8848 -1.8537 -1.8261 -1.7585 -1.7017 -1.6602 -1.6386 -1.6368
 -1.6464 -1.6599 -1.6739 -1.6875 -1.7007 -1.7136 -1.7267 -1.7404 -1.7556 -1.7739
 -1.7985
 -2.6253 -2.5197 -2.4240 -2.3406 -2.2688 -2.2048 -2.1451 -2.0875 -2.0319 -1.9796
 -1.9328 -1.8929 -1.8591 -1.8293 -1.8023 -1.7395 -1.6865 -1.6487 -1.6277 -1.6248
 -1.6356 -1.6533 -1.6732 -1.6927 -1.7110 -1.7281 -1.7445 -1.7603 -1.7763 -1.7934
 -1.8116
 -2.4965 -2.4108 -2.3311 -2.2600 -2.1983 -2.1445 -2.0950 -2.0471 -1.9997 -1.9530
 -1.9082 -1.8675 -1.8325 -1.8031 -1.7776 -1.7216 -1.6720 -1.6366 -1.6168 -1.6127
 -1.6223 -1.6413 -1.6651 -1.6902 -1.7144 -1.7370 -1.7580 -1.7776 -1.7962 -1.8146
 -1.8338
 -2.3664 -2.2989 -2.2375 -2.1774 -2.1243 -2.0777 -2.0358 -1.9963 -1.9572 -1.9179
 -1.8787 -1.8407 -1.8058 -1.7758 -1.7520 -1.7048 -1.6582 -1.6239 -1.6059
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  R   
 -3.8896 -3.7294 -3.5698 -3.4116 -3.2591 -3.1098 -2.9598 -2.8080 -2.6628 -2.5340
 -2.4181 -2.3103 -2.2084 -2.1142 -2.0206 -1.8454 -1.7183 -1.6342 -1.5837
 -3.7286 -3.5469 -3.3689 -3.1971 -3.0367 -2.8908 -2.7586 -2.6328 -2.5179 -2.4168
 -2.3259 -2.2397 -2.1540 -2.0706 -1.9935 -1.8341 -1.7196 -1.6440 -1.5990 -1.5740
 -3.5945 -3.3704 -3.1791 -3.0361 -2.8825 -2.7434 -2.6201 -2.5103 -2.4132 -2.3292
 -2.2556 -2.1871 -2.1173 -2.0444 -1.9742 -1.8279 -1.7230 -1.6538 -1.6131 -1.5906
 -1.5788
 -3.5071 -3.2491 -3.0381 -2.8682 -2.7300 -2.6146 -2.5145 -2.4234 -2.3380 -2.2622
 -2.1975 -2.1408 -2.0859 -2.0256 -1.9627 -1.8268 -1.7285 -1.6636 -1.6260 -1.6058
 -1.5955 -1.5918
 -3.4755 -3.2129 -2.9744 -2.7790 -2.6240 -2.5013 -2.4044 -2.3274 -2.2655 -2.2116
 -2.1542 -2.1008 -2.0532 -2.0059 -1.9523 -1.8266 -1.7335 -1.6717 -1.6366 -1.6190
 -1.6106 -1.6078 -1.6093 -1.6146
