 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1829 -1.3050 -1.4194 -1.5159 -1.5910 -1.6508 -1.7021 -1.7514 -1.8069 -1.8752
 -1.9382 -2.0018 -2.0730 -2.1426 -2.2162 -2.4032 -2.5903 -2.7705 -2.9397
 -1.1643 -1.2807 -1.3941 -1.5013 -1.6008 -1.6914 -1.7723 -1.8434 -1.9065 -1.9623
 -2.0107 -2.0565 -2.1107 -2.1787 -2.2528 -2.4398 -2.6235 -2.8019 -2.9716 -3.1325
 -1.1521 -1.2640 -1.3746 -1.4843 -1.5929 -1.6973 -1.7943 -1.8812 -1.9560 -2.0160
 -2.0648 -2.1047 -2.1472 -2.2086 -2.2810 -2.4675 -2.6492 -2.8260 -2.9957 -3.1572
 -3.3104
 -1.1463 -1.2549 -1.3609 -1.4649 -1.5673 -1.6685 -1.7681 -1.8648 -1.9554 -2.0363
 -2.1005 -2.1464 -2.1825 -2.2323 -2.3008 -2.4863 -2.6674 -2.8428 -3.0121 -3.1737
 -3.3272 -3.4732
 -1.1465 -1.2520 -1.3546 -1.4544 -1.5518 -1.6471 -1.7406 -1.8318 -1.9212 -2.0086
 -2.0917 -2.1627 -2.2109 -2.2547 -2.3168 -2.4990 -2.6800 -2.8545 -3.0232 -3.1848
 -3.3384 -3.4846 -3.6239 -3.7572
 -1.1536 -1.2551 -1.3542 -1.4505 -1.5441 -1.6354 -1.7247 -1.8118 -1.8963 -1.9785
 -2.0595 -2.1400 -2.2099 -2.2619 -2.3258 -2.5074 -2.6881 -2.8622 -3.0306 -3.1922
 -3.3460 -3.4924 -3.6319 -3.7652 -3.8928 -4.0156 -4.1345 -4.2498 -4.3618 -4.4717
 -1.1719 -1.2662 -1.3599 -1.4521 -1.5422 -1.6303 -1.7164 -1.8007 -1.8829 -1.9626
 -2.0399 -2.1163 -2.1929 -2.2541 -2.3174 -2.5095 -2.6924 -2.8667 -3.0349 -3.1967
 -3.3510 -3.4977 -3.6375 -3.7710 -3.8987 -4.0211 -4.1392 -4.2536 -4.3645 -4.4725
 -4.5788
 -1.2059 -1.2905 -1.3759 -1.4612 -1.5463 -1.6305 -1.7136 -1.7952 -1.8755 -1.9540
 -2.0304 -2.1049 -2.1785 -2.2479 -2.3076 -2.4996 -2.6902 -2.8674 -3.0364 -3.1988
 -3.3537 -3.5011 -3.6413 -3.7752 -3.9031 -4.0257 -4.1434 -4.2570 -4.3671 -4.4739
 -4.5782
 -1.2570 -1.3323 -1.4079 -1.4838 -1.5610 -1.6390 -1.7177 -1.7962 -1.8742 -1.9513
 -2.0270 -2.1012 -2.1740 -2.2448 -2.3061 -2.4904 -2.6824 -2.8645 -3.0367 -3.2010
 -3.3571 -3.5054 -3.6464 -3.7809 -3.9094 -4.0323 -4.1502 -4.2637 -4.3732 -4.4793
 -4.5826
 -1.3165 -1.3865 -1.4544 -1.5209 -1.5882 -1.6578 -1.7293 -1.8026 -1.8770 -1.9515
 -2.0256 -2.0990 -2.1714 -2.2421 -2.3083 -2.4831 -2.6705 -2.8539 -3.0287 -3.1962
 -3.3548 -3.5045 -3.6464 -3.7816 -3.9108 -4.0343 -4.1526 -4.2663 -4.3757 -4.4814
 -4.5860
 -1.3820 -1.4499 -1.5132 -1.5735 -1.6326 -1.6924 -1.7548 -1.8203 -1.8886 -1.9588
 -2.0298 -2.1012 -2.1722 -2.2423 -2.3106 -2.4810 -2.6617 -2.8428 -3.0183 -3.1874
 -3.3492 -3.5015 -3.6449 -3.7811 -3.9110 -4.0353 -4.1544 -4.2686 -4.3783 -4.4841
 -4.5864
 -1.4535 -1.5225 -1.5791 -1.6377 -1.6914 -1.7440 -1.7975 -1.8535 -1.9133 -1.9766
 -2.0424 -2.1099 -2.1782 -2.2467 -2.3130 -2.4841 -2.6560 -2.8312 -3.0055
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1657 -1.2616 -1.3502 -1.4317 -1.5068 -1.5800 -1.6562 -1.7368 -1.8149 -1.8859
 -1.9497 -2.0109 -2.0762 -2.1474 -2.2288 -2.4092 -2.5884 -2.7668 -2.9375
 -1.1913 -1.2983 -1.3977 -1.4898 -1.5751 -1.6550 -1.7329 -1.8115 -1.8872 -1.9555
 -2.0146 -2.0675 -2.1242 -2.1910 -2.2632 -2.4461 -2.6253 -2.8005 -2.9698 -3.1304
 -1.1800 -1.2912 -1.3993 -1.5088 -1.6071 -1.6974 -1.7805 -1.8592 -1.9346 -2.0033
 -2.0621 -2.1110 -2.1584 -2.2188 -2.2893 -2.4734 -2.6530 -2.8262 -2.9942 -3.1549
 -3.3079
 -1.1587 -1.2693 -1.3799 -1.4900 -1.5974 -1.7000 -1.7961 -1.8844 -1.9645 -2.0363
 -2.0989 -2.1494 -2.1905 -2.2406 -2.3071 -2.4911 -2.6715 -2.8439 -3.0107 -3.1712
 -3.3245 -3.4705
 -1.1512 -1.2588 -1.3645 -1.4699 -1.5743 -1.6765 -1.7754 -1.8704 -1.9608 -2.0449
 -2.1177 -2.1775 -2.2234 -2.2634 -2.3217 -2.5026 -2.6835 -2.8560 -3.0219 -3.1820
 -3.3354 -3.4816 -3.6211 -3.7545
 -1.1506 -1.2556 -1.3581 -1.4586 -1.5575 -1.6549 -1.7501 -1.8424 -1.9315 -2.0181
 -2.1018 -2.1781 -2.2388 -2.2862 -2.3369 -2.5102 -2.6912 -2.8639 -3.0293 -3.1891
 -3.3426 -3.4891 -3.6288 -3.7623 -3.8902 -4.0134 -4.1329 -4.2486 -4.3607 -4.4701
 -1.1531 -1.2572 -1.3574 -1.4551 -1.5504 -1.6438 -1.7354 -1.8244 -1.9104 -1.9928
 -2.0725 -2.1511 -2.2256 -2.2856 -2.3419 -2.5159 -2.6958 -2.8688 -3.0341 -3.1936
 -3.3473 -3.4942 -3.6342 -3.7679 -3.8958 -4.0186 -4.1372 -4.2520 -4.3632 -4.4711
 -4.5771
 -1.1626 -1.2623 -1.3602 -1.4555 -1.5483 -1.6387 -1.7270 -1.8132 -1.8970 -1.9779
 -2.0553 -2.1300 -2.2038 -2.2715 -2.3303 -2.5152 -2.6981 -2.8713 -3.0367 -3.1961
 -3.3500 -3.4974 -3.6379 -3.7719 -3.9001 -4.0228 -4.1410 -4.2550 -4.3656 -4.4726
 -4.5766
 -1.1837 -1.2758 -1.3689 -1.4608 -1.5508 -1.6386 -1.7243 -1.8080 -1.8898 -1.9695
 -2.0465 -2.1207 -2.1925 -2.2619 -2.3223 -2.5043 -2.6974 -2.8739 -3.0399 -3.1994
 -3.3536 -3.5016 -3.6428 -3.7775 -3.9062 -4.0293 -4.1475 -4.2613 -4.3713 -4.4778
 -4.5812
 -1.2173 -1.3004 -1.3857 -1.4713 -1.5565 -1.6407 -1.7234 -1.8046 -1.8844 -1.9627
 -2.0391 -2.1135 -2.1855 -2.2551 -2.3196 -2.4916 -2.6847 -2.8685 -3.0374 -3.1976
 -3.3522 -3.5008 -3.6427 -3.7781 -3.9074 -4.0310 -4.1496 -4.2635 -4.3733 -4.4795
 -4.5845
 -1.2635 -1.3402 -1.4164 -1.4938 -1.5719 -1.6501 -1.7282 -1.8059 -1.8830 -1.9593
 -2.0346 -2.1086 -2.1808 -2.2510 -2.3182 -2.4852 -2.6718 -2.8575 -3.0309 -3.1932
 -3.3488 -3.4984 -3.6412 -3.7775 -3.9075 -4.0319 -4.1511 -4.2656 -4.3756 -4.4818
 -4.5845
 -1.3222 -1.3918 -1.4613 -1.5308 -1.6007 -1.6712 -1.7426 -1.8148 -1.8877 -1.9609
 -2.0340 -2.1066 -2.1783 -2.2486 -2.3181 -2.4851 -2.6587 -2.8409 -3.0204
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1462 -1.2377 -1.3212 -1.3966 -1.4663 -1.5372 -1.6164 -1.7051 -1.7911 -1.8717
 -1.9461 -2.0168 -2.0874 -2.1594 -2.2318 -2.4098 -2.5835 -2.7576 -2.9284
 -1.1901 -1.2894 -1.3808 -1.4639 -1.5397 -1.6121 -1.6892 -1.7728 -1.8554 -1.9330
 -2.0036 -2.0687 -2.1337 -2.2026 -2.2739 -2.4520 -2.6277 -2.7995 -2.9667 -3.1273
 -1.2039 -1.3115 -1.4107 -1.5016 -1.5842 -1.6600 -1.7352 -1.8155 -1.8962 -1.9731
 -2.0431 -2.1053 -2.1645 -2.2288 -2.2984 -2.4777 -2.6558 -2.8272 -2.9924 -3.1520
 -3.3046
 -1.1858 -1.2978 -1.4097 -1.5130 -1.6071 -1.6915 -1.7685 -1.8462 -1.9254 -2.0022
 -2.0731 -2.1354 -2.1906 -2.2484 -2.3145 -2.4941 -2.6737 -2.8453 -3.0096 -3.1683
 -3.3208 -3.4668
 -1.1607 -1.2719 -1.3828 -1.4913 -1.5955 -1.6937 -1.7842 -1.8660 -1.9454 -2.0231
 -2.0961 -2.1613 -2.2166 -2.2677 -2.3276 -2.5045 -2.6849 -2.8570 -3.0211 -3.1790
 -3.3314 -3.4776 -3.6172 -3.7510
 -1.1522 -1.2587 -1.3634 -1.4672 -1.5699 -1.6702 -1.7667 -1.8583 -1.9452 -2.0277
 -2.1057 -2.1770 -2.2389 -2.2901 -2.3419 -2.5114 -2.6919 -2.8645 -3.0288 -3.1863
 -3.3384 -3.4847 -3.6245 -3.7583 -3.8866 -4.0103 -4.1302 -4.2467 -4.3596 -4.4685
 -1.1528 -1.2565 -1.3572 -1.4565 -1.5550 -1.6525 -1.7479 -1.8396 -1.9269 -2.0106
 -2.0919 -2.1699 -2.2415 -2.3038 -2.3578 -2.5168 -2.6961 -2.8692 -3.0338 -3.1912
 -3.3430 -3.4894 -3.6296 -3.7636 -3.8918 -4.0150 -4.1341 -4.2495 -4.3616 -4.4697
 -4.5749
