 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F560W
 -4.9147 -5.0672 -5.2034 -5.2618 -5.3271 -5.4017 -5.4842 -5.5618 -5.6477 -5.7345
 -5.8182 -5.9000 -5.9791 -6.0563 -6.1316 -6.3116 -6.4835 -6.6425 -6.8160
 -5.0074 -5.0825 -5.1649 -5.2562 -5.3550 -5.4442 -5.5229 -5.6014 -5.6831 -5.7676
 -5.8512 -5.9332 -6.0132 -6.0913 -6.1673 -6.3490 -6.5195 -6.6837 -6.8473 -7.0071
 -5.0408 -5.1093 -5.1853 -5.2670 -5.3536 -5.4471 -5.5419 -5.6282 -5.7097 -5.7903
 -5.8720 -5.9532 -6.0331 -6.1114 -6.1878 -6.3703 -6.5408 -6.7040 -6.8671 -7.0267
 -7.1788
 -5.0801 -5.1416 -5.2113 -5.2875 -5.3685 -5.4528 -5.5401 -5.6311 -5.7212 -5.8067
 -5.8879 -5.9672 -6.0456 -6.1233 -6.1997 -6.3833 -6.5552 -6.7198 -6.8813 -7.0405
 -7.1925 -7.3375
 -5.1312 -5.1811 -5.2431 -5.3129 -5.3886 -5.4683 -5.5502 -5.6333 -5.7196 -5.8071
 -5.8932 -5.9757 -6.0547 -6.1312 -6.2067 -6.3904 -6.5640 -6.7296 -6.8912 -7.0502
 -7.2023 -7.3472 -7.4856 -7.6181
 -5.1932 -5.2331 -5.2832 -5.3448 -5.4138 -5.4881 -5.5656 -5.6448 -5.7252 -5.8070
 -5.8900 -5.9731 -6.0546 -6.1338 -6.2104 -6.3937 -6.5683 -6.7352 -6.8976 -7.0568
 -7.2092 -7.3543 -7.4927 -7.6252 -7.7523 -7.8747 -7.9931 -8.1081 -8.2201 -8.3295
 -5.2630 -5.2960 -5.3345 -5.3862 -5.4465 -5.5139 -5.5859 -5.6606 -5.7374 -5.8151
 -5.8933 -5.9718 -6.0506 -6.1293 -6.2069 -6.3936 -6.5689 -6.7366 -6.9004 -7.0605
 -7.2137 -7.3594 -7.4980 -7.6305 -7.7574 -7.8794 -7.9970 -8.1109 -8.2213 -8.3289
 -8.4348
 -5.3374 -5.3660 -5.3980 -5.4398 -5.4901 -5.5484 -5.6131 -5.6822 -5.7543 -5.8282
 -5.9029 -5.9778 -6.0525 -6.1275 -6.2027 -6.3885 -6.5661 -6.7348 -6.8993 -7.0609
 -7.2158 -7.3625 -7.5017 -7.6345 -7.7616 -7.8834 -8.0005 -8.1135 -8.2229 -8.3294
 -8.4332
 -5.4135 -5.4393 -5.4691 -5.5071 -5.5472 -5.5957 -5.6515 -5.7130 -5.7792 -5.8484
 -5.9191 -5.9908 -6.0623 -6.1338 -6.2055 -6.3854 -6.5623 -6.7318 -6.8969 -7.0599
 -7.2174 -7.3661 -7.5066 -7.6402 -7.7678 -7.8899 -8.0071 -8.1200 -8.2291 -8.3346
 -8.4369
 -5.4880 -5.5122 -5.5416 -5.5755 -5.6136 -5.6554 -5.7013 -5.7538 -5.8118 -5.8745
 -5.9400 -6.0074 -6.0756 -6.1439 -6.2124 -6.3842 -6.5565 -6.7255 -6.8897 -7.0522
 -7.2117 -7.3634 -7.5059 -7.6407 -7.7691 -7.8918 -8.0094 -8.1224 -8.2311 -8.3361
 -8.4397
 -5.5582 -5.5856 -5.6162 -5.6498 -5.6860 -5.7245 -5.7650 -5.8082 -5.8570 -5.9112
 -5.9698 -6.0314 -6.0949 -6.1596 -6.2248 -6.3887 -6.5542 -6.7198 -6.8826 -7.0434
 -7.2027 -7.3567 -7.5023 -7.6392 -7.7689 -7.8926 -8.0110 -8.1245 -8.2335 -8.3386
 -8.4401
 -5.6225 -5.6749 -5.7161 -5.7500 -5.7804 -5.8101 -5.8418 -5.8772 -5.9171 -5.9616
 -6.0111 -6.0653 -6.1226 -6.1820 -6.2430 -6.3986 -6.5566 -6.7165 -6.8769
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F560W
 -4.9578 -5.0610 -5.1478 -5.2206 -5.2996 -5.3837 -5.4706 -5.5589 -5.6459 -5.7349
 -5.8218 -5.9060 -5.9874 -6.0662 -6.1427 -6.3246 -6.4956 -6.6550 -6.8170
 -4.9718 -5.0531 -5.1483 -5.2488 -5.3310 -5.4119 -5.4975 -5.5858 -5.6742 -5.7642
 -5.8525 -5.9381 -6.0209 -6.1009 -6.1784 -6.3618 -6.5313 -6.6905 -6.8470 -7.0040
 -4.9970 -5.0710 -5.1518 -5.2403 -5.3398 -5.4347 -5.5186 -5.6033 -5.6905 -5.7795
 -5.8680 -5.9543 -6.0380 -6.1190 -6.1975 -6.3828 -6.5533 -6.7121 -6.8677 -7.0237
 -7.1753
 -5.0266 -5.0952 -5.1704 -5.2506 -5.3364 -5.4292 -5.5267 -5.6181 -5.7032 -5.7890
 -5.8761 -5.9621 -6.0461 -6.1276 -6.2068 -6.3941 -6.5666 -6.7268 -6.8822 -7.0375
 -7.1887 -7.3336
 -5.0617 -5.1238 -5.1937 -5.2694 -5.3498 -5.4341 -5.5220 -5.6135 -5.7070 -5.7962
 -5.8822 -5.9665 -6.0496 -6.1311 -6.2105 -6.3992 -6.5740 -6.7365 -6.8924 -7.0470
 -7.1981 -7.3430 -7.4815 -7.6147
 -5.1069 -5.1589 -5.2219 -5.2921 -5.3675 -5.4471 -5.5297 -5.6143 -5.7011 -5.7903
 -5.8802 -5.9675 -6.0514 -6.1323 -6.2113 -6.4006 -6.5772 -6.7420 -6.8991 -7.0534
 -7.2045 -7.3497 -7.4882 -7.6208 -7.7483 -7.8713 -7.9903 -8.1057 -8.2178 -8.3270
 -5.1600 -5.2035 -5.2574 -5.3203 -5.3900 -5.4646 -5.5428 -5.6233 -5.7053 -5.7885
 -5.8733 -5.9595 -6.0450 -6.1286 -6.2094 -6.3996 -6.5774 -6.7441 -6.9027 -7.0573
 -7.2087 -7.3543 -7.4931 -7.6258 -7.7530 -7.8753 -7.9933 -8.1076 -8.2186 -8.3268
 -8.4323
 -5.2212 -5.2593 -5.3031 -5.3568 -5.4189 -5.4874 -5.5606 -5.6367 -5.7149 -5.7941
 -5.8744 -5.9557 -6.0374 -6.1193 -6.2004 -6.3954 -6.5753 -6.7434 -6.9034 -7.0587
 -7.2107 -7.3570 -7.4965 -7.6296 -7.7568 -7.8788 -7.9963 -8.1098 -8.2198 -8.3267
 -8.4308
 -5.2877 -5.3228 -5.3602 -5.4045 -5.4577 -5.5186 -5.5856 -5.6566 -5.7306 -5.8062
 -5.8829 -5.9604 -6.0383 -6.1163 -6.1944 -6.3878 -6.5718 -6.7424 -6.9036 -7.0597
 -7.2128 -7.3605 -7.5010 -7.6348 -7.7626 -7.8850 -8.0027 -8.1162 -8.2258 -8.3317
 -8.4342
 -5.3558 -5.3898 -5.4245 -5.4629 -5.5068 -5.5587 -5.6176 -5.6820 -5.7506 -5.8218
