 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.4114 -2.3489 -2.2778 -2.2112 -2.1506 -2.1067 -2.1547 -2.1244 -2.0830 -2.0233
 -1.9474 -1.8806 -1.7912 -1.6956 -1.6043 -1.4155 -1.2728 -1.1721 -1.0939
 -2.3477 -2.2298 -2.1502 -2.1050 -2.0865 -2.0667 -2.0368 -2.0005 -1.9606 -1.9164
 -1.8601 -1.7883 -1.7059 -1.6232 -1.5458 -1.3814 -1.2555 -1.1632 -1.0967 -1.0480
 -2.2818 -2.1782 -2.0877 -2.0139 -1.9606 -1.9311 -1.9203 -1.9050 -1.8736 -1.8284
 -1.7793 -1.7236 -1.6547 -1.5802 -1.5092 -1.3589 -1.2454 -1.1623 -1.1023 -1.0580
 -1.0243
 -2.2207 -2.1307 -2.0469 -1.9710 -1.9059 -1.8542 -1.8167 -1.7928 -1.7760 -1.7501
 -1.7093 -1.6632 -1.6087 -1.5448 -1.4803 -1.3413 -1.2375 -1.1628 -1.1090 -1.0690
 -1.0383 -1.0140
 -2.1421 -2.0707 -2.0009 -1.9331 -1.8690 -1.8114 -1.7629 -1.7235 -1.6914 -1.6643
 -1.6357 -1.5999 -1.5593 -1.5094 -1.4546 -1.3269 -1.2302 -1.1626 -1.1151 -1.0798
 -1.0525 -1.0308 -1.0130 -0.9974
 -2.0459 -1.9935 -1.9408 -1.8864 -1.8307 -1.7759 -1.7248 -1.6798 -1.6408 -1.6058
 -1.5727 -1.5394 -1.5061 -1.4676 -1.4240 -1.3135 -1.2230 -1.1600 -1.1184 -1.0885
 -1.0655 -1.0471 -1.0319 -1.0192 -1.0072 -0.9972 -0.9909 -0.9895 -0.9943 -1.0057
 -1.9399 -1.9016 -1.8651 -1.8258 -1.7826 -1.7362 -1.6890 -1.6436 -1.6025 -1.5654
 -1.5303 -1.4958 -1.4619 -1.4278 -1.3911 -1.2972 -1.2148 -1.1550 -1.1173 -1.0928
 -1.0751 -1.0609 -1.0494 -1.0397 -1.0310 -1.0224 -1.0155 -1.0124 -1.0146 -1.0235
 -1.0400
 -1.8263 -1.8013 -1.7772 -1.7512 -1.7214 -1.6868 -1.6478 -1.6070 -1.5673 -1.5300
 -1.4955 -1.4623 -1.4294 -1.3966 -1.3628 -1.2793 -1.2051 -1.1482 -1.1122 -1.0915
 -1.0790 -1.0702 -1.0633 -1.0576 -1.0524 -1.0476 -1.0420 -1.0378 -1.0378 -1.0440
 -1.0578
 -1.7135 -1.6983 -1.6826 -1.6665 -1.6479 -1.6247 -1.5964 -1.5637 -1.5290 -1.4943
 -1.4613 -1.4301 -1.3998 -1.3696 -1.3386 -1.2615 -1.1935 -1.1401 -1.1046 -1.0853
 -1.0765 -1.0729 -1.0716 -1.0710 -1.0705 -1.0695 -1.0685 -1.0688 -1.0706 -1.0738
 -1.0782
 -1.6016 -1.5926 -1.5866 -1.5772 -1.5664 -1.5529 -1.5349 -1.5121 -1.4853 -1.4561
 -1.4265 -1.3978 -1.3703 -1.3435 -1.3163 -1.2463 -1.1828 -1.1322 -1.0971 -1.0773
 -1.0694 -1.0692 -1.0728 -1.0779 -1.0827 -1.0869 -1.0903 -1.0931 -1.0996 -1.1026
 -1.1034
 -1.4906 -1.4842 -1.4892 -1.4880 -1.4813 -1.4741 -1.4643 -1.4507 -1.4330 -1.4116
 -1.3878 -1.3630 -1.3387 -1.3151 -1.2918 -1.2315 -1.1722 -1.1242 -1.0899 -1.0693
 -1.0607 -1.0612 -1.0677 -1.0774 -1.0878 -1.0976 -1.1064 -1.1140 -1.1207 -1.1270
 -1.1339
 -1.3804 -1.3731 -1.3904 -1.3998 -1.3966 -1.3932 -1.3886 -1.3819 -1.3722 -1.3591
 -1.3428 -1.3242 -1.3043 -1.2843 -1.2651 -1.2171 -1.1617 -1.1161 -1.0830
