 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F460M
  0.0648 -0.0286 -0.1151 -0.1773 -0.2128 -0.2359 -0.2626 -0.3030 -0.3600 -0.4321
 -0.5047 -0.5779 -0.6498 -0.7189 -0.7875 -0.9506 -1.0969 -1.2410 -1.3802
  0.1032  0.0161 -0.0696 -0.1477 -0.2167 -0.2771 -0.3304 -0.3800 -0.4300 -0.4826
 -0.5389 -0.6001 -0.6665 -0.7360 -0.8057 -0.9716 -1.1216 -1.2623 -1.4083 -1.5615
  0.1250  0.0436 -0.0392 -0.1226 -0.2056 -0.2837 -0.3532 -0.4138 -0.4675 -0.5167
 -0.5670 -0.6207 -0.6808 -0.7475 -0.8168 -0.9849 -1.1393 -1.2802 -1.4296 -1.5866
 -1.7382
  0.1302  0.0539 -0.0239 -0.1020 -0.1795 -0.2557 -0.3310 -0.4044 -0.4725 -0.5344
 -0.5890 -0.6397 -0.6927 -0.7534 -0.8208 -0.9905 -1.1500 -1.2947 -1.4442 -1.5998
 -1.7510 -1.8956
  0.1192  0.0491 -0.0230 -0.0961 -0.1693 -0.2417 -0.3125 -0.3817 -0.4511 -0.5208
 -0.5884 -0.6505 -0.7049 -0.7599 -0.8226 -0.9916 -1.1553 -1.3053 -1.4550 -1.6095
 -1.7605 -1.9049 -2.0429 -2.1754
  0.0898  0.0279 -0.0367 -0.1034 -0.1714 -0.2399 -0.3079 -0.3747 -0.4404 -0.5061
 -0.5734 -0.6418 -0.7062 -0.7639 -0.8247 -0.9904 -1.1565 -1.3114 -1.4623 -1.6164
 -1.7674 -1.9120 -2.0499 -2.1821 -2.3090 -2.4313 -2.5499 -2.6649 -2.7766 -2.8859
  0.0406 -0.0122 -0.0675 -0.1256 -0.1864 -0.2494 -0.3135 -0.3777 -0.4416 -0.5050
 -0.5685 -0.6335 -0.7004 -0.7617 -0.8222 -0.9887 -1.1551 -1.3132 -1.4656 -1.6202
 -1.7721 -1.9171 -2.0553 -2.1874 -2.3141 -2.4359 -2.5536 -2.6675 -2.7779 -2.8855
 -2.9911
 -0.0252 -0.0715 -0.1175 -0.1653 -0.2168 -0.2718 -0.3298 -0.3897 -0.4506 -0.5120
 -0.5735 -0.6354 -0.6988 -0.7616 -0.8201 -0.9852 -1.1520 -1.3116 -1.4650 -1.6202
 -1.7738 -1.9201 -2.0590 -2.1915 -2.3183 -2.4400 -2.5572 -2.6704 -2.7799 -2.8862
 -2.9900
 -0.1007 -0.1451 -0.1860 -0.2247 -0.2658 -0.3108 -0.3602 -0.4134 -0.4695 -0.5274
 -0.5865 -0.6462 -0.7067 -0.7675 -0.8248 -0.9842 -1.1494 -1.3098 -1.4639 -1.6190
 -1.7746 -1.9233 -2.0637 -2.1971 -2.3245 -2.4465 -2.5638 -2.6768 -2.7859 -2.8915
 -2.9941
 -0.1766 -0.2233 -0.2641 -0.2989 -0.3315 -0.3667 -0.4057 -0.4498 -0.4984 -0.5505
 -0.6053 -0.6618 -0.7194 -0.7776 -0.8347 -0.9855 -1.1454 -1.3046 -1.4588 -1.6124
 -1.7682 -1.9195 -2.0624 -2.1974 -2.3257 -2.4483 -2.5659 -2.6790 -2.7880 -2.8933
 -2.9972
 -0.2509 -0.3016 -0.3448 -0.3814 -0.4121 -0.4396 -0.4694 -0.5034 -0.5423 -0.5860
 -0.6339 -0.6852 -0.7388 -0.7938 -0.8492 -0.9925 -1.1451 -1.3005 -1.4539 -1.6059
 -1.7597 -1.9118 -2.0576 -2.1952 -2.3253 -2.4490 -2.5674 -2.6809 -2.7901 -2.8955
 -2.9974
 -0.3235 -0.3800 -0.4242 -0.4657 -0.4984 -0.5251 -0.5493 -0.5744 -0.6037 -0.6376
 -0.6764 -0.7199 -0.7673 -0.8176 -0.8683 -1.0052 -1.1485 -1.2975 -1.4492
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F460M
  0.0802  0.0194 -0.0368 -0.0897 -0.1421 -0.1968 -0.2563 -0.3215 -0.3898 -0.4584
 -0.5273 -0.5975 -0.6687 -0.7401 -0.8191 -0.9859 -1.1266 -1.2633 -1.3924
