 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -6.6334 -6.2979 -6.1030 -5.9764 -5.7361 -5.4048 -5.0597 -4.7463 -4.4634 -4.1953
 -3.9403 -3.7034 -3.4866 -3.2878 -3.1031 -2.6832 -2.2986 -1.9448 -1.6443 -1.4061
 -6.3317 -5.9571 -5.6560 -5.4336 -5.2992 -5.1423 -4.8737 -4.5674 -4.2783 -4.0098
 -3.7536 -3.5149 -3.2971 -3.0994 -2.9187 -2.5217 -2.1762 -1.8656 -1.5974 -1.3813
 -1.2085
 -6.1154 -5.7501 -5.4286 -5.1506 -4.9214 -4.7465 -4.6068 -4.4133 -4.1509 -3.8864
 -3.6324 -3.3925 -3.1725 -2.9737 -2.7937 -2.4090 -2.0894 -1.8110 -1.5690 -1.3705
 -1.2111 -1.0784
 -5.9379 -5.5989 -5.2824 -5.0016 -4.7549 -4.5303 -4.3292 -4.1555 -3.9949 -3.7899
 -3.5551 -3.3208 -3.1003 -2.8990 -2.7174 -2.3367 -2.0322 -1.7758 -1.5542 -1.3698
 -1.2210 -1.0977 -0.9910 -0.8946
 -5.7908 -5.4726 -5.1735 -4.8948 -4.6449 -4.4185 -4.2039 -3.9977 -3.8079 -3.6400
 -3.4672 -3.2694 -3.0619 -2.8627 -2.6790 -2.2957 -1.9982 -1.7551 -1.5485 -1.3754
 -1.2352 -1.1199 -1.0208 -0.9322 -0.8507 -0.7757 -0.7070 -0.6447 -0.5901 -0.5506
 -5.6482 -5.3583 -5.0821 -4.8138 -4.5644 -4.3386 -4.1292 -3.9266 -3.7274 -3.5369
 -3.3593 -3.1931 -3.0228 -2.8442 -2.6667 -2.2789 -1.9815 -1.7453 -1.5485 -1.3837
 -1.2505 -1.1423 -1.0504 -0.9688 -0.8940 -0.8229 -0.7569 -0.6979 -0.6477 -0.6071
 -0.5756
 -5.5138 -5.2495 -4.9985 -4.7468 -4.5034 -4.2766 -4.0698 -3.8753 -3.6851 -3.4962
 -3.3114 -3.1352 -2.9716 -2.8151 -2.6580 -2.2817 -1.9781 -1.7435 -1.5522 -1.3931
 -1.2646 -1.1620 -1.0771 -1.0027 -0.9348 -0.8702 -0.8096 -0.7543 -0.7053 -0.6635
 -0.6292
 -5.3925 -5.1465 -4.9144 -4.6822 -4.4513 -4.2276 -4.0194 -3.8274 -3.6460 -3.4676
 -3.2896 -3.1134 -2.9443 -2.7864 -2.6378 -2.2885 -1.9841 -1.7458 -1.5567 -1.4010
 -1.2752 -1.1765 -1.0975 -1.0305 -0.9702 -0.9140 -0.8614 -0.8129 -0.7682 -0.7271
 -0.6893
 -5.2889 -5.0507 -4.8310 -4.6203 -4.4062 -4.1934 -3.9865 -3.7923 -3.6127 -3.4425
 -3.2756 -3.1086 -2.9426 -2.7826 -2.6320 -2.2948 -2.0001 -1.7571 -1.5662 -1.4117
 -1.2867 -1.1889 -1.1134 -1.0525 -0.9998 -0.9515 -0.9063 -0.8634 -0.8229 -0.7853
 -0.7510
 -5.2020 -4.9625 -4.7492 -4.5520 -4.3542 -4.1580 -3.9616 -3.7695 -3.5876 -3.4181
 -3.2576 -3.1010 -2.9448 -2.7895 -2.6389 -2.3008 -2.0136 -1.7718 -1.5773 -1.4223
 -1.2973 -1.1989 -1.1243 -1.0672 -1.0210 -0.9805 -0.9434 -0.9082 -0.8745 -0.8427
 -0.8132
 -5.1262 -4.8818 -4.6689 -4.4748 -4.2915 -4.1113 -3.9301 -3.7496 -3.5718 -3.4009
 -3.2404 -3.0885 -2.9411 -2.7952 -2.6503 -2.3123 -2.0254 -1.7858 -1.5893
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -7.3043 -7.0083 -6.5698 -6.1113 -5.6629 -5.2711 -4.9632 -4.6893 -4.4308 -4.1903
 -3.9623 -3.7486 -3.5512 -3.3693 -3.2002 -2.8132 -2.4476 -2.0926 -1.7677
 -6.6242 -6.4537 -6.2792 -5.9297 -5.5282 -5.1332 -4.7906 -4.5022 -4.2372 -3.9921
 -3.7599 -3.5430 -3.3436 -3.1618 -2.9951 -2.6250 -2.2914 -1.9793 -1.6931 -1.4475
 -6.3292 -5.9783 -5.7764 -5.6626 -5.4054 -5.0532 -4.6997 -4.3876 -4.1150 -3.8658
 -3.6307 -3.4103 -3.2074 -3.0231 -2.8557 -2.4929 -2.1795 -1.8973 -1.6418 -1.4189
 -1.2347
 -6.1770 -5.7867 -5.4726 -5.2448 -5.1064 -4.9431 -4.6539 -4.3381 -4.0498 -3.7944
 -3.5573 -3.3339 -3.1269 -2.9385 -2.7680 -2.4056 -2.1037 -1.8413 -1.6085 -1.4040
 -1.2328 -1.0911
 -6.0743 -5.6876 -5.3482 -5.0606 -4.8262 -4.6400 -4.4958 -4.2976 -4.0293 -3.7642
 -3.5247 -3.2992 -3.0883 -2.8949 -2.7199 -2.3523 -2.0552 -1.8051 -1.5884 -1.3989
 -1.2386 -1.1057 -0.9932 -0.8953
 -5.9972 -5.6254 -5.2807 -4.9760 -4.7116 -4.4816 -4.2804 -4.1057 -3.9475 -3.7476
 -3.5173 -3.2936 -3.0805 -2.8824 -2.7018 -2.3244 -2.0267 -1.7834 -1.5777 -1.4000
 -1.2491 -1.1240 -1.0186 -0.9268 -0.8449 -0.7703 -0.7011 -0.6356 -0.5772 -0.5408
 -5.9353 -5.5826 -5.2444 -4.9333 -4.6578 -4.4170 -4.1991 -3.9943 -3.8050 -3.6368
 -3.4734 -3.2885 -3.0886 -2.8915 -2.7066 -2.3164 -2.0133 -1.7723 -1.5734 -1.4045
 -1.2615 -1.1432 -1.0447 -0.9596 -0.8832 -0.8135 -0.7496 -0.6908 -0.6367 -0.5902
 -0.5639
 -5.8782 -5.5492 -5.2239 -4.9142 -4.6308 -4.3792 -4.1563 -3.9507 -3.7539 -3.5656
 -3.3908 -3.2294 -3.0688 -2.8985 -2.7232 -2.3248 -2.0123 -1.7693 -1.5735 -1.4106
 -1.2739 -1.1614 -1.0690 -0.9906 -0.9208 -0.8571 -0.7974 -0.7423 -0.6933 -0.6511
 -0.6164
 -5.8267 -5.5144 -5.2071 -4.9058 -4.6202 -4.3601 -4.1287 -3.9211 -3.7279 -3.5409
 -3.3594 -3.1865 -3.0236 -2.8699 -2.7186 -2.3425 -2.0196 -1.7709 -1.5754 -1.4158
 -1.2834 -1.1754 -1.0883 -1.0164 -0.9537 -0.8969 -0.8446 -0.7967 -0.7529 -0.7128
 -0.6762
 -5.7845 -5.4849 -5.1926 -4.9068 -4.6273 -4.3632 -4.1225 -3.9071 -3.7128 -3.5309
 -3.3546 -3.1820 -3.0142 -2.8544 -2.7049 -2.3596 -2.0423 -1.7833 -1.5839 -1.4246
 -1.2942 -1.1884 -1.1045 -1.0378 -0.9819 -0.9325 -0.8873 -0.8451 -0.8059 -0.7698
 -0.7375
 -5.7535 -5.4440 -5.1679 -4.9009 -4.6370 -4.3781 -4.1331 -3.9085 -3.7066 -3.5233
 -3.3518 -3.1857 -3.0221 -2.8616 -2.7077 -2.3660 -2.0658 -1.8040 -1.5968 -1.4348
 -1.3045 -1.1993 -1.1167 -1.0530 -1.0027 -0.9604 -0.9229 -0.8881 -0.8555 -0.8251
 -0.7972
 -5.7375 -5.4111 -5.1339 -4.8809 -4.6331 -4.3894 -4.1521 -3.9245 -3.7141 -3.5233
 -3.3496 -3.1874 -3.0307 -2.8764 -2.7243 -2.3760 -2.0821 -1.8271 -1.6144
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -7.3194 -6.9028 -6.4045 -5.9342 -5.4977 -5.1205 -4.8192 -4.5556 -4.3112 -4.0805
 -3.8638 -3.6603 -3.4718 -3.2984 -3.1381 -2.7756 -2.4383 -2.1100 -1.7972
 -6.7002 -6.5690 -6.2465 -5.8217 -5.4018 -5.0067 -4.6776 -4.3987 -4.1460 -3.9110
 -3.6898 -3.4828 -3.2917 -3.1170 -2.9571 -2.6056 -2.2915 -1.9967 -1.7214 -1.4759
 -6.3269 -6.0385 -5.9274 -5.7092 -5.3451 -4.9667 -4.6105 -4.3094 -4.0475 -3.8076
 -3.5832 -3.3726 -3.1776 -2.9996 -2.8376 -2.4886 -2.1880 -1.9159 -1.6675 -1.4446
 -1.2548
 -6.1937 -5.8005 -5.5186 -5.3657 -5.2311 -4.9409 -4.6015 -4.2786 -4.0003 -3.7533
 -3.5262 -3.3123 -3.1132 -2.9306 -2.7647 -2.4123 -2.1183 -1.8607 -1.6314 -1.4267
 -1.2502 -1.1026
 -6.1260 -5.7159 -5.3680 -5.0969 -4.8993 -4.7643 -4.5749 -4.2885 -3.9970 -3.7367
 -3.5051 -3.2887 -3.0856 -2.8980 -2.7269 -2.3664 -2.0736 -1.8247 -1.6086 -1.4182
 -1.2532 -1.1143 -0.9974 -0.8964
 -6.0885 -5.6818 -5.3154 -5.0022 -4.7450 -4.5305 -4.3549 -4.2036 -4.0018 -3.7504
 -3.5102 -3.2913 -3.0849 -2.8924 -2.7157 -2.3434 -2.0474 -1.8028 -1.5955 -1.4161
 -1.2609 -1.1300 -1.0201 -0.9253 -0.8415 -0.7653 -0.6946 -0.6304 -0.5751 -0.5350
 -6.0691 -5.6733 -5.3032 -4.9718 -4.6868 -4.4444 -4.2313 -4.0381 -3.8687 -3.7086
 -3.5179 -3.3085 -3.1032 -2.9076 -2.7253 -2.3386 -2.0354 -1.7912 -1.5892 -1.4179
 -1.2711 -1.1472 -1.0438 -0.9556 -0.8776 -0.8072 -0.7436 -0.6848 -0.6300 -0.5831
 -0.5565
 -6.0551 -5.6786 -5.3132 -4.9743 -4.6719 -4.4108 -4.1840 -3.9786 -3.7861 -3.6067
 -3.4439 -3.2857 -3.1137 -2.9310 -2.7499 -2.3495 -2.0355 -1.7880 -1.5883 -1.4221
 -1.2817 -1.1638 -1.0664 -0.9845 -0.9131 -0.8487 -0.7890 -0.7344 -0.6856 -0.6434
 -0.6080
 -6.0439 -5.6832 -5.3307 -4.9925 -4.6808 -4.4039 -4.1628 -3.9503 -3.7552 -3.5691
 -3.3920 -3.2268 -3.0718 -2.9194 -2.7616 -2.3707 -2.0441 -1.7899 -1.5894 -1.4259
 -1.2901 -1.1772 -1.0848 -1.0090 -0.9442 -0.8866 -0.8343 -0.7860 -0.7419 -0.7025
 -0.6677
 -6.0356 -5.6879 -5.3538 -5.0256 -4.7122 -4.4245 -4.1687 -3.9442 -3.7444 -3.5596
 -3.3825 -3.2120 -3.0492 -2.8948 -2.7486 -2.3961 -2.0682 -1.8032 -1.5981 -1.4343
 -1.3003 -1.1901 -1.1012 -1.0300 -0.9715 -0.9208 -0.8754 -0.8336 -0.7949 -0.7597
 -0.7282
 -6.0332 -5.6834 -5.3661 -5.0558 -4.7522 -4.4623 -4.1956 -3.9574 -3.7467 -3.5579
 -3.3829 -3.2152 -3.0523 -2.8945 -2.7435 -2.4045 -2.0966 -1.8257 -1.6120 -1.4449
 -1.3105 -1.2013 -1.1139 -1.0457 -0.9921 -0.9480 -0.9099 -0.8752 -0.8432 -0.8136
 -0.7861
 -6.0452 -5.6757 -5.3625 -5.0710 -4.7851 -4.5047 -4.2369 -3.9890 -3.7658 -3.5667
 -3.3876 -3.2216 -3.0629 -2.9080 -2.7565 -2.4108 -2.1158 -1.8533 -1.6321
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -7.2729 -6.7526 -6.2320 -5.7717 -5.3673 -5.0068 -4.7101 -4.4470 -4.2100 -3.9898
 -3.7830 -3.5890 -3.4086 -3.2423 -3.0891 -2.7461 -2.4319 -2.1268 -1.8275
 -6.8408 -6.5919 -6.1600 -5.7039 -5.2872 -4.9097 -4.5913 -4.3175 -4.0699 -3.8454
 -3.6343 -3.4367 -3.2534 -3.0852 -2.9311 -2.5946 -2.2965 -2.0163 -1.7513 -1.5085
 -6.3459 -6.1817 -6.0278 -5.6707 -5.2652 -4.8825 -4.5387 -4.2470 -3.9908 -3.7602
 -3.5458 -3.3446 -3.1576 -2.9857 -2.8288 -2.4913 -2.2019 -1.9383 -1.6955 -1.4743
 -1.2802
 -6.1980 -5.8251 -5.6238 -5.5205 -5.2509 -4.8932 -4.5431 -4.2272 -3.9570 -3.7186
 -3.5008 -3.2964 -3.1053 -2.9289 -2.7676 -2.4242 -2.1378 -1.8845 -1.6571 -1.4529
 -1.2725 -1.1189
 -6.1588 -5.7307 -5.3924 -5.1634 -5.0344 -4.8668 -4.5692 -4.2526 -3.9620 -3.7107
 -3.4875 -3.2800 -3.0852 -2.9040 -2.7375 -2.3840 -2.0963 -1.8489 -1.6321 -1.4408
 -1.2722 -1.1275 -1.0052 -0.9005
 -6.1589 -5.7185 -5.3352 -5.0248 -4.7877 -4.6114 -4.4720 -4.2698 -3.9992 -3.7331
 -3.4981 -3.2869 -3.0887 -2.9030 -2.7310 -2.3648 -2.0719 -1.8267 -1.6169 -1.4353
 -1.2768 -1.1402 -1.0247 -0.9260 -0.8394 -0.7619 -0.6910 -0.6249 -0.5664 -0.5290
 -6.1833 -5.7421 -5.3414 -4.9952 -4.7079 -4.4750 -4.2779 -4.1108 -3.9557 -3.7596
 -3.5286 -3.3110 -3.1100 -2.9206 -2.7434 -2.3627 -2.0611 -1.8149 -1.6092 -1.4344
 -1.2840 -1.1548 -1.0457 -0.9532 -0.8728 -0.8011 -0.7362 -0.6769 -0.6225 -0.5756
 -0.5482
 -6.2155 -5.7859 -5.3802 -5.0136 -4.6968 -4.4314 -4.2081 -4.0097 -3.8290 -3.6657
 -3.5079 -3.3299 -3.1398 -2.9514 -2.7711 -2.3757 -2.0623 -1.8118 -1.6073 -1.4368
 -1.2925 -1.1696 -1.0663 -0.9797 -0.9055 -0.8399 -0.7810 -0.7277 -0.6788 -0.6345
 -0.5987
 -6.2497 -5.8301 -5.4320 -5.0576 -4.7216 -4.4309 -4.1845 -3.9722 -3.7800 -3.5998
 -3.4315 -3.2758 -3.1241 -2.9651 -2.7988 -2.3991 -2.0722 -1.8141 -1.6082 -1.4397
 -1.2994 -1.1817 -1.0835 -1.0025 -0.9346 -0.8755 -0.8227 -0.7747 -0.7311 -0.6919
 -0.6578
 -6.2824 -5.8802 -5.4942 -5.1225 -4.7765 -4.4670 -4.1983 -3.9677 -3.7665 -3.5826
 -3.4085 -3.2432 -3.0880 -2.9407 -2.7969 -2.4328 -2.0974 -1.8285 -1.6174 -1.4480
 -1.3091 -1.1942 -1.0997 -1.0231 -0.9608 -0.9081 -0.8619 -0.8202 -0.7821 -0.7478
 -0.7171
 -6.3133 -5.9151 -5.5475 -5.1900 -4.8459 -4.5265 -4.2402 -3.9899 -3.7730 -3.5816
 -3.4063 -3.2401 -3.0808 -2.9286 -2.7832 -2.4475 -2.1306 -1.8522 -1.6325 -1.4592
 -1.3195 -1.2054 -1.1129 -1.0393 -0.9813 -0.9345 -0.8951 -0.8602 -0.8286 -0.7998
 -0.7728
 -6.3539 -5.9397 -5.5818 -5.2435 -4.9140 -4.5975 -4.3025 -4.0365 -3.8019 -3.5965
 -3.4140 -3.2469 -3.0887 -2.9362 -2.7886 -2.4502 -2.1538 -1.8835 -1.6545
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -7.1536 -6.5862 -6.0680 -5.6309 -5.2525 -4.9146 -4.6284 -4.3633 -4.1266 -3.9185
 -3.7206 -3.5347 -3.3618 -3.2020 -3.0543 -2.7266 -2.4306 -2.1438 -1.8614
 -6.7699 -6.5418 -6.0540 -5.5910 -5.1838 -4.8266 -4.5232 -4.2529 -4.0099 -3.7950
 -3.5931 -3.4041 -3.2283 -3.0661 -2.9170 -2.5924 -2.3074 -2.0393 -1.7834 -1.5443
 -6.4379 -6.3371 -6.0286 -5.6037 -5.1848 -4.8037 -4.4779 -4.1950 -3.9453 -3.7237
 -3.5185 -3.3262 -3.1470 -2.9813 -2.8291 -2.5014 -2.2214 -1.9653 -1.7268 -1.5075
 -1.3109
 -6.1990 -5.8938 -5.7959 -5.5805 -5.2142 -4.8355 -4.4862 -4.1828 -3.9210 -3.6903
 -3.4816 -3.2861 -3.1032 -2.9333 -2.7768 -2.4418 -2.1624 -1.9135 -1.6872 -1.4827
 -1.2999 -1.1407
 -6.1698 -5.7391 -5.4399 -5.2963 -5.1658 -4.8706 -4.5327 -4.2119 -3.9310 -3.6875
 -3.4725 -3.2738 -3.0872 -2.9129 -2.7515 -2.4058 -2.1234 -1.8784 -1.6606 -1.4672
 -1.2960 -1.1461 -1.0177 -0.9083
 -6.2029 -5.7332 -5.3456 -5.0573 -4.8676 -4.7444 -4.5521 -4.2650 -3.9742 -3.7129
 -3.4854 -3.2824 -3.0923 -2.9140 -2.7475 -2.3890 -2.1000 -1.8559 -1.6437 -1.4587
 -1.2969 -1.1554 -1.0338 -0.9300 -0.8407 -0.7614 -0.6882 -0.6193 -0.5608 -0.5229
 -6.2703 -5.7834 -5.3577 -5.0053 -4.7308 -4.5217 -4.3600 -4.2150 -4.0133 -3.7627
 -3.5208 -3.3077 -3.1141 -2.9320 -2.7611 -2.3884 -2.0898 -1.8436 -1.6345 -1.4554
 -1.3010 -1.1670 -1.0519 -0.9538 -0.8697 -0.7958 -0.7304 -0.6705 -0.6143 -0.5675
 -0.5396
 -6.3557 -5.8652 -5.4196 -5.0317 -4.7098 -4.4488 -4.2378 -4.0565 -3.8971 -3.7419
 -3.5568 -3.3473 -3.1490 -2.9639 -2.7890 -2.4028 -2.0918 -1.8403 -1.6317 -1.4562
 -1.3070 -1.1793 -1.0700 -0.9777 -0.8994 -0.8314 -0.7714 -0.7166 -0.6674 -0.6245
 -0.5885
 -6.4383 -5.9568 -5.5055 -5.0966 -4.7411 -4.4434 -4.1992 -3.9937 -3.8104 -3.6418
 -3.4859 -3.3337 -3.1693 -2.9970 -2.8244 -2.4274 -2.1028 -1.8430 -1.6323 -1.4581
 -1.3124 -1.1895 -1.0855 -0.9986 -0.9261 -0.8642 -0.8103 -0.7620 -0.7188 -0.6803
 -0.6464
 -6.5187 -6.0516 -5.6081 -5.1925 -4.8161 -4.4888 -4.2126 -3.9819 -3.7844 -3.6058
 -3.4385 -3.2815 -3.1343 -2.9909 -2.8441 -2.4668 -2.1293 -1.8584 -1.6420 -1.4664
 -1.3216 -1.2012 -1.1011 -1.0184 -0.9509 -0.8950 -0.8473 -0.8052 -0.7676 -0.7333
 -0.7041
 -6.5912 -6.1335 -5.7054 -5.2970 -4.9139 -4.5675 -4.2648 -4.0067 -3.7880 -3.5986
 -3.4266 -3.2650 -3.1116 -2.9669 -2.8282 -2.4932 -2.1660 -1.8833 -1.6582 -1.4783
 -1.3323 -1.2125 -1.1144 -1.0348 -0.9713 -0.9206 -0.8789 -0.8433 -0.8119 -0.7839
 -0.7575
 -6.6661 -6.1978 -5.7840 -5.3922 -5.0172 -4.6656 -4.3462 -4.0649 -3.8222 -3.6139
 -3.4318 -3.2668 -3.1119 -2.9643 -2.8227 -2.4953 -2.1955 -1.9172 -1.6818
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -6.9986 -6.4228 -5.9249 -5.5141 -5.1492 -4.8276 -4.5569 -4.3042 -4.0694 -3.8677
 -3.6775 -3.4986 -3.3321 -3.1775 -3.0346 -2.7182 -2.4282 -2.1547 -1.8960
 -6.8414 -6.4524 -5.9440 -5.4895 -5.0995 -4.7558 -4.4695 -4.2076 -3.9688 -3.7615
 -3.5674 -3.3857 -3.2165 -3.0597 -2.9149 -2.5994 -2.3246 -2.0667 -1.8188 -1.5831
 -6.6088 -6.3986 -5.9819 -5.5278 -5.1107 -4.7423 -4.4292 -4.1582 -3.9145 -3.7000
 -3.5030 -3.3184 -3.1462 -2.9863 -2.8385 -2.5188 -2.2465 -1.9971 -1.7627 -1.5446
 -1.3467
 -6.3318 -6.0480 -5.9146 -5.5668 -5.1626 -4.7803 -4.4395 -4.1484 -3.8953 -3.6714
 -3.4708 -3.2833 -3.1078 -2.9441 -2.7925 -2.4651 -2.1920 -1.9478 -1.7228 -1.5174
 -1.3323 -1.1685
 -6.1661 -5.7588 -5.5493 -5.4593 -5.1937 -4.8394 -4.4915 -4.1770 -3.9060 -3.6703
 -3.4631 -3.2722 -3.0933 -2.9258 -2.7697 -2.4320 -2.1548 -1.9132 -1.6952 -1.4992
 -1.3248 -1.1704 -1.0361 -0.9215
 -6.2177 -5.7342 -5.3614 -5.1244 -5.0099 -4.8454 -4.5505 -4.2378 -3.9476 -3.6955
 -3.4755 -3.2803 -3.0979 -2.9265 -2.7661 -2.4162 -2.1318 -1.8902 -1.6770 -1.4881
 -1.3222 -1.1762 -1.0487 -0.9389 -0.8440 -0.7616 -0.6859 -0.6143 -0.5555 -0.5169
 -6.3201 -5.7991 -5.3606 -5.0166 -4.7711 -4.6088 -4.4818 -4.2803 -4.0121 -3.7465
 -3.5106 -3.3044 -3.1183 -2.9433 -2.7787 -2.4160 -2.1215 -1.8770 -1.6662 -1.4825
 -1.3231 -1.1843 -1.0635 -0.9593 -0.8701 -0.7927 -0.7234 -0.6611 -0.6056 -0.5590
 -0.5306
 -6.4548 -5.9116 -5.4356 -5.0353 -4.7164 -4.4739 -4.2872 -4.1359 -3.9886 -3.7955
 -3.5664 -3.3465 -3.1521 -2.9739 -2.8055 -2.4305 -2.1236 -1.8729 -1.6621 -1.4815
 -1.3266 -1.1936 -1.0788 -0.9802 -0.8964 -0.8248 -0.7626 -0.7080 -0.6585 -0.6133
 -0.5774
 -6.6068 -6.0452 -5.5496 -5.1138 -4.7465 -4.4501 -4.2160 -4.0242 -3.8572 -3.7054
 -3.5540 -3.3822 -3.1932 -3.0121 -2.8410 -2.4556 -2.1354 -1.8758 -1.6619 -1.4822
 -1.3303 -1.2015 -1.0920 -0.9988 -0.9205 -0.8546 -0.7983 -0.7491 -0.7056 -0.6673
 -0.6336
 -6.7367 -6.1895 -5.6907 -5.2359 -4.8352 -4.4963 -4.2193 -3.9945 -3.8056 -3.6364
 -3.4797 -3.3326 -3.1884 -3.0374 -2.8808 -2.4961 -2.1629 -1.8920 -1.6718 -1.4903
 -1.3390 -1.2123 -1.1062 -1.0175 -0.9439 -0.8832 -0.8326 -0.7893 -0.7515 -0.7183
 -0.6896
 -6.8517 -6.3239 -5.8332 -5.3763 -4.9581 -4.5891 -4.2749 -4.0143 -3.7989 -3.6151
 -3.4495 -3.2950 -3.1495 -3.0120 -2.8773 -2.5356 -2.2015 -1.9181 -1.6892 -1.5031
 -1.3501 -1.2237 -1.1193 -1.0336 -0.9639 -0.9078 -0.8627 -0.8253 -0.7933 -0.7658
 -0.7405
 -6.9519 -6.4485 -5.9573 -5.5138 -5.0951 -4.7118 -4.3710 -4.0781 -3.8318 -3.6246
 -3.4464 -3.2862 -3.1366 -2.9952 -2.8305 -2.5741 -2.2512 -1.9541 -1.7141
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -6.8526 -6.2781 -5.8053 -5.4243 -5.0715 -4.7671 -4.5008 -4.2578 -4.0295 -3.8349
 -3.6507 -3.4779 -3.3168 -3.1673 -3.0286 -2.7208 -2.4404 -2.1783 -1.9323
 -6.8888 -6.3485 -5.8402 -5.4020 -5.0323 -4.7049 -4.4244 -4.1737 -3.9405 -3.7411
 -3.5538 -3.3787 -3.2154 -3.0638 -2.9232 -2.6153 -2.3483 -2.0988 -1.8579 -1.6260
 -6.5598 -6.3909 -5.9006 -5.4532 -5.0481 -4.6942 -4.3922 -4.1309 -3.8926 -3.6864
 -3.4964 -3.3189 -3.1532 -2.9988 -2.8555 -2.5431 -2.2772 -2.0339 -1.8035 -1.5866
 -1.3874
