 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F410M
  4.1401  4.1101  3.9653  3.5279  2.8217  2.4926  2.6348  2.6619  2.5921  2.5215
  2.3455  2.2848  2.3975  2.5733  2.6296  2.4463
  3.7531  3.7582  3.7090  3.5177  3.1861  2.9934  2.9663  2.8872  2.7841  2.6977
  2.5976  2.5623  2.5980  2.6473  2.6378  2.4379  2.2674  2.0894  1.9151
  3.5278  3.5160  3.4921  3.4220  3.3031  3.1973  3.1005  2.9897  2.8882  2.8060
  2.7474  2.7161  2.6989  2.6731  2.6252  2.4288  2.2444  2.0678  1.8989  1.7397
  1.5909
  3.4642  3.3835  3.3146  3.2408  3.1727  3.1044  3.0374  2.9694  2.9044  2.8463
  2.7948  2.7462  2.7001  2.6507  2.5918  2.4190  2.2234  2.0508  1.8845  1.7248
  1.5732  1.4282  1.2891
  3.3618  3.3044  3.2504  3.1917  3.1311  3.0679  3.0036  2.9388  2.8740  2.8111
  2.7529  2.7001  2.6505  2.6010  2.5490  2.3973  2.2169  2.0393  1.8715  1.7125
  1.5614  1.4170  1.2788  1.1458  1.0172
  3.2568  3.2154  3.1731  3.1274  3.0766  3.0214  2.9629  2.9030  2.8422  2.7814
  2.7220  2.6656  2.6132  2.5642  2.5129  2.3742  2.2086  2.0318  1.8626  1.7032
  1.5521  1.4080  1.2703  1.1382  1.0109  0.8876
  3.1491  3.1165  3.0827  3.0479  3.0093  2.9649  2.9153  2.8620  2.8067  2.7500
  2.6929  2.6369  2.5831  2.5328  2.4835  2.3497  2.1985  2.0283  1.8578  1.6969
  1.5453  1.4012  1.2637  1.1319  1.0054  0.8833  0.7648  0.6498  0.5378  0.4282
  3.0388  3.0077  2.9792  2.9531  2.9258  2.8942  2.8568  2.8134  2.7656  2.7149
  2.6623  2.6089  2.5559  2.5052  2.4564  2.3294  2.1853  2.0257  1.8573  1.6941
  1.5408  1.3961  1.2586  1.1270  1.0008  0.8794  0.7621  0.6484  0.5378  0.4299
  0.3241
  2.9272  2.8950  2.8684  2.8467  2.8273  2.8071  2.7831  2.7528  2.7157  2.6735
  2.6279  2.5794  2.5292  2.4789  2.4307  2.3095  2.1731  2.0210  1.8592  1.6957
  1.5397  1.3932  1.2549  1.1231  0.9971  0.8760  0.7592  0.6464  0.5371  0.4306
  0.3266
  2.8285  2.7866  2.7548  2.7321  2.7164  2.7043  2.6916  2.6748  2.6515  2.6211
  2.5850  2.5442  2.4996  2.4525  2.4058  2.2879  2.1592  2.0138  1.8580  1.6979
  1.5402  1.3907  1.2503  1.1176  0.9911  0.8700  0.7535  0.6411  0.5323  0.4267
  0.3242
  2.7372  2.6893  2.6519  2.6240  2.6069  2.5963  2.5895  2.5830  2.5733  2.5565
  2.5316  2.5001  2.4638  2.4243  2.3827  2.2703  2.1453  2.0075  1.8581  1.7031
  1.5473  1.3957  1.2524  1.1175  0.9899  0.8683  0.7517  0.6395  0.5313  0.4265
  0.3227
  2.6626  2.6031  2.5576  2.5246  2.5020  2.4884  2.4828  2.4807  2.4795  2.4734
  2.4611  2.4429  2.4187  2.3889  2.3537  2.2482  2.1279  1.9990  1.8561  1.7064
  1.5545  1.4040  1.2585  1.1206  0.9907  0.8676  0.7502  0.6378  0.5296  0.4251
  0.3240
  2.6046  2.5281  2.4719  2.4339  2.4017  2.3806  2.3780  2.3756  2.3769  2.3768
  2.3742  2.3694  2.3625  2.3463  2.3186  2.2215  2.1070  1.9883  1.8520
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F410M
  3.4992  3.4145  3.3377  3.2694  3.2043  3.1983  3.2199  3.1848  3.1061  3.0013
  2.8841  2.7939  2.7468  2.7155  2.6665  2.4739
  3.5198  3.4348  3.3548  3.2811  3.2112  3.1724  3.1501  3.1060  3.0444  2.9712
  2.8912  2.8188  2.7601  2.7055  2.6419  2.4495  2.2658  2.0904  1.9230
  3.5215  3.4389  3.3588  3.2828  3.2104  3.1503  3.0988  3.0469  2.9939  2.9390
  2.8816  2.8212  2.7574  2.6899  2.6184  2.4284  2.2445  2.0691  1.9021  1.7430
  1.5912
  3.5043  3.4268  3.3497  3.2745  3.2019  3.1320  3.0660  3.0075  2.9546  2.9046
  2.8553  2.8012  2.7387  2.6689  2.5960  2.4106  2.2279  2.0524  1.8854  1.7266
  1.5752  1.4303  1.2909
  3.4682  3.3985  3.3275  3.2562  3.1858  3.1175  3.0517  2.9878  2.9265  2.8681
  2.8123  2.7587  2.7039  2.6424  2.5747  2.3961  2.2160  2.0403  1.8730  1.7143
  1.5632  1.4189  1.2807  1.1475  1.0186
  3.4132  3.3540  3.2922  3.2279  3.1621  3.0961  3.0313  2.9683  2.9065  2.8455
  2.7853  2.7263  2.6699  2.6122  2.5503  2.3827  2.2075  2.0326  1.8643  1.7052
  1.5542  1.4101  1.2724  1.1402  1.0126  0.8890
  3.3392  3.2908  3.2402  3.1860  3.1280  3.0673  3.0055  2.9441  2.8833  2.8231
  2.7631  2.7031  2.6437  2.5865  2.5264  2.3674  2.2003  2.0287  1.8595  1.6990
  1.5476  1.4035  1.2660  1.1341  1.0074  0.8851  0.7665  0.6512  0.5390  0.4294
  3.2510  3.2104  3.1699  3.1271  3.0799  3.0278  2.9721  2.9145  2.8562  2.7977
  2.7391  2.6802  2.6213  2.5638  2.5056  2.3523  2.1919  2.0267  1.8587  1.6963
  1.5432  1.3987  1.2610  1.1293  1.0030  0.8814  0.7638  0.6498  0.5391  0.4312
  0.3253
  3.1814  3.1278  3.0847  3.0511  3.0151  2.9739  2.9273  2.8766  2.8230  2.7679
  2.7119  2.6551  2.5978  2.5407  2.4847  2.3380  2.1833  2.0240  1.8602  1.6976
  1.5429  1.3958  1.2575  1.1256  0.9994  0.8781  0.7611  0.6478  0.5380  0.4314
  0.3278
  3.0501  3.0251  2.9949  2.9602  2.9323  2.9022  2.8666  2.8254  2.7795  2.7301
  2.6785  2.6251  2.5705  2.5152  2.4606  2.3208  2.1730  2.0184  1.8600  1.6995
  1.5423  1.3932  1.2530  1.1202  0.9935  0.8722  0.7555  0.6429  0.5339  0.4283
  0.3255
  2.9693  2.9300  2.8947  2.8631  2.8396  2.8157  2.7904  2.7601  2.7242  2.6833
  2.6386  2.5906  2.5404  2.4885  2.4359  2.3023  2.1626  2.0145  1.8610  1.7049
  1.5491  1.3979  1.2549  1.1201  0.9924  0.8705  0.7537  0.6414  0.5330  0.4280
  0.3241
  2.8916  2.8426  2.8022  2.7696  2.7469  2.7301  2.7121  2.6782  2.6531  2.6226
  2.5871  2.5471  2.5034  2.4568  2.4081  2.2809  2.1488  2.0081  1.8602  1.7087
  1.5564  1.4059  1.2606  1.1230  0.9931  0.8700  0.7524  0.6397  0.5314  0.4267
  0.3254
  2.8171  2.7627  2.7172  2.6797  2.6541  2.6454  2.6115  2.5968  2.5790  2.5461
  2.5210  2.4910  2.4562  2.4171  2.3772  2.2566  2.1316  1.9992  1.8576
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F410M
  3.4655  3.3810  3.3166  3.2935  3.3053  3.3166  3.2941  3.2416  3.1672  3.0730
  2.9802  2.8925  2.8166  2.7450  2.6706  2.4813
  3.4948  3.4072  3.3319  3.2801  3.2484  3.2219  3.1859  3.1389  3.0813  3.0127
  2.9402  2.8645  2.7895  2.7150  2.6396  2.4514  2.2671  2.0918  1.9255
  3.5122  3.4239  3.3421  3.2714  3.2107  3.1580  3.1101  3.0632  3.0140  2.9606
  2.9016  2.8356  2.7637  2.6889  2.6135  2.4267  2.2447  2.0702  1.9038  1.7449
  1.5928
  3.5177  3.4311  3.3472  3.2674  3.1922  3.1249  3.0667  3.0145  2.9653  2.9167
  2.8644  2.8058  2.7392  2.6667  2.5923  2.4072  2.2270  2.0532  1.8868  1.7281
  1.5768  1.4320  1.2927
  3.5113  3.4288  3.3472  3.2681  3.1929  3.1226  3.0557  2.9928  2.9352  2.8810
