 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -2.0675 -1.2115 -0.7499 -0.6849 -1.1141 -1.7660 -2.6400 -2.5154 -2.3969 -2.2723
 -2.1446 -2.0663 -1.9207 -1.7800 -1.6484 -1.3968 -1.2083 -1.0842 -1.0025
 -3.3480 -3.0063 -2.7615 -2.6039 -2.5047 -2.4172 -2.3271 -2.2384 -2.1533 -2.0696
 -1.9777 -1.8731 -1.7604 -1.6504 -1.5489 -1.3376 -1.1835 -1.0799 -1.0125 -0.9684
 -3.1581 -2.8403 -2.5955 -2.4107 -2.2779 -2.1913 -2.1367 -2.0811 -2.0100 -1.9286
 -1.8485 -1.7663 -1.6741 -1.5787 -1.4893 -1.3047 -1.1722 -1.0830 -1.0240 -0.9842
 -0.9570
 -3.0145 -2.7332 -2.5073 -2.3248 -2.1797 -2.0687 -1.9867 -1.9279 -1.8804 -1.8240
 -1.7534 -1.6817 -1.6070 -1.5266 -1.4478 -1.2823 -1.1648 -1.0872 -1.0357 -1.0000
 -0.9747 -0.9569
 -2.8765 -2.6352 -2.4359 -2.2674 -2.1241 -2.0053 -1.9105 -1.8357 -1.7747 -1.7223
 -1.6695 -1.6104 -1.5495 -1.4829 -1.4154 -1.2662 -1.1585 -1.0896 -1.0455 -1.0145
 -0.9917 -0.9753 -0.9636 -0.9546
 -2.7344 -2.5301 -2.3598 -2.2115 -2.0792 -1.9623 -1.8621 -1.7797 -1.7120 -1.6532
 -1.5991 -1.5463 -1.4951 -1.4409 -1.3840 -1.2522 -1.1517 -1.0880 -1.0506 -1.0256
 -1.0069 -0.9929 -0.9828 -0.9759 -0.9714 -0.9704 -0.9744 -0.9844 -1.0011 -1.0250
 -2.5940 -2.4181 -2.2736 -2.1466 -2.0303 -1.9224 -1.8240 -1.7382 -1.6661 -1.6053
 -1.5506 -1.4988 -1.4492 -1.4014 -1.3525 -1.2368 -1.1437 -1.0823 -1.0491 -1.0305
 -1.0177 -1.0078 -1.0007 -0.9958 -0.9926 -0.9896 -0.9892 -0.9947 -1.0085 -1.0312
 -1.0593
 -2.4576 -2.3050 -2.1803 -2.0714 -1.9716 -1.8766 -1.7857 -1.7017 -1.6277 -1.5646
 -1.5102 -1.4609 -1.4138 -1.3688 -1.3242 -1.2199 -1.1344 -1.0742 -1.0419 -1.0278
 -1.0214 -1.0175 -1.0150 -1.0137 -1.0132 -1.0135 -1.0134 -1.0155 -1.0233 -1.0393
 -1.0651
 -2.3269 -2.1965 -2.0843 -1.9886 -1.9022 -1.8199 -1.7396 -1.6621 -1.5900 -1.5260
 -1.4710 -1.4233 -1.3797 -1.3386 -1.2979 -1.2019 -1.1227 -1.0651 -1.0318 -1.0189
 -1.0172 -1.0198 -1.0236 -1.0274 -1.0311 -1.0345 -1.0383 -1.0441 -1.0522 -1.0623
 -1.0741
 -2.2021 -2.0926 -1.9949 -1.9062 -1.8283 -1.7563 -1.6865 -1.6178 -1.5514 -1.4894
 -1.4341 -1.3865 -1.3453 -1.3079 -1.2721 -1.1854 -1.1113 -1.0562 -1.0221 -1.0075
 -1.0070 -1.0140 -1.0240 -1.0341 -1.0435 -1.0517 -1.0593 -1.0664 -1.0786 -1.0866
 -1.0917
 -2.0830 -1.9933 -1.9121 -1.8304 -1.7553 -1.6887 -1.6268 -1.5667 -1.5076 -1.4507
 -1.3975 -1.3501 -1.3094 -1.2745 -1.2428 -1.1680 -1.0993 -1.0467 -1.0128 -0.9967
 -0.9949 -1.0030 -1.0168 -1.0327 -1.0484 -1.0627 -1.0756 -1.0871 -1.0976 -1.1080
 -1.1193
 -1.9697 -1.8986 -1.8359 -1.7624 -1.6889 -1.6239 -1.5654 -1.5110 -1.4588 -1.4081
 -1.3595 -1.3143 -1.2741 -1.2399 -1.2100 -1.1497 -1.0867 -1.0366 -1.0039
