 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  r   
 -3.8976 -3.5170 -3.2337 -2.9284 -2.6035 -2.3391 -2.1819 -2.0880 -1.9969 -1.8862
 -1.7651 -1.6363 -1.5094 -1.3935 -1.2841 -1.0507 -0.8751 -0.7541 -0.6657
 -3.4754 -3.0472 -2.7294 -2.4723 -2.2654 -2.1031 -1.9759 -1.8723 -1.7817 -1.6963
 -1.6100 -1.5174 -1.4163 -1.3131 -1.2157 -1.0113 -0.8602 -0.7562 -0.6844 -0.6384
 -3.1918 -2.7478 -2.4143 -2.1760 -2.0169 -1.9003 -1.7974 -1.7052 -1.6250 -1.5546
 -1.4872 -1.4177 -1.3388 -1.2507 -1.1645 -0.9830 -0.8504 -0.7597 -0.6997 -0.6595
 -0.6321
 -3.0468 -2.6188 -2.2884 -2.0395 -1.8580 -1.7307 -1.6464 -1.5867 -1.5268 -1.4611
 -1.3967 -1.3372 -1.2769 -1.2063 -1.1305 -0.9658 -0.8457 -0.7646 -0.7115 -0.6752
 -0.6498 -0.6319
 -2.9470 -2.5462 -2.2313 -1.9873 -1.8009 -1.6616 -1.5599 -1.4860 -1.4319 -1.3865
 -1.3350 -1.2779 -1.2239 -1.1677 -1.1041 -0.9544 -0.8427 -0.7683 -0.7214 -0.6896
 -0.6667 -0.6503 -0.6387 -0.6311
 -2.8432 -2.4793 -2.1890 -1.9590 -1.7770 -1.6339 -1.5230 -1.4384 -1.3728 -1.3192
 -1.2723 -1.2257 -1.1770 -1.1296 -1.0767 -0.9439 -0.8389 -0.7686 -0.7270 -0.7006
 -0.6817 -0.6678 -0.6578 -0.6510 -0.6470 -0.6458 -0.6480 -0.6579 -0.6774 -0.7013
 -2.7203 -2.3968 -2.1367 -1.9274 -1.7572 -1.6179 -1.5040 -1.4120 -1.3389 -1.2792
 -1.2273 -1.1793 -1.1326 -1.0899 -1.0459 -0.9299 -0.8329 -0.7652 -0.7265 -0.7057
 -0.6924 -0.6827 -0.6757 -0.6709 -0.6680 -0.6668 -0.6684 -0.6728 -0.6849 -0.7077
 -0.7358
 -2.5836 -2.2987 -2.0683 -1.8817 -1.7278 -1.5981 -1.4874 -1.3931 -1.3144 -1.2497
 -1.1950 -1.1458 -1.0994 -1.0552 -1.0150 -0.9118 -0.8236 -0.7585 -0.7206 -0.7034
 -0.6962 -0.6923 -0.6899 -0.6887 -0.6884 -0.6889 -0.6908 -0.6947 -0.7020 -0.7159
 -0.7419
 -2.4362 -2.1888 -1.9859 -1.8202 -1.6830 -1.5656 -1.4627 -1.3715 -1.2916 -1.2233
 -1.1656 -1.1158 -1.0704 -1.0272 -0.9877 -0.8918 -0.8106 -0.7493 -0.7113 -0.6952
 -0.6922 -0.6946 -0.6984 -0.7023 -0.7062 -0.7099 -0.7140 -0.7187 -0.7250 -0.7347
 -0.7511
 -2.2919 -2.0809 -1.9012 -1.7524 -1.6291 -1.5236 -1.4299 -1.3448 -1.2676 -1.1986
 -1.1385 -1.0872 -1.0424 -1.0016 -0.9636 -0.8742 -0.7975 -0.7397 -0.7019 -0.6843
 -0.6823 -0.6889 -0.6987 -0.7090 -0.7185 -0.7270 -0.7349 -0.7424 -0.7501 -0.7590
 -0.7689
 -2.1542 -1.9758 -1.8180 -1.6831 -1.5697 -1.4733 -1.3882 -1.3102 -1.2379 -1.1713
 -1.1111 -1.0582 -1.0129 -0.9734 -0.9378 -0.8568 -0.7846 -0.7294 -0.6926 -0.6737
 -0.6704 -0.6779 -0.6916 -0.7076 -0.7234 -0.7379 -0.7511 -0.7630 -0.7739 -0.7848
 -0.7965
 -2.0232 -1.8735 -1.7390 -1.6172 -1.5116 -1.4207 -1.3412 -1.2695 -1.2027 -1.1402
 -1.0821 -1.0294 -0.9830 -0.9434 -0.9103 -0.8396 -0.7719 -0.7184 -0.6834
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  r   
 -5.1418 -4.5275 -3.9965 -3.5459 -3.1686 -2.8463 -2.5607 -2.3008 -2.0742 -1.8879
 -1.7308 -1.5922 -1.4656 -1.3506 -1.2354 -1.0216 -0.8604 -0.7449 -0.6680
 -4.7324 -4.1319 -3.6083 -3.1676 -2.8051 -2.5093 -2.2651 -2.0528 -1.8732 -1.7251
 -1.5999 -1.4874 -1.3803 -1.2788 -1.1855 -0.9919 -0.8483 -0.7465 -0.6785 -0.6338
 -4.2552 -3.6778 -3.2025 -2.8760 -2.5593 -2.2934 -2.0729 -1.8886 -1.7355 -1.6098
 -1.5052 -1.4129 -1.3238 -1.2344 -1.1495 -0.9722 -0.8417 -0.7500 -0.6890 -0.6486
 -0.6208
 -3.8764 -3.3144 -2.8750 -2.5424 -2.2895 -2.0904 -1.9235 -1.7736 -1.6397 -1.5257
 -1.4317 -1.3524 -1.2796 -1.2040 -1.1274 -0.9625 -0.8406 -0.7554 -0.6995 -0.6628
 -0.6377 -0.6203
 -3.7203 -3.1554 -2.7051 -2.3607 -2.1015 -1.9070 -1.7598 -1.6453 -1.5512 -1.4659
 -1.3805 -1.3044 -1.2386 -1.1767 -1.1102 -0.9569 -0.8413 -0.7606 -0.7086 -0.6757
 -0.6533 -0.6375 -0.6267 -0.6200
 -3.6451 -3.0847 -2.6353 -2.2839 -2.0130 -1.8058 -1.6490 -1.5315 -1.4442 -1.3800
 -1.3248 -1.2653 -1.2050 -1.1480 -1.0913 -0.9510 -0.8409 -0.7634 -0.7144 -0.6854
 -0.6669 -0.6539 -0.6448 -0.6389 -0.6359 -0.6359 -0.6395 -0.6505 -0.6705 -0.6943
 -3.5750 -3.0414 -2.6044 -2.2587 -1.9887 -1.7788 -1.6160 -1.4906 -1.3945 -1.3197
 -1.2599 -1.2104 -1.1631 -1.1157 -1.0673 -0.9422 -0.8377 -0.7629 -0.7157 -0.6903
 -0.6765 -0.6677 -0.6616 -0.6578 -0.6560 -0.6560 -0.6588 -0.6646 -0.6777 -0.7008
 -0.7290
 -3.4846 -2.9864 -2.5749 -2.2441 -1.9815 -1.7741 -1.6094 -1.4782 -1.3743 -1.2922
 -1.2255 -1.1692 -1.1200 -1.0759 -1.0351 -0.9268 -0.8308 -0.7587 -0.7126 -0.6892
 -0.6800 -0.6766 -0.6751 -0.6748 -0.6755 -0.6772 -0.6804 -0.6856 -0.6941 -0.7090
 -0.7353
 -3.3586 -2.9030 -2.5252 -2.2165 -1.9687 -1.7697 -1.6084 -1.4760 -1.3671 -1.2781
 -1.2052 -1.1444 -1.0915 -1.0439 -1.0022 -0.9048 -0.8180 -0.7504 -0.7054 -0.6827
 -0.6766 -0.6786 -0.6830 -0.6878 -0.6926 -0.6974 -0.7027 -0.7087 -0.7164 -0.7272
 -0.7445
 -3.2046 -2.8095 -2.4687 -2.1838 -1.9513 -1.7624 -1.6070 -1.4769 -1.3667 -1.2733
