 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F410M
  0.7077  0.5586  0.4848  0.4574  0.4037  0.3332  0.2543  0.1812  0.0987  0.0160
 -0.0651 -0.1460 -0.2258 -0.3049 -0.3829 -0.5755 -0.7601 -0.9282 -1.0976
  0.6185  0.5531  0.4833  0.4081  0.3304  0.2665  0.2052  0.1360  0.0601 -0.0190
 -0.0988 -0.1785 -0.2576 -0.3359 -0.4134 -0.6025 -0.7850 -0.9594 -1.1261 -1.2850
  0.5751  0.5138  0.4469  0.3763  0.3037  0.2274  0.1548  0.0907  0.0235 -0.0490
 -0.1251 -0.2026 -0.2804 -0.3578 -0.4345 -0.6218 -0.8024 -0.9761 -1.1425 -1.3012
 -1.4525
  0.5288  0.4726  0.4101  0.3426  0.2719  0.1997  0.1269  0.0532 -0.0163 -0.0832
 -0.1522 -0.2244 -0.2989 -0.3745 -0.4500 -0.6356 -0.8150 -0.9882 -1.1545 -1.3131
 -1.4642 -1.6085
  0.4744  0.4267  0.3703  0.3078  0.2406  0.1705  0.0994  0.0285 -0.0435 -0.1146
 -0.1830 -0.2503 -0.3189 -0.3899 -0.4628 -0.6454 -0.8234 -0.9963 -1.1628 -1.3217
 -1.4727 -1.6168 -1.7547 -1.8870
  0.4122  0.3717  0.3244  0.2684  0.2067  0.1408  0.0722  0.0028 -0.0668 -0.1366
 -0.2061 -0.2746 -0.3418 -0.4090 -0.4772 -0.6532 -0.8288 -1.0008 -1.1675 -1.3273
 -1.4788 -1.6230 -1.7607 -1.8927 -2.0198 -2.1427 -2.2617 -2.3773 -2.4899 -2.5997
  0.3443  0.3088  0.2698  0.2216  0.1669  0.1068  0.0428 -0.0235 -0.0911 -0.1590
 -0.2265 -0.2937 -0.3605 -0.4270 -0.4934 -0.6616 -0.8327 -1.0018 -1.1685 -1.3299
 -1.4827 -1.6274 -1.7652 -1.8971 -2.0238 -2.1459 -2.2639 -2.3782 -2.4894 -2.5978
 -2.7040
  0.2728  0.2404  0.2059  0.1649  0.1182  0.0654  0.0076 -0.0537 -0.1176 -0.1828
 -0.2484 -0.3137 -0.3783 -0.4430 -0.5079 -0.6714 -0.8370 -1.0024 -1.1668 -1.3288
 -1.4837 -1.6300 -1.7684 -1.9005 -2.0270 -2.1486 -2.2659 -2.3793 -2.4895 -2.5967
 -2.7013
  0.1999  0.1690  0.1359  0.0967  0.0581  0.0131 -0.0373 -0.0921 -0.1506 -0.2117
 -0.2742 -0.3373 -0.4000 -0.4624 -0.5248 -0.6830 -0.8438 -1.0051 -1.1665 -1.3272
 -1.4838 -1.6326 -1.7727 -1.9056 -2.0325 -2.1541 -2.2713 -2.3844 -2.4939 -2.6001
 -2.7032
  0.1275  0.0973  0.0642  0.0286 -0.0094 -0.0494 -0.0919 -0.1392 -0.1908 -0.2459
 -0.3035 -0.3630 -0.4231 -0.4831 -0.5432 -0.6947 -0.8495 -1.0067 -1.1641 -1.3215
 -1.4774 -1.6282 -1.7709 -1.9056 -2.0335 -2.1555 -2.2727 -2.3855 -2.4944 -2.5998
 -2.7041
  0.0578  0.0246 -0.0100 -0.0457 -0.0825 -0.1201 -0.1585 -0.1983 -0.2422 -0.2900
 -0.3413 -0.3953 -0.4511 -0.5082 -0.5657 -0.7105 -0.8581 -1.0097 -1.1631 -1.3169
 -1.4701 -1.6206 -1.7655 -1.9029 -2.0327 -2.1560 -2.2739 -2.3869 -2.4957 -2.6008
 -2.7025
 -0.0076 -0.0602 -0.1033 -0.1398 -0.1727 -0.2041 -0.2361 -0.2700 -0.3067 -0.3466
 -0.3900 -0.4371 -0.4870 -0.5390 -0.5926 -0.7301 -0.8707 -1.0153 -1.1641
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F410M
  0.6978  0.6202  0.5640  0.5090  0.4399  0.3618  0.2784  0.1931  0.1082  0.0235
 -0.0600 -0.1423 -0.2231 -0.3027 -0.3811 -0.5726 -0.7572 -0.9314 -1.0994
  0.6698  0.6053  0.5312  0.4573  0.3979  0.3272  0.2473  0.1634  0.0786 -0.0063
 -0.0903 -0.1730 -0.2542 -0.3338 -0.4120 -0.6013 -0.7829 -0.9570 -1.1230 -1.2818
  0.6344  0.5713  0.5038  0.4326  0.3541  0.2843  0.2164  0.1392  0.0568 -0.0271
 -0.1107 -0.1934 -0.2747 -0.3545 -0.4328 -0.6216 -0.8016 -0.9741 -1.1395 -1.2978
 -1.4490
  0.5968  0.5365  0.4707  0.4019  0.3300  0.2541  0.1769  0.1069  0.0346 -0.0444
 -0.1259 -0.2077 -0.2886 -0.3683 -0.4465 -0.6354 -0.8148 -0.9864 -1.1512 -1.3093
 -1.4603 -1.6046
  0.5552  0.4997  0.4376  0.3706  0.3002  0.2276  0.1532  0.0778  0.0031 -0.0685
 -0.1428 -0.2202 -0.2991 -0.3779 -0.4556 -0.6442 -0.8235 -0.9947 -1.1593 -1.3174
 -1.4683 -1.6125 -1.7505 -1.8835
  0.5074  0.4581  0.4015  0.3388  0.2717  0.2014  0.1291  0.0559 -0.0180 -0.0929
 -0.1667 -0.2389 -0.3119 -0.3867 -0.4626 -0.6497 -0.8287 -0.9997 -1.1642 -1.3226
 -1.4740 -1.6182 -1.7561 -1.8884 -2.0159 -2.1392 -2.2586 -2.3746 -2.4874 -2.5971
  0.4518  0.4090  0.3596  0.3030  0.2408  0.1743  0.1049  0.0337 -0.0384 -0.1110
 -0.1842 -0.2575 -0.3294 -0.4005 -0.4717 -0.6534 -0.8313 -1.0018 -1.1663 -1.3252
 -1.4774 -1.6222 -1.7602 -1.8924 -2.0193 -2.1417 -2.2601 -2.3749 -2.4866 -2.5954
 -2.7015
  0.3899  0.3508  0.3093  0.2602  0.2044  0.1433  0.0782  0.0104 -0.0592 -0.1295
 -0.2005 -0.2718 -0.3430 -0.4136 -0.4836 -0.6578 -0.8325 -1.0020 -1.1657 -1.3249
 -1.4784 -1.6244 -1.7630 -1.8953 -2.0221 -2.1441 -2.2617 -2.3756 -2.4862 -2.5938
 -2.6987
  0.3240  0.2867  0.2496  0.2079  0.1594  0.1048  0.0453 -0.0179 -0.0839 -0.1514
 -0.2197 -0.2888 -0.3578 -0.4266 -0.4953 -0.6660 -0.8358 -1.0034 -1.1659 -1.3245
 -1.4790 -1.6269 -1.7670 -1.9001 -2.0272 -2.1492 -2.2667 -2.3803 -2.4903 -2.5969
 -2.7004
  0.2574  0.2204  0.1845  0.1469  0.1058  0.0586  0.0060 -0.0512 -0.1122 -0.1756
 -0.2407 -0.3068 -0.3734 -0.4399 -0.5062 -0.6722 -0.8380 -1.0021 -1.1626 -1.3195
 -1.4735 -1.6230 -1.7652 -1.8999 -2.0279 -2.1502 -2.2678 -2.3809 -2.4903 -2.5962
 -2.7011
  0.1944  0.1528  0.1151  0.0791  0.0431  0.0024 -0.0431 -0.0934 -0.1480 -0.2062
 -0.2669 -0.3293 -0.3928 -0.4567 -0.5207 -0.6805 -0.8414 -1.0018 -1.1599 -1.3146
 -1.4667 -1.6160 -1.7601 -1.8971 -2.0269 -2.1503 -2.2686 -2.3820 -2.4912 -2.5967
 -2.6989
  0.1346  0.0837  0.0413  0.0049 -0.0289 -0.0636 -0.1026 -0.1459 -0.1937 -0.2453
 -0.3004 -0.3581 -0.4176 -0.4782 -0.5394 -0.6928 -0.8475 -1.0033 -1.1583
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F410M
  0.6946  0.6570  0.6080  0.5429  0.4693  0.3880  0.2994  0.2103  0.1228  0.0362
 -0.0490 -0.1326 -0.2145 -0.2949 -0.3738 -0.5653 -0.7499 -0.9272 -1.0956
  0.7036  0.6317  0.5748  0.5167  0.4418  0.3595  0.2724  0.1834  0.0954  0.0081
 -0.0778 -0.1622 -0.2450 -0.3260 -0.4052 -0.5961 -0.7781 -0.9523 -1.1185 -1.2771
  0.6778  0.6172  0.5483  0.4753  0.4142  0.3378  0.2529  0.1650  0.0772 -0.0100
 -0.0962 -0.1810 -0.2643 -0.3458 -0.4255 -0.6168 -0.7979 -0.9702 -1.1351 -1.2929
 -1.4440
  0.6477  0.5864  0.5207  0.4519  0.3761  0.3053  0.2332  0.1506  0.0640 -0.0225
 -0.1084 -0.1931 -0.2765 -0.3583 -0.4383 -0.6303 -0.8113 -0.9829 -1.1468 -1.3040
 -1.4548 -1.5992
  0.6157  0.5558  0.4905  0.4218  0.3509  0.2768  0.1995  0.1266  0.0502 -0.0326
 -0.1172 -0.2015 -0.2845 -0.3662 -0.4463 -0.6387 -0.8200 -0.9914 -1.1549 -1.3117
 -1.4623 -1.6065 -1.7447 -1.8778
  0.5795  0.5235  0.4608  0.3936  0.3235  0.2511  0.1767  0.1005  0.0237 -0.0507
 -0.1279 -0.2087 -0.2904 -0.3716 -0.4514 -0.6437 -0.8252 -0.9968 -1.1602 -1.3168
 -1.4674 -1.6117 -1.7497 -1.8822 -2.0101 -2.1339 -2.2539 -2.3704 -2.4835 -2.5931
  0.5369  0.4866  0.4288  0.3651  0.2974  0.2268  0.1539  0.0795  0.0042 -0.0717
 -0.1475 -0.2231 -0.2992 -0.3767 -0.4550 -0.6465 -0.8280 -0.9997 -1.1631 -1.3198
 -1.4704 -1.6150 -1.7531 -1.8855 -2.0128 -2.1359 -2.2550 -2.3705 -2.4824 -2.5911
 -2.6973
  0.4872  0.4429  0.3916  0.3333  0.2697  0.2023  0.1320  0.0597 -0.0140 -0.0883
