 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.5684 -4.4990 -4.6997 -4.6283 -4.4329 -4.1745 -3.8898 -3.6960 -3.5208 -3.3416
 -3.1726 -3.0170 -2.8729 -2.7397 -2.6139 -2.3450 -2.0844 -1.8363 -1.6882
 -4.5600 -4.3305 -4.1465 -4.0229 -3.9528 -3.8498 -3.6818 -3.4956 -3.3213 -3.1559
 -2.9990 -2.8526 -2.7174 -2.5924 -2.4761 -2.2162 -1.9949 -1.8156 -1.6791 -1.5747
 -4.3471 -4.1202 -3.9179 -3.7465 -3.6085 -3.5160 -3.4423 -3.3274 -3.1788 -3.0221
 -2.8750 -2.7375 -2.6102 -2.4930 -2.3848 -2.1487 -1.9529 -1.7940 -1.6714 -1.5766
 -1.5009
 -4.1782 -3.9695 -3.7719 -3.5941 -3.4384 -3.3038 -3.1932 -3.1111 -3.0266 -2.9133
 -2.7823 -2.6533 -2.5333 -2.4224 -2.3201 -2.0996 -1.9219 -1.7801 -1.6687 -1.5821
 -1.5123 -1.4538
 -4.0340 -3.8466 -3.6631 -3.4901 -3.3333 -3.1932 -3.0683 -2.9576 -2.8673 -2.7844
 -2.6934 -2.5873 -2.4770 -2.3720 -2.2747 -2.0653 -1.8994 -1.7696 -1.6685 -1.5895
 -1.5253 -1.4712 -1.4243 -1.3833
 -3.9095 -3.7381 -3.5723 -3.4096 -3.2571 -3.1178 -2.9922 -2.8786 -2.7761 -2.6837
 -2.5998 -2.5171 -2.4278 -2.3342 -2.2424 -2.0419 -1.8835 -1.7615 -1.6682 -1.5963
 -1.5379 -1.4886 -1.4456 -1.4072 -1.3707 -1.3376 -1.3099 -1.2892 -1.2768 -1.2733
 -3.8050 -3.6434 -3.4900 -3.3408 -3.1955 -3.0599 -2.9356 -2.8229 -2.7211 -2.6275
 -2.5401 -2.4577 -2.3782 -2.2983 -2.2168 -2.0259 -1.8723 -1.7541 -1.6660 -1.6000
 -1.5478 -1.5040 -1.4657 -1.4312 -1.3996 -1.3692 -1.3417 -1.3192 -1.3034 -1.2959
 -1.2988
 -3.7203 -3.5637 -3.4167 -3.2770 -3.1417 -3.0115 -2.8898 -2.7783 -2.6775 -2.5857
 -2.5006 -2.4197 -2.3415 -2.2660 -2.1918 -2.0151 -1.8650 -1.7487 -1.6624 -1.5997
 -1.5527 -1.5148 -1.4821 -1.4526 -1.4254 -1.3997 -1.3741 -1.3509 -1.3331 -1.3229
 -1.3218
 -3.6555 -3.5000 -3.3549 -3.2155 -3.0893 -2.9666 -2.8490 -2.7391 -2.6389 -2.5481
 -2.4648 -2.3871 -2.3125 -2.2399 -2.1689 -2.0028 -1.8589 -1.7441 -1.6575 -1.5957
 -1.5518 -1.5191 -1.4924 -1.4689 -1.4471 -1.4262 -1.4062 -1.3872 -1.3712 -1.3584
 -1.3486
 -3.6106 -3.4534 -3.3071 -3.1708 -3.0436 -2.9248 -2.8131 -2.7063 -2.6067 -2.5159
 -2.4334 -2.3577 -2.2864 -2.2172 -2.1499 -1.9924 -1.8541 -1.7413 -1.6546 -1.5917
 -1.5481 -1.5180 -1.4962 -1.4788 -1.4632 -1.4481 -1.4335 -1.4189 -1.4050 -1.3925
 -1.3812
 -3.5814 -3.4199 -3.2706 -3.1326 -3.0049 -2.8866 -2.7769 -2.6746 -2.5774 -2.4868
 -2.4040 -2.3289 -2.2596 -2.1944 -2.1315 -1.9820 -1.8486 -1.7381 -1.6520 -1.5880
 -1.5432 -1.5133 -1.4940 -1.4812 -1.4716 -1.4630 -1.4546 -1.4457 -1.4366 -1.4278
 -1.4200
 -3.5510 -3.3797 -3.2267 -3.0890 -2.9637 -2.8485 -2.7413 -2.6407 -2.5463 -2.4583
 -2.3765 -2.3011 -2.2324 -2.1691 -2.1094 -1.9696 -1.8420 -1.7342 -1.6488
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9389 -4.8447 -4.7067 -4.4567 -4.1765 -3.9115 -3.6872 -3.4981 -3.3255 -3.1628
 -3.0091 -2.8661 -2.7343 -2.6128 -2.5005 -2.2575 -2.0391 -1.8395 -1.6912
 -4.6069 -4.3921 -4.2700 -4.1932 -4.0171 -3.7805 -3.5535 -3.3602 -3.1906 -3.0325
 -2.8838 -2.7460 -2.6198 -2.5047 -2.3994 -2.1701 -1.9754 -1.8097 -1.6756 -1.5706
 -4.4255 -4.1835 -3.9822 -3.8309 -3.7466 -3.6450 -3.4628 -3.2673 -3.0960 -2.9427
 -2.7990 -2.6655 -2.5433 -2.4321 -2.3311 -2.1142 -1.9356 -1.7870 -1.6665 -1.5709
 -1.4941
 -4.3014 -4.0637 -3.8491 -3.6580 -3.5005 -3.3866 -3.3060 -3.1913 -3.0328 -2.8811
 -2.7414 -2.6122 -2.4933 -2.3850 -2.2866 -2.0772 -1.9086 -1.7719 -1.6621 -1.5746
 -1.5037 -1.4446
 -4.2073 -3.9811 -3.7688 -3.5766 -3.4060 -3.2540 -3.1258 -3.0246 -2.9401 -2.8306
 -2.7028 -2.5766 -2.4606 -2.3548 -2.2583 -2.0536 -1.8910 -1.7621 -1.6604 -1.5800
 -1.5148 -1.4601 -1.4130 -1.3721
 -4.1416 -3.9186 -3.7136 -3.5220 -3.3487 -3.1931 -3.0520 -2.9251 -2.8168 -2.7298
 -2.6455 -2.5463 -2.4389 -2.3351 -2.2402 -2.0387 -1.8796 -1.7553 -1.6593 -1.5851
 -1.5255 -1.4757 -1.4326 -1.3945 -1.3594 -1.3280 -1.3019 -1.2818 -1.2689 -1.2651
 -4.0864 -3.8701 -3.6725 -3.4848 -3.3110 -3.1540 -3.0124 -2.8834 -2.7656 -2.6611
 -2.5701 -2.4895 -2.4071 -2.3184 -2.2282 -2.0292 -1.8719 -1.7500 -1.6575 -1.5878
 -1.5338 -1.4894 -1.4511 -1.4170 -1.3860 -1.3562 -1.3295 -1.3082 -1.2941 -1.2883
 -1.2905
 -4.0474 -3.8333 -3.6421 -3.4589 -3.2865 -3.1279 -2.9851 -2.8562 -2.7388 -2.6312
 -2.5337 -2.4457 -2.3657 -2.2897 -2.2125 -2.0231 -1.8666 -1.7455 -1.6544 -1.5875
 -1.5381 -1.4991 -1.4662 -1.4371 -1.4105 -1.3838 -1.3588 -1.3375 -1.3220 -1.3136
 -1.3132
 -4.0300 -3.8107 -3.6191 -3.4398 -3.2698 -3.1107 -2.9655 -2.8347 -2.7170 -2.6100
 -2.5122 -2.4226 -2.3397 -2.2627 -2.1899 -2.0160 -1.8618 -1.7407 -1.6498 -1.5838
 -1.5370 -1.5028 -1.4757 -1.4524 -1.4311 -1.4109 -1.3920 -1.3755 -1.3613 -1.3494
 -1.3394
 -4.0380 -3.8051 -3.6084 -3.4316 -3.2639 -3.1056 -2.9580 -2.8238 -2.7034 -2.5952
 -2.4974 -2.4081 -2.3256 -2.2483 -2.1753 -2.0086 -1.8605 -1.7388 -1.6468 -1.5799
 -1.5334 -1.5016 -1.4791 -1.4616 -1.4464 -1.4320 -1.4183 -1.4049 -1.3922 -1.3811
 -1.3711
 -4.0652 -3.8171 -3.6116 -3.4320 -3.2650 -3.1078 -2.9598 -2.8221 -2.6972 -2.5854
 -2.4853 -2.3952 -2.3131 -2.2369 -2.1649 -2.0010 -1.8579 -1.7379 -1.6447 -1.5762
 -1.5285 -1.4970 -1.4768 -1.4638 -1.4544 -1.4463 -1.4387 -1.4309 -1.4230 -1.4154
 -1.4089
 -4.1061 -3.8467 -3.6287 -3.4401 -3.2717 -3.1152 -2.9676 -2.8289 -2.7000 -2.5829
