 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.1440 -1.1379 -1.3205 -1.3293 -1.2574 -1.1319 -0.9742 -0.8743 -0.7845 -0.6892
 -0.5987 -0.5123 -0.4331 -0.3623 -0.3008 -0.1757 -0.1198 -0.1208 -0.1212
 -1.1484 -1.0792 -1.0228 -0.9948 -0.9969 -0.9743 -0.9044 -0.8167 -0.7308 -0.6474
 -0.5666 -0.4902 -0.4203 -0.3579 -0.3037 -0.2031 -0.1489 -0.1310 -0.1342 -0.1490
 -1.0304 -0.9671 -0.9028 -0.8454 -0.8016 -0.7846 -0.7802 -0.7488 -0.6887 -0.6162
 -0.5446 -0.4756 -0.4119 -0.3549 -0.3055 -0.2138 -0.1642 -0.1490 -0.1540 -0.1692
 -0.1904
 -0.9215 -0.8746 -0.8183 -0.7602 -0.7063 -0.6603 -0.6280 -0.6152 -0.6023 -0.5697
 -0.5189 -0.4611 -0.4045 -0.3528 -0.3075 -0.2231 -0.1768 -0.1635 -0.1703 -0.1863
 -0.2073 -0.2321
 -0.8095 -0.7827 -0.7423 -0.6932 -0.6420 -0.5938 -0.5510 -0.5154 -0.4924 -0.4761
 -0.4574 -0.4276 -0.3887 -0.3463 -0.3061 -0.2288 -0.1853 -0.1738 -0.1824 -0.2002
 -0.2220 -0.2468 -0.2744 -0.3049
 -0.6935 -0.6833 -0.6617 -0.6277 -0.5860 -0.5419 -0.5000 -0.4621 -0.4287 -0.4008
 -0.3801 -0.3632 -0.3439 -0.3202 -0.2936 -0.2291 -0.1887 -0.1783 -0.1887 -0.2100
 -0.2341 -0.2601 -0.2881 -0.3179 -0.3497 -0.3843 -0.4220 -0.4633 -0.5086 -0.5579
 -0.5765 -0.5783 -0.5721 -0.5541 -0.5265 -0.4921 -0.4552 -0.4196 -0.3872 -0.3578
 -0.3317 -0.3099 -0.2923 -0.2767 -0.2608 -0.2199 -0.1862 -0.1753 -0.1883 -0.2138
 -0.2421 -0.2709 -0.3004 -0.3310 -0.3627 -0.3946 -0.4284 -0.4663 -0.5097 -0.5589
 -0.6105
 -0.4612 -0.4715 -0.4754 -0.4705 -0.4570 -0.4359 -0.4087 -0.3787 -0.3495 -0.3226
 -0.2981 -0.2760 -0.2564 -0.2402 -0.2264 -0.1982 -0.1767 -0.1685 -0.1817 -0.2104
 -0.2439 -0.2772 -0.3099 -0.3425 -0.3754 -0.4087 -0.4419 -0.4768 -0.5155 -0.5598
 -0.6106
 -0.3506 -0.3665 -0.3765 -0.3793 -0.3775 -0.3686 -0.3535 -0.3332 -0.3101 -0.2869
 -0.2655 -0.2463 -0.2288 -0.2132 -0.1995 -0.1746 -0.1607 -0.1579 -0.1708 -0.2009
 -0.2388 -0.2777 -0.3152 -0.3515 -0.3869 -0.4218 -0.4568 -0.4923 -0.5300 -0.5701
 -0.6124
 -0.2475 -0.2668 -0.2805 -0.2891 -0.2930 -0.2928 -0.2884 -0.2789 -0.2654 -0.2486
 -0.2314 -0.2156 -0.2015 -0.1886 -0.1770 -0.1548 -0.1437 -0.1443 -0.1580 -0.1872
 -0.2268 -0.2701 -0.3130 -0.3542 -0.3936 -0.4315 -0.4687 -0.5053 -0.5420 -0.5797
 -0.6191
 -0.1535 -0.1729 -0.1882 -0.1998 -0.2079 -0.2131 -0.2154 -0.2150 -0.2111 -0.2034
 -0.1929 -0.1816 -0.1712 -0.1621 -0.1540 -0.1374 -0.1281 -0.1307 -0.1457 -0.1732
 -0.2121 -0.2569 -0.3038 -0.3500 -0.3943 -0.4366 -0.4772 -0.5163 -0.5546 -0.5928
 -0.6316
 -0.0661 -0.0742 -0.0861 -0.1000 -0.1141 -0.1269 -0.1373 -0.1444 -0.1483 -0.1491
 -0.1471 -0.1426 -0.1370 -0.1317 -0.1273 -0.1191 -0.1140 -0.1176 -0.1333
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4271 -1.4358 -1.4082 -1.3013 -1.1666 -1.0335 -0.9204 -0.8272 -0.7424 -0.6613
 -0.5839 -0.5102 -0.4410 -0.3766 -0.3181 -0.1989 -0.1289 -0.1047 -0.1046
 -1.2552 -1.1889 -1.1687 -1.1728 -1.1097 -1.0005 -0.8896 -0.7954 -0.7136 -0.6372
 -0.5646 -0.4958 -0.4312 -0.3716 -0.3179 -0.2132 -0.1497 -0.1238 -0.1241 -0.1381
 -1.1499 -1.0711 -1.0010 -0.9542 -0.9486 -0.9323 -0.8607 -0.7715 -0.6912 -0.6192
 -0.5514 -0.4871 -0.4268 -0.3713 -0.3214 -0.2246 -0.1660 -0.1414 -0.1425 -0.1570
 -0.1783
 -1.0591 -0.9910 -0.9176 -0.8464 -0.7900 -0.7603 -0.7542 -0.7281 -0.6679 -0.6018
 -0.5390 -0.4793 -0.4230 -0.3711 -0.3245 -0.2342 -0.1794 -0.1558 -0.1572 -0.1724
 -0.1938 -0.2191
 -0.9669 -0.9168 -0.8543 -0.7875 -0.7239 -0.6672 -0.6243 -0.6002 -0.5901 -0.5641
 -0.5196 -0.4680 -0.4167 -0.3686 -0.3249 -0.2405 -0.1889 -0.1662 -0.1680 -0.1844
 -0.2069 -0.2326 -0.2609 -0.2929
 -0.8708 -0.8365 -0.7911 -0.7352 -0.6757 -0.6184 -0.5659 -0.5206 -0.4873 -0.4691
 -0.4554 -0.4330 -0.3997 -0.3603 -0.3211 -0.2423 -0.1938 -0.1720 -0.1743 -0.1926
 -0.2174 -0.2445 -0.2734 -0.3043 -0.3366 -0.3714 -0.4098 -0.4528 -0.5005 -0.5509
 -0.7658 -0.7473 -0.7187 -0.6788 -0.6301 -0.5783 -0.5279 -0.4809 -0.4390 -0.4043
 -0.3787 -0.3620 -0.3471 -0.3281 -0.3042 -0.2392 -0.1940 -0.1732 -0.1757 -0.1958
 -0.2239 -0.2538 -0.2845 -0.3162 -0.3491 -0.3829 -0.4188 -0.4580 -0.5017 -0.5504
 -0.6038
 -0.6594 -0.6500 -0.6362 -0.6114 -0.5777 -0.5364 -0.4923 -0.4487 -0.4078 -0.3706
 -0.3382 -0.3117 -0.2918 -0.2769 -0.2633 -0.2258 -0.1892 -0.1700 -0.1722 -0.1934
 -0.2251 -0.2591 -0.2929 -0.3267 -0.3608 -0.3942 -0.4285 -0.4653 -0.5061 -0.5521
 -0.6039
 -0.5564 -0.5513 -0.5456 -0.5331 -0.5127 -0.4852 -0.4515 -0.4145 -0.3776 -0.3426
 -0.3107 -0.2825 -0.2584 -0.2388 -0.2239 -0.1974 -0.1764 -0.1624 -0.1650 -0.1862
 -0.2204 -0.2591 -0.2975 -0.3348 -0.3713 -0.4076 -0.4440 -0.4819 -0.5216 -0.5627
 -0.6051
