 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -1.7662 -1.7024 -1.6336 -1.5681 -1.5114 -1.4716 -1.5126 -1.4807 -1.4377 -1.3768
 -1.3003 -1.2335 -1.1422 -1.0470 -0.9546 -0.7663 -0.6268 -0.5305 -0.4582
 -1.7107 -1.5900 -1.5084 -1.4620 -1.4425 -1.4220 -1.3912 -1.3542 -1.3137 -1.2689
 -1.2121 -1.1399 -1.0571 -0.9743 -0.8969 -0.7338 -0.6114 -0.5242 -0.4633 -0.4202
 -1.6428 -1.5368 -1.4446 -1.3696 -1.3154 -1.2852 -1.2738 -1.2581 -1.2261 -1.1805
 -1.1311 -1.0751 -1.0062 -0.9318 -0.8611 -0.7127 -0.6033 -0.5258 -0.4716 -0.4328
 -0.4040
 -1.5804 -1.4883 -1.4029 -1.3260 -1.2601 -1.2078 -1.1698 -1.1456 -1.1284 -1.1023
 -1.0613 -1.0151 -0.9608 -0.8973 -0.8333 -0.6966 -0.5971 -0.5285 -0.4806 -0.4459
 -0.4198 -0.3996
 -1.5006 -1.4273 -1.3562 -1.2875 -1.2227 -1.1647 -1.1158 -1.0762 -1.0439 -1.0167
 -0.9881 -0.9524 -0.9121 -0.8628 -0.8087 -0.6837 -0.5914 -0.5299 -0.4886 -0.4586
 -0.4357 -0.4177 -0.4031 -0.3904
 -1.4036 -1.3493 -1.2954 -1.2402 -1.1839 -1.1288 -1.0775 -1.0324 -0.9935 -0.9585
 -0.9255 -0.8925 -0.8596 -0.8217 -0.7789 -0.6713 -0.5851 -0.5283 -0.4931 -0.4687
 -0.4500 -0.4352 -0.4231 -0.4130 -0.4034 -0.3957 -0.3917 -0.3929 -0.4003 -0.4146
 -1.2971 -1.2568 -1.2191 -1.1790 -1.1353 -1.0887 -1.0413 -0.9960 -0.9550 -0.9181
 -0.8833 -0.8492 -0.8157 -0.7823 -0.7464 -0.6556 -0.5774 -0.5234 -0.4923 -0.4738
 -0.4607 -0.4502 -0.4417 -0.4344 -0.4279 -0.4212 -0.4161 -0.4149 -0.4193 -0.4307
 -0.4497
 -1.1830 -1.1562 -1.1308 -1.1039 -1.0736 -1.0387 -0.9996 -0.9590 -0.9195 -0.8826
 -0.8485 -0.8158 -0.7834 -0.7514 -0.7184 -0.6378 -0.5678 -0.5162 -0.4868 -0.4725
 -0.4652 -0.4604 -0.4566 -0.4534 -0.4503 -0.4472 -0.4432 -0.4406 -0.4422 -0.4502
 -0.4660
 -1.0699 -1.0530 -1.0360 -1.0189 -0.9997 -0.9761 -0.9477 -0.9151 -0.8807 -0.8464
 -0.8140 -0.7833 -0.7537 -0.7244 -0.6942 -0.6200 -0.5560 -0.5078 -0.4784 -0.4657
 -0.4626 -0.4638 -0.4660 -0.4681 -0.4696 -0.4703 -0.4708 -0.4725 -0.4757 -0.4801
 -0.4857
 -0.9577 -0.9472 -0.9401 -0.9295 -0.9179 -0.9039 -0.8858 -0.8629 -0.8364 -0.8077
