 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F070W
 -1.6198 -1.5778 -1.7669 -1.7425 -1.6218 -1.4483 -1.2543 -1.1266 -1.0149 -0.8980
 -0.7861 -0.6806 -0.5843 -0.4988 -0.4256 -0.2709 -0.1817 -0.1165 -0.0937
 -1.6170 -1.4930 -1.3910 -1.3281 -1.3039 -1.2531 -1.1514 -1.0352 -0.9274 -0.8246
 -0.7254 -0.6324 -0.5474 -0.4714 -0.4039 -0.2698 -0.1815 -0.1326 -0.1101 -0.1038
 -1.4747 -1.3579 -1.2463 -1.1481 -1.0708 -1.0283 -1.0021 -0.9466 -0.8636 -0.7710
 -0.6823 -0.5984 -0.5213 -0.4520 -0.3905 -0.2686 -0.1890 -0.1461 -0.1273 -0.1222
 -0.1260
 -1.3517 -1.2533 -1.1511 -1.0514 -0.9613 -0.8850 -0.8281 -0.7953 -0.7642 -0.7129
 -0.6439 -0.5709 -0.5018 -0.4388 -0.3825 -0.2698 -0.1961 -0.1577 -0.1421 -0.1385
 -0.1424 -0.1519
 -1.2336 -1.1558 -1.0707 -0.9810 -0.8928 -0.8123 -0.7426 -0.6847 -0.6442 -0.6126
 -0.5782 -0.5322 -0.4789 -0.4247 -0.3741 -0.2701 -0.2007 -0.1657 -0.1532 -0.1523
 -0.1573 -0.1668 -0.1805 -0.1984
 -1.1192 -1.0564 -0.9900 -0.9159 -0.8377 -0.7602 -0.6894 -0.6276 -0.5753 -0.5325
 -0.4981 -0.4675 -0.4341 -0.3967 -0.3577 -0.2668 -0.2013 -0.1684 -0.1588 -0.1621
 -0.1699 -0.1808 -0.1948 -0.2117 -0.2316 -0.2551 -0.2828 -0.3152 -0.3526 -0.3951
 -1.0118 -0.9578 -0.9052 -0.8461 -0.7819 -0.7139 -0.6467 -0.5849 -0.5319 -0.4866
 -0.4474 -0.4132 -0.3832 -0.3548 -0.3259 -0.2555 -0.1970 -0.1641 -0.1577 -0.1658
 -0.1784 -0.1924 -0.2082 -0.2258 -0.2453 -0.2655 -0.2884 -0.3164 -0.3512 -0.3931
 -0.4381
 -0.9146 -0.8646 -0.8183 -0.7702 -0.7188 -0.6638 -0.6055 -0.5474 -0.4948 -0.4498
 -0.4114 -0.3775 -0.3464 -0.3185 -0.2926 -0.2345 -0.1868 -0.1564 -0.1503 -0.1621
 -0.1803 -0.1995 -0.2188 -0.2386 -0.2594 -0.2811 -0.3030 -0.3272 -0.3562 -0.3920
 -0.4358
 -0.8308 -0.7812 -0.7357 -0.6910 -0.6484 -0.6042 -0.5576 -0.5082 -0.4591 -0.4148
 -0.3772 -0.3453 -0.3167 -0.2901 -0.2651 -0.2114 -0.1710 -0.1454 -0.1389 -0.1521
 -0.1750 -0.2002 -0.2248 -0.2488 -0.2724 -0.2958 -0.3197 -0.3444 -0.3720 -0.4026
 -0.4360
 -0.7636 -0.7122 -0.6643 -0.6196 -0.5779 -0.5390 -0.5017 -0.4627 -0.4219 -0.3810
 -0.3442 -0.3132 -0.2870 -0.2629 -0.2405 -0.1917 -0.1546 -0.1322 -0.1262 -0.1382
 -0.1628 -0.1926 -0.2231 -0.2525 -0.2806 -0.3075 -0.3338 -0.3598 -0.3862 -0.4139
 -0.4434
 -0.7126 -0.6545 -0.6020 -0.5547 -0.5122 -0.4739 -0.4396 -0.4082 -0.3766 -0.3435
 -0.3105 -0.2804 -0.2553 -0.2343 -0.2157 -0.1734 -0.1391 -0.1189 -0.1140 -0.1243
 -0.1480 -0.1794 -0.2141 -0.2490 -0.2825 -0.3143 -0.3445 -0.3735 -0.4017 -0.4299
 -0.4591
 -0.6663 -0.5817 -0.5180 -0.4699 -0.4327 -0.4023 -0.3753 -0.3493 -0.3236 -0.2979
