 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  r   
 -5.1745 -4.7908 -4.5024 -4.1908 -3.8581 -3.5888 -3.4294 -3.3375 -3.2495 -3.1416
 -3.0232 -2.8973 -2.7735 -2.6601 -2.5535 -2.3254 -2.1542 -2.0377 -1.9520
 -4.7606 -4.3270 -4.0033 -3.7407 -3.5290 -3.3636 -3.2350 -3.1318 -3.0424 -2.9586
 -2.8741 -2.7836 -2.6848 -2.5837 -2.4884 -2.2884 -2.1411 -2.0403 -1.9710 -1.9268
 -4.4856 -4.0351 -3.6951 -3.4511 -3.2878 -3.1683 -3.0640 -2.9713 -2.8914 -2.8220
 -2.7559 -2.6879 -2.6107 -2.5243 -2.4397 -2.2619 -2.1325 -2.0443 -1.9865 -1.9479
 -1.9218
 -4.3495 -3.9151 -3.5778 -3.3220 -3.1345 -3.0029 -2.9164 -2.8560 -2.7965 -2.7318
 -2.6686 -2.6102 -2.5512 -2.4819 -2.4074 -2.2459 -2.1284 -2.0497 -1.9984 -1.9637
 -1.9395 -1.9229
 -4.2580 -3.8512 -3.5301 -3.2794 -3.0858 -2.9400 -2.8338 -2.7576 -2.7031 -2.6582
 -2.6081 -2.5524 -2.4997 -2.4448 -2.3823 -2.2353 -2.1259 -2.0536 -2.0085 -1.9781
 -1.9565 -1.9411 -1.9305 -1.9240
 -4.1609 -3.7914 -3.4960 -3.2603 -3.0717 -2.9211 -2.8034 -2.7141 -2.6462 -2.5922
 -2.5459 -2.5004 -2.4531 -2.4071 -2.3555 -2.2253 -2.1226 -2.0541 -2.0141 -1.9891
 -1.9714 -1.9586 -1.9495 -1.9437 -1.9404 -1.9401 -1.9432 -1.9537 -1.9737 -1.9982
 -4.0413 -3.7134 -3.4493 -3.2359 -3.0607 -2.9147 -2.7933 -2.6943 -2.6165 -2.5544
 -2.5020 -2.4545 -2.4089 -2.3673 -2.3246 -2.2115 -2.1167 -2.0508 -2.0136 -1.9941
 -1.9820 -1.9733 -1.9672 -1.9633 -1.9612 -1.9608 -1.9631 -1.9682 -1.9809 -2.0042
 -2.0329
 -3.9038 -3.6160 -3.3834 -3.1943 -3.0373 -2.9031 -2.7860 -2.6843 -2.5986 -2.5291
 -2.4719 -2.4221 -2.3761 -2.3327 -2.2936 -2.1932 -2.1073 -2.0441 -2.0078 -1.9919
 -1.9857 -1.9828 -1.9813 -1.9809 -1.9814 -1.9827 -1.9852 -1.9898 -1.9977 -2.0122
 -2.0386
 -3.7514 -3.5031 -3.2998 -3.1336 -2.9953 -2.8756 -2.7685 -2.6714 -2.5843 -2.5092
 -2.4467 -2.3944 -2.3483 -2.3054 -2.2665 -2.1730 -2.0942 -2.0348 -1.9984 -1.9835
 -1.9817 -1.9850 -1.9897 -1.9944 -1.9990 -2.0034 -2.0081 -2.0134 -2.0203 -2.0306
 -2.0475
 -3.5990 -3.3887 -3.2106 -3.0633 -2.9410 -2.8352 -2.7398 -2.6511 -2.5684 -2.4927
