 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.5797 -5.2365 -4.9873 -4.7140 -4.4136 -4.1676 -4.0250 -3.9392 -3.8447 -3.7198
 -3.5789 -3.4278 -3.2765 -3.1352 -2.9994 -2.6953 -2.4420 -2.2449 -2.0873
 -5.1925 -4.7952 -4.4999 -4.2590 -4.0627 -3.9066 -3.7814 -3.6755 -3.5777 -3.4801
 -3.3765 -3.2619 -3.1351 -3.0052 -2.8816 -2.6121 -2.3924 -2.2192 -2.0849 -1.9837
 -4.9317 -4.5137 -4.1953 -3.9636 -3.8058 -3.6866 -3.5773 -3.4757 -3.3838 -3.2994
 -3.2145 -3.1232 -3.0185 -2.9029 -2.7903 -2.5473 -2.3535 -2.2003 -2.0834 -1.9934
 -1.9215
 -4.7973 -4.3920 -4.0735 -3.8278 -3.6429 -3.5076 -3.4127 -3.3398 -3.2630 -3.1777
 -3.0929 -3.0117 -2.9267 -2.8283 -2.7255 -2.5009 -2.3253 -2.1882 -2.0828 -2.0009
 -1.9347 -1.8792
 -4.7020 -4.3212 -4.0160 -3.7734 -3.5820 -3.4327 -3.3173 -3.2272 -3.1554 -3.0902
 -3.0155 -2.9333 -2.8539 -2.7704 -2.6789 -2.4690 -2.3053 -2.1799 -2.0844 -2.0099
 -1.9493 -1.8980 -1.8533 -1.8135
 -4.6022 -4.2555 -3.9727 -3.7424 -3.5544 -3.4007 -3.2755 -3.1735 -3.0883 -3.0139
 -2.9451 -2.8746 -2.8000 -2.7251 -2.6431 -2.4469 -2.2912 -2.1733 -2.0854 -2.0180
 -1.9633 -1.9168 -1.8758 -1.8390 -1.8054 -1.7749 -1.7480 -1.7267 -1.7136 -1.7110
 -4.4852 -4.1762 -3.9212 -3.7097 -3.5322 -3.3818 -3.2537 -3.1446 -3.0518 -2.9704
 -2.8959 -2.8246 -2.7538 -2.6857 -2.6139 -2.4312 -2.2812 -2.1674 -2.0841 -2.0226
 -1.9741 -1.9331 -1.8970 -1.8641 -1.8336 -1.8052 -1.7796 -1.7568 -1.7403 -1.7335
 -1.7373
 -4.3576 -4.0837 -3.8562 -3.6656 -3.5028 -3.3610 -3.2359 -3.1251 -3.0274 -2.9415
 -2.8639 -2.7910 -2.7207 -2.6522 -2.5865 -2.4189 -2.2742 -2.1624 -2.0808 -2.0226
 -1.9795 -1.9446 -1.9141 -1.8863 -1.8602 -1.8354 -1.8121 -1.7909 -1.7728 -1.7607
 -1.7600
 -4.2243 -3.9828 -3.7794 -3.6078 -3.4602 -3.3295 -3.2114 -3.1037 -3.0057 -2.9173
 -2.8374 -2.7639 -2.6942 -2.6268 -2.5624 -2.4050 -2.2675 -2.1577 -2.0760 -2.0185
 -1.9786 -1.9490 -1.9248 -1.9031 -1.8826 -1.8626 -1.8432 -1.8247 -1.8079 -1.7943
 -1.7869
 -4.1003 -3.8883 -3.7032 -3.5456 -3.4102 -3.2902 -3.1807 -3.0787 -2.9836 -2.8955
 -2.8147 -2.7407 -2.6719 -2.6066 -2.5438 -2.3937 -2.2617 -2.1546 -2.0729 -2.0143
 -1.9744 -1.9476 -1.9285 -1.9130 -1.8989 -1.8850 -1.8711 -1.8571 -1.8435 -1.8312
 -1.8199
 -3.9893 -3.8009 -3.6319 -3.4838 -3.3556 -3.2434 -3.1415 -3.0463 -2.9561 -2.8710
 -2.7912 -2.7173 -2.6491 -2.5855 -2.5250 -2.3826 -2.2554 -2.1507 -2.0698 -2.0102
 -1.9691 -1.9425 -1.9259 -1.9153 -1.9074 -1.9000 -1.8925 -1.8843 -1.8756 -1.8670
 -1.8594
 -3.8914 -3.7206 -3.5670 -3.4269 -3.3031 -3.1942 -3.0967 -3.0070 -2.9222 -2.8415
 -2.7647 -2.6923 -2.6249 -2.5625 -2.5060 -2.3717 -2.2486 -2.1460 -2.0667
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.5533 -6.0298 -5.5768 -5.1903 -4.8632 -4.5790 -4.3219 -4.0820 -3.8654 -3.6779
 -3.5100 -3.3530 -3.2033 -3.0637 -2.9249 -2.6509 -2.4249 -2.2396 -2.0954
 -6.1536 -5.6313 -5.1787 -4.7977 -4.4821 -4.2205 -3.9997 -3.8022 -3.6284 -3.4770
 -3.3399 -3.2081 -3.0764 -2.9485 -2.8298 -2.5773 -2.3756 -2.2127 -2.0844 -1.9849
 -5.7384 -5.2219 -4.7989 -4.5036 -4.2199 -3.9803 -3.7790 -3.6064 -3.4571 -3.3277
 -3.2118 -3.1012 -2.9877 -2.8709 -2.7593 -2.5231 -2.3391 -2.1932 -2.0780 -1.9877
 -1.9146
 -5.4276 -4.9143 -4.5113 -4.2044 -3.9687 -3.7801 -3.6189 -3.4712 -3.3363 -3.2170
 -3.1122 -3.0164 -2.9209 -2.8179 -2.7134 -2.4883 -2.3154 -2.1811 -2.0762 -1.9937
 -1.9272 -1.8715
 -5.3058 -4.7890 -4.3724 -4.0506 -3.8050 -3.6164 -3.4688 -3.3486 -3.2445 -3.1459
 -3.0454 -2.9519 -2.8653 -2.7777 -2.6827 -2.4666 -2.3005 -2.1740 -2.0769 -2.0013
 -1.9403 -1.8889 -1.8443 -1.8049
 -5.2508 -4.7371 -4.3202 -3.9885 -3.7274 -3.5229 -3.3634 -3.2389 -3.1411 -3.0633
 -2.9903 -2.9091 -2.8256 -2.7435 -2.6589 -2.4529 -2.2912 -2.1692 -2.0777 -2.0081
 -1.9528 -1.9062 -1.8655 -1.8291 -1.7962 -1.7664 -1.7404 -1.7199 -1.7071 -1.7043
 -5.2002 -4.7091 -4.3020 -3.9740 -3.7121 -3.5031 -3.3360 -3.2021 -3.0940 -3.0042
 -2.9271 -2.8577 -2.7877 -2.7149 -2.6381 -2.4436 -2.2848 -2.1654 -2.0772 -2.0123
 -1.9625 -1.9214 -1.8855 -1.8531 -1.8232 -1.7957 -1.7710 -1.7491 -1.7333 -1.7266
 -1.7304
 -5.1329 -4.6726 -4.2867 -3.9704 -3.7135 -3.5050 -3.3343 -3.1936 -3.0771 -2.9795
 -2.8947 -2.8185 -2.7478 -2.6809 -2.6144 -2.4354 -2.2801 -2.1618 -2.0750 -2.0126
 -1.9674 -1.9320 -1.9017 -1.8743 -1.8489 -1.8248 -1.8025 -1.7823 -1.7652 -1.7537
 -1.7532
 -5.0362 -4.6123 -4.2554 -3.9574 -3.7118 -3.5088 -3.3393 -3.1959 -3.0736 -2.9689
 -2.8780 -2.7971 -2.7226 -2.6526 -2.5872 -2.4239 -2.2747 -2.1572 -2.0707 -2.0092
 -1.9667 -1.9361 -1.9118 -1.8904 -1.8704 -1.8511 -1.8327 -1.8153 -1.7995 -1.7869
 -1.7802
 -4.9199 -4.5470 -4.2207 -3.9421 -3.7084 -3.5126 -3.3464 -3.2032 -3.0784 -2.9690
 -2.8726 -2.7871 -2.7096 -2.6377 -2.5702 -2.4131 -2.2712 -2.1549 -2.0676 -2.0052
 -1.9628 -1.9348 -1.9154 -1.9000 -1.8863 -1.8729 -1.8598 -1.8468 -1.8343 -1.8231
 -1.8129
 -4.7970 -4.4728 -4.1795 -3.9218 -3.7005 -3.5118 -3.3498 -3.2084 -3.0832 -2.9715
 -2.8714 -2.7819 -2.7013 -2.6277 -2.5592 -2.4035 -2.2664 -2.1526 -2.0649 -2.0011
 -1.9577 -1.9298 -1.9128 -1.9023 -1.8946 -1.8877 -1.8808 -1.8735 -1.8658 -1.8583
 -1.8517
 -4.6700 -4.3909 -4.1354 -3.9023 -3.6929 -3.5092 -3.3506 -3.2109 -3.0861 -2.9736
 -2.8714 -2.7789 -2.6952 -2.6194 -2.5542 -2.3951 -2.2603 -2.1503 -2.0626
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -7.3852 -6.9457 -6.5305 -6.1340 -5.7576 -5.3699 -4.9366 -4.4649 -4.0653 -3.7498
 -3.5023 -3.3039 -3.1390 -2.9974 -2.8726 -2.6127 -2.4037 -2.2314 -2.0920
 -7.0175 -6.5346 -6.0836 -5.6672 -5.2823 -4.9191 -4.5487 -4.1686 -3.8442 -3.5808
 -3.3678 -3.1915 -3.0405 -2.9078 -2.7897 -2.5455 -2.3548 -2.2017 -2.0777 -1.9784
 -6.7275 -6.2341 -5.7687 -5.3409 -4.9559 -4.6108 -4.2899 -3.9730 -3.6952 -3.4648
 -3.2754 -3.1165 -2.9774 -2.8519 -2.7385 -2.5038 -2.3240 -2.1829 -2.0702 -1.9796
 -1.9066
 -6.3573 -5.8595 -5.4569 -5.0759 -4.7176 -4.3903 -4.0983 -3.8279 -3.5847 -3.3781
 -3.2059 -3.0610 -2.9340 -2.8169 -2.7080 -2.4795 -2.3060 -2.1723 -2.0674 -1.9838
 -1.9164 -1.8603
 -6.0408 -5.5217 -5.0896 -4.7286 -4.4238 -4.1625 -3.9303 -3.7065 -3.4965 -3.3104
 -3.1511 -3.0161 -2.8992 -2.7922 -2.6894 -2.4662 -2.2962 -2.1669 -2.0675 -1.9895
 -1.9273 -1.8757 -1.8312 -1.7923
 -5.9278 -5.3645 -4.8899 -4.4986 -4.1794 -3.9182 -3.7054 -3.5318 -3.3826 -3.2440
 -3.1081 -2.9821 -2.8701 -2.7704 -2.6759 -2.4593 -2.2910 -2.1644 -2.0685 -1.9950
 -1.9378 -1.8908 -1.8504 -1.8146 -1.7824 -1.7538 -1.7291 -1.7097 -1.6973 -1.6941
 -5.9186 -5.3268 -4.8221 -4.4070 -4.0710 -3.8001 -3.5810 -3.4021 -3.2547 -3.1346
 -3.0351 -2.9420 -2.8466 -2.7525 -2.6631 -2.4557 -2.2885 -2.1628 -2.0691 -1.9990
 -1.9459 -1.9040 -1.8683 -1.8366 -1.8076 -1.7813 -1.7579 -1.7379 -1.7228 -1.7161
 -1.7193
 -5.9412 -5.3437 -4.8241 -4.3908 -4.0394 -3.7575 -3.5306 -3.3466 -3.1963 -3.0716
 -2.9671 -2.8790 -2.8020 -2.7266 -2.6487 -2.4530 -2.2871 -2.1614 -2.0685 -2.0003
