 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.2855 -2.2499 -2.2541 -2.2258 -2.1510 -2.0808 -2.0566 -2.0568 -2.0390 -1.9873
 -1.9166 -1.8325 -1.7438 -1.6607 -1.5800 -1.4043 -1.2666 -1.1646 -1.0845
 -2.2543 -2.1645 -2.1033 -2.0519 -2.0093 -1.9771 -1.9524 -1.9297 -1.9031 -1.8688
 -1.8237 -1.7652 -1.6932 -1.6154 -1.5402 -1.3788 -1.2545 -1.1624 -1.0936 -1.0438
 -2.2319 -2.1153 -2.0179 -1.9465 -1.9060 -1.8814 -1.8561 -1.8289 -1.8023 -1.7760
 -1.7438 -1.7021 -1.6460 -1.5774 -1.5082 -1.3589 -1.2453 -1.1617 -1.1014 -1.0571
 -1.0234
 -2.2183 -2.1023 -1.9979 -1.9096 -1.8411 -1.7937 -1.7677 -1.7544 -1.7366 -1.7089
 -1.6769 -1.6432 -1.6022 -1.5467 -1.4840 -1.3446 -1.2390 -1.1625 -1.1080 -1.0679
 -1.0372 -1.0130
 -2.1905 -2.0856 -1.9873 -1.8989 -1.8233 -1.7623 -1.7166 -1.6845 -1.6636 -1.6471
 -1.6233 -1.5915 -1.5581 -1.5165 -1.4634 -1.3337 -1.2340 -1.1631 -1.1140 -1.0785
 -1.0513 -1.0296 -1.0119 -0.9973
 -2.1387 -2.0507 -1.9658 -1.8861 -1.8133 -1.7491 -1.6953 -1.6521 -1.6180 -1.5901
 -1.5658 -1.5401 -1.5108 -1.4796 -1.4388 -1.3238 -1.2291 -1.1619 -1.1176 -1.0871
 -1.0640 -1.0458 -1.0307 -1.0181 -1.0073 -0.9983 -0.9917 -0.9894 -0.9934 -1.0047
 -2.0620 -1.9926 -1.9245 -1.8587 -1.7955 -1.7359 -1.6812 -1.6329 -1.5920 -1.5572
 -1.5260 -1.4962 -1.4663 -1.4384 -1.4066 -1.3108 -1.2231 -1.1586 -1.1172 -1.0914
 -1.0734 -1.0595 -1.0482 -1.0385 -1.0300 -1.0225 -1.0168 -1.0128 -1.0138 -1.0226
 -1.0390
 -1.9665 -1.9138 -1.8622 -1.8118 -1.7620 -1.7122 -1.6629 -1.6155 -1.5718 -1.5332
 -1.4987 -1.4665 -1.4349 -1.4041 -1.3752 -1.2925 -1.2146 -1.1531 -1.1131 -1.0903
 -1.0773 -1.0686 -1.0619 -1.0563 -1.0513 -1.0465 -1.0425 -1.0397 -1.0392 -1.0433
 -1.0568
 -1.8588 -1.8207 -1.7829 -1.7464 -1.7100 -1.6722 -1.6324 -1.5911 -1.5498 -1.5106
 -1.4745 -1.4415 -1.4099 -1.3788 -1.3495 -1.2729 -1.2026 -1.1454 -1.1062 -1.0846
 -1.0750 -1.0713 -1.0701 -1.0696 -1.0692 -1.0683 -1.0675 -1.0668 -1.0671 -1.0696
 -1.0774
 -1.7475 -1.7212 -1.6945 -1.6687 -1.6436 -1.6173 -1.5885 -1.5563 -1.5215 -1.4857
 -1.4506 -1.4177 -1.3868 -1.3573 -1.3287 -1.2568 -1.1908 -1.1374 -1.0991 -1.0770
 -1.0681 -1.0676 -1.0713 -1.0763 -1.0813 -1.0855 -1.0891 -1.0921 -1.0949 -1.0984
 -1.1027
 -1.6346 -1.6186 -1.6013 -1.5837 -1.5667 -1.5497 -1.5307 -1.5084 -1.4824 -1.4534
 -1.4226 -1.3917 -1.3622 -1.3344 -1.3078 -1.2422 -1.1797 -1.1288 -1.0920 -1.0693
 -1.0596 -1.0597 -1.0661 -1.0758 -1.0862 -1.0961 -1.1051 -1.1129 -1.1198 -1.1262
 -1.1332
 -1.5201 -1.5129 -1.5067 -1.4955 -1.4847 -1.4740 -1.4624 -1.4487 -1.4316 -1.4110
 -1.3872 -1.3613 -1.3348 -1.3091 -1.2868 -1.2291 -1.1693 -1.1196 -1.0849
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F350LP
 -2.5117 -2.4527 -2.4014 -2.3534 -2.3067 -2.2567 -2.1987 -2.1302 -2.0546 -1.9773
 -1.8973 -1.8133 -1.7267 -1.6426 -1.5597 -1.3928 -1.2609 -1.1613 -1.0882
 -2.4086 -2.3324 -2.2675 -2.2097 -2.1564 -2.1058 -2.0555 -2.0005 -1.9428 -1.8839
 -1.8221 -1.7542 -1.6791 -1.6018 -1.5282 -1.3712 -1.2499 -1.1587 -1.0918 -1.0425
 -2.3510 -2.2426 -2.1599 -2.1049 -2.0466 -1.9939 -1.9455 -1.8983 -1.8515 -1.8050
 -1.7572 -1.7046 -1.6429 -1.5733 -1.5042 -1.3557 -1.2424 -1.1579 -1.0964 -1.0514
 -1.0169
 -2.3296 -2.1980 -2.0949 -2.0165 -1.9560 -1.9072 -1.8647 -1.8238 -1.7812 -1.7394
 -1.6989 -1.6574 -1.6101 -1.5515 -1.4877 -1.3463 -1.2384 -1.1589 -1.1020 -1.0609
 -1.0299 -1.0056
 -2.3288 -2.1995 -2.0795 -1.9808 -1.9026 -1.8406 -1.7915 -1.7522 -1.7202 -1.6907
 -1.6538 -1.6151 -1.5756 -1.5302 -1.4744 -1.3401 -1.2363 -1.1605 -1.1074 -1.0702
 -1.0426 -1.0210 -1.0035 -0.9893
 -2.3200 -2.1961 -2.0773 -1.9685 -1.8735 -1.7942 -1.7307 -1.6823 -1.6471 -1.6237
 -1.6031 -1.5754 -1.5423 -1.5048 -1.4596 -1.3348 -1.2345 -1.1613 -1.1111 -1.0777
 -1.0541 -1.0359 -1.0212 -1.0090 -0.9988 -0.9906 -0.9849 -0.9833 -0.9875 -0.9985
 -2.2905 -2.1799 -2.0698 -1.9662 -1.8721 -1.7894 -1.7191 -1.6612 -1.6149 -1.5777
 -1.5477 -1.5228 -1.4978 -1.4702 -1.4365 -1.3285 -1.2317 -1.1604 -1.1122 -1.0819
 -1.0626 -1.0486 -1.0375 -1.0283 -1.0205 -1.0138 -1.0089 -1.0060 -1.0076 -1.0163
 -1.0328
 -2.2366 -2.1426 -2.0464 -1.9533 -1.8664 -1.7873 -1.7166 -1.6545 -1.6016 -1.5572
 -1.5191 -1.4856 -1.4556 -1.4285 -1.4020 -1.3158 -1.2270 -1.1575 -1.1102 -1.0818
 -1.0663 -1.0571 -1.0505 -1.0453 -1.0409 -1.0368 -1.0338 -1.0319 -1.0323 -1.0370
 -1.0507
 -2.1576 -2.0803 -2.0006 -1.9214 -1.8458 -1.7752 -1.7096 -1.6491 -1.5941 -1.5453
 -1.5024 -1.4645 -1.4297 -1.3976 -1.3689 -1.2940 -1.2172 -1.1517 -1.1053 -1.0776
 -1.0645 -1.0597 -1.0583 -1.0580 -1.0580 -1.0579 -1.0579 -1.0582 -1.0595 -1.0630
 -1.0713
 -2.0620 -2.0020 -1.9381 -1.8730 -1.8098 -1.7498 -1.6926 -1.6379 -1.5858 -1.5367
 -1.4915 -1.4507 -1.4135 -1.3791 -1.3473 -1.2738 -1.2043 -1.1444 -1.0994 -1.0714
 -1.0586 -1.0563 -1.0594 -1.0645 -1.0698 -1.0746 -1.0789 -1.0828 -1.0866 -1.0911
 -1.0964
 -1.9585 -1.9112 -1.8615 -1.8097 -1.7585 -1.7092 -1.6616 -1.6150 -1.5690 -1.5236
 -1.4797 -1.4383 -1.3999 -1.3645 -1.3317 -1.2576 -1.1910 -1.1353 -1.0925 -1.0643
 -1.0508 -1.0489 -1.0545 -1.0640 -1.0746 -1.0849 -1.0945 -1.1031 -1.1109 -1.1184
 -1.1263
 -1.8490 -1.8142 -1.7765 -1.7366 -1.6959 -1.6560 -1.6175 -1.5793 -1.5408 -1.5017
 -1.4621 -1.4230 -1.3854 -1.3500 -1.3221 -1.2454 -1.1773 -1.1244 -1.0846
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.7992 -2.7387 -2.6854 -2.6332 -2.5811 -2.5140 -2.4156 -2.2829 -2.1470 -2.0205
 -1.9056 -1.8015 -1.7071 -1.6219 -1.5449 -1.3832 -1.2560 -1.1572 -1.0838
 -2.6677 -2.5964 -2.5348 -2.4775 -2.4191 -2.3539 -2.2696 -2.1598 -2.0486 -1.9436
 -1.8463 -1.7553 -1.6694 -1.5895 -1.5163 -1.3629 -1.2444 -1.1538 -1.0861 -1.0359
 -2.5734 -2.4906 -2.4192 -2.3542 -2.2912 -2.2265 -2.1536 -2.0634 -1.9701 -1.8812
 -1.7982 -1.7198 -1.6432 -1.5687 -1.4988 -1.3512 -1.2383 -1.1531 -1.0899 -1.0434
 -1.0086
 -2.5079 -2.4030 -2.3212 -2.2545 -2.1894 -2.1240 -2.0566 -1.9817 -1.9026 -1.8260
 -1.7544 -1.6871 -1.6211 -1.5540 -1.4878 -1.3450 -1.2360 -1.1545 -1.0947 -1.0513
 -1.0195 -0.9949
 -2.4747 -2.3482 -2.2422 -2.1540 -2.0811 -2.0214 -1.9694 -1.9103 -1.8444 -1.7775
 -1.7137 -1.6543 -1.5977 -1.5401 -1.4797 -1.3419 -1.2356 -1.1567 -1.0996 -1.0591
 -1.0302 -1.0085 -0.9913 -0.9776
 -2.4723 -2.3374 -2.2125 -2.1005 -2.0043 -1.9237 -1.8594 -1.8103 -1.7686 -1.7257
 -1.6766 -1.6242 -1.5727 -1.5228 -1.4705 -1.3396 -1.2356 -1.1586 -1.1036 -1.0657
 -1.0400 -1.0215 -1.0071 -0.9955 -0.9862 -0.9791 -0.9746 -0.9740 -0.9786 -0.9892
 -2.4723 -2.3378 -2.2083 -2.0877 -1.9794 -1.8857 -1.8068 -1.7410 -1.6869 -1.6444
 -1.6118 -1.5806 -1.5439 -1.5020 -1.4572 -1.3369 -1.2351 -1.1594 -1.1060 -1.0701
 -1.0473 -1.0325 -1.0216 -1.0131 -1.0061 -1.0006 -0.9970 -0.9957 -0.9981 -1.0068
 -1.0225
 -2.4621 -2.3353 -2.2091 -2.0874 -1.9752 -1.8752 -1.7883 -1.7143 -1.6523 -1.6002
 -1.5568 -1.5216 -1.4930 -1.4647 -1.4327 -1.3319 -1.2333 -1.1587 -1.1061 -1.0715
 -1.0491 -1.0398 -1.0332 -1.0286 -1.0250 -1.0221 -1.0204 -1.0192 -1.0207 -1.0273
 -1.0406
 -2.4268 -2.3164 -2.1992 -2.0838 -1.9739 -1.8734 -1.7842 -1.7060 -1.6386 -1.5810
 -1.5317 -1.4892 -1.4524 -1.4210 -1.3933 -1.3162 -1.2285 -1.1554 -1.1033 -1.0695
