 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F555W
 -5.3769 -5.3122 -5.5312 -5.4510 -5.2259 -4.9341 -4.6185 -4.3994 -4.2022 -4.0028
 -3.8215 -3.6551 -3.4995 -3.3539 -3.2157 -2.9215 -2.6368 -2.3906 -2.2416
 -5.3828 -5.1154 -4.9060 -4.7647 -4.6811 -4.5619 -4.3720 -4.1623 -3.9671 -3.7839
 -3.6127 -3.4544 -3.3088 -3.1745 -3.0499 -2.7736 -2.5439 -2.3650 -2.2339 -2.1364
 -5.1398 -4.8726 -4.6437 -4.4532 -4.2987 -4.1914 -4.1030 -3.9694 -3.8013 -3.6274
 -3.4671 -3.3191 -3.1831 -3.0586 -2.9444 -2.6985 -2.5003 -2.3459 -2.2309 -2.1436
 -2.0745
 -4.9552 -4.7026 -4.4763 -4.2796 -4.1087 -3.9590 -3.8336 -3.7377 -3.6384 -3.5088
 -3.3639 -3.2244 -3.0967 -2.9797 -2.8727 -2.6460 -2.4692 -2.3344 -2.2321 -2.1535
 -2.0900 -2.0369
 -4.8070 -4.5725 -4.3555 -4.1616 -3.9908 -3.8381 -3.7000 -3.5764 -3.4740 -3.3791
 -3.2756 -3.1576 -3.0381 -2.9267 -2.8252 -2.6111 -2.4473 -2.3255 -2.2345 -2.1642
 -2.1064 -2.0571 -2.0142 -1.9770
 -4.6880 -4.4670 -4.2630 -4.0741 -3.9057 -3.7555 -3.6193 -3.4947 -3.3812 -3.2785
 -3.1849 -3.0925 -2.9938 -2.8922 -2.7946 -2.5884 -2.4321 -2.3180 -2.2352 -2.1730
 -2.1215 -2.0770 -2.0377 -2.0024 -1.9694 -1.9403 -1.9171 -1.9014 -1.8943 -1.8965
 -4.5961 -4.3833 -4.1885 -4.0073 -3.8408 -3.6924 -3.5591 -3.4375 -3.3263 -3.2234
 -3.1273 -3.0368 -2.9496 -2.8624 -2.7746 -2.5746 -2.4216 -2.3101 -2.2326 -2.1772
 -2.1329 -2.0942 -2.0596 -2.0281 -1.9989 -1.9702 -1.9446 -1.9252 -1.9147 -1.9143
 -1.9227
 -4.5295 -4.3202 -4.1294 -3.9538 -3.7916 -3.6433 -3.5107 -3.3915 -3.2831 -3.1831
 -3.0898 -3.0013 -2.9163 -2.8345 -2.7546 -2.5679 -2.4157 -2.3042 -2.2274 -2.1759
 -2.1380 -2.1062 -2.0777 -2.0511 -2.0262 -2.0023 -1.9781 -1.9566 -1.9414 -1.9354
 -1.9403
 -4.4859 -4.2766 -4.0859 -3.9090 -3.7508 -3.6046 -3.4711 -3.3513 -3.2443 -3.1466
 -3.0560 -2.9710 -2.8898 -2.8114 -2.7351 -2.5591 -2.4117 -2.2998 -2.2210 -2.1698
