 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  1.0644  1.0206  0.9430  0.8800  0.8455  0.8139  0.7608  0.7010  0.6623  0.6542
  0.6639  0.6859  0.7125  0.7361  0.7570  0.7832  0.7688  0.7289  0.6843
  0.9984  0.9816  0.9472  0.9084  0.8663  0.8209  0.7751  0.7336  0.7007  0.6785
  0.6689  0.6724  0.6876  0.7077  0.7259  0.7486  0.7363  0.6981  0.6502  0.5969
  0.9527  0.9473  0.9354  0.9135  0.8772  0.8343  0.7951  0.7605  0.7289  0.7005
  0.6805  0.6709  0.6743  0.6878  0.7023  0.7208  0.7094  0.6727  0.6234  0.5700
  0.5158
  0.9273  0.9177  0.9076  0.8953  0.8782  0.8541  0.8208  0.7817  0.7469  0.7202
  0.6987  0.6814  0.6726  0.6764  0.6862  0.6998  0.6881  0.6527  0.6038  0.5505
  0.4963  0.4425
  0.9280  0.9100  0.8949  0.8820  0.8692  0.8541  0.8351  0.8115  0.7828  0.7517
  0.7250  0.7038  0.6855  0.6766  0.6787  0.6859  0.6732  0.6385  0.5890  0.5349
  0.4802  0.4258  0.3725  0.3203
  0.9532  0.9249  0.9015  0.8833  0.8686  0.8553  0.8412  0.8248  0.8060  0.7849
  0.7619  0.7392  0.7178  0.6981  0.6868  0.6798  0.6649  0.6306  0.5801  0.5238
  0.4673  0.4115  0.3570  0.3037  0.2520  0.2015  0.1514  0.0987  0.0418 -0.0168
  0.9990  0.9605  0.9278  0.9016  0.8813  0.8651  0.8508  0.8368  0.8215  0.8050
  0.7878  0.7700  0.7521  0.7318  0.7140  0.6855  0.6636  0.6289  0.5778  0.5185
  0.4587  0.4004  0.3438  0.2888  0.2356  0.1841  0.1335  0.0834  0.0304 -0.0277
 -0.0882
  1.0590  1.0132  0.9720  0.9371  0.9091  0.8869  0.8690  0.8534  0.8384  0.8230
  0.8074  0.7916  0.7760  0.7598  0.7418  0.7046  0.6708  0.6330  0.5816  0.5199
  0.4559  0.3937  0.3340  0.2763  0.2208  0.1674  0.1156  0.0648  0.0139 -0.0394
 -0.0989
  1.1252  1.0757  1.0292  0.9873  0.9516  0.9222  0.8982  0.8782  0.8605  0.8438
  0.8274  0.8111  0.7953  0.7798  0.7632  0.7246  0.6848  0.6417  0.5894  0.5264
  0.4589  0.3920  0.3279  0.2666  0.2079  0.1517  0.0975  0.0451 -0.0063 -0.0579
 -0.1124
  1.1905  1.1419  1.0939  1.0483  1.0068  0.9707  0.9397  0.9137  0.8911  0.8708
  0.8518  0.8335  0.8159  0.7988  0.7818  0.7416  0.7001  0.6536  0.6003  0.5378
  0.4688  0.3983  0.3295  0.2637  0.2009  0.1411  0.0837  0.0286 -0.0247 -0.0770
 -0.1291
  1.2536  1.2068  1.1596  1.1138  1.0700  1.0291  0.9922  0.9598  0.9313  0.9058
  0.8826  0.8608  0.8401  0.8203  0.8012  0.7564  0.7137  0.6658  0.6115  0.5498
  0.4814  0.4095  0.3374  0.2671  0.1998  0.1357  0.0744  0.0158 -0.0406 -0.0951
 -0.1488
  1.3144  1.2704  1.2222  1.1785  1.1349  1.0924  1.0520  1.0145  0.9803  0.9492
  0.9208  0.8944  0.8695  0.8460  0.8214  0.7690  0.7256  0.6783  0.6230
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F098M
  1.0335  0.9901  0.9378  0.8812  0.8242  0.7707  0.7240  0.6869  0.6614  0.6490
  0.6505  0.6644  0.6866  0.7102  0.7304  0.7624  0.7623  0.7310  0.6826
  1.0602  1.0295  0.9848  0.9310  0.8735  0.8169  0.7647  0.7199  0.6848  0.6608
  0.6498  0.6521  0.6659  0.6848  0.7024  0.7292  0.7280  0.6996  0.6534  0.6006
  1.0346  1.0252  0.9969  0.9566  0.9091  0.8574  0.8053  0.7572  0.7160  0.6834
  0.6614  0.6514  0.6545  0.6673  0.6815  0.7030  0.7002  0.6737  0.6293  0.5772
  0.5235
