 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.7344 -1.5538 -0.2453 -0.0188 -1.2701 -3.6347 -2.8533 -1.5116 -0.7031 -0.6556
 -0.5797 -0.5869 -0.9798 -1.4614 -1.7019 -1.5141
 -2.7079 -2.1964 -1.5702 -1.4027 -1.8418 -2.8991 -2.5745 -1.9838 -1.5416 -1.3804
 -1.2531 -1.2140 -1.3600 -1.5566 -1.6461 -1.4796 -1.3554 -1.2840 -1.2978
 -2.5290 -2.3910 -2.1820 -2.0630 -2.0671 -2.3202 -2.2428 -2.0888 -1.9138 -1.7584
 -1.6437 -1.5873 -1.5877 -1.6063 -1.5978 -1.4561 -1.3588 -1.2932 -1.2699 -1.2530
 -1.2080
 -2.1977 -2.1376 -2.0807 -1.9997 -1.9460 -1.8979 -1.8582 -1.8266 -1.8197 -1.7894
 -1.7515 -1.7068 -1.6630 -1.6106 -1.5570 -1.4436 -1.3563 -1.2989 -1.2627 -1.2413
 -1.2283 -1.2204 -1.2154
 -1.9932 -1.9655 -1.9352 -1.8915 -1.8523 -1.8126 -1.7752 -1.7416 -1.7125 -1.6861
 -1.6582 -1.6259 -1.5916 -1.5541 -1.5134 -1.4221 -1.3549 -1.3093 -1.2793 -1.2600
 -1.2479 -1.2404 -1.2358 -1.2341 -1.2357
 -1.8015 -1.7988 -1.7904 -1.7748 -1.7523 -1.7251 -1.6955 -1.6658 -1.6375 -1.6110
 -1.5861 -1.5613 -1.5343 -1.5070 -1.4761 -1.4028 -1.3497 -1.3142 -1.2909 -1.2754
 -1.2655 -1.2594 -1.2559 -1.2544 -1.2547 -1.2577
 -1.6226 -1.6375 -1.6463 -1.6496 -1.6460 -1.6354 -1.6191 -1.5992 -1.5775 -1.5551
 -1.5331 -1.5115 -1.4901 -1.4689 -1.4451 -1.3857 -1.3407 -1.3136 -1.2975 -1.2875
 -1.2811 -1.2774 -1.2758 -1.2754 -1.2761 -1.2783 -1.2827 -1.2921 -1.3085 -1.3310
 -1.4564 -1.4816 -1.5029 -1.5207 -1.5335 -1.5398 -1.5392 -1.5326 -1.5213 -1.5068
 -1.4904 -1.4729 -1.4551 -1.4372 -1.4189 -1.3704 -1.3307 -1.3074 -1.2972 -1.2934
 -1.2923 -1.2926 -1.2939 -1.2958 -1.2981 -1.3009 -1.3042 -1.3106 -1.3230 -1.3430
 -1.3696
 -1.3115 -1.3401 -1.3680 -1.3952 -1.4195 -1.4396 -1.4540 -1.4617 -1.4628 -1.4586
 -1.4501 -1.4387 -1.4256 -1.4113 -1.3961 -1.3565 -1.3209 -1.2987 -1.2906 -1.2917
 -1.2966 -1.3024 -1.3081 -1.3137 -1.3189 -1.3238 -1.3291 -1.3345 -1.3429 -1.3578
 -1.3812
 -1.1855 -1.2164 -1.2481 -1.2805 -1.3119 -1.3411 -1.3665 -1.3867 -1.4004 -1.4072
 -1.4081 -1.4042 -1.3968 -1.3871 -1.3754 -1.3422 -1.3109 -1.2891 -1.2808 -1.2836
 -1.2931 -1.3049 -1.3166 -1.3272 -1.3366 -1.3449 -1.3527 -1.3604 -1.3690 -1.3809
 -1.3964
 -1.0798 -1.1116 -1.1443 -1.1778 -1.2123 -1.2463 -1.2786 -1.3078 -1.3322 -1.3500
