 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4669 -1.4022 -1.3832 -1.3883 -1.3267 -1.2193 -1.1099 -1.0170 -0.9361 -0.8606
 -0.7889 -0.7210 -0.6572 -0.5984 -0.5454 -0.4421 -0.3800 -0.3553 -0.3568 -0.3719
 -1.3624 -1.2853 -1.2168 -1.1713 -1.1668 -1.1516 -1.0814 -0.9937 -0.9145 -0.8433
 -0.7764 -0.7129 -0.6533 -0.5985 -0.5493 -0.4539 -0.3966 -0.3732 -0.3754 -0.3909
 -0.4130
 -1.2720 -1.2056 -1.1337 -1.0640 -1.0091 -0.9806 -0.9755 -0.9505 -0.8915 -0.8263
 -0.7644 -0.7055 -0.6499 -0.5987 -0.5527 -0.4638 -0.4102 -0.3877 -0.3902 -0.4063
 -0.4286 -0.4547
 -1.1801 -1.1316 -1.0706 -1.0053 -0.9432 -0.8879 -0.8462 -0.8232 -0.8139 -0.7889
 -0.7453 -0.6945 -0.6439 -0.5964 -0.5534 -0.4702 -0.4198 -0.3982 -0.4010 -0.4184
 -0.4417 -0.4682 -0.4973 -0.5300
 -1.0841 -1.0514 -1.0075 -0.9530 -0.8950 -0.8391 -0.7879 -0.7437 -0.7114 -0.6941
 -0.6812 -0.6596 -0.6271 -0.5884 -0.5497 -0.4722 -0.4248 -0.4041 -0.4074 -0.4266
 -0.4522 -0.4800 -0.5097 -0.5413 -0.5742 -0.6095 -0.6484 -0.6918 -0.7400 -0.7907
 -0.9792 -0.9622 -0.9352 -0.8966 -0.8493 -0.7989 -0.7497 -0.7040 -0.6632 -0.6294
 -0.6046 -0.5886 -0.5744 -0.5562 -0.5329 -0.4692 -0.4251 -0.4054 -0.4088 -0.4298
 -0.4587 -0.4894 -0.5208 -0.5532 -0.5867 -0.6211 -0.6575 -0.6973 -0.7414 -0.7904
 -0.8441
 -0.8726 -0.8649 -0.8526 -0.8292 -0.7968 -0.7568 -0.7140 -0.6716 -0.6319 -0.5957
 -0.5642 -0.5384 -0.5191 -0.5049 -0.4919 -0.4558 -0.4204 -0.4022 -0.4054 -0.4274
 -0.4599 -0.4946 -0.5292 -0.5636 -0.5983 -0.6324 -0.6672 -0.7046 -0.7460 -0.7923
 -0.8443
 -0.7692 -0.7660 -0.7618 -0.7508 -0.7317 -0.7054 -0.6730 -0.6373 -0.6015 -0.5676
 -0.5366 -0.5092 -0.4857 -0.4668 -0.4524 -0.4274 -0.4076 -0.3947 -0.3982 -0.4202
 -0.4552 -0.4946 -0.5337 -0.5716 -0.6088 -0.6456 -0.6826 -0.7211 -0.7613 -0.8029
 -0.8457
 -0.6736 -0.6720 -0.6709 -0.6656 -0.6570 -0.6424 -0.6224 -0.5970 -0.5685 -0.5391
 -0.5110 -0.4855 -0.4627 -0.4429 -0.4264 -0.4003 -0.3874 -0.3825 -0.3880 -0.4090
 -0.4444 -0.4871 -0.5310 -0.5737 -0.6147 -0.6544 -0.6934 -0.7320 -0.7707 -0.8104
 -0.8517
 -0.5913 -0.5841 -0.5819 -0.5793 -0.5773 -0.5704 -0.5601 -0.5457 -0.5273 -0.5054
 -0.4823 -0.4601 -0.4399 -0.4220 -0.4064 -0.3792 -0.3673 -0.3667 -0.3758 -0.3965
 -0.4307 -0.4743 -0.5217 -0.5691 -0.6149 -0.6587 -0.7011 -0.7421 -0.7823 -0.8224
 -0.8630
 -0.5195 -0.5024 -0.4949 -0.4930 -0.4935 -0.4932 -0.4901 -0.4839 -0.4749 -0.4625
 -0.4471 -0.4304 -0.4139 -0.3989 -0.3858 -0.3617 -0.3501 -0.3509 -0.3624
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.8207 -1.7646 -1.6199 -1.4621 -1.3065 -1.1743 -1.0790 -0.9996 -0.9254 -0.8548
 -0.7884 -0.7254 -0.6656 -0.6090 -0.5561 -0.4447 -0.3680 -0.3280 -0.3215
 -1.5692 -1.5713 -1.5562 -1.4411 -1.3024 -1.1702 -1.0632 -0.9805 -0.9067 -0.8388
 -0.7756 -0.7158 -0.6592 -0.6059 -0.5563 -0.4534 -0.3843 -0.3488 -0.3430 -0.3558
 -1.4582 -1.3749 -1.3432 -1.3510 -1.2826 -1.1680 -1.0568 -0.9665 -0.8927 -0.8267
 -0.7663 -0.7096 -0.6560 -0.6057 -0.5590 -0.4625 -0.3986 -0.3659 -0.3602 -0.3730
 -0.3952
 -1.3864 -1.2951 -1.2110 -1.1552 -1.1455 -1.1283 -1.0504 -0.9590 -0.8811 -0.8157
 -0.7576 -0.7037 -0.6530 -0.6054 -0.5612 -0.4701 -0.4102 -0.3795 -0.3739 -0.3866
 -0.4090 -0.4359
 -1.3156 -1.2386 -1.1537 -1.0731 -1.0087 -0.9709 -0.9616 -0.9337 -0.8706 -0.8047
 -0.7477 -0.6963 -0.6482 -0.6032 -0.5614 -0.4752 -0.4186 -0.3895 -0.3842 -0.3970
 -0.4202 -0.4476 -0.4778 -0.5101
 -1.2376 -1.1791 -1.1076 -1.0304 -0.9560 -0.8915 -0.8427 -0.8144 -0.8024 -0.7773
 -0.7328 -0.6859 -0.6408 -0.5983 -0.5588 -0.4773 -0.4236 -0.3961 -0.3911 -0.4043
 -0.4286 -0.4575 -0.4884 -0.5213 -0.5557 -0.5926 -0.6335 -0.6792 -0.7292 -0.7794
 -1.1517 -1.1097 -1.0555 -0.9915 -0.9229 -0.8566 -0.7969 -0.7462 -0.7081 -0.6856
 -0.6720 -0.6529 -0.6239 -0.5887 -0.5528 -0.4760 -0.4251 -0.3991 -0.3946 -0.4080
 -0.4337 -0.4648 -0.4975 -0.5314 -0.5665 -0.6025 -0.6406 -0.6825 -0.7291 -0.7804
 -0.8330
 -1.0618 -1.0306 -0.9919 -0.9438 -0.8879 -0.8281 -0.7697 -0.7159 -0.6687 -0.6295
 -0.6003 -0.5815 -0.5684 -0.5535 -0.5334 -0.4709 -0.4232 -0.3987 -0.3944 -0.4078
 -0.4347 -0.4685 -0.5041 -0.5401 -0.5764 -0.6135 -0.6510 -0.6902 -0.7329 -0.7803
 -0.8332
 -0.9732 -0.9462 -0.9177 -0.8832 -0.8416 -0.7939 -0.7429 -0.6923 -0.6449 -0.6023
 -0.5657 -0.5360 -0.5139 -0.4984 -0.4864 -0.4539 -0.4168 -0.3944 -0.3907 -0.4039
 -0.4314 -0.4678 -0.5071 -0.5465 -0.5853 -0.6240 -0.6631 -0.7037 -0.7458 -0.7894
 -0.8341
 -0.8917 -0.8648 -0.8392 -0.8136 -0.7839 -0.7491 -0.7095 -0.6668 -0.6240 -0.5830
 -0.5455 -0.5128 -0.4853 -0.4634 -0.4467 -0.4211 -0.4020 -0.3864 -0.3836 -0.3963
 -0.4232 -0.4610 -0.5038 -0.5473 -0.5898 -0.6313 -0.6723 -0.7129 -0.7538 -0.7956
 -0.8395
 -0.8231 -0.7876 -0.7621 -0.7397 -0.7170 -0.6922 -0.6639 -0.6320 -0.5973 -0.5617
 -0.5271 -0.4951 -0.4668 -0.4428 -0.4230 -0.3916 -0.3781 -0.3722 -0.3735 -0.3861
 -0.4119 -0.4497 -0.4948 -0.5423 -0.5892 -0.6345 -0.6787 -0.7216 -0.7639 -0.8060
 -0.8486
 -0.7683 -0.7230 -0.6918 -0.6681 -0.6475 -0.6278 -0.6074 -0.5851 -0.5603 -0.5330
 -0.5043 -0.4761 -0.4496 -0.4261 -0.4060 -0.3710 -0.3557 -0.3534 -0.3598
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.8751 -1.7561 -1.5860 -1.4253 -1.2733 -1.1431 -1.0490 -0.9745 -0.9071 -0.8395
 -0.7770 -0.7179 -0.6619 -0.6090 -0.5592 -0.4510 -0.3725 -0.3271 -0.3140
 -1.6461 -1.6643 -1.5693 -1.4189 -1.2742 -1.1410 -1.0383 -0.9591 -0.8906 -0.8255
 -0.7656 -0.7093 -0.6561 -0.6058 -0.5585 -0.4577 -0.3864 -0.3463 -0.3354 -0.3457
 -1.4934 -1.4322 -1.4457 -1.3971 -1.2730 -1.1470 -1.0348 -0.9483 -0.8782 -0.8145
 -0.7570 -0.7033 -0.6528 -0.6051 -0.5603 -0.4651 -0.3988 -0.3621 -0.3520 -0.3620
 -0.3837
 -1.4276 -1.3265 -1.2513 -1.2334 -1.2273 -1.1437 -1.0378 -0.9427 -0.8681 -0.8046
 -0.7488 -0.6975 -0.6494 -0.6041 -0.5617 -0.4714 -0.4088 -0.3746 -0.3651 -0.3749
 -0.3966 -0.4239
 -1.3694 -1.2763 -1.1809 -1.1019 -1.0548 -1.0457 -1.0170 -0.9410 -0.8614 -0.7956
 -0.7399 -0.6905 -0.6446 -0.6016 -0.5614 -0.4757 -0.4162 -0.3839 -0.3752 -0.3849
 -0.4069 -0.4346 -0.4653 -0.4984
 -1.3047 -1.2286 -1.1423 -1.0550 -0.9783 -0.9196 -0.8859 -0.8730 -0.8430 -0.7864
 -0.7301 -0.6818 -0.6377 -0.5969 -0.5587 -0.4775 -0.4210 -0.3903 -0.3822 -0.3919
 -0.4144 -0.4433 -0.4748 -0.5083 -0.5441 -0.5828 -0.6249 -0.6707 -0.7202 -0.7718
 -1.2313 -1.1719 -1.1017 -1.0241 -0.9459 -0.8748 -0.8151 -0.7699 -0.7428 -0.7280
 -0.7044 -0.6675 -0.6278 -0.5895 -0.5534 -0.4765 -0.4228 -0.3937 -0.3861 -0.3960
 -0.4190 -0.4495 -0.4827 -0.5173 -0.5533 -0.5911 -0.6310 -0.6739 -0.7207 -0.7726
 -0.8252
 -1.1527 -1.1049 -1.0503 -0.9875 -0.9193 -0.8505 -0.7863 -0.7303 -0.6840 -0.6488
 -0.6263 -0.6114 -0.5946 -0.5716 -0.5432 -0.4725 -0.4218 -0.3940 -0.3869 -0.3968
 -0.4201 -0.4522 -0.4880 -0.5246 -0.5620 -0.6002 -0.6390 -0.6797 -0.7237 -0.7721
 -0.8255
 -1.0746 -1.0313 -0.9871 -0.9383 -0.8836 -0.8248 -0.7652 -0.7086 -0.6578 -0.6141
 -0.5783 -0.5511 -0.5326 -0.5195 -0.5065 -0.4625 -0.4168 -0.3910 -0.3844 -0.3942
 -0.4178 -0.4514 -0.4901 -0.5300 -0.5698 -0.6096 -0.6499 -0.6909 -0.7332 -0.7782
 -0.8261
 -1.0025 -0.9589 -0.9191 -0.8792 -0.8367 -0.7902 -0.7406 -0.6898 -0.6408 -0.5958
 -0.5561 -0.5225 -0.4953 -0.4748 -0.4599 -0.4340 -0.4071 -0.3847 -0.3787 -0.3881
 -0.4111 -0.4454 -0.4867 -0.5302 -0.5734 -0.6160 -0.6581 -0.7001 -0.7423 -0.7855
 -0.8306
 -0.9416 -0.8918 -0.8518 -0.8153 -0.7797 -0.7434 -0.7047 -0.6635 -0.6213 -0.5796
 -0.5406 -0.5056 -0.4754 -0.4504 -0.4305 -0.4000 -0.3843 -0.3735 -0.3700 -0.3793
 -0.4015 -0.4355 -0.4782 -0.5250 -0.5722 -0.6184 -0.6636 -0.7077 -0.7513 -0.7948
 -0.8384
 -0.8954 -0.8348 -0.7900 -0.7528 -0.7192 -0.6879 -0.6573 -0.6257 -0.5926 -0.5580
 -0.5235 -0.4906 -0.4606 -0.4345 -0.4125 -0.3755 -0.3593 -0.3548 -0.3577
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.8916 -1.7224 -1.5455 -1.3891 -1.2488 -1.1223 -1.0279 -0.9525 -0.8883 -0.8240
 -0.7646 -0.7088 -0.6561 -0.6063 -0.5594 -0.4557 -0.3768 -0.3280 -0.3067
 -1.7463 -1.7011 -1.5504 -1.3889 -1.2468 -1.1196 -1.0190 -0.9408 -0.8735 -0.8113
 -0.7541 -0.7008 -0.6505 -0.6030 -0.5581 -0.4604 -0.3880 -0.3439 -0.3277 -0.3345
 -1.5301 -1.5262 -1.5153 -1.3924 -1.2500 -1.1234 -1.0156 -0.9314 -0.8625 -0.8009
 -0.7458 -0.6948 -0.6469 -0.6017 -0.5590 -0.4662 -0.3982 -0.3578 -0.3436 -0.3501
 -0.3706
 -1.4565 -1.3561 -1.3181 -1.3273 -1.2488 -1.1289 -1.0185 -0.9262 -0.8533 -0.7917
 -0.7379 -0.6889 -0.6432 -0.6002 -0.5597 -0.4713 -0.4067 -0.3690 -0.3560 -0.3625
 -0.3826 -0.4100
 -1.4104 -1.3023 -1.2041 -1.1425 -1.1327 -1.1090 -1.0215 -0.9271 -0.8473 -0.7837
 -0.7295 -0.6819 -0.6382 -0.5973 -0.5589 -0.4749 -0.4132 -0.3775 -0.3656 -0.3721
 -0.3920 -0.4196 -0.4509 -0.4849
 -1.3607 -1.2658 -1.1659 -1.0735 -1.0029 -0.9639 -0.9517 -0.9159 -0.8460 -0.7773
 -0.7210 -0.6738 -0.6315 -0.5925 -0.5560 -0.4764 -0.4176 -0.3836 -0.3724 -0.3791
 -0.3990 -0.4271 -0.4590 -0.4932 -0.5296 -0.5690 -0.6124 -0.6604 -0.7120 -0.7628
 -1.3024 -1.2234 -1.1361 -1.0458 -0.9615 -0.8910 -0.8387 -0.8077 -0.7913 -0.7615
 -0.7122 -0.6644 -0.6231 -0.5855 -0.5508 -0.4754 -0.4197 -0.3872 -0.3765 -0.3833
 -0.4033 -0.4322 -0.4655 -0.5008 -0.5377 -0.5767 -0.6178 -0.6620 -0.7106 -0.7633
 -0.8159
 -1.2378 -1.1707 -1.0983 -1.0203 -0.9406 -0.8648 -0.7987 -0.7445 -0.7037 -0.6774
 -0.6603 -0.6385 -0.6084 -0.5754 -0.5430 -0.4719 -0.4190 -0.3880 -0.3778 -0.3845
 -0.4046 -0.4344 -0.4696 -0.5069 -0.5451 -0.5844 -0.6254 -0.6680 -0.7131 -0.7621
 -0.8161
 -1.1725 -1.1113 -1.0484 -0.9836 -0.9154 -0.8461 -0.7794 -0.7193 -0.6681 -0.6261
 -0.5939 -0.5718 -0.5559 -0.5408 -0.5225 -0.4644 -0.4149 -0.3857 -0.3761 -0.3828
 -0.4031 -0.4337 -0.4710 -0.5110 -0.5516 -0.5925 -0.6342 -0.6767 -0.7205 -0.7665
 -0.8163
 -1.1119 -1.0502 -0.9932 -0.9372 -0.8804 -0.8218 -0.7625 -0.7047 -0.6515 -0.6046
 -0.5648 -0.5323 -0.5071 -0.4891 -0.4759 -0.4455 -0.4080 -0.3808 -0.3716 -0.3780
 -0.3978 -0.4287 -0.4676 -0.5105 -0.5543 -0.5977 -0.6411 -0.6845 -0.7282 -0.7730
 -0.8197
 -1.0607 -0.9942 -0.9374 -0.8850 -0.8351 -0.7862 -0.7366 -0.6866 -0.6375 -0.5912
 -0.5494 -0.5131 -0.4826 -0.4579 -0.4390 -0.4101 -0.3904 -0.3722 -0.3643 -0.3706
 -0.3898 -0.4203 -0.4600 -0.5053 -0.5525 -0.5993 -0.6455 -0.6909 -0.7359 -0.7809
 -0.8259
 -1.0228 -0.9463 -0.8859 -0.8332 -0.7854 -0.7413 -0.6996 -0.6582 -0.6168 -0.5758
 -0.5364 -0.5002 -0.4680 -0.4406 -0.4180 -0.3811 -0.3639 -0.3558 -0.3538
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.8641 -1.6750 -1.5006 -1.3527 -1.2211 -1.1022 -1.0107 -0.9328 -0.8685 -0.8085
 -0.7516 -0.6981 -0.6481 -0.6010 -0.5567 -0.4579 -0.3801 -0.3273 -0.3015
 -1.7307 -1.6921 -1.5177 -1.3563 -1.2176 -1.0970 -1.0010 -0.9227 -0.8564 -0.7966
 -0.7416 -0.6905 -0.6426 -0.5975 -0.5549 -0.4610 -0.3886 -0.3413 -0.3204 -0.3227
 -1.5948 -1.6202 -1.5241 -1.3695 -1.2243 -1.0980 -0.9962 -0.9139 -0.8465 -0.7866
 -0.7334 -0.6845 -0.6387 -0.5957 -0.5551 -0.4653 -0.3967 -0.3532 -0.3349 -0.3377
 -0.3560
 -1.4774 -1.4020 -1.4177 -1.3649 -1.2352 -1.1074 -0.9977 -0.9091 -0.8381 -0.7776
 -0.7255 -0.6784 -0.6347 -0.5938 -0.5552 -0.4695 -0.4038 -0.3628 -0.3462 -0.3494
 -0.3672 -0.3941
 -1.4381 -1.3202 -1.2345 -1.2170 -1.2078 -1.1143 -1.0052 -0.9095 -0.8326 -0.7703
 -0.7173 -0.6715 -0.6296 -0.5906 -0.5539 -0.4726 -0.4096 -0.3704 -0.3550 -0.3585
 -0.3759 -0.4027 -0.4343 -0.4688
 -1.4036 -1.2904 -1.1812 -1.0932 -1.0451 -1.0360 -0.9982 -0.9144 -0.8321 -0.7646
 -0.7095 -0.6636 -0.6229 -0.5856 -0.5507 -0.4738 -0.4138 -0.3762 -0.3615 -0.3652
 -0.3824 -0.4092 -0.4412 -0.4761 -0.5134 -0.5540 -0.5987 -0.6481 -0.7007 -0.7521
 -1.3616 -1.2619 -1.1587 -1.0596 -0.9748 -0.9136 -0.8799 -0.8630 -0.8250 -0.7623
 -0.7034 -0.6551 -0.6148 -0.5788 -0.5455 -0.4727 -0.4158 -0.3798 -0.3656 -0.3695
 -0.3866 -0.4135 -0.4464 -0.4822 -0.5200 -0.5599 -0.6024 -0.6484 -0.6985 -0.7521
 -0.8051
 -1.3147 -1.2252 -1.1341 -1.0420 -0.9534 -0.8749 -0.8117 -0.7652 -0.7359 -0.7163
 -0.6879 -0.6460 -0.6054 -0.5702 -0.5382 -0.4691 -0.4154 -0.3811 -0.3673 -0.3711
 -0.3883 -0.4155 -0.4495 -0.4869 -0.5259 -0.5662 -0.6085 -0.6527 -0.6997 -0.7502
 -0.8049
 -1.2644 -1.1805 -1.0991 -1.0178 -0.9368 -0.8589 -0.7881 -0.7280 -0.6796 -0.6426
 -0.6168 -0.5983 -0.5779 -0.5535 -0.5266 -0.4623 -0.4117 -0.3793 -0.3663 -0.3701
 -0.3874 -0.4152 -0.4504 -0.4900 -0.5310 -0.5728 -0.6157 -0.6594 -0.7049 -0.7530
 -0.8044
 -1.2178 -1.1350 -1.0585 -0.9853 -0.9139 -0.8437 -0.7761 -0.7135 -0.6586 -0.6122
 -0.5742 -0.5447 -0.5229 -0.5066 -0.4925 -0.4513 -0.4060 -0.3753 -0.3628 -0.3664
 -0.3834 -0.4112 -0.4475 -0.4890 -0.5326 -0.5767 -0.6212 -0.6659 -0.7114 -0.7580
 -0.8065
 -1.1787 -1.0920 -1.0162 -0.9466 -0.8815 -0.8195 -0.7594 -0.7015 -0.6472 -0.5981
 -0.5555 -0.5196 -0.4901 -0.4668 -0.4494 -0.4211 -0.3943 -0.3684 -0.3567 -0.3601
 -0.3766 -0.4043 -0.4409 -0.4840 -0.5303 -0.5774 -0.6243 -0.6709 -0.7174 -0.7642
 -0.8109
 -1.1504 -1.0557 -0.9768 -0.9071 -0.8440 -0.7865 -0.7332 -0.6822 -0.6334 -0.5870
 -0.5442 -0.5062 -0.4734 -0.4458 -0.4234 -0.3879 -0.3692 -0.3559 -0.3479
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.8148 -1.6261 -1.4610 -1.3223 -1.1923 -1.0779 -0.9917 -0.9179 -0.8516 -0.7931
 -0.7383 -0.6866 -0.6384 -0.5933 -0.5512 -0.4570 -0.3842 -0.3318 -0.2968
 -1.7834 -1.6603 -1.4815 -1.3255 -1.1924 -1.0740 -0.9835 -0.9067 -0.8400 -0.7817
 -0.7285 -0.6790 -0.6329 -0.5897 -0.5490 -0.4588 -0.3874 -0.3382 -0.3131 -0.3105
 -1.6927 -1.6567 -1.5050 -1.3414 -1.1990 -1.0764 -0.9769 -0.8975 -0.8310 -0.7719
 -0.7203 -0.6728 -0.6288 -0.5876 -0.5487 -0.4622 -0.3938 -0.3479 -0.3257 -0.3248
 -0.3402
 -1.5578 -1.4890 -1.4829 -1.3574 -1.2129 -1.0857 -0.9782 -0.8921 -0.8228 -0.7631
 -0.7124 -0.6667 -0.6246 -0.5853 -0.5483 -0.4657 -0.3999 -0.3560 -0.3358 -0.3356
 -0.3507 -0.3765
 -1.4537 -1.3385 -1.2943 -1.3059 -1.2208 -1.0977 -0.9860 -0.8923 -0.8173 -0.7564
 -0.7044 -0.6598 -0.6193 -0.5819 -0.5468 -0.4685 -0.4052 -0.3628 -0.3436 -0.3440
 -0.3588 -0.3841 -0.4158 -0.4507
 -1.4310 -1.3044 -1.1945 -1.1277 -1.1203 -1.0897 -0.9948 -0.8983 -0.8164 -0.7509
 -0.6968 -0.6520 -0.6127 -0.5768 -0.5435 -0.4695 -0.4092 -0.3683 -0.3496 -0.3502
 -0.3649 -0.3898 -0.4215 -0.4570 -0.4953 -0.5367 -0.5826 -0.6337 -0.6873 -0.7396
 -1.4070 -1.2872 -1.1715 -1.0692 -0.9938 -0.9559 -0.9423 -0.8969 -0.8206 -0.7492
 -0.6914 -0.6439 -0.6047 -0.5699 -0.5381 -0.4682 -0.4114 -0.3720 -0.3538 -0.3544
 -0.3690 -0.3937 -0.4257 -0.4617 -0.5002 -0.5411 -0.5851 -0.6327 -0.6842 -0.7388
 -0.7924
 -1.3775 -1.2666 -1.1577 -1.0540 -0.9608 -0.8855 -0.8325 -0.8015 -0.7805 -0.7431
 -0.6882 -0.6376 -0.5961 -0.5617 -0.5308 -0.4645 -0.4111 -0.3737 -0.3560 -0.3564
 -0.3709 -0.3958 -0.4281 -0.4652 -0.5046 -0.5458 -0.5891 -0.6346 -0.6833 -0.7360
 -0.7917
 -1.3453 -1.2392 -1.1378 -1.0407 -0.9489 -0.8656 -0.7948 -0.7388 -0.6973 -0.6688
 -0.6470 -0.6204 -0.5852 -0.5511 -0.5210 -0.4577 -0.4075 -0.3724 -0.3557 -0.3562
 -0.3708 -0.3959 -0.4290 -0.4674 -0.5084 -0.5508 -0.5947 -0.6401 -0.6872 -0.7370
 -0.7903
 -1.3147 -1.2104 -1.1131 -1.0222 -0.9367 -0.8566 -0.7832 -0.7187 -0.6648 -0.6213
 -0.5874 -0.5624 -0.5429 -0.5236 -0.5032 -0.4492 -0.4021 -0.3691 -0.3531 -0.3534
 -0.3677 -0.3930 -0.4266 -0.4661 -0.5090 -0.5533 -0.5985 -0.6445 -0.6916 -0.7400
 -0.7904
 -1.2856 -1.1819 -1.0863 -0.9982 -0.9174 -0.8428 -0.7736 -0.7097 -0.6524 -0.6027
 -0.5610 -0.5268 -0.4996 -0.4785 -0.4620 -0.4293 -0.3935 -0.3631 -0.3480 -0.3483
 -0.3621 -0.3872 -0.4211 -0.4616 -0.5063 -0.5529 -0.6003 -0.6479 -0.6959 -0.7444
 -0.7933
 -1.2579 -1.1536 -1.0585 -0.9725 -0.8933 -0.8220 -0.7574 -0.6980 -0.6432 -0.5932
 -0.5487 -0.5103 -0.4780 -0.4513 -0.3974 -0.3980 -0.3817 -0.3544 -0.3404
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.7624 -1.5767 -1.4215 -1.2938 -1.1655 -1.0569 -0.9705 -0.8998 -0.8345 -0.7779
 -0.7244 -0.6740 -0.6272 -0.5837 -0.5433 -0.4532 -0.3824 -0.3295 -0.2922
 -1.8056 -1.6173 -1.4429 -1.2941 -1.1678 -1.0537 -0.9625 -0.8895 -0.8231 -0.7668
 -0.7148 -0.6665 -0.6217 -0.5800 -0.5408 -0.4540 -0.3842 -0.3340 -0.3056 -0.2984
 -1.6698 -1.6490 -1.4686 -1.3116 -1.1752 -1.0563 -0.9582 -0.8810 -0.8152 -0.7572
 -0.7066 -0.6603 -0.6175 -0.5776 -0.5401 -0.4568 -0.3894 -0.3418 -0.3162 -0.3113
