 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
 -0.3011 -0.3260 -0.3913 -0.4432 -0.4657 -0.4873 -0.5330 -0.5876 -0.6208 -0.6211
 -0.6030 -0.5718 -0.5350 -0.5020 -0.4714 -0.4231 -0.4175 -0.4416 -0.4723
 -0.3502 -0.3468 -0.3669 -0.3948 -0.4281 -0.4665 -0.5063 -0.5422 -0.5694 -0.5854
 -0.5883 -0.5772 -0.5535 -0.5245 -0.4974 -0.4541 -0.4482 -0.4712 -0.5062 -0.5485
 -0.3837 -0.3691 -0.3661 -0.3771 -0.4056 -0.4424 -0.4761 -0.5052 -0.5314 -0.5545
 -0.5688 -0.5720 -0.5615 -0.5399 -0.5172 -0.4793 -0.4737 -0.4958 -0.5329 -0.5758
 -0.6208
 -0.4016 -0.3929 -0.3889 -0.3901 -0.3982 -0.4150 -0.4424 -0.4766 -0.5068 -0.5284
 -0.5445 -0.5562 -0.5590 -0.5482 -0.5308 -0.4987 -0.4940 -0.5154 -0.5525 -0.5954
 -0.6405 -0.6863
 -0.3932 -0.3952 -0.3977 -0.4002 -0.4042 -0.4116 -0.4238 -0.4413 -0.4647 -0.4910
 -0.5128 -0.5290 -0.5421 -0.5453 -0.5363 -0.5116 -0.5084 -0.5293 -0.5671 -0.6110
 -0.6569 -0.7033 -0.7498 -0.7958
 -0.3574 -0.3728 -0.3857 -0.3951 -0.4019 -0.4078 -0.4150 -0.4249 -0.4377 -0.4531
 -0.4707 -0.4884 -0.5049 -0.5199 -0.5257 -0.5167 -0.5160 -0.5369 -0.5758 -0.6221
 -0.6697 -0.7177 -0.7655 -0.8131 -0.8598 -0.9060 -0.9521 -1.0008 -1.0537 -1.1081
 -0.2970 -0.3263 -0.3514 -0.3710 -0.3849 -0.3949 -0.4028 -0.4106 -0.4197 -0.4302
 -0.4416 -0.4537 -0.4662 -0.4817 -0.4947 -0.5093 -0.5166 -0.5380 -0.5777 -0.6272
 -0.6782 -0.7287 -0.7786 -0.8279 -0.8765 -0.9242 -0.9716 -1.0189 -1.0692 -1.1243
 -1.1817
 -0.2177 -0.2588 -0.2959 -0.3269 -0.3507 -0.3683 -0.3811 -0.3911 -0.4004 -0.4099
 -0.4197 -0.4296 -0.4396 -0.4503 -0.4633 -0.4875 -0.5080 -0.5330 -0.5732 -0.6252
 -0.6806 -0.7350 -0.7880 -0.8397 -0.8905 -0.9403 -0.9893 -1.0380 -1.0873 -1.1391
 -1.1966
 -0.1274 -0.1772 -0.2236 -0.2647 -0.2989 -0.3259 -0.3465 -0.3623 -0.3752 -0.3866
 -0.3975 -0.4080 -0.4182 -0.4280 -0.4394 -0.4647 -0.4919 -0.5229 -0.5642 -0.6176
 -0.6767 -0.7359 -0.7932 -0.8485 -0.9022 -0.9545 -1.0058 -1.0563 -1.1065 -1.1577
 -1.2117
 -0.0330 -0.0876 -0.1400 -0.1884 -0.2314 -0.2676 -0.2975 -0.3212 -0.3403 -0.3564
 -0.3706 -0.3836 -0.3958 -0.4074 -0.4190 -0.4458 -0.4747 -0.5095 -0.5520 -0.6051
 -0.6657 -0.7287 -0.7906 -0.8503 -0.9077 -0.9632 -1.0173 -1.0700 -1.1220 -1.1738
 -1.2265
  0.0642  0.0057 -0.0507 -0.1035 -0.1523 -0.1964 -0.2347 -0.2670 -0.2941 -0.3169
 -0.3364 -0.3539 -0.3697 -0.3843 -0.3981 -0.4296 -0.4596 -0.4959 -0.5397 -0.5919
 -0.6519 -0.7163 -0.7815 -0.8455 -0.9072 -0.9664 -1.0238 -1.0795 -1.1338 -1.1873
 -1.2408
  0.1641  0.1027  0.0408 -0.0143 -0.0670 -0.1161 -0.1610 -0.2011 -0.2362 -0.2667
 -0.2932 -0.3166 -0.3376 -0.3566 -0.3767 -0.4161 -0.4466 -0.4821 -0.5273
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
 -0.4065 -0.4148 -0.4376 -0.4700 -0.5075 -0.5452 -0.5786 -0.6043 -0.6198 -0.6233
