 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F162M
 -1.2434 -1.0676 -0.9278 -0.9166 -0.9485 -0.9716 -0.9952 -1.0134 -1.0548 -1.1006
 -1.1527 -1.2093 -1.2674 -1.3278 -1.3908 -1.5482 -1.7171 -1.8737 -2.0192
 -1.1524 -1.1530 -1.1419 -1.0952 -1.0238 -0.9977 -1.0131 -1.0437 -1.0822 -1.1277
 -1.1787 -1.2336 -1.2911 -1.3504 -1.4106 -1.5627 -1.7150 -1.8672 -2.0182 -2.1666
 -1.2006 -1.2050 -1.2081 -1.2056 -1.1882 -1.1352 -1.0841 -1.0774 -1.1047 -1.1490
 -1.1990 -1.2536 -1.3110 -1.3702 -1.4303 -1.5808 -1.7294 -1.8773 -2.0251 -2.1706
 -2.3130
 -1.2527 -1.2521 -1.2565 -1.2614 -1.2643 -1.2619 -1.2422 -1.1998 -1.1757 -1.1877
 -1.2256 -1.2763 -1.3322 -1.3907 -1.4504 -1.5999 -1.7457 -1.8892 -2.0323 -2.1753
 -2.3154 -2.4523
 -1.3152 -1.3049 -1.3041 -1.3085 -1.3149 -1.3216 -1.3275 -1.3274 -1.3116 -1.2946
 -1.2941 -1.3184 -1.3609 -1.4141 -1.4719 -1.6198 -1.7637 -1.9026 -2.0405 -2.1799
 -2.3180 -2.4532 -2.5849 -2.7137
 -1.3887 -1.3691 -1.3592 -1.3581 -1.3625 -1.3700 -1.3793 -1.3900 -1.4009 -1.4072
 -1.4060 -1.4079 -1.4248 -1.4576 -1.5022 -1.6404 -1.7826 -1.9182 -2.0512 -2.1854
 -2.3205 -2.4539 -2.5843 -2.7115 -2.8360 -2.9577 -3.0761 -3.1910 -3.3022 -3.4097
 -1.4723 -1.4445 -1.4243 -1.4167 -1.4152 -1.4194 -1.4275 -1.4382 -1.4522 -1.4687
 -1.4851 -1.4983 -1.5107 -1.5291 -1.5580 -1.6673 -1.8024 -1.9363 -2.0648 -2.1931
 -2.3237 -2.4546 -2.5833 -2.7092 -2.8320 -2.9516 -3.0681 -3.1821 -3.2937 -3.4026
 -3.5068
