 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.5974 -4.5289 -4.7288 -4.6583 -4.4630 -4.2046 -3.9211 -3.7273 -3.5526 -3.3733
 -3.2048 -3.0492 -2.9052 -2.7722 -2.6467 -2.3765 -2.1159 -1.8670 -1.7204
 -4.5884 -4.3599 -4.1767 -4.0535 -3.9837 -3.8810 -3.7133 -3.5273 -3.3532 -3.1880
 -3.0312 -2.8851 -2.7500 -2.6251 -2.5088 -2.2490 -2.0276 -1.8480 -1.7113 -1.6066
 -4.3753 -4.1496 -3.9482 -3.7774 -3.6398 -3.5476 -3.4740 -3.3593 -3.2109 -3.0543
 -2.9074 -2.7700 -2.6429 -2.5257 -2.4176 -2.1815 -1.9856 -1.8265 -1.7036 -1.6085
 -1.5325
 -4.2059 -3.9985 -3.8020 -3.6249 -3.4698 -3.3354 -3.2251 -3.1431 -3.0587 -2.9455
 -2.8147 -2.6858 -2.5660 -2.4551 -2.3528 -2.1324 -1.9545 -1.8125 -1.7009 -1.6141
 -1.5439 -1.4852
 -4.0610 -3.8750 -3.6928 -3.5207 -3.3645 -3.2248 -3.1001 -2.9896 -2.8995 -2.8167
 -2.7258 -2.6198 -2.5097 -2.4047 -2.3075 -2.0981 -1.9321 -1.8021 -1.7008 -1.6216
 -1.5571 -1.5027 -1.4556 -1.4143
 -3.9357 -3.7658 -3.6012 -3.4396 -3.2879 -3.1492 -3.0240 -2.9106 -2.8082 -2.7159
 -2.6321 -2.5496 -2.4604 -2.3668 -2.2751 -2.0746 -1.9162 -1.7940 -1.7005 -1.6284
 -1.5699 -1.5203 -1.4771 -1.4385 -1.4018 -1.3685 -1.3405 -1.3195 -1.3068 -1.3030
 -3.8301 -3.6702 -3.5181 -3.3700 -3.2258 -3.0909 -2.9671 -2.8547 -2.7531 -2.6597
 -2.5725 -2.4901 -2.4107 -2.3309 -2.2495 -2.0586 -1.9049 -1.7867 -1.6984 -1.6323
 -1.5799 -1.5359 -1.4974 -1.4628 -1.4309 -1.4002 -1.3725 -1.3498 -1.3337 -1.3260
 -1.3288
 -3.7443 -3.5894 -3.4438 -3.3053 -3.1712 -3.0418 -2.9209 -2.8099 -2.7094 -2.6179
 -2.5329 -2.4520 -2.3739 -2.2985 -2.2244 -2.0478 -1.8976 -1.7813 -1.6949 -1.6321
 -1.5850 -1.5469 -1.5141 -1.4844 -1.4570 -1.4310 -1.4051 -1.3818 -1.3638 -1.3535
 -1.3522
 -3.6783 -3.5246 -3.3810 -3.2428 -3.1178 -2.9961 -2.8794 -2.7702 -2.6705 -2.5800
 -2.4970 -2.4194 -2.3449 -2.2724 -2.2015 -2.0354 -1.8915 -1.7766 -1.6900 -1.6282
 -1.5842 -1.5513 -1.5245 -1.5009 -1.4790 -1.4579 -1.4377 -1.4185 -1.4023 -1.3894
 -1.3794
 -3.6322 -3.4768 -3.3321 -3.1972 -3.0712 -2.9534 -2.8426 -2.7367 -2.6378 -2.5475
 -2.4654 -2.3899 -2.3188 -2.2497 -2.1826 -2.0251 -1.8868 -1.7739 -1.6871 -1.6242
 -1.5805 -1.5503 -1.5285 -1.5110 -1.4953 -1.4801 -1.4653 -1.4506 -1.4365 -1.4239
 -1.4124
 -3.6018 -3.4421 -3.2945 -3.1579 -3.0314 -2.9142 -2.8055 -2.7041 -2.6078 -2.5178
