 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F200W
  2.4072  2.4113  2.4264  2.4482  2.4801  2.5188  2.6309  2.6576  2.6661  2.6522
  2.6160  2.5687  2.5058  2.4339  2.3593  2.1795  2.0062  1.8451  1.6885
  2.4601  2.4338  2.4355  2.4623  2.5086  2.5481  2.5759  2.5948  2.6046  2.6029
  2.5814  2.5369  2.4759  2.4086  2.3399  2.1698  2.0030  1.8397  1.6806  1.5261
  2.4158  2.4140  2.4085  2.4074  2.4209  2.4564  2.5051  2.5396  2.5522  2.5470
  2.5315  2.5004  2.4484  2.3846  2.3176  2.1510  1.9890  1.8294  1.6728  1.5208
  1.3735
  2.3623  2.3743  2.3768  2.3746  2.3740  2.3828  2.4051  2.4392  2.4723  2.4851
  2.4752  2.4526  2.4134  2.3573  2.2937  2.1308  1.9731  1.8186  1.6651  1.5152
  1.3700  1.2294
  2.2765  2.3077  2.3249  2.3315  2.3323  2.3328  2.3391  2.3535  2.3723  2.3897
  2.3961  2.3851  2.3607  2.3192  2.2649  2.1093  1.9552  1.8061  1.6571  1.5095
  1.3660  1.2272  1.0928  0.9622
  2.1571  2.2102  2.2469  2.2687  2.2789  2.2820  2.2835  2.2882  2.2969  2.3055
  2.3089  2.3036  2.2893  2.2612  2.2203  2.0850  1.9358  1.7911  1.6478  1.5037
  1.3618  1.2243  1.0914  0.9628  0.8374  0.7150  0.5959  0.4801  0.3678  0.2589
  2.0116  2.0815  2.1397  2.1809  2.2063  2.2191  2.2242  2.2267  2.2301  2.2347
  2.2369  2.2317  2.2185  2.1969  2.1650  2.0521  1.9144  1.7743  1.6364  1.4972
  1.3578  1.2213  1.0893  0.9618  0.8385  0.7188  0.6021  0.4882  0.3766  0.2675
  0.1622
  1.8421  1.9281  2.0035  2.0647  2.1091  2.1370  2.1525  2.1597  2.1629  2.1657
  2.1678  2.1662  2.1570  2.1392  2.1120  2.0141  1.8898  1.7560  1.6228  1.4890
  1.3536  1.2187  1.0873  0.9603  0.8378  0.7192  0.6041  0.4921  0.3827  0.2755
  0.1702
  1.6628  1.7588  1.8447  1.9214  1.9847  2.0311  2.0618  2.0797  2.0889  2.0935
  2.0962  2.0972  2.0940  2.0834  2.0628  1.9764  1.8624  1.7356  1.6062  1.4767
