 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9079 -2.0319 -2.1492 -2.2488 -2.3294 -2.3972 -2.4585 -2.5184 -2.5844 -2.6634
 -2.7382 -2.8086 -2.8811 -2.9495 -3.0216 -3.2045 -3.3872 -3.5666 -3.7348
 -1.8953 -2.0148 -2.1311 -2.2413 -2.3444 -2.4397 -2.5267 -2.6055 -2.6783 -2.7460
 -2.8080 -2.8649 -2.9230 -2.9892 -3.0610 -3.2444 -3.4250 -3.6022 -3.7714 -3.9323
 -1.8870 -2.0030 -2.1171 -2.2302 -2.3420 -2.4498 -2.5510 -2.6436 -2.7264 -2.7971
 -2.8588 -2.9115 -2.9605 -3.0206 -3.0905 -3.2739 -3.4536 -3.6291 -3.7986 -3.9603
 -4.1138
 -1.8830 -1.9965 -2.1072 -2.2155 -2.3222 -2.4275 -2.5314 -2.6327 -2.7287 -2.8167
 -2.8906 -2.9484 -2.9936 -3.0437 -3.1101 -3.2930 -3.4730 -3.6473 -3.8163 -3.9782
 -4.1321 -4.2786
 -1.8823 -1.9943 -2.1026 -2.2077 -2.3100 -2.4101 -2.5085 -2.6052 -2.7005 -2.7942
 -2.8839 -2.9624 -3.0185 -3.0641 -3.1247 -3.3053 -3.4859 -3.6596 -3.8280 -3.9899
 -4.1440 -4.2906 -4.4304 -4.5642
 -1.8845 -1.9950 -2.1017 -2.2047 -2.3042 -2.4007 -2.4950 -2.5873 -2.6779 -2.7669
 -2.8551 -2.9422 -3.0178 -3.0708 -3.1319 -3.3133 -3.4941 -3.6676 -3.8356 -3.9974
 -4.1517 -4.2986 -4.4385 -4.5724 -4.7006 -4.8239 -4.9435 -5.0597 -5.1727 -5.2834
 -1.8915 -1.9987 -2.1033 -2.2045 -2.3022 -2.3966 -2.4881 -2.5774 -2.6649 -2.7506
 -2.8349 -2.9183 -3.0011 -3.0640 -3.1229 -3.3161 -3.4988 -3.6726 -3.8401 -4.0019
 -4.1565 -4.3038 -4.4441 -4.5781 -4.7064 -4.8294 -4.9482 -5.0634 -5.1753 -5.2844
 -5.3917
 -1.9070 -2.0084 -2.1089 -2.2071 -2.3028 -2.3954 -2.4852 -2.5724 -2.6575 -2.7412
 -2.8233 -2.9041 -2.9839 -3.0570 -3.1119 -3.3073 -3.4986 -3.6745 -3.8422 -4.0041
 -4.1592 -4.3070 -4.4477 -4.5821 -4.7106 -4.8337 -4.9521 -5.0665 -5.1775 -5.2856
 -5.3911
 -1.9351 -2.0292 -2.1234 -2.2165 -2.3084 -2.3984 -2.4863 -2.5719 -2.6555 -2.7374
 -2.8179 -2.8973 -2.9755 -3.0504 -3.1087 -3.2976 -3.4930 -3.6746 -3.8444 -4.0069
 -4.1627 -4.3113 -4.4528 -4.5877 -4.7168 -4.8402 -4.9587 -5.0728 -5.1832 -5.2905
 -5.3951
 -1.9718 -2.0592 -2.1464 -2.2328 -2.3190 -2.4048 -2.4894 -2.5727 -2.6546 -2.7348
 -2.8137 -2.8916 -2.9685 -3.0431 -3.1098 -3.2880 -3.4810 -3.6664 -3.8398 -4.0043
 -4.1611 -4.3105 -4.4527 -4.5884 -4.7180 -4.8420 -4.9610 -5.0752 -5.1853 -5.2920
 -5.3979
 -2.0157 -2.0994 -2.1805 -2.2605 -2.3401 -2.4196 -2.4994 -2.5790 -2.6580 -2.7361
 -2.8131 -2.8891 -2.9642 -3.0381 -3.1085 -3.2830 -3.4706 -3.6557 -3.8320 -3.9992
 -4.1578 -4.3083 -4.4515 -4.5880 -4.7183 -4.8431 -4.9627 -5.0774 -5.1878 -5.2943
 -5.3977
 -2.0669 -2.1498 -2.2241 -2.2997 -2.3729 -2.4460 -2.5195 -2.5935 -2.6682 -2.7430
 -2.8174 -2.8912 -2.9642 -3.0365 -3.1048 -3.2826 -3.4618 -3.6425 -3.8210
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1500W
 -1.8914 -1.9922 -2.0854 -2.1711 -2.2495 -2.3251 -2.4029 -2.4859 -2.5719 -2.6539
 -2.7298 -2.8008 -2.8711 -2.9441 -3.0273 -3.2110 -3.3872 -3.5627 -3.7332
 -1.9201 -2.0314 -2.1346 -2.2304 -2.3194 -2.4026 -2.4824 -2.5642 -2.6468 -2.7254
 -2.7971 -2.8619 -2.9251 -2.9935 -3.0663 -3.2509 -3.4285 -3.6015 -3.7702 -3.9307
 -1.9131 -2.0281 -2.1393 -2.2510 -2.3521 -2.4456 -2.5317 -2.6138 -2.6950 -2.7726
 -2.8433 -2.9053 -2.9618 -3.0247 -3.0954 -3.2799 -3.4588 -3.6305 -3.7977 -3.9584
 -4.1116
 -1.8955 -2.0097 -2.1234 -2.2360 -2.3457 -2.4507 -2.5494 -2.6409 -2.7256 -2.8046
 -2.8772 -2.9403 -2.9930 -3.0477 -3.1146 -3.2980 -3.4781 -3.6497 -3.8157 -3.9762
 -4.1298 -4.2762
 -1.8896 -2.0014 -2.1107 -2.2192 -2.3264 -2.4314 -2.5335 -2.6319 -2.7263 -2.8153
 -2.8951 -2.9648 -3.0220 -3.0695 -3.1293 -3.3094 -3.4904 -3.6624 -3.8276 -3.9876
 -4.1413 -4.2880 -4.4280 -4.5620
 -1.8890 -1.9991 -2.1057 -2.2102 -2.3129 -2.4140 -2.5130 -2.6095 -2.7035 -2.7953
 -2.8844 -2.9668 -3.0354 -3.0898 -3.1432 -3.3168 -3.4979 -3.6705 -3.8354 -3.9949
 -4.1486 -4.2956 -4.4358 -4.5700 -4.6986 -4.8224 -4.9426 -5.0592 -5.1722 -5.2824
 -1.8897 -1.9998 -2.1054 -2.2078 -2.3077 -2.4055 -2.5013 -2.5948 -2.6858 -2.7741
 -2.8603 -2.9453 -3.0254 -3.0902 -3.1472 -3.3221 -3.5023 -3.6755 -3.8404 -3.9995
 -4.1532 -4.3006 -4.4412 -4.5755 -4.7041 -4.8276 -4.9468 -5.0626 -5.1748 -5.2836
 -5.3905
 -1.8931 -2.0015 -2.1065 -2.2080 -2.3064 -2.4020 -2.4952 -2.5860 -2.6747 -2.7609
 -2.8444 -2.9259 -3.0061 -3.0784 -3.1371 -3.3221 -3.5047 -3.6781 -3.8433 -4.0021
 -4.1559 -4.3037 -4.4447 -4.5794 -4.7082 -4.8316 -4.9505 -5.0653 -5.1767 -5.2849
 -5.3901
 -1.9016 -2.0071 -2.1104 -2.2108 -2.3082 -2.4026 -2.4941 -2.5829 -2.6696 -2.7541
 -2.8363 -2.9163 -2.9941 -3.0685 -3.1296 -3.3126 -3.5058 -3.6813 -3.8470 -4.0059
 -4.1598 -4.3081 -4.4497 -4.5850 -4.7142 -4.8379 -4.9567 -5.0712 -5.1821 -5.2897
 -5.3943
 -1.9173 -2.0168 -2.1161 -2.2138 -2.3094 -2.4024 -2.4926 -2.5800 -2.6652 -2.7482
