 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -0.4710 -0.4800 -0.4826 -0.4766 -0.4622 -0.4405 -0.4127 -0.3821 -0.3522 -0.3247
 -0.2998 -0.2773 -0.2574 -0.2409 -0.2268 -0.1980 -0.1760 -0.1672 -0.1800 -0.2084
 -0.2417 -0.2748 -0.3074 -0.3399 -0.3728 -0.4062 -0.4396 -0.4749 -0.5140 -0.5587
 -0.6099
 -0.3603 -0.3747 -0.3834 -0.3850 -0.3823 -0.3727 -0.3571 -0.3363 -0.3127 -0.2889
 -0.2671 -0.2475 -0.2297 -0.2138 -0.1998 -0.1743 -0.1599 -0.1566 -0.1691 -0.1989
 -0.2366 -0.2753 -0.3127 -0.3488 -0.3842 -0.4192 -0.4543 -0.4900 -0.5280 -0.5685
 -0.6112
 -0.2576 -0.2752 -0.2874 -0.2947 -0.2976 -0.2966 -0.2916 -0.2818 -0.2678 -0.2505
 -0.2329 -0.2167 -0.2023 -0.1892 -0.1773 -0.1544 -0.1427 -0.1429 -0.1562 -0.1851
 -0.2245 -0.2676 -0.3104 -0.3515 -0.3908 -0.4287 -0.4659 -0.5027 -0.5396 -0.5776
 -0.6174
 -0.1643 -0.1816 -0.1951 -0.2053 -0.2123 -0.2166 -0.2183 -0.2175 -0.2133 -0.2052
 -0.1943 -0.1827 -0.1719 -0.1624 -0.1541 -0.1369 -0.1271 -0.1292 -0.1438 -0.1710
 -0.2097 -0.2544 -0.3011 -0.3472 -0.3915 -0.4337 -0.4743 -0.5135 -0.5519 -0.5902
 -0.6293
 -0.0774 -0.0828 -0.0927 -0.1051 -0.1182 -0.1302 -0.1400 -0.1467 -0.1502 -0.1507
 -0.1484 -0.1436 -0.1376 -0.1320 -0.1273 -0.1185 -0.1129 -0.1160 -0.1313
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4433 -1.4505 -1.4212 -1.3120 -1.1752 -1.0402 -0.9257 -0.8316 -0.7461 -0.6644
 -0.5864 -0.5122 -0.4424 -0.3775 -0.3186 -0.1977 -0.1274 -0.1033 -0.1027
 -1.2694 -1.2011 -1.1795 -1.1824 -1.1177 -1.0068 -0.8944 -0.7992 -0.7167 -0.6397
 -0.5667 -0.4974 -0.4324 -0.3724 -0.3183 -0.2128 -0.1488 -0.1224 -0.1224 -0.1363
 -1.1630 -1.0823 -1.0106 -0.9624 -0.9557 -0.9383 -0.8654 -0.7750 -0.6940 -0.6215
 -0.5533 -0.4886 -0.4279 -0.3720 -0.3217 -0.2243 -0.1651 -0.1401 -0.1408 -0.1551
 -0.1763
 -1.0715 -1.0016 -0.9266 -0.8539 -0.7964 -0.7656 -0.7586 -0.7316 -0.6705 -0.6039
 -0.5407 -0.4807 -0.4240 -0.3718 -0.3249 -0.2339 -0.1786 -0.1545 -0.1555 -0.1704
 -0.1917 -0.2170
 -0.9788 -0.9269 -0.8630 -0.7949 -0.7301 -0.6723 -0.6284 -0.6035 -0.5927 -0.5663
 -0.5213 -0.4693 -0.4177 -0.3692 -0.3253 -0.2402 -0.1881 -0.1649 -0.1663 -0.1824
 -0.2048 -0.2303 -0.2587 -0.2909
 -0.8822 -0.8462 -0.7993 -0.7423 -0.6818 -0.6235 -0.5700 -0.5238 -0.4898 -0.4711
 -0.4570 -0.4343 -0.4007 -0.3609 -0.3214 -0.2421 -0.1930 -0.1708 -0.1726 -0.1906
 -0.2152 -0.2421 -0.2710 -0.3020 -0.3345 -0.3696 -0.4084 -0.4519 -0.5001 -0.5509
 -0.7772 -0.7567 -0.7266 -0.6855 -0.6359 -0.5833 -0.5320 -0.4842 -0.4415 -0.4061
 -0.3801 -0.3631 -0.3479 -0.3286 -0.3045 -0.2389 -0.1932 -0.1719 -0.1740 -0.1938
 -0.2217 -0.2514 -0.2821 -0.3138 -0.3468 -0.3808 -0.4171 -0.4567 -0.5008 -0.5499
 -0.6036
 -0.6710 -0.6592 -0.6439 -0.6178 -0.5831 -0.5411 -0.4963 -0.4520 -0.4104 -0.3725
 -0.3396 -0.3127 -0.2925 -0.2773 -0.2634 -0.2253 -0.1884 -0.1687 -0.1705 -0.1914
 -0.2228 -0.2567 -0.2904 -0.3241 -0.3582 -0.3918 -0.4263 -0.4635 -0.5048 -0.5511
 -0.6032
 -0.5685 -0.5607 -0.5532 -0.5393 -0.5178 -0.4894 -0.4552 -0.4177 -0.3802 -0.3445
 -0.3121 -0.2835 -0.2589 -0.2391 -0.2239 -0.1969 -0.1754 -0.1610 -0.1632 -0.1841
 -0.2181 -0.2566 -0.2949 -0.3321 -0.3686 -0.4049 -0.4415 -0.4797 -0.5196 -0.5611
 -0.6039
 -0.4751 -0.4680 -0.4629 -0.4543 -0.4432 -0.4264 -0.4044 -0.3774 -0.3472 -0.3162
 -0.2866 -0.2598 -0.2359 -0.2152 -0.1978 -0.1698 -0.1552 -0.1487 -0.1529 -0.1728
 -0.2073 -0.2491 -0.2922 -0.3341 -0.3745 -0.4136 -0.4521 -0.4903 -0.5287 -0.5681
 -0.6093
 -0.3967 -0.3824 -0.3751 -0.3686 -0.3638 -0.3544 -0.3421 -0.3260 -0.3060 -0.2826
 -0.2580 -0.2345 -0.2131 -0.1942 -0.1777 -0.1486 -0.1350 -0.1329 -0.1406 -0.1602
 -0.1934 -0.2362 -0.2828 -0.3296 -0.3747 -0.4180 -0.4598 -0.5003 -0.5401 -0.5799
 -0.6202
 -0.3303 -0.3040 -0.2899 -0.2834 -0.2806 -0.2777 -0.2724 -0.2642 -0.2536 -0.2398
 -0.2230 -0.2049 -0.1872 -0.1711 -0.1570 -0.1310 -0.1177 -0.1169 -0.1271
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6269 -1.5673 -1.4180 -1.2558 -1.0962 -0.9606 -0.8627 -0.7813 -0.7056 -0.6336
 -0.5659 -0.5016 -0.4405 -0.3828 -0.3287 -0.2148 -0.1362 -0.0949 -0.0870
 -1.3709 -1.3707 -1.3531 -1.2343 -1.0916 -0.9558 -0.8459 -0.7611 -0.6859 -0.6167
 -0.5521 -0.4912 -0.4334 -0.3790 -0.3283 -0.2231 -0.1522 -0.1154 -0.1083 -0.1200
 -1.2584 -1.1716 -1.1374 -1.1432 -1.0718 -0.9538 -0.8394 -0.7466 -0.6711 -0.6039
 -0.5423 -0.4844 -0.4298 -0.3784 -0.3306 -0.2320 -0.1664 -0.1323 -0.1253 -0.1370
 -0.1582
 -1.1860 -1.0911 -1.0039 -0.9454 -0.9336 -0.9142 -0.8334 -0.7393 -0.6592 -0.5925
 -0.5332 -0.4781 -0.4264 -0.3778 -0.3327 -0.2395 -0.1778 -0.1458 -0.1389 -0.1505
 -0.1719 -0.1981
 -1.1150 -1.0343 -0.9462 -0.8628 -0.7957 -0.7556 -0.7444 -0.7144 -0.6490 -0.5812
 -0.5230 -0.4705 -0.4214 -0.3754 -0.3327 -0.2445 -0.1862 -0.1558 -0.1491 -0.1608
 -0.1830 -0.2096 -0.2391 -0.2710
 -1.0371 -0.9746 -0.9000 -0.8200 -0.7429 -0.6759 -0.6248 -0.5945 -0.5808 -0.5540
 -0.5080 -0.4599 -0.4138 -0.3703 -0.3300 -0.2464 -0.1911 -0.1622 -0.1561 -0.1680
 -0.1914 -0.2194 -0.2496 -0.2819 -0.3159 -0.3526 -0.3934 -0.4392 -0.4893 -0.5396
 -0.9519 -0.9054 -0.8478 -0.7810 -0.7099 -0.6412 -0.5792 -0.5264 -0.4863 -0.4622
 -0.4472 -0.4269 -0.3968 -0.3606 -0.3238 -0.2451 -0.1927 -0.1652 -0.1595 -0.1717
 -0.1964 -0.2267 -0.2586 -0.2919 -0.3265 -0.3621 -0.4001 -0.4419 -0.4885 -0.5398
 -0.5925
 -0.8633 -0.8270 -0.7844 -0.7333 -0.6749 -0.6129 -0.5523 -0.4963 -0.4471 -0.4062
 -0.3754 -0.3554 -0.3412 -0.3254 -0.3043 -0.2399 -0.1907 -0.1647 -0.1592 -0.1715
 -0.1974 -0.2303 -0.2651 -0.3004 -0.3362 -0.3728 -0.4099 -0.4489 -0.4915 -0.5390
 -0.5921
 -0.7769 -0.7439 -0.7108 -0.6729 -0.6285 -0.5786 -0.5256 -0.4730 -0.4237 -0.3793
 -0.3409 -0.3099 -0.2867 -0.2702 -0.2573 -0.2227 -0.1841 -0.1603 -0.1554 -0.1676
 -0.1941 -0.2296 -0.2681 -0.3068 -0.3450 -0.3831 -0.4218 -0.4621 -0.5041 -0.5476
 -0.5923
 -0.6991 -0.6649 -0.6337 -0.6040 -0.5711 -0.5338 -0.4921 -0.4476 -0.4029 -0.3602
 -0.3211 -0.2868 -0.2581 -0.2352 -0.2175 -0.1899 -0.1691 -0.1523 -0.1483 -0.1598
 -0.1858 -0.2227 -0.2648 -0.3076 -0.3495 -0.3904 -0.4309 -0.4712 -0.5117 -0.5533
 -0.5971
 -0.6364 -0.5911 -0.5588 -0.5315 -0.5050 -0.4772 -0.4467 -0.4128 -0.3764 -0.3391
 -0.3029 -0.2695 -0.2398 -0.2146 -0.1939 -0.1604 -0.1452 -0.1379 -0.1380 -0.1496
 -0.1744 -0.2113 -0.2557 -0.3026 -0.3488 -0.3936 -0.4373 -0.4797 -0.5216 -0.5635
 -0.6059
 -0.5902 -0.5323 -0.4922 -0.4622 -0.4369 -0.4137 -0.3905 -0.3660 -0.3394 -0.3105
 -0.2803 -0.2507 -0.2229 -0.1981 -0.1769 -0.1398 -0.1228 -0.1191 -0.1242
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6811 -1.5577 -1.3829 -1.2181 -1.0622 -0.9286 -0.8319 -0.7555 -0.6866 -0.6177
 -0.5539 -0.4935 -0.4364 -0.3823 -0.3314 -0.2208 -0.1403 -0.0935 -0.0793
 -1.4483 -1.4643 -1.3658 -1.2113 -1.0627 -0.9260 -0.8205 -0.7392 -0.6692 -0.6028
 -0.5417 -0.4843 -0.4299 -0.3785 -0.3302 -0.2270 -0.1539 -0.1124 -0.1004 -0.1097
 -1.2935 -1.2293 -1.2408 -1.1896 -1.0617 -0.9322 -0.8169 -0.7280 -0.6562 -0.5913
 -0.5326 -0.4778 -0.4262 -0.3775 -0.3316 -0.2342 -0.1661 -0.1281 -0.1169 -0.1259
 -0.1467
 -1.2272 -1.1224 -1.0443 -1.0242 -1.0161 -0.9294 -0.8203 -0.7225 -0.6459 -0.5810
 -0.5241 -0.4717 -0.4225 -0.3763 -0.3329 -0.2404 -0.1761 -0.1405 -0.1299 -0.1386
 -0.1594 -0.1860
 -1.1691 -1.0721 -0.9735 -0.8916 -0.8422 -0.8311 -0.8001 -0.7214 -0.6394 -0.5718
 -0.5149 -0.4644 -0.4175 -0.3736 -0.3324 -0.2447 -0.1835 -0.1498 -0.1399 -0.1485
 -0.1695 -0.1965 -0.2266 -0.2593
 -1.1048 -1.0245 -0.9348 -0.8446 -0.7653 -0.7041 -0.6683 -0.6535 -0.6215 -0.5628
 -0.5050 -0.4555 -0.4105 -0.3687 -0.3297 -0.2464 -0.1882 -0.1562 -0.1469 -0.1555
 -0.1770 -0.2051 -0.2359 -0.2689 -0.3043 -0.3428 -0.3848 -0.4307 -0.4803 -0.5320
 -1.0325 -0.9682 -0.8943 -0.8138 -0.7330 -0.6595 -0.5974 -0.5500 -0.5211 -0.5046
 -0.4795 -0.4412 -0.4005 -0.3612 -0.3242 -0.2453 -0.1900 -0.1596 -0.1508 -0.1596
 -0.1816 -0.2112 -0.2437 -0.2776 -0.3132 -0.3507 -0.3904 -0.4332 -0.4801 -0.5321
 -0.5847
 -0.9558 -0.9022 -0.8433 -0.7774 -0.7064 -0.6353 -0.5689 -0.5107 -0.4624 -0.4254
 -0.4013 -0.3852 -0.3673 -0.3432 -0.3139 -0.2412 -0.1889 -0.1599 -0.1516 -0.1603
 -0.1827 -0.2139 -0.2489 -0.2849 -0.3217 -0.3595 -0.3980 -0.4385 -0.4824 -0.5308
 -0.5843
 -0.8806 -0.8303 -0.7811 -0.7285 -0.6709 -0.6097 -0.5479 -0.4892 -0.4366 -0.3910
 -0.3534 -0.3248 -0.3052 -0.2911 -0.2771 -0.2311 -0.1838 -0.1567 -0.1489 -0.1576
 -0.1803 -0.2131 -0.2510 -0.2902 -0.3294 -0.3687 -0.4086 -0.4493 -0.4914 -0.5363
 -0.5842
 -0.8131 -0.7609 -0.7148 -0.6704 -0.6244 -0.5752 -0.5234 -0.4706 -0.4198 -0.3730
 -0.3316 -0.2964 -0.2679 -0.2464 -0.2305 -0.2025 -0.1739 -0.1503 -0.1432 -0.1514
 -0.1735 -0.2070 -0.2475 -0.2903 -0.3330 -0.3750 -0.4167 -0.4582 -0.5002 -0.5432
 -0.5881
 -0.7589 -0.6982 -0.6505 -0.6083 -0.5684 -0.5289 -0.4877 -0.4445 -0.4005 -0.3571
 -0.3164 -0.2799 -0.2482 -0.2221 -0.2012 -0.1685 -0.1510 -0.1389 -0.1344 -0.1426
 -0.1638 -0.1970 -0.2390 -0.2851 -0.3318 -0.3774 -0.4221 -0.4658 -0.5090 -0.5522
 -0.5958
 -0.7224 -0.6478 -0.5931 -0.5487 -0.5097 -0.4744 -0.4409 -0.4069 -0.3719 -0.3357
 -0.2996 -0.2652 -0.2338 -0.2063 -0.1833 -0.1440 -0.1261 -0.1201 -0.1218
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6973 -1.5231 -1.3416 -1.1812 -1.0373 -0.9074 -0.8103 -0.7329 -0.6673 -0.6017
 -0.5411 -0.4840 -0.4301 -0.3792 -0.3313 -0.2251 -0.1442 -0.0940 -0.0717
 -1.5494 -1.5012 -1.3464 -1.1808 -1.0349 -0.9042 -0.8008 -0.7205 -0.6517 -0.5883
 -0.5299 -0.4754 -0.4240 -0.3754 -0.3295 -0.2295 -0.1551 -0.1096 -0.0925 -0.0983
 -1.3303 -1.3241 -1.3110 -1.1845 -1.0383 -0.9082 -0.7974 -0.7108 -0.6402 -0.5774
 -0.5212 -0.4690 -0.4200 -0.3738 -0.3301 -0.2350 -0.1652 -0.1235 -0.1081 -0.1138
 -0.1334
 -1.2560 -1.1521 -1.1117 -1.1191 -1.0376 -0.9143 -0.8007 -0.7056 -0.6308 -0.5678
 -0.5129 -0.4628 -0.4160 -0.3721 -0.3306 -0.2401 -0.1736 -0.1346 -0.1205 -0.1260
 -0.1452 -0.1719
 -1.2103 -1.0980 -0.9967 -0.9325 -0.9208 -0.8949 -0.8044 -0.7072 -0.6250 -0.5596
 -0.5043 -0.4556 -0.4109 -0.3691 -0.3297 -0.2436 -0.1802 -0.1431 -0.1300 -0.1355
 -0.1546 -0.1813 -0.2120 -0.2456
 -1.1613 -1.0619 -0.9584 -0.8631 -0.7900 -0.7487 -0.7346 -0.6966 -0.6242 -0.5535
 -0.4957 -0.4473 -0.4041 -0.3641 -0.3267 -0.2451 -0.1846 -0.1491 -0.1368 -0.1425
 -0.1614 -0.1887 -0.2200 -0.2537 -0.2897 -0.3289 -0.3722 -0.4203 -0.4721 -0.5229
 -1.1045 -1.0202 -0.9290 -0.8356 -0.7486 -0.6757 -0.6211 -0.5881 -0.5698 -0.5381
 -0.4869 -0.4378 -0.3955 -0.3570 -0.3213 -0.2440 -0.1866 -0.1527 -0.1409 -0.1466
 -0.1657 -0.1938 -0.2264 -0.2611 -0.2976 -0.3362 -0.3771 -0.4213 -0.4700 -0.5227
 -0.5754
 -1.0423 -0.9688 -0.8918 -0.8103 -0.7279 -0.6496 -0.5812 -0.5249 -0.4821 -0.4540
 -0.4354 -0.4121 -0.3808 -0.3468 -0.3135 -0.2404 -0.1858 -0.1535 -0.1421 -0.1478
 -0.1670 -0.1959 -0.2304 -0.2670 -0.3047 -0.3436 -0.3844 -0.4268 -0.4718 -0.5208
 -0.5748
 -0.9808 -0.9117 -0.8431 -0.7742 -0.7029 -0.6311 -0.5622 -0.5000 -0.4467 -0.4029
 -0.3690 -0.3454 -0.3283 -0.3122 -0.2929 -0.2327 -0.1817 -0.1511 -0.1404 -0.1461
 -0.1654 -0.1952 -0.2317 -0.2711 -0.3111 -0.3515 -0.3928 -0.4350 -0.4787 -0.5246
 -0.5743
 -0.9258 -0.8543 -0.7901 -0.7290 -0.6685 -0.6071 -0.5454 -0.4856 -0.4305 -0.3818
 -0.3402 -0.3061 -0.2796 -0.2604 -0.2463 -0.2138 -0.1746 -0.1461 -0.1358 -0.1412
 -0.1601 -0.1901 -0.2283 -0.2706 -0.3137 -0.3566 -0.3996 -0.4426 -0.4861 -0.5306
 -0.5772
 -0.8822 -0.8036 -0.7379 -0.6790 -0.6244 -0.5721 -0.5199 -0.4677 -0.4167 -0.3687
 -0.3252 -0.2874 -0.2554 -0.2294 -0.2094 -0.1784 -0.1568 -0.1373 -0.1284 -0.1337
 -0.1519 -0.1817 -0.2206 -0.2653 -0.3119 -0.3582 -0.4039 -0.4489 -0.4935 -0.5383
 -0.5832
 -0.8547 -0.7632 -0.6917 -0.6308 -0.5769 -0.5285 -0.4835 -0.4397 -0.3963 -0.3535
 -0.3125 -0.2747 -0.2412 -0.2123 -0.1886 -0.1493 -0.1304 -0.1208 -0.1177
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6693 -1.4749 -1.2961 -1.1445 -1.0093 -0.8871 -0.7928 -0.7129 -0.6472 -0.5859
 -0.5278 -0.4730 -0.4218 -0.3737 -0.3283 -0.2270 -0.1472 -0.0928 -0.0661
 -1.5334 -1.4920 -1.3132 -1.1477 -1.0055 -0.8814 -0.7825 -0.7021 -0.6344 -0.5733
 -0.5171 -0.4648 -0.4158 -0.3696 -0.3260 -0.2298 -0.1554 -0.1067 -0.0847 -0.0862
 -1.3956 -1.4192 -1.3198 -1.1612 -1.0123 -0.8825 -0.7778 -0.6930 -0.6239 -0.5628
 -0.5085 -0.4584 -0.4116 -0.3676 -0.3260 -0.2340 -0.1634 -0.1184 -0.0991 -0.1011
 -0.1186
 -1.2770 -1.1984 -1.2123 -1.1570 -1.0238 -0.8925 -0.7797 -0.6883 -0.6153 -0.5536
 -0.5003 -0.4521 -0.4074 -0.3655 -0.3259 -0.2381 -0.1705 -0.1280 -0.1104 -0.1126
 -0.1297 -0.1559
 -1.2380 -1.1160 -1.0272 -1.0078 -0.9966 -0.9001 -0.7878 -0.6893 -0.6100 -0.5460
 -0.4919 -0.4450 -0.4020 -0.3621 -0.3245 -0.2411 -0.1763 -0.1357 -0.1192 -0.1217
 -0.1383 -0.1643 -0.1953 -0.2294
 -1.2045 -1.0865 -0.9737 -0.8829 -0.8326 -0.8216 -0.7815 -0.6949 -0.6101 -0.5405
 -0.4839 -0.4369 -0.3952 -0.3570 -0.3213 -0.2423 -0.1805 -0.1414 -0.1256 -0.1283
 -0.1447 -0.1706 -0.2020 -0.2364 -0.2734 -0.3138 -0.3585 -0.4080 -0.4607 -0.5122
 -1.1644 -1.0590 -0.9516 -0.8493 -0.7618 -0.6984 -0.6626 -0.6438 -0.6037 -0.5388
 -0.4780 -0.4283 -0.3870 -0.3500 -0.3159 -0.2411 -0.1825 -0.1450 -0.1297 -0.1326
 -0.1488 -0.1749 -0.2071 -0.2423 -0.2797 -0.3194 -0.3617 -0.4076 -0.4578 -0.5115
 -0.5644
 -1.1206 -1.0239 -0.9278 -0.8321 -0.7406 -0.6596 -0.5942 -0.5457 -0.5144 -0.4931
 -0.4630 -0.4194 -0.3776 -0.3414 -0.3085 -0.2374 -0.1820 -0.1463 -0.1314 -0.1342
 -0.1504 -0.1769 -0.2101 -0.2469 -0.2854 -0.3253 -0.3673 -0.4113 -0.4582 -0.5088
 -0.5636
 -1.0749 -0.9820 -0.8943 -0.8086 -0.7244 -0.6439 -0.5708 -0.5086 -0.4582 -0.4193
 -0.3919 -0.3719 -0.3501 -0.3246 -0.2968 -0.2304 -0.1782 -0.1444 -0.1303 -0.1331
 -0.1495 -0.1765 -0.2110 -0.2499 -0.2904 -0.3317 -0.3742 -0.4177 -0.4630 -0.5110
 -0.5624
 -1.0349 -0.9409 -0.8563 -0.7776 -0.7022 -0.6291 -0.5591 -0.4944 -0.4375 -0.3893
 -0.3496 -0.3185 -0.2953 -0.2778 -0.2627 -0.2193 -0.1723 -0.1403 -0.1267 -0.1293
 -0.1454 -0.1725 -0.2080 -0.2488 -0.2919 -0.3355 -0.3795 -0.4239 -0.4691 -0.5156
 -0.5640
 -1.0044 -0.9042 -0.8184 -0.7415 -0.6712 -0.6056 -0.5428 -0.4827 -0.4264 -0.3756
 -0.3313 -0.2937 -0.2628 -0.2382 -0.2197 -0.1891 -0.1605 -0.1332 -0.1205 -0.1230
 -0.1386 -0.1654 -0.2014 -0.2438 -0.2895 -0.3361 -0.3826 -0.4288 -0.4750 -0.5215
 -0.5682
 -0.9872 -0.8762 -0.7851 -0.7062 -0.6363 -0.5741 -0.5173 -0.4639 -0.4130 -0.3647
 -0.3203 -0.2807 -0.2464 -0.2175 -0.1939 -0.1560 -0.1354 -0.1205 -0.1115
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6193 -1.4255 -1.2564 -1.1141 -0.9805 -0.8626 -0.7737 -0.6979 -0.6301 -0.5702
 -0.5142 -0.4612 -0.4119 -0.3657 -0.3225 -0.2260 -0.1513 -0.0973 -0.0610
 -1.5867 -1.4598 -1.2767 -1.1169 -0.9803 -0.8584 -0.7650 -0.6860 -0.6178 -0.5583
 -0.5038 -0.4531 -0.4059 -0.3617 -0.3199 -0.2275 -0.1541 -0.1032 -0.0770 -0.0738
 -1.4946 -1.4562 -1.3005 -1.1330 -0.9870 -0.8610 -0.7583 -0.6765 -0.6083 -0.5480
 -0.4952 -0.4466 -0.4015 -0.3593 -0.3194 -0.2307 -0.1604 -0.1128 -0.0896 -0.0878
 -0.1027
 -1.3581 -1.2864 -1.2784 -1.1494 -1.0013 -0.8708 -0.7601 -0.6713 -0.5999 -0.5389
 -0.4870 -0.4402 -0.3971 -0.3569 -0.3189 -0.2341 -0.1664 -0.1210 -0.0995 -0.0985
 -0.1129 -0.1381
 -1.2534 -1.1343 -1.0877 -1.0977 -1.0097 -0.8833 -0.7685 -0.6720 -0.5945 -0.5319
 -0.4788 -0.4331 -0.3917 -0.3533 -0.3173 -0.2368 -0.1716 -0.1278 -0.1074 -0.1068
 -0.1209 -0.1455 -0.1766 -0.2112
 -1.2318 -1.1004 -0.9870 -0.9177 -0.9086 -0.8759 -0.7780 -0.6787 -0.5942 -0.5266
 -0.4711 -0.4252 -0.3848 -0.3481 -0.3139 -0.2378 -0.1757 -0.1332 -0.1134 -0.1130
 -0.1269 -0.1511 -0.1821 -0.2172 -0.2552 -0.2964 -0.3423 -0.3936 -0.4472 -0.4996
 -1.2101 -1.0842 -0.9643 -0.8589 -0.7810 -0.7411 -0.7256 -0.6780 -0.5992 -0.5254
 -0.4658 -0.4170 -0.3768 -0.3410 -0.3083 -0.2365 -0.1778 -0.1369 -0.1176 -0.1172
 -0.1309 -0.1549 -0.1862 -0.2217 -0.2598 -0.3004 -0.3443 -0.3919 -0.4435 -0.4981
 -0.5517
 -1.1843 -1.0656 -0.9514 -0.8440 -0.7480 -0.6703 -0.6152 -0.5823 -0.5594 -0.5200
 -0.4631 -0.4108 -0.3681 -0.3327 -0.3009 -0.2326 -0.1774 -0.1386 -0.1197 -0.1192
 -0.1328 -0.1569 -0.1886 -0.2250 -0.2640 -0.3048 -0.3479 -0.3933 -0.4419 -0.4945
 -0.5503
 -1.1567 -1.0414 -0.9332 -0.8315 -0.7365 -0.6505 -0.5775 -0.5194 -0.4760 -0.4457
 -0.4222 -0.3940 -0.3573 -0.3221 -0.2910 -0.2257 -0.1737 -0.1372 -0.1193 -0.1189
 -0.1326 -0.1570 -0.1894 -0.2271 -0.2676 -0.3096 -0.3531 -0.3983 -0.4452 -0.4949
 -0.5482
 -1.1340 -1.0178 -0.9117 -0.8148 -0.7251 -0.6420 -0.5661 -0.4995 -0.4437 -0.3984
 -0.3628 -0.3361 -0.3153 -0.2947 -0.2733 -0.2171 -0.1682 -0.1338 -0.1166 -0.1161
 -0.1295 -0.1540 -0.1869 -0.2258 -0.2681 -0.3119 -0.3567 -0.4024 -0.4492 -0.4975
 -0.5478
 -1.1148 -0.9964 -0.8898 -0.7938 -0.7074 -0.6291 -0.5570 -0.4908 -0.4316 -0.3801
 -0.3366 -0.3009 -0.2722 -0.2498 -0.2321 -0.1971 -0.1595 -0.1276 -0.1114 -0.1108
 -0.1238 -0.1482 -0.1814 -0.2212 -0.2653 -0.3114 -0.3584 -0.4056 -0.4533 -0.5016
 -0.5504
 -1.0990 -0.9773 -0.8688 -0.7728 -0.6863 -0.6099 -0.5417 -0.4797 -0.4228 -0.3708
 -0.3247 -0.2848 -0.2510 -0.2229 -0.1674 -0.1657 -0.1476 -0.1186 -0.1037
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.5664 -1.3761 -1.2169 -1.0858 -0.9538 -0.8417 -0.7526 -0.6797 -0.6130 -0.5550
 -0.5001 -0.4485 -0.4005 -0.3559 -0.3144 -0.2220 -0.1493 -0.0948 -0.0560
 -1.6100 -1.4167 -1.2381 -1.0856 -0.9558 -0.8382 -0.7441 -0.6689 -0.6010 -0.5433
 -0.4900 -0.4405 -0.3946 -0.3518 -0.3116 -0.2225 -0.1507 -0.0989 -0.0692 -0.0613
 -1.4718 -1.4487 -1.2641 -1.1033 -0.9633 -0.8409 -0.7397 -0.6600 -0.5925 -0.5332
 -0.4814 -0.4340 -0.3901 -0.3492 -0.3107 -0.2251 -0.1558 -0.1065 -0.0797 -0.0740
