 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.2228 -1.2132 -1.2462 -1.2583 -1.2346 -1.2126 -1.2247 -1.2529 -1.2614 -1.2374
 -1.1952 -1.1396 -1.0793 -1.0242 -0.9728 -0.8731 -0.8203 -0.8035 -0.8016
 -1.2313 -1.1825 -1.1619 -1.1514 -1.1488 -1.1543 -1.1643 -1.1731 -1.1756 -1.1688
 -1.1504 -1.1188 -1.0747 -1.0253 -0.9786 -0.8890 -0.8411 -0.8272 -0.8313 -0.8483
 -1.2368 -1.1707 -1.1218 -1.0937 -1.0899 -1.0985 -1.1056 -1.1095 -1.1125 -1.1141
 -1.1086 -1.0934 -1.0647 -1.0245 -0.9834 -0.9029 -0.8591 -0.8473 -0.8550 -0.8727
 -0.8964
 -1.2393 -1.1778 -1.1259 -1.0852 -1.0579 -1.0452 -1.0486 -1.0621 -1.0721 -1.0733
 -1.0698 -1.0634 -1.0493 -1.0218 -0.9872 -0.9148 -0.8743 -0.8638 -0.8727 -0.8909
 -0.9142 -0.9411
 -1.2209 -1.1713 -1.1265 -1.0870 -1.0543 -1.0304 -1.0166 -1.0123 -1.0169 -1.0258
 -1.0300 -1.0280 -1.0238 -1.0108 -0.9859 -0.9226 -0.8850 -0.8756 -0.8864 -0.9060
 -0.9298 -0.9566 -0.9859 -1.0174
 -1.1761 -1.1422 -1.1099 -1.0787 -1.0493 -1.0234 -1.0031 -0.9896 -0.9823 -0.9799
 -0.9809 -0.9822 -0.9821 -0.9809 -0.9707 -0.9242 -0.8901 -0.8815 -0.8944 -0.9169
 -0.9427 -0.9706 -1.0002 -1.0315 -1.0643 -1.0989 -1.1359 -1.1779 -1.2258 -1.2758
 -1.1060 -1.0885 -1.0709 -1.0522 -1.0317 -1.0106 -0.9905 -0.9734 -0.9610 -0.9526
 -0.9470 -0.9429 -0.9396 -0.9396 -0.9373 -0.9145 -0.8888 -0.8812 -0.8954 -0.9218
 -0.9515 -0.9819 -1.0131 -1.0451 -1.0780 -1.1120 -1.1476 -1.1853 -1.2281 -1.2776
 -1.3298
 -1.0167 -1.0134 -1.0098 -1.0046 -0.9962 -0.9845 -0.9701 -0.9549 -0.9411 -0.9303
 -0.9221 -0.9156 -0.9098 -0.9053 -0.9036 -0.8916 -0.8790 -0.8751 -0.8899 -0.9193
 -0.9538 -0.9886 -1.0228 -1.0569 -1.0911 -1.1255 -1.1607 -1.1973 -1.2362 -1.2796
 -1.3307
 -0.9152 -0.9234 -0.9313 -0.9378 -0.9414 -0.9409 -0.9359 -0.9272 -0.9168 -0.9066
 -0.8980 -0.8913 -0.8856 -0.8802 -0.8771 -0.8674 -0.8620 -0.8640 -0.8797 -0.9106
 -0.9493 -0.9894 -1.0283 -1.0660 -1.1028 -1.1389 -1.1750 -1.2114 -1.2489 -1.2888
 -1.3334
 -0.8089 -0.8254 -0.8417 -0.8571 -0.8707 -0.8806 -0.8862 -0.8868 -0.8835 -0.8777
 -0.8713 -0.8657 -0.8612 -0.8574 -0.8546 -0.8473 -0.8443 -0.8503 -0.8671 -0.8974
 -0.9377 -0.9819 -1.0261 -1.0687 -1.1094 -1.1486 -1.1869 -1.2245 -1.2621 -1.3006
 -1.3408
 -0.6994 -0.7229 -0.7459 -0.7677 -0.7882 -0.8067 -0.8216 -0.8320 -0.8378 -0.8395
 -0.8384 -0.8360 -0.8338 -0.8323 -0.8314 -0.8296 -0.8284 -0.8363 -0.8544 -0.8837
 -0.9232 -0.9689 -1.0169 -1.0644 -1.1100 -1.1535 -1.1952 -1.2354 -1.2747 -1.3137
 -1.3533
 -0.5867 -0.6159 -0.6472 -0.6733 -0.6991 -0.7235 -0.7456 -0.7644 -0.7792 -0.7897
 -0.7963 -0.8000 -0.8019 -0.8034 -0.8075 -0.8143 -0.8143 -0.8220 -0.8416
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.4115 -1.3775 -1.3570 -1.3451 -1.3383 -1.3314 -1.3198 -1.3001 -1.2724 -1.2381
 -1.1959 -1.1457 -1.0902 -1.0353 -0.9818 -0.8827 -0.8230 -0.8004 -0.8035
 -1.3238 -1.2777 -1.2500 -1.2354 -1.2290 -1.2266 -1.2244 -1.2175 -1.2054 -1.1877
 -1.1623 -1.1275 -1.0834 -1.0356 -0.9903 -0.9003 -0.8456 -0.8243 -0.8275 -0.8442
 -1.2890 -1.2193 -1.1775 -1.1616 -1.1508 -1.1475 -1.1481 -1.1483 -1.1458 -1.1396
 -1.1278 -1.1078 -1.0770 -1.0374 -0.9970 -0.9153 -0.8650 -0.8447 -0.8479 -0.8644
 -0.8877
 -1.2882 -1.2034 -1.1463 -1.1133 -1.0977 -1.0932 -1.0946 -1.0972 -1.0972 -1.0954
 -1.0909 -1.0820 -1.0652 -1.0365 -1.0019 -0.9277 -0.8812 -0.8616 -0.8647 -0.8814
 -0.9047 -0.9319
 -1.2975 -1.2191 -1.1533 -1.1056 -1.0742 -1.0558 -1.0475 -1.0468 -1.0519 -1.0585
 -1.0578 -1.0530 -1.0445 -1.0287 -1.0021 -0.9360 -0.8929 -0.8744 -0.8777 -0.8952
 -0.9191 -0.9464 -0.9763 -1.0086
