 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.6082 -2.5860 -2.6050 -2.5971 -2.5474 -2.5006 -2.4935 -2.5066 -2.5006 -2.4615
 -2.4037 -2.3320 -2.2565 -2.1859 -2.1185 -1.9778 -1.8801 -1.8188 -1.7762
 -2.5972 -2.5280 -2.4870 -2.4557 -2.4324 -2.4181 -2.4095 -2.4012 -2.3877 -2.3658
 -2.3327 -2.2863 -2.2271 -2.1623 -2.1002 -1.9723 -1.8844 -1.8303 -1.7971 -1.7799
 -2.5888 -2.4973 -2.4237 -2.3732 -2.3501 -2.3410 -2.3306 -2.3176 -2.3044 -2.2907
 -2.2705 -2.2409 -2.1974 -2.1420 -2.0859 -1.9690 -1.8890 -1.8408 -1.8141 -1.8002
 -1.7941
 -2.5830 -2.4939 -2.4151 -2.3496 -2.3005 -2.2693 -2.2568 -2.2558 -2.2507 -2.2362
 -2.2171 -2.1958 -2.1674 -2.1250 -2.0756 -1.9679 -1.8939 -1.8503 -1.8273 -1.8158
 -1.8111 -1.8109
 -2.5597 -2.4820 -2.4095 -2.3444 -2.2890 -2.2453 -2.2145 -2.1953 -2.1861 -2.1813
 -2.1704 -2.1524 -2.1326 -2.1044 -2.0647 -1.9668 -1.8973 -1.8571 -1.8381 -1.8297
 -1.8270 -1.8280 -1.8318 -1.8378
 -2.5112 -2.4496 -2.3900 -2.3333 -2.2809 -2.2347 -2.1966 -2.1673 -2.1457 -2.1297
 -2.1172 -2.1041 -2.0884 -2.0714 -2.0451 -1.9630 -1.8978 -1.8598 -1.8444 -1.8403
 -1.8408 -1.8441 -1.8493 -1.8563 -1.8644 -1.8742 -1.8861 -1.9027 -1.9259 -1.9538
 -2.4379 -2.3935 -2.3495 -2.3059 -2.2628 -2.2212 -2.1828 -2.1492 -2.1217 -2.0994
 -2.0802 -2.0626 -2.0452 -2.0304 -2.0127 -1.9519 -1.8943 -1.8581 -1.8448 -1.8453
 -1.8506 -1.8575 -1.8656 -1.8744 -1.8838 -1.8939 -1.9055 -1.9188 -1.9373 -1.9635
 -1.9951
 -2.3458 -2.3168 -2.2878 -2.2585 -2.2279 -2.1959 -2.1630 -2.1308 -2.1012 -2.0759
 -2.0540 -2.0339 -2.0146 -1.9963 -1.9803 -1.9315 -1.8852 -1.8521 -1.8398 -1.8435
 -1.8541 -1.8662 -1.8783 -1.8904 -1.9024 -1.9142 -1.9264 -1.9396 -1.9550 -1.9751
 -2.0044
 -2.2420 -2.2258 -2.2093 -2.1926 -2.1745 -2.1539 -2.1303 -2.1043 -2.0776 -2.0523
 -2.0294 -2.0090 -1.9898 -1.9710 -1.9542 -1.9097 -1.8708 -1.8427 -1.8309 -1.8360
 -1.8506 -1.8683 -1.8860 -1.9027 -1.9185 -1.9333 -1.9476 -1.9619 -1.9770 -1.9943
 -2.0167
 -2.1343 -2.1280 -2.1211 -2.1140 -2.1064 -2.0965 -2.0834 -2.0664 -2.0464 -2.0249
 -2.0035 -1.9837 -1.9656 -1.9485 -1.9322 -1.8915 -1.8560 -1.8316 -1.8208 -1.8251
 -1.8410 -1.8627 -1.8859 -1.9083 -1.9291 -1.9483 -1.9663 -1.9832 -1.9997 -2.0168
 -2.0347
 -2.0245 -2.0267 -2.0278 -2.0280 -2.0276 -2.0264 -2.0226 -2.0152 -2.0038 -1.9892
 -1.9725 -1.9553 -1.9390 -1.9239 -1.9098 -1.8751 -1.8423 -1.8201 -1.8105 -1.8139
 -1.8290 -1.8520 -1.8788 -1.9065 -1.9330 -1.9575 -1.9803 -2.0012 -2.0208 -2.0398
 -2.0591
 -1.9125 -1.9219 -1.9327 -1.9382 -1.9436 -1.9482 -1.9514 -1.9522 -1.9494 -1.9431
 -1.9334 -1.9216 -1.9087 -1.8961 -1.8870 -1.8605 -1.8297 -1.8082 -1.8000
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.8183 -2.7718 -2.7358 -2.7058 -2.6789 -2.6499 -2.6141 -2.5684 -2.5147 -2.4567
 -2.3935 -2.3246 -2.2520 -2.1811 -2.1111 -1.9750 -1.8774 -1.8146 -1.7786
 -2.7224 -2.6613 -2.6152 -2.5791 -2.5489 -2.5215 -2.4939 -2.4611 -2.4239 -2.3833
 -2.3376 -2.2845 -2.2234 -2.1596 -2.0990 -1.9729 -1.8832 -1.8259 -1.7934 -1.7764
 -2.6760 -2.5872 -2.5251 -2.4896 -2.4547 -2.4257 -2.4003 -2.3748 -2.3478 -2.3191
 -2.2872 -2.2492 -2.2016 -2.1458 -2.0901 -1.9728 -1.8895 -1.8364 -1.8069 -1.7921
 -1.7855
 -2.6649 -2.5569 -2.4768 -2.4208 -2.3821 -2.3545 -2.3325 -2.3115 -2.2881 -2.2641
 -2.2395 -2.2126 -2.1792 -2.1345 -2.0844 -1.9747 -1.8963 -1.8461 -1.8191 -1.8064
 -1.8016 -1.8017
 -2.6690 -2.5652 -2.4720 -2.3982 -2.3424 -2.3011 -2.2710 -2.2495 -2.2344 -2.2212
 -2.2006 -2.1771 -2.1517 -2.1201 -2.0781 -1.9763 -1.9017 -1.8541 -1.8291 -1.8189
 -1.8163 -1.8177 -1.8219 -1.8286
 -2.6615 -2.5642 -2.4738 -2.3925 -2.3224 -2.2651 -2.2208 -2.1890 -2.1686 -2.1586
 -2.1518 -2.1390 -2.1211 -2.0982 -2.0672 -1.9756 -1.9046 -1.8589 -1.8357 -1.8284
 -1.8288 -1.8326 -1.8385 -1.8461 -1.8551 -1.8659 -1.8789 -1.8964 -1.9199 -1.9477
 -2.6321 -2.5479 -2.4664 -2.3906 -2.3220 -2.2619 -2.2113 -2.1707 -2.1395 -2.1160
 -2.0988 -2.0866 -2.0753 -2.0622 -2.0437 -1.9709 -1.9040 -1.8599 -1.8380 -1.8333
 -1.8376 -1.8451 -1.8537 -1.8633 -1.8736 -1.8847 -1.8973 -1.9117 -1.9310 -1.9574
 -1.9891
 -2.5783 -2.5098 -2.4414 -2.3757 -2.3143 -2.2580 -2.2073 -2.1631 -2.1259 -2.0958
 -2.0709 -2.0501 -2.0326 -2.0185 -2.0058 -1.9564 -1.8993 -1.8572 -1.8358 -1.8328
 -1.8410 -1.8530 -1.8658 -1.8785 -1.8913 -1.9040 -1.9174 -1.9317 -1.9481 -1.9690
 -1.9985
 -2.5002 -2.4474 -2.3940 -2.3412 -2.2904 -2.2424 -2.1970 -2.1547 -2.1162 -2.0824
 -2.0533 -2.0284 -2.0063 -1.9867 -1.9709 -1.9303 -1.8871 -1.8503 -1.8298 -1.8273
 -1.8382 -1.8550 -1.8729 -1.8902 -1.9067 -1.9224 -1.9378 -1.9532 -1.9694 -1.9877
 -2.0108
 -2.4063 -2.3689 -2.3296 -2.2895 -2.2502 -2.2122 -2.1751 -2.1387 -2.1034 -2.0700
 -2.0395 -2.0123 -1.9883 -1.9666 -1.9473 -1.9062 -1.8695 -1.8398 -1.8214 -1.8185
 -1.8299 -1.8498 -1.8728 -1.8955 -1.9169 -1.9369 -1.9557 -1.9737 -1.9913 -2.0095
 -2.0286
