 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -0.0451 -0.0883 -0.1354 -0.1826 -0.2281 -0.2718 -0.3141 -0.3552 -0.3958 -0.4365
 -0.4780
 -0.3112 -0.2402 -0.1924 -0.1597 -0.1372 -0.1202 -0.1058 -0.0928 -0.0814 -0.0701
 -0.0579 -0.0453 -0.0325 -0.0197 -0.0072  0.0184  0.0318  0.0325  0.0221
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5522 -1.4851 -1.3282 -1.1625 -1.0058 -0.8744 -0.7772 -0.6924 -0.6112 -0.5336
 -0.4608 -0.3915 -0.3257 -0.2632 -0.2042 -0.0784  0.0092  0.0541  0.0611
 -1.2787 -1.2753 -1.2551 -1.1330 -0.9903 -0.8588 -0.7526 -0.6670 -0.5877 -0.5137
 -0.4446 -0.3791 -0.3169 -0.2580 -0.2027 -0.0863 -0.0075  0.0326  0.0396  0.0260
 -1.1560 -1.0658 -1.0303 -1.0356 -0.9638 -0.8472 -0.7366 -0.6464 -0.5692 -0.4982
 -0.4327 -0.3709 -0.3122 -0.2565 -0.2044 -0.0952 -0.0224  0.0149  0.0222  0.0094
 -0.0141
 -1.0761 -0.9768 -0.8889 -0.8309 -0.8197 -0.8013 -0.7223 -0.6308 -0.5524 -0.4838
 -0.4214 -0.3630 -0.3076 -0.2551 -0.2058 -0.1027 -0.0344  0.0008  0.0084 -0.0037
 -0.0266 -0.0553
 -1.0009 -0.9125 -0.8227 -0.7406 -0.6753 -0.6369 -0.6271 -0.5988 -0.5352 -0.4685
 -0.4086 -0.3535 -0.3013 -0.2517 -0.2052 -0.1076 -0.0430 -0.0096 -0.0020 -0.0139
 -0.0370 -0.0653 -0.0973 -0.1329
 -0.9235 -0.8480 -0.7688 -0.6890 -0.6141 -0.5499 -0.5015 -0.4731 -0.4608 -0.4354
 -0.3899 -0.3404 -0.2920 -0.2455 -0.2017 -0.1094 -0.0482 -0.0164 -0.0091 -0.0210
 -0.0448 -0.0740 -0.1059 -0.1407 -0.1782 -0.2192 -0.2648 -0.3156 -0.3708 -0.4261
 -0.8442 -0.7786 -0.7113 -0.6418 -0.5720 -0.5064 -0.4480 -0.3984 -0.3605 -0.3378
 -0.3237 -0.3033 -0.2722 -0.2340 -0.1944 -0.1077 -0.0497 -0.0196 -0.0127 -0.0246
 -0.0496 -0.0805 -0.1136 -0.1484 -0.1853 -0.2241 -0.2658 -0.3117 -0.3628 -0.4186
 -0.4754
 -0.7689 -0.7056 -0.6471 -0.5885 -0.5287 -0.4686 -0.4116 -0.3598 -0.3143 -0.2758
 -0.2463 -0.2265 -0.2117 -0.1949 -0.1725 -0.1020 -0.0477 -0.0192 -0.0126 -0.0244
 -0.0504 -0.0837 -0.1192 -0.1555 -0.1927 -0.2313 -0.2711 -0.3133 -0.3594 -0.4105
 -0.4672
 -0.7042 -0.6353 -0.5785 -0.5270 -0.4768 -0.4261 -0.3754 -0.3267 -0.2819 -0.2415
 -0.2059 -0.1759 -0.1523 -0.1348 -0.1208 -0.0834 -0.0409 -0.0148 -0.0088 -0.0204
 -0.0469 -0.0826 -0.1216 -0.1609 -0.2000 -0.2394 -0.2796 -0.3219 -0.3662 -0.4125
 -0.4604
 -0.6572 -0.5783 -0.5146 -0.4634 -0.4186 -0.3762 -0.3341 -0.2919 -0.2512 -0.2132
 -0.1784 -0.1470 -0.1193 -0.0959 -0.0772 -0.0474 -0.0250 -0.0066 -0.0016 -0.0126
 -0.0384 -0.0755 -0.1179 -0.1612 -0.2036 -0.2452 -0.2866 -0.3280 -0.3701 -0.4134
 -0.4593
 -0.6361 -0.5371 -0.4631 -0.4053 -0.3586 -0.3195 -0.2841 -0.2497 -0.2156 -0.1822
 -0.1508 -0.1219 -0.0953 -0.0713 -0.0503 -0.0152  0.0008  0.0084  0.0089 -0.0022
 -0.0269 -0.0639 -0.1086 -0.1557 -0.2024 -0.2476 -0.2917 -0.3348 -0.3774 -0.4202
 -0.4638
 -0.6450 -0.5216 -0.4304 -0.3606 -0.3064 -0.2638 -0.2292 -0.1996 -0.1721 -0.1450
 -0.1186 -0.0937 -0.0704 -0.0490 -0.0294  0.0076  0.0250  0.0285  0.0233
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  i   
 -1.6108 -1.4765 -1.2930 -1.1257 -0.9739 -0.8459 -0.7502 -0.6705 -0.5961 -0.5214
 -0.4522 -0.3869 -0.3251 -0.2665 -0.2112 -0.0895  0.0011  0.0538  0.0684
 -1.3602 -1.3727 -1.2686 -1.1100 -0.9628 -0.8323 -0.7310 -0.6489 -0.5747 -0.5032
 -0.4374 -0.3754 -0.3168 -0.2612 -0.2087 -0.0949 -0.0126  0.0341  0.0470  0.0361
 -1.1945 -1.1264 -1.1363 -1.0828 -0.9537 -0.8271 -0.7175 -0.6313 -0.5577 -0.4887
 -0.4260 -0.3672 -0.3117 -0.2591 -0.2093 -0.1017 -0.0251  0.0178  0.0303  0.0204
 -0.0027
 -1.1211 -1.0115 -0.9318 -0.9112 -0.9028 -0.8166 -0.7104 -0.6171 -0.5422 -0.4752
 -0.4150 -0.3593 -0.3067 -0.2569 -0.2097 -0.1076 -0.0352  0.0048  0.0170  0.0079
 -0.0143 -0.0434
 -1.0595 -0.9539 -0.8535 -0.7718 -0.7231 -0.7128 -0.6831 -0.6067 -0.5279 -0.4617
 -0.4030 -0.3500 -0.3002 -0.2531 -0.2085 -0.1115 -0.0428 -0.0048  0.0067 -0.0018
 -0.0237 -0.0523 -0.0850 -0.1215
 -0.9971 -0.9019 -0.8072 -0.7169 -0.6390 -0.5798 -0.5456 -0.5324 -0.5023 -0.4459
 -0.3892 -0.3384 -0.2912 -0.2468 -0.2047 -0.1129 -0.0475 -0.0114 -0.0005 -0.0087
 -0.0307 -0.0598 -0.0923 -0.1279 -0.1667 -0.2093 -0.2562 -0.3074 -0.3622 -0.4188
 -0.9330 -0.8465 -0.7616 -0.6780 -0.5982 -0.5272 -0.4679 -0.4230 -0.3961 -0.3813
 -0.3578 -0.3203 -0.2786 -0.2375 -0.1980 -0.1113 -0.0492 -0.0150 -0.0045 -0.0127
 -0.0349 -0.0651 -0.0987 -0.1344 -0.1722 -0.2128 -0.2563 -0.3033 -0.3547 -0.4110
 -0.4676
 -0.8731 -0.7877 -0.7106 -0.6362 -0.5635 -0.4940 -0.4306 -0.3759 -0.3308 -0.2961
 -0.2738 -0.2588 -0.2411 -0.2165 -0.1857 -0.1066 -0.0480 -0.0154 -0.0054 -0.0135
 -0.0358 -0.0674 -0.1031 -0.1401 -0.1784 -0.2182 -0.2594 -0.3031 -0.3505 -0.4025
 -0.4596
 -0.8247 -0.7317 -0.6548 -0.5869 -0.5226 -0.4603 -0.4005 -0.3453 -0.2966 -0.2546
 -0.2198 -0.1929 -0.1738 -0.1594 -0.1449 -0.0954 -0.0426 -0.0122 -0.0029 -0.0109
 -0.0333 -0.0663 -0.1046 -0.1444 -0.1845 -0.2251 -0.2666 -0.3094 -0.3538 -0.4015
 -0.4525
 -0.7947 -0.6894 -0.6045 -0.5353 -0.4759 -0.4210 -0.3683 -0.3175 -0.2703 -0.2278
 -0.1904 -0.1582 -0.1313 -0.1099 -0.0935 -0.0636 -0.0322 -0.0059  0.0028 -0.0048
 -0.0266 -0.0600 -0.1007 -0.1440 -0.1872 -0.2299 -0.2725 -0.3153 -0.3587 -0.4034
 -0.4505
 -0.7901 -0.6653 -0.5679 -0.4899 -0.4269 -0.3751 -0.3285 -0.2844 -0.2421 -0.2023
 -0.1661 -0.1338 -0.1054 -0.0808 -0.0601 -0.0259 -0.0073  0.0059  0.0116  0.0041
 -0.0168 -0.0499 -0.0920 -0.1384 -0.1854 -0.2314 -0.2766 -0.3209 -0.3649 -0.4090
 -0.4538
 -0.8180 -0.6657 -0.5504 -0.4589 -0.3858 -0.3287 -0.2831 -0.2437 -0.2073 -0.1726
 -0.1399 -0.1099 -0.0829 -0.0588 -0.0376  0.0015  0.0201  0.0260  0.0245
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  i   
 -1.6317 -1.4432 -1.2527 -1.0910 -0.9521 -0.8286 -0.7329 -0.6522 -0.5811 -0.5095
 -0.4432 -0.3810 -0.3223 -0.2670 -0.2149 -0.0986 -0.0078  0.0493  0.0751
 -1.4679 -1.4130 -1.2499 -1.0804 -0.9373 -0.8139 -0.7153 -0.6343 -0.5612 -0.4924
 -0.4291 -0.3699 -0.3141 -0.2615 -0.2116 -0.1018 -0.0181  0.0344  0.0541  0.0471
 -1.2352 -1.2255 -1.2092 -1.0779 -0.9309 -0.8055 -0.7016 -0.6180 -0.5454 -0.4783
 -0.4177 -0.3615 -0.3086 -0.2586 -0.2112 -0.1067 -0.0279  0.0202  0.0381  0.0321
  0.0103
 -1.1538 -1.0445 -1.0020 -1.0080 -0.9245 -0.8018 -0.6931 -0.6038 -0.5306 -0.4652
 -0.4068 -0.3532 -0.3031 -0.2557 -0.2108 -0.1112 -0.0362  0.0088  0.0256  0.0202
 -0.0004 -0.0297
 -1.1049 -0.9836 -0.8799 -0.8149 -0.8029 -0.7768 -0.6876 -0.5943 -0.5167 -0.4525
 -0.3951 -0.3438 -0.2962 -0.2514 -0.2089 -0.1143 -0.0426  0.0001  0.0159  0.0109
 -0.0089 -0.0374 -0.0708 -0.1081
 -1.0587 -0.9432 -0.8344 -0.7385 -0.6660 -0.6254 -0.6122 -0.5758 -0.5061 -0.4390
 -0.3824 -0.3326 -0.2873 -0.2449 -0.2047 -0.1152 -0.0469 -0.0061  0.0089  0.0040
 -0.0153 -0.0437 -0.0767 -0.1130 -0.1527 -0.1963 -0.2445 -0.2975 -0.3542 -0.4100
 -1.0124 -0.9030 -0.7998 -0.7031 -0.6169 -0.5456 -0.4929 -0.4616 -0.4450 -0.4155
 -0.3670 -0.3191 -0.2759 -0.2358 -0.1980 -0.1136 -0.0487 -0.0097  0.0046 -0.0002
 -0.0192 -0.0479 -0.0817 -0.1181 -0.1569 -0.1987 -0.2435 -0.2920 -0.3450 -0.4020
 -0.4588
 -0.9709 -0.8608 -0.7632 -0.6726 -0.5883 -0.5113 -0.4454 -0.3917 -0.3514 -0.3254
 -0.3088 -0.2876 -0.2572 -0.2228 -0.1882 -0.1091 -0.0478 -0.0107  0.0032 -0.0014
 -0.0204 -0.0496 -0.0848 -0.1224 -0.1617 -0.2026 -0.2459 -0.2914 -0.3401 -0.3929
 -0.4505
 -0.9415 -0.8232 -0.7226 -0.6365 -0.5579 -0.4849 -0.4176 -0.3584 -0.3085 -0.2678
 -0.2364 -0.2149 -0.1993 -0.1837 -0.1643 -0.1004 -0.0433 -0.0083  0.0048  0.0001
 -0.0187 -0.0486 -0.0855 -0.1255 -0.1664 -0.2081 -0.2511 -0.2953 -0.3414 -0.3902
 -0.4429
 -0.9309 -0.7975 -0.6885 -0.5993 -0.5238 -0.4560 -0.3933 -0.3352 -0.2834 -0.2384
 -0.2005 -0.1693 -0.1449 -0.1267 -0.1127 -0.0790 -0.0358 -0.0032  0.0092  0.0049
 -0.0135 -0.0434 -0.0817 -0.1243 -0.1680 -0.2117 -0.2555 -0.2998 -0.3448 -0.3912
 -0.4398
 -0.9448 -0.7914 -0.6684 -0.5682 -0.4880 -0.4220 -0.3638 -0.3103 -0.2610 -0.2162
 -0.1767 -0.1429 -0.1141 -0.0902 -0.0710 -0.0393 -0.0163  0.0057  0.0166  0.0123
 -0.0054 -0.0350 -0.0739 -0.1188 -0.1656 -0.2123 -0.2585 -0.3041 -0.3495 -0.3953
 -0.4414
 -0.9906 -0.8093 -0.6676 -0.5527 -0.4602 -0.3875 -0.3293 -0.2794 -0.2344 -0.1929
 -0.1549 -0.1212 -0.0918 -0.0665 -0.0449 -0.0064  0.0132  0.0233  0.0273
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  i   
 -1.6084 -1.3964 -1.2085 -1.0568 -0.9279 -0.8125 -0.7199 -0.6366 -0.5653 -0.4980
 -0.4340 -0.3738 -0.3176 -0.2649 -0.2154 -0.1047 -0.0157  0.0473  0.0789
 -1.4568 -1.4070 -1.2177 -1.0490 -0.9112 -0.7952 -0.7013 -0.6201 -0.5480 -0.4814
 -0.4200 -0.3628 -0.3092 -0.2589 -0.2114 -0.1061 -0.0228  0.0338  0.0601  0.0586
 -1.3066 -1.3261 -1.2199 -1.0553 -0.9066 -0.7834 -0.6860 -0.6042 -0.5331 -0.4674
 -0.4085 -0.3541 -0.3033 -0.2554 -0.2102 -0.1094 -0.0302  0.0222  0.0457  0.0442
  0.0247
 -1.1793 -1.0948 -1.1063 -1.0473 -0.9108 -0.7815 -0.6754 -0.5903 -0.5189 -0.4544
 -0.3974 -0.3455 -0.2973 -0.2520 -0.2090 -0.1129 -0.0369  0.0126  0.0342  0.0329
  0.0148 -0.0140
 -1.1369 -1.0054 -0.9136 -0.8926 -0.8799 -0.7820 -0.6720 -0.5794 -0.5054 -0.4423
 -0.3857 -0.3359 -0.2900 -0.2472 -0.2066 -0.1153 -0.0424  0.0050  0.0253  0.0240
  0.0070 -0.0207 -0.0545 -0.0924
 -1.1065 -0.9715 -0.8533 -0.7613 -0.7104 -0.6991 -0.6591 -0.5746 -0.4944 -0.4293
 -0.3735 -0.3248 -0.2810 -0.2403 -0.2021 -0.1159 -0.0463 -0.0008  0.0188  0.0175
  0.0011 -0.0259 -0.0590 -0.0961 -0.1367 -0.1815 -0.2311 -0.2857 -0.3434 -0.3996
 -1.0789 -0.9455 -0.8259 -0.7206 -0.6332 -0.5703 -0.5352 -0.5175 -0.4792 -0.4175
 -0.3606 -0.3121 -0.2698 -0.2312 -0.1952 -0.1141 -0.0481 -0.0045  0.0145  0.0132
 -0.0028 -0.0293 -0.0626 -0.0996 -0.1394 -0.1823 -0.2285 -0.2787 -0.3333 -0.3911
 -0.4482
 -1.0594 -0.9210 -0.8025 -0.6977 -0.6043 -0.5244 -0.4605 -0.4137 -0.3842 -0.3648
 -0.3371 -0.2966 -0.2562 -0.2196 -0.1856 -0.1095 -0.0474 -0.0058  0.0126  0.0115
 -0.0042 -0.0308 -0.0647 -0.1026 -0.1426 -0.1846 -0.2293 -0.2766 -0.3270 -0.3812
 -0.4395
 -1.0512 -0.9015 -0.7784 -0.6742 -0.5826 -0.5010 -0.4293 -0.3694 -0.3215 -0.2851
 -0.2600 -0.2422 -0.2229 -0.1986 -0.1709 -0.1013 -0.0431 -0.0039  0.0135  0.0124
 -0.0034 -0.0302 -0.0650 -0.1045 -0.1459 -0.1886 -0.2328 -0.2784 -0.3262 -0.3770
 -0.4313
 -1.0626 -0.8973 -0.7622 -0.6523 -0.5607 -0.4811 -0.4100 -0.3469 -0.2928 -0.2477
 -0.2111 -0.1827 -0.1619 -0.1462 -0.1321 -0.0882 -0.0367  0.0002  0.0169  0.0160
  0.0006 -0.0262 -0.0617 -0.1028 -0.1464 -0.1907 -0.2357 -0.2814 -0.3281 -0.3765
 -0.4269
 -1.0982 -0.9116 -0.7605 -0.6376 -0.5391 -0.4587 -0.3896 -0.3282 -0.2734 -0.2255
 -0.1847 -0.1507 -0.1228 -0.1008 -0.0837 -0.0539 -0.0236  0.0075  0.0230  0.0221
  0.0072 -0.0192 -0.0550 -0.0975 -0.1435 -0.1904 -0.2373 -0.2842 -0.3312 -0.3787
 -0.4265
 -1.1629 -0.9492 -0.7781 -0.6386 -0.5261 -0.4373 -0.3664 -0.3064 -0.2538 -0.2067
 -0.1650 -0.1292 -0.0987 -0.0732 -0.0521 -0.0161  0.0048  0.0209  0.0320
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5633 -1.3518 -1.1740 -1.0321 -0.9047 -0.7928 -0.7050 -0.6259 -0.5528 -0.4868
 -0.4247 -0.3660 -0.3115 -0.2605 -0.2130 -0.1071 -0.0241  0.0376  0.0809
 -1.5175 -1.3781 -1.1842 -1.0220 -0.8904 -0.7767 -0.6878 -0.6082 -0.5356 -0.4707
 -0.4107 -0.3549 -0.3028 -0.2542 -0.2084 -0.1071 -0.0256  0.0332  0.0652  0.0699
 -1.4131 -1.3681 -1.2025 -1.0288 -0.8843 -0.7658 -0.6708 -0.5918 -0.5215 -0.4565
 -0.3990 -0.3458 -0.2964 -0.2502 -0.2066 -0.1094 -0.0311  0.0241  0.0528  0.0563
  0.0400
 -1.2660 -1.1878 -1.1762 -1.0406 -0.8893 -0.7623 -0.6596 -0.5773 -0.5073 -0.4435
 -0.3877 -0.3370 -0.2901 -0.2463 -0.2049 -0.1122 -0.0366  0.0162  0.0429  0.0459
  0.0308  0.0033
 -1.1554 -1.0274 -0.9776 -0.9854 -0.8934 -0.7655 -0.6549 -0.5658 -0.4938 -0.4318
 -0.3759 -0.3272 -0.2826 -0.2411 -0.2021 -0.1143 -0.0415  0.0095  0.0350  0.0378
  0.0237 -0.0024 -0.0363 -0.0749
 -1.1363 -0.9887 -0.8701 -0.7989 -0.7883 -0.7538 -0.6555 -0.5599 -0.4819 -0.4190
 -0.3639 -0.3159 -0.2733 -0.2341 -0.1973 -0.1146 -0.0453  0.0042  0.0289  0.0317
  0.0182 -0.0068 -0.0396 -0.0774 -0.1190 -0.1647 -0.2156 -0.2719 -0.3305 -0.3875
 -1.1277 -0.9736 -0.8420 -0.7336 -0.6550 -0.6145 -0.5986 -0.5514 -0.4754 -0.4068
 -0.3517 -0.3036 -0.2621 -0.2247 -0.1901 -0.1125 -0.0471  0.0004  0.0246  0.0275
  0.0145 -0.0098 -0.0422 -0.0794 -0.1200 -0.1638 -0.2116 -0.2635 -0.3195 -0.3783
 -0.4358
 -1.1297 -0.9663 -0.8291 -0.7130 -0.6153 -0.5378 -0.4832 -0.4510 -0.4292 -0.3919
 -0.3386 -0.2907 -0.2492 -0.2133 -0.1805 -0.1077 -0.0464 -0.0012  0.0223  0.0254
  0.0128 -0.0113 -0.0435 -0.0810 -0.1216 -0.1646 -0.2103 -0.2589 -0.3111 -0.3674
 -0.4266
 -1.1416 -0.9672 -0.8209 -0.7000 -0.5978 -0.5109 -0.4388 -0.3821 -0.3404 -0.3119
 -0.2905 -0.2649 -0.2318 -0.1983 -0.1674 -0.0994 -0.0422  0.0002  0.0226  0.0255
  0.0129 -0.0112 -0.0437 -0.0820 -0.1234 -0.1668 -0.2120 -0.2593 -0.3087 -0.3612
 -0.4175
 -1.1801 -0.9849 -0.8236 -0.6929 -0.5864 -0.4969 -0.4202 -0.3549 -0.3012 -0.2583
 -0.2252 -0.2009 -0.1825 -0.1647 -0.1450 -0.0889 -0.0360  0.0037  0.0250  0.0280
  0.0158 -0.0082 -0.0410 -0.0801 -0.1229 -0.1674 -0.2132 -0.2601 -0.3085 -0.3587
 -0.4111
 -1.2343 -1.0202 -0.8418 -0.6956 -0.5787 -0.4848 -0.4066 -0.3392 -0.2813 -0.2323
 -0.1918 -0.1591 -0.1333 -0.1135 -0.0981 -0.0654 -0.0262  0.0101  0.0301  0.0330
  0.0212 -0.0025 -0.0355 -0.0753 -0.1195 -0.1660 -0.2133 -0.2612 -0.3097 -0.3591
 -0.4090
 -1.3043 -1.0731 -0.8758 -0.7141 -0.5814 -0.4765 -0.3934 -0.3248 -0.2663 -0.2154
 -0.1718 -0.1351 -0.1048 -0.0799 -0.0267 -0.0289 -0.0128  0.0194  0.0379
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  i   
 -1.5173 -1.3081 -1.1402 -1.0095 -0.8837 -0.7767 -0.6878 -0.6116 -0.5396 -0.4759
 -0.4149 -0.3574 -0.3038 -0.2542 -0.2081 -0.1061 -0.0252  0.0366  0.0819
 -1.5515 -1.3399 -1.1498 -0.9954 -0.8710 -0.7613 -0.6712 -0.5949 -0.5227 -0.4598
 -0.4009 -0.3460 -0.2950 -0.2476 -0.2031 -0.1051 -0.0257  0.0335  0.0696  0.0805
 -1.3964 -1.3660 -1.1681 -1.0021 -0.8645 -0.7502 -0.6564 -0.5793 -0.5096 -0.4457
 -0.3891 -0.3368 -0.2884 -0.2432 -0.2008 -0.1067 -0.0300  0.0265  0.0595  0.0683
  0.0561
 -1.2642 -1.2882 -1.1877 -1.0199 -0.8674 -0.7457 -0.6456 -0.5649 -0.4961 -0.4326
 -0.3777 -0.3277 -0.2817 -0.2390 -0.1988 -0.1091 -0.0347  0.0200  0.0512  0.0591
  0.0476  0.0221
 -1.1696 -1.0669 -1.0782 -1.0202 -0.8796 -0.7466 -0.6391 -0.5529 -0.4827 -0.4213
