 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -6.5235 -6.1757 -5.9233 -5.7045 -5.5069 -5.3318 -5.1732 -5.0198 -4.8587 -4.6804
 -4.4789 -4.2544 -4.0205 -3.7967 -3.5888 -3.1260 -2.7154 -2.3579 -2.0721 -1.8466
 -6.2659 -5.8680 -5.5551 -5.3173 -5.1490 -5.0102 -4.8585 -4.6946 -4.5282 -4.3607
 -4.1828 -3.9868 -3.7738 -3.5638 -3.3701 -2.9521 -2.5954 -2.2837 -2.0287 -1.8289
 -1.6680
 -6.1349 -5.7350 -5.4038 -5.1301 -4.9054 -4.7226 -4.5802 -4.4562 -4.3073 -4.1329
 -3.9565 -3.7794 -3.5908 -3.3957 -3.2139 -2.8255 -2.5073 -2.2325 -2.0031 -1.8210
 -1.6739 -1.5493
 -6.0447 -5.6597 -5.3313 -5.0487 -4.8042 -4.5925 -4.4085 -4.2478 -4.1093 -3.9730
 -3.8103 -3.6356 -3.4598 -3.2806 -3.1070 -2.7397 -2.4469 -2.1992 -1.9904 -1.8223
 -1.6865 -1.5714 -1.4699 -1.3782
 -5.9603 -5.6007 -5.2861 -5.0076 -4.7585 -4.5344 -4.3327 -4.1506 -3.9843 -3.8317
 -3.6891 -3.5401 -3.3792 -3.2094 -3.0422 -2.6863 -2.4090 -2.1796 -1.9860 -1.8288
 -1.7023 -1.5957 -1.5018 -1.4165 -1.3378 -1.2650 -1.1978 -1.1349 -1.0778 -1.0406
 -5.8683 -5.5391 -5.2462 -4.9801 -4.7353 -4.5090 -4.2998 -4.1070 -3.9286 -3.7622
 -3.6061 -3.4586 -3.3159 -3.1670 -3.0121 -2.6589 -2.3882 -2.1698 -1.9868 -1.8372
 -1.7180 -1.6193 -1.5330 -1.4546 -1.3819 -1.3138 -1.2506 -1.1922 -1.1385 -1.0931
 -1.0676
 -5.7686 -5.4690 -5.2007 -4.9528 -4.7190 -4.4974 -4.2879 -4.0905 -3.9057 -3.7325
 -3.5691 -3.4150 -3.2698 -3.1294 -2.9901 -2.6556 -2.3813 -2.1675 -1.9911 -1.8460
 -1.7314 -1.6392 -1.5605 -1.4897 -1.4238 -1.3616 -1.3033 -1.2487 -1.1979 -1.1542
 -1.1202
 -5.6631 -5.3882 -5.1420 -4.9141 -4.6963 -4.4853 -4.2809 -4.0846 -3.8978 -3.7209
 -3.5538 -3.3960 -3.2466 -3.1048 -2.9689 -2.6546 -2.3842 -2.1692 -1.9960 -1.8533
 -1.7406 -1.6528 -1.5809 -1.5179 -1.4598 -1.4048 -1.3527 -1.3032 -1.2570 -1.2149
 -1.1795
 -5.5648 -5.3094 -5.0796 -4.8680 -4.6666 -4.4701 -4.2763 -4.0861 -3.9015 -3.7245
 -3.5557 -3.3956 -3.2438 -3.0998 -2.9632 -2.6560 -2.3936 -2.1776 -2.0046 -1.8631
 -1.7502 -1.6634 -1.5958 -1.5396 -1.4895 -1.4426 -1.3980 -1.3552 -1.3143 -1.2762
 -1.2410
 -5.4690 -5.2299 -5.0111 -4.8113 -4.6230 -4.4412 -4.2612 -4.0821 -3.9049 -3.7315
 -3.5638 -3.4032 -3.2502 -3.1047 -2.9668 -2.6589 -2.4014 -2.1871 -2.0131 -1.8722
 -1.7590 -1.6715 -1.6052 -1.5535 -1.5103 -1.4715 -1.4352 -1.4002 -1.3663 -1.3340
 -1.3037
 -5.3750 -5.1480 -4.9391 -4.7464 -4.5668 -4.3959 -4.2293 -4.0636 -3.8981 -3.7333
 -3.5710 -3.4129 -3.2613 -3.1140 -2.9797 -2.6633 -2.4076 -2.1977 -2.0215
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = BX   
 -7.1241 -6.7695 -6.4741 -6.2243 -6.0058 -5.8011 -5.5942 -5.3757 -5.1494 -4.9143
 -4.6677 -4.4151 -4.1681 -3.9411 -3.7335 -3.2744 -2.8633 -2.4959 -2.1687
 -6.7333 -6.3521 -6.0301 -5.7635 -5.5403 -5.3440 -5.1579 -4.9691 -4.7754 -4.5733
 -4.3577 -4.1285 -3.8971 -3.6804 -3.4836 -3.0618 -2.7018 -2.3796 -2.0996 -1.8713
 -6.3441 -5.9654 -5.6774 -5.4297 -5.2047 -5.0060 -4.8264 -4.6540 -4.4816 -4.3047
 -4.1179 -3.9158 -3.7021 -3.4948 -3.3054 -2.9082 -2.5836 -2.3009 -2.0534 -1.8474
 -1.6799
 -6.1824 -5.7486 -5.4019 -5.1311 -4.9265 -4.7686 -4.6098 -4.4405 -4.2711 -4.1037
 -3.9344 -3.7573 -3.5659 -3.3696 -3.1860 -2.8039 -2.5022 -2.2469 -2.0247 -1.8368
 -1.6826 -1.5533
 -6.1404 -5.6892 -5.3180 -5.0155 -4.7687 -4.5708 -4.4142 -4.2803 -4.1458 -3.9844
 -3.8131 -3.6431 -3.4705 -3.2890 -3.1113 -2.7375 -2.4493 -2.2123 -2.0089 -1.8355
 -1.6922 -1.5721 -1.4678 -1.3745
 -6.1503 -5.6935 -5.3128 -4.9962 -4.7311 -4.5078 -4.3174 -4.1522 -4.0080 -3.8803
 -3.7421 -3.5803 -3.4099 -3.2388 -3.0686 -2.6989 -2.4173 -2.1916 -2.0015 -1.8398
 -1.7056 -1.5937 -1.4969 -1.4101 -1.3308 -1.2586 -1.1915 -1.1277 -1.0704 -1.0350
 -6.1782 -5.7252 -5.3421 -5.0189 -4.7433 -4.5047 -4.2962 -4.1118 -3.9459 -3.7936
 -3.6537 -3.5203 -3.3759 -3.2154 -3.0495 -2.6810 -2.4003 -2.1806 -1.9992 -1.8463
 -1.7198 -1.6152 -1.5257 -1.4458 -1.3724 -1.3044 -1.2417 -1.1838 -1.1301 -1.0843
 -1.0588
 -6.1994 -5.7611 -5.3844 -5.0608 -4.7798 -4.5323 -4.3118 -4.1131 -3.9326 -3.7666
 -3.6111 -3.4649 -3.3282 -3.1913 -3.0445 -2.6802 -2.3946 -2.1766 -2.0002 -1.8533
 -1.7323 -1.6339 -1.5515 -1.4789 -1.4123 -1.3502 -1.2925 -1.2386 -1.1885 -1.1451
 -1.1108
 -6.1935 -5.7799 -5.4189 -5.1028 -4.8230 -4.5718 -4.3437 -4.1353 -3.9439 -3.7670
 -3.6018 -3.4463 -3.2996 -3.1609 -3.0260 -2.6902 -2.3972 -2.1760 -2.0017 -1.8586
 -1.7413 -1.6473 -1.5710 -1.5058 -1.4468 -1.3918 -1.3401 -1.2914 -1.2462 -1.2058
 -1.1701
 -6.1710 -5.7868 -5.4453 -5.1420 -4.8693 -4.6198 -4.3891 -4.1749 -3.9758 -3.7906
 -3.6175 -3.4550 -3.3013 -3.1560 -3.0180 -2.6997 -2.4147 -2.1844 -2.0081 -1.8662
 -1.7504 -1.6582 -1.5859 -1.5270 -1.4756 -1.4284 -1.3841 -1.3419 -1.3021 -1.2651
 -1.2311
 -6.1313 -5.7737 -5.4528 -5.1650 -4.9035 -4.6615 -4.4341 -4.2192 -4.0163 -3.8255
 -3.6465 -3.4782 -3.3194 -3.1687 -3.0262 -2.7061 -2.4310 -2.1994 -2.0172 -1.8742
 -1.7588 -1.6667 -1.5957 -1.5408 -1.4959 -1.4565 -1.4203 -1.3858 -1.3528 -1.3215
 -1.2924
 -6.0804 -5.7458 -5.4433 -5.1697 -4.9200 -4.6876 -4.4682 -4.2583 -4.0570 -3.8647
 -3.6822 -3.5099 -3.3448 -3.1898 -3.0506 -2.7094 -2.4461 -2.2210 -2.0290
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = BX   
 -7.4553 -7.1868 -6.9330 -6.6830 -6.4264 -6.1451 -5.8218 -5.4625 -5.1302 -4.8289
 -4.5498 -4.2881 -4.0445 -3.8251 -3.6279 -3.2075 -2.8457 -2.5134 -2.2105
 -7.0190 -6.7118 -6.4310 -6.1688 -5.9162 -5.6602 -5.3811 -5.0882 -4.8113 -4.5520
 -4.3030 -4.0605 -3.8293 -3.6166 -3.4250 -3.0237 -2.6928 -2.4010 -2.1377 -1.9072
 -6.7141 -6.3700 -6.0595 -5.7802 -5.5260 -5.2874 -5.0475 -4.8017 -4.5654 -4.3404
 -4.1208 -3.9010 -3.6828 -3.4763 -3.2883 -2.8979 -2.5869 -2.3217 -2.0865 -1.8787
 -1.7025
 -6.4327 -6.0663 -5.7660 -5.4954 -5.2417 -5.0092 -4.7921 -4.5791 -4.3728 -4.1749
 -3.9812 -3.7857 -3.5849 -3.3864 -3.2013 -2.8160 -2.5164 -2.2682 -2.0529 -1.8631
 -1.7004 -1.5634
 -6.3297 -5.8862 -5.5181 -5.2180 -4.9796 -4.7891 -4.6089 -4.4215 -4.2334 -4.0509
 -3.8738 -3.6981 -3.5172 -3.3309 -3.1497 -2.7656 -2.4714 -2.2339 -2.0322 -1.8565
 -1.7051 -1.5772 -1.4679 -1.3717
 -6.3471 -5.8561 -5.4429 -5.1023 -4.8259 -4.6014 -4.4176 -4.2648 -4.1280 -3.9756
 -3.8074 -3.6371 -3.4685 -3.2967 -3.1225 -2.7380 -2.4444 -2.2131 -2.0206 -1.8557
 -1.7140 -1.5943 -1.4923 -1.4028 -1.3222 -1.2487 -1.1815 -1.1181 -1.0611 -1.0252
 -6.4398 -5.9121 -5.4669 -5.0977 -4.7938 -4.5428 -4.3337 -4.1565 -4.0036 -3.8708
 -3.7457 -3.6038 -3.4428 -3.2768 -3.1111 -2.7275 -2.4306 -2.2016 -2.0150 -1.8580
 -1.7245 -1.6121 -1.5172 -1.4344 -1.3599 -1.2917 -1.2295 -1.1722 -1.1188 -1.0727
 -1.0465
 -6.5776 -6.0216 -5.5489 -5.1550 -4.8284 -4.5564 -4.3270 -4.1309 -3.9595 -3.8065
 -3.6670 -3.5385 -3.4108 -3.2676 -3.1110 -2.7308 -2.4274 -2.1970 -2.0136 -1.8619
 -1.7347 -1.6285 -1.5400 -1.4641 -1.3964 -1.3342 -1.2770 -1.2243 -1.1761 -1.1325
 -1.0973
 -6.7127 -6.1482 -5.6590 -5.2461 -4.9005 -4.6102 -4.3624 -4.1481 -3.9598 -3.7915
 -3.6377 -3.4947 -3.3605 -3.2321 -3.1000 -2.7429 -2.4312 -2.1959 -2.0131 -1.8647
 -1.7420 -1.6408 -1.5579 -1.4887 -1.4281 -1.3728 -1.3218 -1.2743 -1.2306 -1.1914
 -1.1566
 -6.8194 -6.2728 -5.7832 -5.3626 -5.0034 -4.6969 -4.4328 -4.2020 -3.9974 -3.8136
 -3.6464 -3.4919 -3.3471 -3.2103 -3.0798 -2.7594 -2.4501 -2.2045 -2.0186 -1.8708
 -1.7502 -1.6519 -1.5728 -1.5090 -1.4552 -1.4073 -1.3635 -1.3224 -1.2841 -1.2488
 -1.2172
 -6.8725 -6.3600 -5.8905 -5.4766 -5.1143 -4.7991 -4.5228 -4.2780 -4.0589 -3.8609
 -3.6804 -3.5143 -3.3598 -3.2148 -3.0776 -2.7644 -2.4750 -2.2221 -2.0282 -1.8783
 -1.7579 -1.6606 -1.5835 -1.5232 -1.4751 -1.4343 -1.3981 -1.3643 -1.3326 -1.3030
 -1.2758
 -6.8770 -6.4027 -5.9652 -5.5695 -5.2159 -4.9012 -4.6198 -4.3659 -4.1357 -3.9258
 -3.7336 -3.5565 -3.3924 -3.2392 -3.0934 -2.7579 -2.5059 -2.2487 -2.0419
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = BX   
 -7.6686 -7.4463 -7.2263 -6.9964 -6.7435 -6.4367 -6.0460 -5.5826 -5.1639 -4.8122
 -4.5109 -4.2443 -4.0042 -3.7878 -3.5941 -3.1848 -2.8400 -2.5259 -2.2336
 -7.2023 -6.9486 -6.7056 -6.4646 -6.2142 -5.9355 -5.5985 -5.2239 -4.8753 -4.5693
 -4.2960 -4.0458 -3.8148 -3.6043 -3.4144 -3.0184 -2.6961 -2.4130 -2.1593 -1.9310
 -6.8658 -6.5746 -6.3036 -6.0466 -5.7968 -5.5420 -5.2590 -4.9511 -4.6561 -4.3876
 -4.1413 -3.9095 -3.6890 -3.4833 -3.2958 -2.9061 -2.5977 -2.3366 -2.1059 -1.8996
 -1.7199
 -6.6211 -6.3065 -6.0109 -5.7350 -5.4773 -5.2331 -4.9889 -4.7315 -4.4794 -4.2439
 -4.0236 -3.8125 -3.6060 -3.4070 -3.2216 -2.8335 -2.5323 -2.2843 -2.0700 -1.8807
 -1.7148 -1.5732
 -6.4811 -6.0871 -5.7270 -5.4608 -5.2270 -5.0003 -4.7777 -4.5553 -4.3358 -4.1269
 -3.9293 -3.7387 -3.5492 -3.3602 -3.1783 -2.7895 -2.4904 -2.2504 -2.0473 -1.8708
 -1.7165 -1.5841 -1.4710 -1.3722
 -6.4491 -5.9689 -5.5723 -5.2440 -4.9746 -4.7540 -4.5726 -4.4051 -4.2272 -4.0410
 -3.8578 -3.6809 -3.5071 -3.3316 -3.1560 -2.7660 -2.4653 -2.2294 -2.0340 -1.8670
 -1.7225 -1.5984 -1.4925 -1.4004 -1.3184 -1.2444 -1.1763 -1.1124 -1.0556 -1.0195
 -6.5218 -6.0018 -5.5572 -5.1846 -4.8770 -4.6234 -4.4126 -4.2348 -4.0838 -3.9488
 -3.8063 -3.6461 -3.4791 -3.3134 -3.1472 -2.7583 -2.4529 -2.2177 -2.0272 -1.8671
 -1.7305 -1.6138 -1.5147 -1.4293 -1.3535 -1.2848 -1.2224 -1.1652 -1.1116 -1.0657
 -1.0389
 -6.6844 -6.1155 -5.6277 -5.2186 -4.8791 -4.5985 -4.3650 -4.1678 -3.9978 -3.8484
 -3.7152 -3.5906 -3.4569 -3.3056 -3.1464 -2.7633 -2.4510 -2.2131 -2.0250 -1.8694
 -1.7388 -1.6285 -1.5357 -1.4568 -1.3875 -1.3249 -1.2677 -1.2155 -1.1677 -1.1244
 -1.0889
 -6.8827 -6.2775 -5.7532 -5.3098 -4.9410 -4.6351 -4.3793 -4.1625 -3.9758 -3.8115
 -3.6635 -3.5273 -3.4000 -3.2750 -3.1407 -2.7758 -2.4563 -2.2126 -2.0241 -1.8714
 -1.7450 -1.6397 -1.5525 -1.4798 -1.4173 -1.3615 -1.3106 -1.2636 -1.2205 -1.1817
 -1.1477
 -7.0729 -6.4655 -5.9183 -5.4496 -5.0539 -4.7229 -4.4447 -4.2073 -4.0019 -3.8211
 -3.6590 -3.5107 -3.3724 -3.2417 -3.1163 -2.7945 -2.4756 -2.2223 -2.0298 -1.8773
 -1.7527 -1.6504 -1.5671 -1.4995 -1.4434 -1.3945 -1.3505 -1.3098 -1.2723 -1.2380
 -1.2073
 -7.2038 -6.6192 -6.0831 -5.6049 -5.1935 -4.8426 -4.5437 -4.2865 -4.0623 -3.8640
 -3.6863 -3.5249 -3.3759 -3.2365 -3.1046 -2.7991 -2.5029 -2.2406 -2.0402 -1.8849
 -1.7603 -1.6593 -1.5782 -1.5139 -1.4629 -1.4206 -1.3839 -1.3504 -1.3193 -1.2906
 -1.2645
 -7.2680 -6.7227 -6.2124 -5.7474 -5.3362 -4.9764 -4.6634 -4.3896 -4.1483 -3.9334
 -3.7402 -3.5648 -3.4039 -3.2550 -3.1056 -2.7896 -2.5382 -2.2675 -2.0553
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = BX   
 -7.8907 -7.7090 -7.5243 -7.3232 -7.0927 -6.7799 -6.3313 -5.7563 -5.2319 -4.8180
 -4.4923 -4.2186 -3.9795 -3.7664 -3.5756 -3.1735 -2.8406 -2.5399 -2.2599
 -7.4005 -7.1942 -6.9913 -6.7818 -6.5500 -6.2660 -5.8822 -5.4160 -4.9754 -4.6081
 -4.3052 -4.0456 -3.8143 -3.6058 -3.4175 -3.0245 -2.7071 -2.4315 -2.1830 -1.9578
 -7.0246 -6.7885 -6.5622 -6.3392 -6.1090 -5.8527 -5.5346 -5.1555 -4.7834 -4.4558
 -4.1754 -3.9291 -3.7059 -3.5012 -3.3146 -2.9246 -2.6163 -2.3567 -2.1282 -1.9234
 -1.7416
 -6.7717 -6.4951 -6.2375 -5.9930 -5.7551 -5.5139 -5.2478 -4.9384 -4.6241 -4.3352
 -4.0786 -3.8480 -3.6348 -3.4354 -3.2504 -2.8600 -2.5556 -2.3059 -2.0908 -1.9011
 -1.7331 -1.5871
 -6.5727 -6.2579 -5.9875 -5.7330 -5.4858 -5.2455 -5.0070 -4.7502 -4.4846 -4.2316
 -3.9998 -3.7870 -3.5867 -3.3949 -3.2130 -2.8208 -2.5163 -2.2724 -2.0665 -1.8880
 -1.7313 -1.5947 -1.4771 -1.3750
 -6.5125 -6.0952 -5.7449 -5.4552 -5.2140 -5.0040 -4.8009 -4.5874 -4.3625 -4.1408
 -3.9319 -3.7368 -3.5511 -3.3702 -3.1936 -2.8002 -2.4925 -2.2511 -2.0517 -1.8814
 -1.7340 -1.6058 -1.4954 -1.3998 -1.3156 -1.2407 -1.1716 -1.1062 -1.0496 -1.0134
 -6.5734 -6.0868 -5.6674 -5.3134 -5.0189 -4.7727 -4.5651 -4.3870 -4.2231 -4.0553
 -3.8770 -3.6973 -3.5233 -3.3539 -3.1858 -2.7941 -2.4810 -2.2389 -2.0436 -1.8794
 -1.7392 -1.6184 -1.5147 -1.4256 -1.3475 -1.2777 -1.2151 -1.1575 -1.1036 -1.0579
 -1.0309
 -6.7278 -6.1801 -5.7051 -5.3012 -4.9638 -4.6832 -4.4484 -4.2487 -4.0755 -3.9244
 -3.7888 -3.6532 -3.5037 -3.3446 -3.1848 -2.8000 -2.4801 -2.2344 -2.0405 -1.8803
 -1.7455 -1.6309 -1.5334 -1.4505 -1.3787 -1.3150 -1.2577 -1.2056 -1.1575 -1.1149
 -1.0795
 -6.9572 -6.3497 -5.8224 -5.3726 -4.9958 -4.6826 -4.4220 -4.2026 -4.0149 -3.8508
 -3.7048 -3.5728 -3.4489 -3.3218 -3.1818 -2.8128 -2.4867 -2.2345 -2.0394 -1.8815
 -1.7504 -1.6406 -1.5486 -1.4716 -1.4063 -1.3491 -1.2979 -1.2513 -1.2089 -1.1708
 -1.1374
 -7.2213 -6.5831 -6.0096 -5.5169 -5.1009 -4.7543 -4.4659 -4.2236 -4.0172 -3.8383
 -3.6798 -3.5364 -3.4037 -3.2789 -3.1576 -2.8326 -2.5071 -2.2456 -2.0456 -1.8873
 -1.7578 -1.6508 -1.5627 -1.4905 -1.4310 -1.3803 -1.3358 -1.2954 -1.2585 -1.2252
 -1.1955
 -7.4442 -6.8086 -6.2257 -5.7024 -5.2550 -4.8771 -4.5601 -4.2930 -4.0650 -3.8675
 -3.6934 -3.5372 -3.3942 -3.2609 -3.1348 -2.8375 -2.5355 -2.2651 -2.0570 -1.8953
 -1.7655 -1.6597 -1.5739 -1.5051 -1.4502 -1.4055 -1.3677 -1.3341 -1.3036 -1.2758
 -1.2509
 -7.5895 -6.9828 -6.4138 -5.8946 -5.4316 -5.0327 -4.6916 -4.4006 -4.1503 -3.9326
 -3.7405 -3.5688 -3.4131 -3.2699 -3.1134 -2.8275 -2.5719 -2.2930 -2.0736
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
 -8.1174 -7.9672 -7.8129 -7.6400 -7.4401 -7.1358 -6.6462 -5.9719 -5.3374 -4.8518
 -4.4899 -4.2029 -3.9608 -3.7489 -3.5592 -3.1631 -2.8394 -2.5513 -2.2835
 -7.6051 -7.4364 -7.2691 -7.0923 -6.8868 -6.6140 -6.2058 -5.6555 -5.1115 -4.6697
 -4.3282 -4.0527 -3.8174 -3.6092 -3.4219 -3.0307 -2.7173 -2.4475 -2.2051 -1.9842
 -7.1937 -7.0023 -6.8169 -6.6304 -6.4295 -6.1871 -5.8527 -5.4083 -4.9462 -4.5448
 -4.2204 -3.9540 -3.7243 -3.5191 -3.3329 -2.9422 -2.6338 -2.3760 -2.1497 -1.9474
 -1.7660
 -6.8939 -6.6700 -6.4583 -6.2533 -6.0466 -5.8229 -5.5493 -5.1928 -4.8056 -4.4475
 -4.1434 -3.8871 -3.6638 -3.4622 -3.2773 -2.8849 -2.5777 -2.3270 -2.1116 -1.9222
 -1.7539 -1.6050
 -6.7063 -6.4422 -6.1967 -5.9655 -5.7422 -5.5192 -5.2812 -4.9950 -4.6737 -4.3608
 -4.0815 -3.8388 -3.6237 -3.4273 -3.2448 -2.8502 -2.5409 -2.2940 -2.0863 -1.9065
 -1.7486 -1.6092 -1.4873 -1.3807
 -6.5764 -6.2318 -5.9512 -5.7151 -5.4955 -5.2752 -5.0511 -4.8116 -4.5457 -4.2762
 -4.0250 -3.7993 -3.5953 -3.4064 -3.2281 -2.8325 -2.5187 -2.2727 -2.0704 -1.8976
 -1.7481 -1.6170 -1.5023 -1.4025 -1.3148 -1.2372 -1.1671 -1.0998 -1.0428 -1.0062
 -6.5997 -6.1635 -5.7908 -5.4798 -5.2201 -4.9994 -4.8049 -4.6165 -4.4114 -4.1900
 -3.9698 -3.7634 -3.5725 -3.3935 -3.2217 -2.8283 -2.5088 -2.2606 -2.0613 -1.8939
 -1.7507 -1.6266 -1.5188 -1.4251 -1.3437 -1.2718 -1.2081 -1.1495 -1.0944 -1.0486
 -1.0214
 -6.7262 -6.2208 -5.7801 -5.4030 -5.0860 -4.8193 -4.5920 -4.3941 -4.2172 -4.0537
 -3.8928 -3.7252 -3.5532 -3.3847 -3.2217 -2.8355 -2.5097 -2.2566 -2.0577 -1.8937
 -1.7552 -1.6368 -1.5350 -1.4475 -1.3720 -1.3061 -1.2477 -1.1954 -1.1475 -1.1038
 -1.0683
 -6.9440 -6.3714 -5.8691 -5.4364 -5.0697 -4.7621 -4.5040 -4.2842 -4.0930 -3.9240
 -3.7740 -3.6388 -3.5079 -3.3693 -3.2208 -2.8485 -2.5180 -2.2580 -2.0566 -1.8942
 -1.7589 -1.6450 -1.5486 -1.4668 -1.3974 -1.3376 -1.2852 -1.2383 -1.1961 -1.1583
 -1.1250
 -7.2496 -6.6152 -6.0522 -5.5643 -5.1490 -4.8008 -4.5098 -4.2653 -4.0573 -3.8769
 -3.7177 -3.5750 -3.4451 -3.3233 -3.2018 -2.8694 -2.5399 -2.2709 -2.0637 -1.8999
 -1.7659 -1.6546 -1.5619 -1.4848 -1.4207 -1.3669 -1.3207 -1.2799 -1.2432 -1.2105
 -1.1816
 -7.5571 -6.8986 -6.2967 -5.7606 -5.2998 -4.9100 -4.5841 -4.3112 -4.0806 -3.8830
 -3.7106 -3.5575 -3.4185 -3.2901 -3.1692 -2.8769 -2.5696 -2.2925 -2.0767 -1.9088
 -1.7739 -1.6635 -1.5731 -1.4994 -1.4397 -1.3911 -1.3511 -1.3166 -1.2862 -1.2590
 -1.2347
 -7.7954 -7.1500 -6.5440 -5.9908 -5.4971 -5.0730 -4.7133 -4.4102 -4.1537 -3.9343
 -3.7438 -3.5758 -3.4251 -3.2874 -3.1230 -2.8710 -2.6071 -2.3228 -2.0956
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
 -8.3594 -8.2306 -8.0969 -7.9442 -7.7444 -7.4379 -6.9221 -6.1816 -5.4724 -4.9211
 -4.5257 -4.2265 -3.9826 -3.7712 -3.5845 -3.1905 -2.8685 -2.5844 -2.3207
 -7.8304 -7.6874 -7.5457 -7.3942 -7.2096 -6.9474 -6.5205 -5.9042 -5.2743 -4.7627
 -4.3839 -4.0935 -3.8552 -3.6483 -3.4629 -3.0727 -2.7574 -2.4861 -2.2432 -2.0211
 -7.3889 -7.2284 -7.0734 -6.9167 -6.7422 -6.5170 -6.1763 -5.6801 -5.1359 -4.6612
 -4.2932 -4.0072 -3.7719 -3.5673 -3.3831 -2.9928 -2.6804 -2.4181 -2.1882 -1.9826
 -1.7983
