 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F160W
  0.9354  0.9568  1.0115  1.0178  0.9903  0.9832  0.9929  0.9962  0.9868  0.9773
  0.9595  0.9311  0.8955  0.8557  0.8128  0.7004  0.5506  0.3798  0.2563
  0.9771  0.9463  0.9285  0.9357  0.9669  0.9861  0.9840  0.9747  0.9651  0.9517
  0.9306  0.9020  0.8677  0.8289  0.7864  0.6677  0.5376  0.4016  0.2642  0.1274
  0.9793  0.9445  0.9156  0.8961  0.8909  0.9111  0.9423  0.9546  0.9486  0.9322
  0.9105  0.8816  0.8469  0.8077  0.7649  0.6472  0.5207  0.3891  0.2551  0.1217
 -0.0103
  0.9777  0.9457  0.9140  0.8867  0.8661  0.8541  0.8570  0.8797  0.9016  0.9047
  0.8889  0.8615  0.8272  0.7880  0.7450  0.6275  0.5036  0.3761  0.2463  0.1158
 -0.0133 -0.1408
  0.9647  0.9416  0.9129  0.8839  0.8577  0.8362  0.8201  0.8123  0.8199  0.8335
  0.8404  0.8298  0.8040  0.7680  0.7259  0.6089  0.4864  0.3628  0.2374  0.1100
 -0.0167 -0.1417 -0.2648 -0.3861
  0.9386  0.9250  0.9049  0.8793  0.8524  0.8271  0.8048  0.7860  0.7720  0.7655
  0.7657  0.7658  0.7562  0.7341  0.7013  0.5908  0.4695  0.3486  0.2272  0.1039
 -0.0201 -0.1431 -0.2641 -0.3832 -0.5011 -0.6173 -0.7313 -0.8427 -0.9512 -1.0565
  0.8994  0.8948  0.8855  0.8661  0.8434  0.8186  0.7939  0.7711  0.7503  0.7327
  0.7179  0.7056  0.6947  0.6802  0.6578  0.5687  0.4526  0.3334  0.2155  0.0967
 -0.0241 -0.1448 -0.2640 -0.3812 -0.4963 -0.6093 -0.7204 -0.8300 -0.9384 -1.0450
 -1.1473
  0.8474  0.8511  0.8503  0.8400  0.8239  0.8038  0.7810  0.7573  0.7342  0.7125
  0.6917  0.6714  0.6512  0.6311  0.6096  0.5358  0.4333  0.3181  0.2028  0.0877
 -0.0290 -0.1470 -0.2644 -0.3799 -0.4932 -0.6045 -0.7138 -0.8214 -0.9273 -1.0319
 -1.1352
  0.7828  0.7942  0.7998  0.7986  0.7897  0.7764  0.7590  0.7385  0.7160  0.6933
  0.6709  0.6481  0.6240  0.5987  0.5726  0.5001  0.4083  0.3011  0.1881  0.0758
 -0.0372 -0.1520 -0.2672 -0.3814 -0.4935 -0.6033 -0.7111 -0.8170 -0.9212 -1.0238
 -1.1248
  0.7056  0.7243  0.7358  0.7408  0.7400  0.7339  0.7232  0.7087  0.6906  0.6701
  0.6484  0.6258  0.6018  0.5757  0.5477  0.4706  0.3839  0.2835  0.1751  0.0650
 -0.0451 -0.1562 -0.2683 -0.3806 -0.4913 -0.5999 -0.7061 -0.8102 -0.9124 -1.0129
 -1.1137
  0.6178  0.6417  0.6589  0.6699  0.6754  0.6760  0.6720  0.6639  0.6520  0.6368
  0.6188  0.5986  0.5767  0.5525  0.5256  0.4481  0.3612  0.2665  0.1629  0.0549
 -0.0535 -0.1620 -0.2711 -0.3807 -0.4897 -0.5971 -0.7023 -0.8051 -0.9056 -1.0043
 -1.1014
  0.5264  0.5475  0.5664  0.5823  0.5946  0.6026  0.6060  0.6046  0.5989  0.5896
