 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
  0.5845  0.5891  0.5989  0.6066  0.6169  0.6295  0.6770  0.6764  0.6660  0.6440
  0.6115  0.5873  0.5386  0.4885  0.4369  0.3045  0.1667  0.0306 -0.1030
  0.5822  0.5637  0.5646  0.5829  0.6118  0.6310  0.6375  0.6352  0.6257  0.6090
  0.5822  0.5451  0.5010  0.4536  0.4047  0.2789  0.1490  0.0166 -0.1147 -0.2433
  0.5484  0.5391  0.5298  0.5250  0.5290  0.5462  0.5717  0.5870  0.5857  0.5708
  0.5477  0.5160  0.4750  0.4286  0.3803  0.2570  0.1310  0.0019 -0.1270 -0.2533
 -0.3763
  0.5189  0.5139  0.5057  0.4965  0.4894  0.4875  0.4925  0.5050  0.5186  0.5203
  0.5065  0.4819  0.4472  0.4040  0.3570  0.2355  0.1130 -0.0119 -0.1381 -0.2625
 -0.3835 -0.5014
  0.4785  0.4803  0.4772  0.4702  0.4613  0.4529  0.4475  0.4457  0.4465  0.4484
  0.4457  0.4322  0.4086  0.3747  0.3328  0.2150  0.0951 -0.0255 -0.1483 -0.2708
 -0.3904 -0.5066 -0.6197 -0.7298
  0.4261  0.4354  0.4393  0.4379  0.4320  0.4232  0.4139  0.4061  0.3996  0.3932
  0.3852  0.3739  0.3573  0.3325  0.2997  0.1944  0.0776 -0.0395 -0.1582 -0.2782
 -0.3966 -0.5119 -0.6237 -0.7325 -0.8390 -0.9434 -1.0459 -1.1465 -1.2452 -1.3422
  0.3636  0.3788  0.3901  0.3958  0.3956  0.3904  0.3818  0.3719  0.3622  0.3525
  0.3415  0.3273  0.3095  0.2877  0.2604  0.1698  0.0605 -0.0533 -0.1683 -0.2850
 -0.4019 -0.5166 -0.6279 -0.7358 -0.8406 -0.9424 -1.0420 -1.1403 -1.2382 -1.3355
 -1.4301
  0.2916  0.3122  0.3295  0.3423  0.3491  0.3496  0.3452  0.3369  0.3266  0.3157
  0.3040  0.2901  0.2724  0.2507  0.2247  0.1428  0.0424 -0.0669 -0.1784 -0.2918
 -0.4063 -0.5202 -0.6314 -0.7391 -0.8433 -0.9446 -1.0430 -1.1393 -1.2343 -1.3288
 -1.4233
  0.2122  0.2374  0.2589  0.2771  0.2908  0.2985  0.3001  0.2963  0.2885  0.2783
  0.2668  0.2538  0.2382  0.2188  0.1946  0.1171  0.0231 -0.0812 -0.1898 -0.3003
 -0.4121 -0.5246 -0.6357 -0.7438 -0.8483 -0.9494 -1.0475 -1.1434 -1.2374 -1.3295
 -1.4199
  0.1256  0.1544  0.1802  0.2026  0.2214  0.2356  0.2442  0.2468  0.2441  0.2372
  0.2275  0.2159  0.2024  0.1862  0.1661  0.0951  0.0063 -0.0933 -0.1989 -0.3069
 -0.4160 -0.5261 -0.6360 -0.7442 -0.8493 -0.9508 -1.0490 -1.1442 -1.2394 -1.3300
