 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  R   
 -2.9592 -2.8222 -2.7271 -2.5864 -2.3974 -2.2320 -2.1396 -2.0908 -2.0355 -1.9545
 -1.8598 -1.7554 -1.6508 -1.5550 -1.4647 -1.2744 -1.1375 -1.0490 -0.9867
 -2.8093 -2.5980 -2.4329 -2.2902 -2.1693 -2.0720 -1.9945 -1.9297 -1.8700 -1.8100
 -1.7455 -1.6726 -1.5900 -1.5041 -1.4228 -1.2542 -1.1348 -1.0580 -1.0088 -0.9811
 -2.7071 -2.4586 -2.2547 -2.1021 -2.0012 -1.9288 -1.8631 -1.8023 -1.7485 -1.7007
 -1.6526 -1.6001 -1.5370 -1.4639 -1.3916 -1.2406 -1.1345 -1.0670 -1.0267 -1.0030
 -0.9900
 -2.6526 -2.4040 -2.1925 -2.0221 -1.8931 -1.8024 -1.7454 -1.7086 -1.6710 -1.6266
 -1.5811 -1.5379 -1.4918 -1.4344 -1.3711 -1.2336 -1.1366 -1.0760 -1.0405 -1.0195
 -1.0075 -1.0021
 -2.6034 -2.3695 -2.1664 -1.9968 -1.8604 -1.7554 -1.6788 -1.6250 -1.5886 -1.5602
 -1.5266 -1.4869 -1.4485 -1.4055 -1.3535 -1.2289 -1.1383 -1.0824 -1.0517 -1.0341
 -1.0240 -1.0193 -1.0189 -1.0221
 -2.5360 -2.3255 -2.1404 -1.9821 -1.8492 -1.7400 -1.6535 -1.5877 -1.5382 -1.4996
 -1.4675 -1.4360 -1.4026 -1.3697 -1.3300 -1.2225 -1.1376 -1.0845 -1.0580 -1.0451
 -1.0383 -1.0356 -1.0362 -1.0397 -1.0456 -1.0542 -1.0661 -1.0850 -1.1125 -1.1438
 -2.4442 -2.2600 -2.0976 -1.9570 -1.8355 -1.7309 -1.6420 -1.5686 -1.5107 -1.4647
 -1.4261 -1.3914 -1.3581 -1.3286 -1.2976 -1.2097 -1.1329 -1.0820 -1.0579 -1.0501
 -1.0484 -1.0493 -1.0524 -1.0573 -1.0638 -1.0720 -1.0826 -1.0960 -1.1166 -1.1468
 -1.1816
 -2.3338 -2.1744 -2.0344 -1.9132 -1.8075 -1.7137 -1.6297 -1.5552 -1.4917 -1.4398
 -1.3972 -1.3600 -1.3257 -1.2934 -1.2651 -1.1894 -1.1231 -1.0752 -1.0519 -1.0476
 -1.0516 -1.0580 -1.0652 -1.0731 -1.0818 -1.0911 -1.1016 -1.1140 -1.1296 -1.1513
 -1.1841
 -2.2093 -2.0738 -1.9540 -1.8505 -1.7607 -1.6801 -1.6059 -1.5368 -1.4735 -1.4182
 -1.3718 -1.3329 -1.2984 -1.2662 -1.2375 -1.1674 -1.1084 -1.0650 -1.0420 -1.0388
 -1.0472 -1.0596 -1.0726 -1.0852 -1.0975 -1.1095 -1.1216 -1.1343 -1.1486 -1.1660
 -1.1897
 -2.0813 -1.9684 -1.8662 -1.7771 -1.7007 -1.6328 -1.5697 -1.5093 -1.4514 -1.3972
 -1.3487 -1.3075 -1.2725 -1.2417 -1.2136 -1.1485 -1.0933 -1.0537 -1.0312 -1.0268
 -1.0364 -1.0531 -1.0720 -1.0906 -1.1080 -1.1242 -1.1397 -1.1546 -1.1697 -1.1859
 -1.2033
 -1.9526 -1.8603 -1.7745 -1.6980 -1.6317 -1.5738 -1.5208 -1.4699 -1.4198 -1.3709
 -1.3244 -1.2822 -1.2460 -1.2154 -1.1890 -1.1307 -1.0790 -1.0418 -1.0205 -1.0149
 -1.0233 -1.0412 -1.0639 -1.0881 -1.1115 -1.1332 -1.1535 -1.1722 -1.1900 -1.2076
 -1.2260
 -1.8231 -1.7495 -1.6825 -1.6173 -1.5596 -1.5089 -1.4632 -1.4205 -1.3785 -1.3368
 -1.2954 -1.2557 -1.2194 -1.1882 -1.1637 -1.1140 -1.0655 -1.0293 -1.0099
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  R   
 -3.3916 -3.2226 -3.0529 -2.8842 -2.7218 -2.5634 -2.4051 -2.2459 -2.0947 -1.9613
 -1.8420 -1.7317 -1.6277 -1.5318 -1.4364 -1.2581 -1.1280 -1.0411 -0.9883
 -3.2267 -3.0353 -2.8460 -2.6630 -2.4922 -2.3375 -2.1977 -2.0656 -1.9456 -1.8406
 -1.7468 -1.6583 -1.5708 -1.4859 -1.4074 -1.2451 -1.1280 -1.0501 -1.0030 -0.9761
 -3.0852 -2.8501 -2.6479 -2.4962 -2.3334 -2.1860 -2.0558 -1.9401 -1.8385 -1.7510
 -1.6746 -1.6040 -1.5325 -1.4582 -1.3867 -1.2377 -1.1305 -1.0593 -1.0167 -0.9925
 -0.9792
 -2.9906 -2.7204 -2.4989 -2.3201 -2.1745 -2.0527 -1.9471 -1.8513 -1.7618 -1.6826
 -1.6153 -1.5565 -1.5001 -1.4384 -1.3743 -1.2359 -1.1355 -1.0687 -1.0294 -1.0076
 -0.9959 -0.9909
 -2.9553 -2.6797 -2.4299 -2.2254 -2.0633 -1.9351 -1.8337 -1.7530 -1.6880 -1.6313
 -1.5714 -1.5160 -1.4666 -1.4181 -1.3633 -1.2352 -1.1400 -1.0766 -1.0398 -1.0208
 -1.0111 -1.0071 -1.0073 -1.0114
 -2.9344 -2.6592 -2.4062 -2.1870 -2.0052 -1.8591 -1.7452 -1.6594 -1.5967 -1.5531
 -1.5173 -1.4773 -1.4350 -1.3930 -1.3484 -1.2324 -1.1421 -1.0811 -1.0466 -1.0307
 -1.0241 -1.0223 -1.0237 -1.0280 -1.0350 -1.0448 -1.0579 -1.0779 -1.1060 -1.1371
 -2.8992 -2.6389 -2.3942 -2.1790 -1.9971 -1.8470 -1.7258 -1.6301 -1.5564 -1.4998
 -1.4561 -1.4218 -1.3901 -1.3581 -1.3240 -1.2254 -1.1403 -1.0816 -1.0485 -1.0355
 -1.0331 -1.0349 -1.0389 -1.0448 -1.0523 -1.0617 -1.0736 -1.0882 -1.1097 -1.1403
 -1.1751
 -2.8391 -2.5994 -2.3719 -2.1688 -1.9940 -1.8472 -1.7249 -1.6238 -1.5420 -1.4771
 -1.4250 -1.3822 -1.3461 -1.3152 -1.2876 -1.2093 -1.1340 -1.0778 -1.0455 -1.0343
 -1.0362 -1.0429 -1.0509 -1.0598 -1.0694 -1.0798 -1.0916 -1.1053 -1.1221 -1.1448
 -1.1779
 -2.7497 -2.5322 -2.3265 -2.1404 -1.9790 -1.8412 -1.7239 -1.6235 -1.5381 -1.4667
 -1.4079 -1.3596 -1.3185 -1.2827 -1.2526 -1.1837 -1.1201 -1.0695 -1.0383 -1.0277
 -1.0325 -1.0443 -1.0578 -1.0713 -1.0845 -1.0975 -1.1108 -1.1248 -1.1404 -1.1589
 -1.1834
 -2.6395 -2.4500 -2.2672 -2.0992 -1.9520 -1.8254 -1.7163 -1.6210 -1.5370 -1.4633
 -1.3997 -1.3461 -1.3011 -1.2624 -1.2288 -1.1600 -1.1024 -1.0579 -1.0287 -1.0176
 -1.0229 -1.0382 -1.0571 -1.0763 -1.0945 -1.1117 -1.1282 -1.1444 -1.1607 -1.1781
 -1.1966
 -2.5182 -2.3532 -2.1936 -2.0449 -1.9123 -1.7970 -1.6970 -1.6088 -1.5297 -1.4580
 -1.3934 -1.3365 -1.2875 -1.2460 -1.2106 -1.1403 -1.0847 -1.0439 -1.0176 -1.0063
 -1.0107 -1.0268 -1.0493 -1.0738 -1.0978 -1.1204 -1.1415 -1.1614 -1.1804 -1.1992
 -1.2187
 -2.3878 -2.2456 -2.1105 -1.9826 -1.8646 -1.7594 -1.6680 -1.5870 -1.5137 -1.4464
 -1.3841 -1.3270 -1.2758 -1.2314 -1.1980 -1.1246 -1.0670 -1.0275 -1.0050
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  R   
 -3.8414 -3.6942 -3.5505 -3.4022 -3.2506 -3.0709 -2.8357 -2.5459 -2.2755 -2.0486
 -1.8664 -1.7213 -1.6038 -1.5053 -1.4201 -1.2482 -1.1210 -1.0320 -0.9766
 -3.6604 -3.4944 -3.3320 -3.1675 -2.9972 -2.8162 -2.6061 -2.3633 -2.1396 -1.9493
 -1.7932 -1.6660 -1.5609 -1.4713 -1.3931 -1.2352 -1.1200 -1.0402 -0.9901 -0.9617
 -3.5285 -3.3501 -3.1737 -2.9952 -2.8147 -2.6334 -2.4458 -2.2403 -2.0477 -1.8816
 -1.7436 -1.6300 -1.5347 -1.4523 -1.3793 -1.2315 -1.1241 -1.0499 -1.0031 -0.9768
 -0.9637
 -3.3970 -3.1919 -3.0211 -2.8517 -2.6758 -2.4973 -2.3222 -2.1460 -1.9774 -1.8290
 -1.7042 -1.6011 -1.5149 -1.4396 -1.3716 -1.2320 -1.1301 -1.0596 -1.0151 -0.9905
 -0.9785 -0.9741
 -3.2983 -3.0592 -2.8477 -2.6600 -2.4927 -2.3430 -2.2040 -2.0598 -1.9164 -1.7845
 -1.6700 -1.5742 -1.4950 -1.4272 -1.3650 -1.2328 -1.1355 -1.0678 -1.0253 -1.0022
 -0.9920 -0.9887 -0.9900 -0.9952
 -3.2678 -3.0021 -2.7526 -2.5285 -2.3344 -2.1686 -2.0300 -1.9160 -1.8177 -1.7257
 -1.6347 -1.5492 -1.4744 -1.4113 -1.3556 -1.2319 -1.1386 -1.0735 -1.0327 -1.0113
 -1.0033 -1.0021 -1.0048 -1.0104 -1.0188 -1.0302 -1.0452 -1.0668 -1.0958 -1.1267
 -3.2664 -2.9905 -2.7227 -2.4780 -2.2646 -2.0839 -1.9331 -1.8078 -1.7044 -1.6222
 -1.5584 -1.5028 -1.4472 -1.3923 -1.3414 -1.2279 -1.1387 -1.0759 -1.0367 -1.0168
 -1.0111 -1.0131 -1.0183 -1.0256 -1.0346 -1.0456 -1.0593 -1.0764 -1.0990 -1.1300
 -1.1644
 -3.2649 -2.9937 -2.7226 -2.4682 -2.2432 -2.0521 -1.8928 -1.7609 -1.6527 -1.5641
 -1.4926 -1.4366 -1.3928 -1.3540 -1.3160 -1.2194 -1.1351 -1.0747 -1.0366 -1.0179
 -1.0111 -1.0199 -1.0289 -1.0392 -1.0503 -1.0623 -1.0760 -1.0908 -1.1092 -1.1342
 -1.1676
 -3.2370 -2.9821 -2.7185 -2.4673 -2.2402 -2.0448 -1.8810 -1.7446 -1.6318 -1.5389
 -1.4627 -1.4004 -1.3494 -1.3083 -1.2747 -1.1995 -1.1263 -1.0690 -1.0323 -1.0144
 -1.0124 -1.0213 -1.0348 -1.0494 -1.0641 -1.0787 -1.0939 -1.1097 -1.1271 -1.1474
 -1.1731
 -3.1821 -2.9451 -2.7013 -2.4615 -2.2411 -2.0481 -1.8844 -1.7466 -1.6313 -1.5345
 -1.4535 -1.3862 -1.3301 -1.2832 -1.2441 -1.1718 -1.1105 -1.0601 -1.0250 -1.0072
 -1.0055 -1.0163 -1.0340 -1.0537 -1.0732 -1.0918 -1.1100 -1.1279 -1.1461 -1.1655
 -1.1857
 -3.1071 -2.8867 -2.6625 -2.4390 -2.2315 -2.0465 -1.8870 -1.7516 -1.6369 -1.5391
 -1.4551 -1.3833 -1.3223 -1.2708 -1.2274 -1.1476 -1.0901 -1.0457 -1.0147 -0.9975
 -0.9953 -1.0064 -1.0267 -1.0511 -1.0760 -1.0998 -1.1224 -1.1439 -1.1646 -1.1852
 -1.2065
 -3.0176 -2.8122 -2.6063 -2.4025 -2.2103 -2.0364 -1.8841 -1.7532 -1.6410 -1.5444
 -1.4601 -1.3863 -1.3217 -1.2658 -1.2246 -1.1269 -1.0651 -1.0258 -1.0014
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  R   
 -4.3725 -4.2298 -4.0937 -3.9571 -3.8314 -3.6618 -3.3861 -2.9880 -2.5740 -2.2157
 -1.9409 -1.7414 -1.5973 -1.4882 -1.4002 -1.2317 -1.1085 -1.0198 -0.9603
 -4.1376 -3.9807 -3.8352 -3.6948 -3.5518 -3.3880 -3.1526 -2.8111 -2.4598 -2.1468
 -1.8952 -1.7059 -1.5670 -1.4629 -1.3799 -1.2222 -1.1084 -1.0275 -0.9738 -0.9422
 -3.9688 -3.7964 -3.6375 -3.4866 -3.3382 -3.1810 -2.9778 -2.6896 -2.3867 -2.1086
 -1.8753 -1.6923 -1.5547 -1.4516 -1.3708 -1.2202 -1.1126 -1.0366 -0.9864 -0.9562
 -0.9414
 -3.8396 -3.6576 -3.4879 -3.3256 -3.1668 -3.0069 -2.8302 -2.5907 -2.3287 -2.0806
 -1.8648 -1.6886 -1.5515 -1.4477 -1.3673 -1.2212 -1.1181 -1.0455 -0.9976 -0.9688
 -0.9546 -0.9501
 -3.6727 -3.4974 -3.3398 -3.1860 -3.0272 -2.8643 -2.6945 -2.4981 -2.2735 -2.0531
 -1.8549 -1.6872 -1.5519 -1.4470 -1.3661 -1.2226 -1.1231 -1.0531 -1.0071 -0.9796
 -0.9663 -0.9626 -0.9648 -0.9714
 -3.5538 -3.3338 -3.1442 -2.9820 -2.8386 -2.7018 -2.5558 -2.3919 -2.2075 -2.0177
 -1.8397 -1.6832 -1.5521 -1.4471 -1.3652 -1.2230 -1.1265 -1.0587 -1.0143 -0.9882
 -0.9759 -0.9736 -0.9771 -0.9843 -0.9946 -1.0083 -1.0261 -1.0498 -1.0804 -1.1118
 -3.5141 -3.2627 -3.0330 -2.8299 -2.6538 -2.4977 -2.3534 -2.2146 -2.0740 -1.9344
 -1.7970 -1.6660 -1.5470 -1.4460 -1.3634 -1.2216 -1.1274 -1.0617 -1.0187 -0.9938
 -0.9830 -0.9825 -0.9881 -0.9971 -1.0082 -1.0215 -1.0376 -1.0573 -1.0824 -1.1148
 -1.1488
 -3.5209 -3.2543 -2.9995 -2.7645 -2.5551 -2.3728 -2.2121 -2.0659 -1.9280 -1.7996
 -1.6881 -1.5941 -1.5102 -1.4312 -1.3577 -1.2179 -1.1257 -1.0618 -1.0200 -0.9960
 -0.9865 -0.9880 -0.9965 -1.0082 -1.0215 -1.0359 -1.0521 -1.0703 -1.0923 -1.1181
 -1.1512
 -3.5411 -3.2726 -3.0080 -2.7537 -2.5198 -2.3134 -2.1349 -1.9796 -1.8419 -1.7179
 -1.6074 -1.5133 -1.4378 -1.3776 -1.3254 -1.2094 -1.1199 -1.0581 -1.0175 -0.9946
 -0.9863 -0.9896 -1.0011 -1.0165 -1.0332 -1.0502 -1.0679 -1.0864 -1.1065 -1.1295
 -1.1573
 -3.5545 -3.2953 -3.0322 -2.7727 -2.5262 -2.3029 -2.1085 -1.9424 -1.8001 -1.6770
 -1.5696 -1.4766 -1.3979 -1.3335 -1.2823 -1.1888 -1.1114 -1.0518 -1.0125 -0.9900
 -0.9823 -0.9868 -1.0007 -1.0199 -1.0407 -1.0615 -1.0821 -1.1025 -1.1233 -1.1454
 -1.1698
 -3.5497 -3.2997 -3.0460 -2.7910 -2.5435 -2.3137 -2.1101 -1.9350 -1.7865 -1.6607
 -1.5530 -1.4605 -1.3812 -1.3140 -1.2581 -1.1607 -1.0941 -1.0416 -1.0043 -0.9825
 -0.9750 -0.9801 -0.9954 -1.0177 -1.0428 -1.0682 -1.0929 -1.1166 -1.1398 -1.1630
 -1.1870
 -3.5350 -3.2873 -3.0409 -2.7965 -2.5549 -2.3277 -2.1227 -1.9434 -1.7906 -1.6613
 -1.5516 -1.4577 -1.3769 -1.3077 -1.2528 -1.1251 -1.0680 -1.0275 -0.9929
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =  R   
 -4.6367 -4.5050 -4.3777 -4.2483 -4.0961 -3.8905 -3.6043 -3.2157 -2.7442 -2.3241
 -2.0015 -1.7694 -1.6050 -1.4853 -1.3925 -1.2223 -1.1003 -1.0120 -0.9512
 -4.3809 -4.2328 -4.0959 -3.9646 -3.8299 -3.6704 -3.4297 -3.0540 -2.6469 -2.2716
 -1.9687 -1.7432 -1.5814 -1.4642 -1.3750 -1.2140 -1.1003 -1.0191 -0.9642 -0.9306
 -4.1884 -4.0224 -3.8717 -3.7316 -3.5964 -3.4513 -3.2515 -2.9387 -2.5881 -2.2512
 -1.9647 -1.7417 -1.5770 -1.4577 -1.3686 -1.2125 -1.1042 -1.0276 -0.9762 -0.9443
 -0.9279
 -4.0449 -3.8636 -3.6985 -3.5456 -3.4013 -3.2583 -3.0933 -2.8395 -2.5391 -2.2390
 -1.9711 -1.7521 -1.5839 -1.4598 -1.3682 -1.2138 -1.1094 -1.0357 -0.9868 -0.9564
 -0.9404 -0.9352
 -3.9015 -3.7246 -3.5572 -3.3982 -3.2450 -3.0946 -2.9409 -2.7410 -2.4874 -2.2231
 -1.9769 -1.7660 -1.5965 -1.4673 -1.3713 -1.2158 -1.1142 -1.0429 -0.9956 -0.9666
 -0.9513 -0.9466 -0.9488 -0.9554
 -3.7110 -3.5228 -3.3657 -3.2277 -3.0936 -2.9530 -2.8009 -2.6340 -2.4256 -2.1970
 -1.9751 -1.7766 -1.6098 -1.4775 -1.3768 -1.2172 -1.1176 -1.0483 -1.0024 -0.9746
 -0.9603 -0.9564 -0.9597 -0.9676 -0.9789 -0.9938 -1.0132 -1.0385 -1.0698 -1.1016
 -3.6218 -3.3898 -3.1879 -3.0185 -2.8748 -2.7462 -2.6212 -2.4839 -2.3239 -2.1424
 -1.9546 -1.7769 -1.6194 -1.4878 -1.3835 -1.2175 -1.1189 -1.0514 -1.0067 -0.9800
 -0.9669 -0.9643 -0.9693 -0.9787 -0.9910 -1.0056 -1.0233 -1.0445 -1.0712 -1.1043
 -1.1385
 -3.6066 -3.3492 -3.1121 -2.9015 -2.7205 -2.5645 -2.4239 -2.2881 -2.1468 -2.0013
 -1.8625 -1.7310 -1.6058 -1.4900 -1.3891 -1.2169 -1.1179 -1.0520 -1.0083 -0.9825
 -0.9706 -0.9695 -0.9765 -0.9883 -1.0027 -1.0186 -1.0362 -1.0560 -1.0789 -1.1070
 -1.1418
 -3.6271 -3.3604 -3.1039 -2.8644 -2.6492 -2.4614 -2.2977 -2.1503 -2.0102 -1.8720
 -1.7408 -1.6253 -1.5291 -1.4467 -1.3716 -1.2138 -1.1136 -1.0489 -1.0065 -0.9816
 -0.9709 -0.9715 -0.9808 -0.9957 -1.0130 -1.0313 -1.0505 -1.0706 -1.0924 -1.1171
 -1.1464
 -3.6626 -3.3959 -3.1336 -2.8799 -2.6419 -2.4272 -2.2395 -2.0760 -1.9308 -1.7980
 -1.6747 -1.5627 -1.4660 -1.3869 -1.3237 -1.2025 -1.1079 -1.0438 -1.0024 -0.9780
 -0.9680 -0.9698 -0.9810 -0.9987 -1.0196 -1.0414 -1.0633 -1.0853 -1.1078 -1.1319
 -1.1576
 -3.6890 -3.4269 -3.1688 -2.9113 -2.6640 -2.4332 -2.2268 -2.0470 -1.8920 -1.7569
 -1.6374 -1.5309 -1.4369 -1.3565 -1.2899 -1.1749 -1.0959 -1.0356 -0.9953 -0.9716
 -0.9620 -0.9645 -0.9770 -0.9971 -1.0215 -1.0472 -1.0730 -1.0981 -1.1228 -1.1477
 -1.1754
 -3.7063 -3.4467 -3.1911 -2.9395 -2.6910 -2.4553 -2.2391 -2.0478 -1.8831 -1.7422
 -1.6211 -1.5160 -1.4242 -1.3445 -1.2702 -1.1310 -1.0776 -1.0243 -0.9852
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =  R   
 -4.8502 -4.7422 -4.6382 -4.5294 -4.3782 -4.1557 -3.8413 -3.4184 -2.9085 -2.4424
 -2.0770 -1.8109 -1.6232 -1.4887 -1.3881 -1.2121 -1.0906 -1.0027 -0.9410
 -4.5913 -4.4624 -4.3442 -4.2306 -4.1090 -3.9514 -3.6983 -3.2848 -2.8328 -2.4051
 -2.0556 -1.7938 -1.6062 -1.4721 -1.3732 -1.2049 -1.0905 -1.0090 -0.9533 -0.9180
 -4.3864 -4.2353 -4.0993 -3.9745 -3.8541 -3.7184 -3.5177 -3.1820 -2.7904 -2.4022
 -2.0666 -1.8041 -1.6106 -1.4714 -1.3701 -1.2040 -1.0941 -1.0165 -0.9643 -0.9311
 -0.9131
 -4.2293 -4.0576 -3.9029 -3.7625 -3.6333 -3.5055 -3.3488 -3.0859 -2.7541 -2.4067
 -2.0900 -1.8287 -1.6282 -1.4809 -1.3742 -1.2059 -1.0990 -1.0240 -0.9740 -0.9424
 -0.9249 -0.9186
 -4.0974 -3.9146 -3.7473 -3.5936 -3.4512 -3.3171 -3.1796 -2.9824 -2.7082 -2.4049
 -2.1122 -1.8579 -1.6532 -1.4977 -1.3833 -1.2088 -1.1036 -1.0307 -0.9821 -0.9519
 -0.9351 -0.9290 -0.9309 -0.9380
 -3.8998 -3.7401 -3.5901 -3.4440 -3.3010 -3.1606 -3.0207 -2.8650 -2.6464 -2.3877
 -2.1248 -1.8839 -1.6804 -1.5188 -1.3966 -1.2119 -1.1073 -1.0360 -0.9885 -0.9593
 -0.9434 -0.9378 -0.9404 -0.9485 -0.9608 -0.9771 -0.9980 -1.0253 -1.0579 -1.0906
 -3.7322 -3.5283 -3.3609 -3.2240 -3.1053 -2.9916 -2.8694 -2.7298 -2.5607 -2.3492
 -2.1207 -1.9005 -1.7045 -1.5415 -1.4128 -1.2151 -1.1092 -1.0394 -0.9928 -0.9644
 -0.9496 -0.9450 -0.9487 -0.9580 -0.9711 -0.9872 -1.0064 -1.0293 -1.0581 -1.0925
 -1.1275
 -3.6777 -3.4359 -3.2218 -3.0410 -2.8921 -2.7667 -2.6527 -2.5374 -2.4027 -2.2446
 -2.0697 -1.8893 -1.7157 -1.5605 -1.4301 -1.2186 -1.1091 -1.0404 -0.9948 -0.9671
 -0.9533 -0.9500 -0.9551 -0.9663 -0.9812 -0.9983 -1.0175 -1.0389 -1.0638 -1.0939
 -1.1302
 -3.6846 -3.4235 -3.1798 -2.9606 -2.7711 -2.6112 -2.4733 -2.3460 -2.2164 -2.0746
