 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.6052 -2.5830 -2.6019 -2.5940 -2.5446 -2.4975 -2.4901 -2.5032 -2.4975 -2.4584
 -2.4004 -2.3287 -2.2534 -2.1825 -2.1157 -1.9748 -1.8771 -1.8160 -1.7736
 -2.5941 -2.5249 -2.4839 -2.4526 -2.4294 -2.4150 -2.4064 -2.3981 -2.3846 -2.3627
 -2.3296 -2.2832 -2.2240 -2.1592 -2.0972 -1.9692 -1.8813 -1.8273 -1.7941 -1.7769
 -2.5857 -2.4942 -2.4206 -2.3701 -2.3470 -2.3379 -2.3276 -2.3146 -2.3013 -2.2876
 -2.2675 -2.2379 -2.1943 -2.1390 -2.0828 -1.9659 -1.8859 -1.8377 -1.8110 -1.7971
 -1.7910
 -2.5800 -2.4909 -2.4120 -2.3465 -2.2974 -2.2662 -2.2537 -2.2527 -2.2476 -2.2331
 -2.2141 -2.1928 -2.1643 -2.1219 -2.0725 -1.9649 -1.8909 -1.8472 -1.8243 -1.8127
 -1.8080 -1.8078
 -2.5567 -2.4789 -2.4064 -2.3413 -2.2859 -2.2423 -2.2115 -2.1922 -2.1830 -2.1783
 -2.1674 -2.1493 -2.1295 -2.1014 -2.0617 -1.9638 -1.8942 -1.8540 -1.8350 -1.8266
 -1.8239 -1.8249 -1.8287 -1.8347
 -2.5082 -2.4465 -2.3869 -2.3302 -2.2778 -2.2316 -2.1935 -2.1642 -2.1426 -2.1267
 -2.1141 -2.1011 -2.0854 -2.0683 -2.0420 -1.9599 -1.8947 -1.8567 -1.8414 -1.8372
 -1.8377 -1.8410 -1.8463 -1.8532 -1.8614 -1.8711 -1.8829 -1.8996 -1.9228 -1.9508
 -2.4348 -2.3905 -2.3465 -2.3028 -2.2597 -2.2182 -2.1797 -2.1461 -2.1186 -2.0963
 -2.0772 -2.0595 -2.0421 -2.0274 -2.0096 -1.9488 -1.8913 -1.8550 -1.8418 -1.8423
 -1.8475 -1.8544 -1.8625 -1.8713 -1.8808 -1.8909 -1.9024 -1.9157 -1.9342 -1.9604
 -1.9921
 -2.3428 -2.3137 -2.2847 -2.2555 -2.2249 -2.1928 -2.1599 -2.1277 -2.0982 -2.0728
 -2.0509 -2.0309 -2.0116 -1.9932 -1.9773 -1.9284 -1.8822 -1.8490 -1.8367 -1.8404
 -1.8510 -1.8631 -1.8753 -1.8873 -1.8993 -1.9111 -1.9233 -1.9366 -1.9520 -1.9721
 -2.0014
