 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.2217 -1.2124 -1.2452 -1.2573 -1.2338 -1.2116 -1.2239 -1.2521 -1.2609 -1.2370
 -1.1945 -1.1385 -1.0789 -1.0237 -0.9718 -0.8726 -0.8198 -0.8031 -0.8012
 -1.2305 -1.1817 -1.1611 -1.1506 -1.1481 -1.1535 -1.1635 -1.1724 -1.1749 -1.1681
 -1.1497 -1.1180 -1.0740 -1.0246 -0.9778 -0.8883 -0.8404 -0.8265 -0.8306 -0.8476
 -1.2361 -1.1699 -1.1211 -1.0930 -1.0892 -1.0978 -1.1048 -1.1088 -1.1117 -1.1133
 -1.1079 -1.0927 -1.0639 -1.0237 -0.9827 -0.9021 -0.8583 -0.8465 -0.8542 -0.8720
 -0.8956
 -1.2385 -1.1770 -1.1252 -1.0845 -1.0571 -1.0445 -1.0478 -1.0613 -1.0713 -1.0726
 -1.0691 -1.0626 -1.0486 -1.0210 -0.9865 -0.9140 -0.8735 -0.8631 -0.8720 -0.8901
 -0.9134 -0.9404
 -1.2202 -1.1705 -1.1257 -1.0862 -1.0535 -1.0297 -1.0159 -1.0116 -1.0161 -1.0251
 -1.0293 -1.0273 -1.0231 -1.0101 -0.9852 -0.9219 -0.8843 -0.8749 -0.8856 -0.9052
 -0.9291 -0.9559 -0.9851 -1.0167
 -1.1754 -1.1414 -1.1091 -1.0779 -1.0485 -1.0226 -1.0023 -0.9888 -0.9816 -0.9792
 -0.9802 -0.9815 -0.9813 -0.9801 -0.9699 -0.9235 -0.8894 -0.8807 -0.8936 -0.9162
 -0.9420 -0.9699 -0.9994 -1.0308 -1.0636 -1.0982 -1.1352 -1.1772 -1.2251 -1.2750
 -1.1053 -1.0878 -1.0702 -1.0514 -1.0310 -1.0099 -0.9898 -0.9727 -0.9602 -0.9519
 -0.9462 -0.9421 -0.9388 -0.9388 -0.9365 -0.9137 -0.8880 -0.8804 -0.8947 -0.9211
 -0.9507 -0.9811 -1.0123 -1.0443 -1.0773 -1.1112 -1.1469 -1.1846 -1.2274 -1.2769
 -1.3291
 -1.0159 -1.0126 -1.0091 -1.0039 -0.9954 -0.9837 -0.9693 -0.9541 -0.9403 -0.9295
 -0.9214 -0.9148 -0.9091 -0.9046 -0.9029 -0.8908 -0.8782 -0.8743 -0.8891 -0.9185
 -0.9531 -0.9878 -1.0221 -1.0562 -1.0904 -1.1248 -1.1600 -1.1965 -1.2354 -1.2788
 -1.3299
 -0.9144 -0.9227 -0.9305 -0.9371 -0.9407 -0.9401 -0.9351 -0.9265 -0.9160 -0.9058
