 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -4.8645 -2.9655 -1.3187 -1.7290 -4.5772 -9.6432 -7.8337 -5.0512 -3.4864 -3.4499
 -3.3166 -3.2645 -3.8108 -4.3381 -4.3400 -3.5485
 -6.9167 -5.8199 -4.7222 -4.5634 -5.4978 -7.7665 -6.9981 -5.7442 -4.8385 -4.4980
 -4.2119 -4.0665 -4.2066 -4.3409 -4.2288 -3.5040 -3.0360 -2.7464 -2.6568
 -7.4611 -6.9057 -6.2707 -5.8775 -5.7843 -6.2941 -6.0701 -5.6947 -5.2800 -4.9039
 -4.6080 -4.4195 -4.3155 -4.2073 -4.0292 -3.4075 -2.9536 -2.6812 -2.5250 -2.3895
 -2.1811
 -6.4977 -6.2229 -5.9642 -5.6713 -5.4367 -5.2260 -5.0497 -4.9025 -4.8109 -4.6676
 -4.5047 -4.3234 -4.1375 -3.9372 -3.7412 -3.2590 -2.9005 -2.6408 -2.4504 -2.3051
 -2.1881 -2.0881 -2.0001
 -6.1020 -5.8826 -5.6659 -5.4306 -5.2087 -4.9949 -4.7987 -4.6245 -4.4708 -4.3292
 -4.1868 -4.0350 -3.8769 -3.7143 -3.5507 -3.1579 -2.8420 -2.6131 -2.4446 -2.3136
 -2.2061 -2.1133 -2.0304 -1.9556 -1.8875
 -5.7123 -5.5392 -5.3609 -5.1732 -4.9762 -4.7761 -4.5802 -4.3975 -4.2323 -4.0837
 -3.9468 -3.8141 -3.6784 -3.5417 -3.4028 -3.0765 -2.7985 -2.5930 -2.4416 -2.3231
 -2.2247 -2.1390 -2.0617 -1.9907 -1.9249 -1.8644
 -5.3286 -5.1927 -5.0492 -4.8991 -4.7392 -4.5696 -4.3942 -4.2215 -4.0588 -3.9099
 -3.7751 -3.6510 -3.5327 -3.4160 -3.2975 -3.0148 -2.7700 -2.5805 -2.4414 -2.3336
 -2.2439 -2.1652 -2.0939 -2.0275 -1.9651 -1.9067 -1.8531 -1.8052 -1.7659 -1.7435
 -4.9510 -4.8431 -4.7308 -4.6147 -4.4917 -4.3593 -4.2170 -4.0691 -3.9218 -3.7817
 -3.6524 -3.5340 -3.4251 -3.3220 -3.2209 -2.9734 -2.7535 -2.5750 -2.4420 -2.3416
 -2.2600 -2.1889 -2.1241 -2.0634 -2.0057 -1.9507 -1.8986 -1.8514 -1.8110 -1.7805
 -1.7662
 -4.5938 -4.5089 -4.4222 -4.3339 -4.2420 -4.1441 -4.0377 -3.9222 -3.8002 -3.6777
 -3.5592 -3.4485 -3.3464 -3.2517 -3.1613 -2.9445 -2.7441 -2.5755 -2.4443 -2.3465
 -2.2707 -2.2069 -2.1495 -2.0956 -2.0439 -1.9939 -1.9462 -1.9001 -1.8589 -1.8261
 -1.8041
 -4.2650 -4.1990 -4.1336 -4.0688 -4.0018 -3.9317 -3.8558 -3.7722 -3.6798 -3.5803
 -3.4787 -3.3794 -3.2848 -3.1963 -3.1131 -2.9186 -2.7351 -2.5758 -2.4475 -2.3490
 -2.2751 -2.2168 -2.1668 -2.1206 -2.0762 -2.0326 -1.9902 -1.9492 -1.9106 -1.8770
 -1.8485
 -3.9625 -3.9177 -3.8716 -3.8244 -3.7773 -3.7283 -3.6760 -3.6187 -3.5543 -3.4810
 -3.4011 -3.3179 -3.2342 -3.1526 -3.0746 -2.8941 -2.7285 -2.5770 -2.4520 -2.3531
 -2.2779 -2.2214 -2.1767 -2.1379 -2.1014 -2.0656 -2.0301 -1.9950 -1.9609 -1.9288
 -1.8984
 -3.7003 -3.6650 -3.6318 -3.6004 -3.5691 -3.5362 -3.5019 -3.4643 -3.4217 -3.3701
 -3.3108 -3.2463 -3.1789 -3.1104 -3.0422 -2.8762 -2.7195 -2.5764 -2.4543 -2.3564
 -2.2803 -2.2230 -2.1801 -2.1464 -2.1172 -2.0894 -2.0620 -2.0343 -2.0065 -1.9793
 -1.9537
 -3.4782 -3.4410 -3.4142 -3.3968 -3.3772 -3.3554 -3.3351 -3.3124 -3.2858 -3.2531
 -3.2141 -3.1695 -3.1197 -3.0697 -3.0158 -2.8648 -2.7081 -2.5740 -2.4544
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  g   
 -6.6093 -6.2806 -6.0602 -5.9546 -5.9837 -6.4672 -6.1555 -5.8275 -5.5543 -5.3333
 -5.0536 -4.7836 -4.6469 -4.5382 -4.3568 -3.7190
 -6.4812 -6.1399 -5.8837 -5.7144 -5.6434 -5.8311 -5.6392 -5.4257 -5.2219 -5.0300
 -4.8110 -4.5922 -4.4202 -4.2581 -4.0671 -3.5254 -3.0825 -2.7524 -2.5091
 -6.3392 -5.9970 -5.7199 -5.5062 -5.3608 -5.3378 -5.2111 -5.0681 -4.9118 -4.7447
 -4.5694 -4.3879 -4.2019 -4.0129 -3.8222 -3.3609 -2.9800 -2.6903 -2.4757 -2.3120
 -2.1808
 -6.1833 -5.8519 -5.5688 -5.3300 -5.1359 -4.9873 -4.8712 -4.7546 -4.6238 -4.4774
 -4.3288 -4.1707 -3.9919 -3.8025 -3.6221 -3.2255 -2.8977 -2.6434 -2.4534 -2.3070
 -2.1881 -2.0872 -1.9970
 -6.0135 -5.7046 -5.4304 -5.1858 -4.9687 -4.7796 -4.6195 -4.4852 -4.3580 -4.2280
 -4.0891 -3.9406 -3.7903 -3.6270 -3.4668 -3.1192 -2.8356 -2.6117 -2.4423 -2.3102
 -2.2018 -2.1084 -2.0256 -1.9507 -1.8827
 -5.8298 -5.5551 -5.3047 -5.0736 -4.8592 -4.6617 -4.4821 -4.3221 -4.1798 -4.0491
 -3.9186 -3.7815 -3.6441 -3.5013 -3.3560 -3.0418 -2.7906 -2.5908 -2.4382 -2.3184
 -2.2192 -2.1330 -2.0555 -1.9846 -1.9192 -1.8590
 -5.6243 -5.3885 -5.1702 -4.9633 -4.7654 -4.5758 -4.3959 -4.2277 -4.0734 -3.9321
 -3.7996 -3.6710 -3.5429 -3.4173 -3.2864 -2.9920 -2.7606 -2.5774 -2.4372 -2.3279
 -2.2373 -2.1582 -2.0867 -2.0204 -1.9586 -1.9008 -1.8478 -1.8003 -1.7614 -1.7394
 -5.4069 -5.2068 -5.0209 -4.8433 -4.6687 -4.4967 -4.3277 -4.1640 -4.0079 -3.8622
 -3.7265 -3.5986 -3.4756 -3.3579 -3.2399 -2.9665 -2.7445 -2.5706 -2.4371 -2.3353
 -2.2528 -2.1811 -2.1162 -2.0557 -1.9985 -1.9442 -1.8934 -1.8465 -1.8061 -1.7761
 -1.7621
 -5.1695 -5.0146 -4.8618 -4.7111 -4.5620 -4.4122 -4.2604 -4.1088 -3.9599 -3.8162
 -3.6800 -3.5523 -3.4318 -3.3173 -3.2065 -2.9520 -2.7392 -2.5696 -2.4371 -2.3398
 -2.2608 -2.1988 -2.1412 -2.0875 -2.0363 -1.9868 -1.9397 -1.8975 -1.8604 -1.8280
 -1.7998
 -4.9545 -4.8305 -4.7020 -4.5697 -4.4424 -4.3145 -4.1831 -4.0485 -3.9120 -3.7764
 -3.6442 -3.5183 -3.3995 -3.2876 -3.1807 -2.9386 -2.7352 -2.5706 -2.4406 -2.3416
 -2.2673 -2.2086 -2.1584 -2.1123 -2.0683 -2.0253 -1.9834 -1.9431 -1.9051 -1.8711
 -1.8441
 -4.7659 -4.6567 -4.5437 -4.4274 -4.3175 -4.2069 -4.0950 -3.9791 -3.8591 -3.7365
 -3.6133 -3.4926 -3.3768 -3.2673 -3.1636 -2.9293 -2.7338 -2.5730 -2.4449 -2.3451
 -2.2699 -2.2133 -2.1685 -2.1297 -2.0936 -2.0582 -2.0233 -1.9888 -1.9553 -1.9237
 -1.8939
 -4.5916 -4.4932 -4.3946 -4.2961 -4.2017 -4.1097 -4.0150 -3.8940 -3.7915 -3.6848
 -3.5749 -3.4640 -3.3544 -3.2488 -3.1483 -2.9210 -2.7308 -2.5743 -2.4477 -2.3483
 -2.2719 -2.2149 -2.1721 -2.1386 -2.1096 -2.0822 -2.0553 -2.0281 -2.0008 -1.9742
 -1.9491
 -4.4318 -4.3400 -4.2548 -4.1757 -4.0951 -4.0229 -3.9028 -3.8186 -3.7301 -3.6160
 -3.5216 -3.4242 -3.3251 -3.2267 -3.1348 -2.9137 -2.7262 -2.5745 -2.4490
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -7.0233 -6.8884 -6.8393 -6.6391 -6.2615 -5.9340 -5.8362 -5.8427 -5.7539 -5.5198
 -5.2431 -4.9567 -4.6989 -4.4690 -4.2401 -3.6919
 -6.6113 -6.3587 -6.1928 -5.9929 -5.7437 -5.5292 -5.4114 -5.3360 -5.2223 -5.0455
 -4.8381 -4.6095 -4.3794 -4.1619 -3.9549 -3.4842 -3.0783 -2.7542 -2.4927
 -6.3010 -5.9703 -5.7226 -5.5139 -5.3358 -5.1856 -5.0555 -4.9328 -4.8047 -4.6627
 -4.5012 -4.3166 -4.1141 -3.9117 -3.7232 -3.3136 -2.9701 -2.6905 -2.4704 -2.3024
 -2.1796
 -6.0924 -5.7232 -5.4287 -5.2021 -5.0378 -4.9032 -4.7685 -4.6331 -4.5011 -4.3714
 -4.2324 -4.0780 -3.9030 -3.7184 -3.5450 -3.1801 -2.8846 -2.6422 -2.4531 -2.3056
 -2.1857 -2.0844 -1.9956
 -5.9855 -5.6174 -5.3111 -5.0575 -4.8497 -4.6820 -4.5504 -4.4369 -4.3115 -4.1716
 -4.0317 -3.8937 -3.7461 -3.5820 -3.4203 -3.0837 -2.8218 -2.6093 -2.4408 -2.3077
 -2.1984 -2.1045 -2.0213 -1.9463 -1.8784
 -5.9061 -5.5535 -5.2532 -4.9964 -4.7758 -4.5865 -4.4241 -4.2842 -4.1623 -4.0448
 -3.9125 -3.7708 -3.6331 -3.4892 -3.3393 -3.0197 -2.7786 -2.5876 -2.4357 -2.3147
 -2.2146 -2.1278 -2.0502 -1.9794 -1.9143 -1.8544
 -5.8189 -5.4937 -5.2102 -4.9616 -4.7417 -4.5459 -4.3709 -4.2143 -4.0731 -3.9436
