 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  I   
 -1.0154 -0.9938 -1.0226 -1.0379 -1.0236 -1.0135 -1.0359 -1.0716 -1.0850 -1.0636
 -1.0229 -0.9680 -0.9086 -0.8537 -0.8024 -0.7057 -0.6569 -0.6454 -0.6488
 -1.0163 -0.9610 -0.9409 -0.9352 -0.9403 -0.9547 -0.9734 -0.9899 -0.9985 -0.9962
 -0.9807 -0.9507 -0.9074 -0.8584 -0.8121 -0.7246 -0.6800 -0.6703 -0.6790 -0.7007
 -0.7337
 -1.0162 -0.9475 -0.9026 -0.8813 -0.8852 -0.9015 -0.9160 -0.9268 -0.9358 -0.9424
 -0.9405 -0.9276 -0.9000 -0.8604 -0.8199 -0.7410 -0.6999 -0.6915 -0.7031 -0.7249
 -0.7530 -0.7863 -0.8240
 -1.0151 -0.9533 -0.9077 -0.8762 -0.8583 -0.8539 -0.8637 -0.8823 -0.8969 -0.9022
 -0.9023 -0.8987 -0.8864 -0.8597 -0.8258 -0.7549 -0.7166 -0.7090 -0.7212 -0.7429
 -0.7701 -0.8016 -0.8369 -0.8755 -0.9182
 -0.9930 -0.9442 -0.9062 -0.8765 -0.8545 -0.8403 -0.8340 -0.8350 -0.8433 -0.8553
 -0.8623 -0.8630 -0.8614 -0.8499 -0.8258 -0.7641 -0.7285 -0.7215 -0.7350 -0.7577
 -0.7850 -0.8158 -0.8497 -0.8867 -0.9269 -0.9705
 -0.9443 -0.9117 -0.8860 -0.8643 -0.8455 -0.8299 -0.8186 -0.8117 -0.8089 -0.8095
 -0.8128 -0.8161 -0.8182 -0.8192 -0.8107 -0.7665 -0.7343 -0.7278 -0.7432 -0.7684
 -0.7972 -0.8285 -0.8621 -0.8982 -0.9365 -0.9775 -1.0217 -1.0708 -1.1253 -1.1814
 -0.8714 -0.8551 -0.8435 -0.8332 -0.8224 -0.8113 -0.8009 -0.7920 -0.7857 -0.7813
 -0.7782 -0.7760 -0.7744 -0.7764 -0.7759 -0.7566 -0.7332 -0.7277 -0.7443 -0.7732
 -0.8054 -0.8388 -0.8734 -0.9094 -0.9471 -0.9865 -1.0284 -1.0729 -1.1225 -1.1782
 -1.2361
 -0.7812 -0.7788 -0.7800 -0.7819 -0.7817 -0.7788 -0.7736 -0.7674 -0.7614 -0.7564
 -0.7520 -0.7479 -0.7439 -0.7410 -0.7409 -0.7326 -0.7230 -0.7214 -0.7386 -0.7705
 -0.8075 -0.8448 -0.8819 -0.9193 -0.9574 -0.9964 -1.0368 -1.0793 -1.1245 -1.1744
 -1.2312
 -0.6812 -0.6902 -0.7015 -0.7133 -0.7233 -0.7299 -0.7328 -0.7326 -0.7307 -0.7281
 -0.7252 -0.7222 -0.7188 -0.7152 -0.7136 -0.7073 -0.7051 -0.7099 -0.7282 -0.7615
 -0.8027 -0.8452 -0.8866 -0.9271 -0.9670 -1.0067 -1.0471 -1.0884 -1.1313 -1.1771
 -1.2276
 -0.5781 -0.5953 -0.6141 -0.6330 -0.6509 -0.6660 -0.6777 -0.6854 -0.6900 -0.6924
 -0.6934 -0.6935 -0.6928 -0.6915 -0.6904 -0.6864 -0.6865 -0.6954 -0.7149 -0.7478
 -0.7907 -0.8373 -0.8839 -0.9288 -0.9721 -1.0142 -1.0557 -1.0971 -1.1390 -1.1824
 -1.2283
 -0.4733 -0.4970 -0.5218 -0.5460 -0.5691 -0.5908 -0.6097 -0.6253 -0.6376 -0.6468
 -0.6535 -0.6586 -0.6622 -0.6647 -0.6664 -0.6682 -0.6699 -0.6806 -0.7016 -0.7335
 -0.7757 -0.8239 -0.8742 -0.9239 -0.9718 -1.0176 -1.0619 -1.1050 -1.1474 -1.1900
 -1.2337
 -0.3668 -0.3953 -0.4272 -0.4547 -0.4821 -0.5082 -0.5325 -0.5545 -0.5739 -0.5904
 -0.6041 -0.6155 -0.6248 -0.6324 -0.6416 -0.6527 -0.6553 -0.6655 -0.6883
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  I   
 -1.4433 -1.3804 -1.3351 -1.3067 -1.2805 -1.2558 -1.2267 -1.1923 -1.1512 -1.1040
 -1.0483 -0.9868 -0.9238 -0.8646 -0.8011 -0.6942
 -1.2660 -1.2055 -1.1655 -1.1410 -1.1279 -1.1201 -1.1121 -1.0997 -1.0814 -1.0560
 -1.0205 -0.9746 -0.9213 -0.8677 -0.8152 -0.7180 -0.6612 -0.6434 -0.6512
 -1.1495 -1.0805 -1.0380 -1.0162 -1.0090 -1.0106 -1.0156 -1.0183 -1.0165 -1.0080
 -0.9897 -0.9594 -0.9178 -0.8712 -0.8267 -0.7385 -0.6864 -0.6686 -0.6759 -0.6971
 -0.7269
 -1.0938 -1.0054 -0.9526 -0.9323 -0.9239 -0.9273 -0.9372 -0.9481 -0.9565 -0.9600
 -0.9559 -0.9412 -0.9133 -0.8751 -0.8356 -0.7557 -0.7077 -0.6901 -0.6968 -0.7173
 -0.7451 -0.7785 -0.8168
 -1.0803 -0.9800 -0.9153 -0.8815 -0.8701 -0.8731 -0.8837 -0.8962 -0.9065 -0.9145
 -0.9181 -0.9153 -0.9023 -0.8755 -0.8419 -0.7696 -0.7251 -0.7079 -0.7139 -0.7340
 -0.7611 -0.7929 -0.8286 -0.8679 -0.9116
 -1.0840 -0.9912 -0.9211 -0.8752 -0.8496 -0.8393 -0.8403 -0.8490 -0.8627 -0.8769
 -0.8837 -0.8851 -0.8813 -0.8682 -0.8429 -0.7788 -0.7377 -0.7214 -0.7271 -0.7475
 -0.7748 -0.8061 -0.8406 -0.8783 -0.9194 -0.9639
 -1.0744 -0.9907 -0.9262 -0.8779 -0.8432 -0.8206 -0.8086 -0.8054 -0.8098 -0.8219
 -0.8365 -0.8465 -0.8513 -0.8489 -0.8357 -0.7824 -0.7449 -0.7297 -0.7358 -0.7573
 -0.7859 -0.8178 -0.8521 -0.8889 -0.9282 -0.9702 -1.0154 -1.0654 -1.1203 -1.1763
 -1.0421 -0.9720 -0.9171 -0.8752 -0.8430 -0.8188 -0.8015 -0.7908 -0.7856 -0.7846
 -0.7872 -0.7936 -0.8016 -0.8090 -0.8103 -0.7795 -0.7465 -0.7327 -0.7392 -0.7622
 -0.7933 -0.8273 -0.8625 -0.8994 -0.9379 -0.9784 -1.0213 -1.0669 -1.1173 -1.1732
 -1.2311
 -0.9858 -0.9314 -0.8887 -0.8561 -0.8308 -0.8101 -0.7930 -0.7794 -0.7699 -0.7637
 -0.7597 -0.7574 -0.7573 -0.7609 -0.7666 -0.7624 -0.7420 -0.7305 -0.7373 -0.7612
 -0.7954 -0.8327 -0.8705 -0.9086 -0.9475 -0.9874 -1.0290 -1.0725 -1.1188 -1.1693
 -1.2264
 -0.9069 -0.8683 -0.8393 -0.8178 -0.8012 -0.7875 -0.7749 -0.7633 -0.7531 -0.7451
 -0.7389 -0.7339 -0.7297 -0.7270 -0.7281 -0.7303 -0.7272 -0.7230 -0.7309 -0.7551
 -0.7917 -0.8331 -0.8748 -0.9158 -0.9564 -0.9971 -1.0384 -1.0808 -1.1249 -1.1716
 -1.2228
 -0.8149 -0.7910 -0.7743 -0.7628 -0.7551 -0.7493 -0.7435 -0.7369 -0.7299 -0.7232
 -0.7174 -0.7125 -0.7081 -0.7041 -0.7016 -0.7009 -0.7038 -0.7091 -0.7204 -0.7445
 -0.7815 -0.8259 -0.8720 -0.9173 -0.9611 -1.0040 -1.0464 -1.0889 -1.1319 -1.1763
 -1.2232
 -0.7194 -0.7046 -0.6978 -0.6950 -0.6948 -0.6962 -0.6974 -0.6974 -0.6959 -0.6933
 -0.6903 -0.6875 -0.6849 -0.6825 -0.6803 -0.6781 -0.6811 -0.6912 -0.7072 -0.7319
 -0.7682 -0.8135 -0.8628 -0.9125 -0.9607 -1.0071 -1.0522 -1.0962 -1.1397 -1.1834
 -1.2280
 -0.6224 -0.6166 -0.6157 -0.6189 -0.6246 -0.6316 -0.6386 -0.6448 -0.6496 -0.6527
 -0.6545 -0.6556 -0.6565 -0.6572 -0.6642 -0.6619 -0.6591 -0.6693 -0.6913
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  I   
 -1.8238 -1.7448 -1.6736 -1.6035 -1.5370 -1.4614 -1.3714 -1.2676 -1.1809 -1.1103
 -1.0458 -0.9837 -0.9240 -0.8677 -0.8165 -0.7131
 -1.6251 -1.5400 -1.4703 -1.4103 -1.3574 -1.3043 -1.2434 -1.1751 -1.1187 -1.0715
 -1.0253 -0.9757 -0.9234 -0.8725 -0.8259 -0.7325 -0.6717 -0.6434 -0.6447
 -1.4698 -1.3784 -1.3078 -1.2532 -1.2098 -1.1730 -1.1349 -1.0937 -1.0601 -1.0313
 -1.0010 -0.9644 -0.9213 -0.8764 -0.8342 -0.7494 -0.6946 -0.6689 -0.6693 -0.6875
 -0.7165
 -1.3579 -1.2600 -1.1861 -1.1322 -1.0941 -1.0674 -1.0459 -1.0234 -1.0051 -0.9897
 -0.9729 -0.9498 -0.9177 -0.8794 -0.8414 -0.7638 -0.7138 -0.6899 -0.6894 -0.7063
 -0.7333 -0.7663 -0.8047
 -1.2784 -1.1662 -1.0865 -1.0367 -1.0023 -0.9809 -0.9682 -0.9584 -0.9507 -0.9452
 -0.9387 -0.9278 -0.9083 -0.8792 -0.8459 -0.7749 -0.7288 -0.7066 -0.7056 -0.7215
 -0.7478 -0.7798 -0.8163 -0.8566 -0.9013
 -1.2358 -1.1108 -1.0188 -0.9555 -0.9172 -0.9007 -0.9000 -0.9013 -0.9017 -0.9017
 -0.9011 -0.8981 -0.8900 -0.8726 -0.8463 -0.7821 -0.7396 -0.7191 -0.7184 -0.7338
 -0.7599 -0.7916 -0.8269 -0.8657 -0.9079 -0.9539
 -1.2287 -1.1021 -1.0015 -0.9256 -0.8730 -0.8408 -0.8276 -0.8311 -0.8435 -0.8568
 -0.8650 -0.8669 -0.8642 -0.8567 -0.8403 -0.7851 -0.7462 -0.7275 -0.7274 -0.7430
 -0.7696 -0.8019 -0.8371 -0.8750 -0.9156 -0.9590 -1.0057 -1.0570 -1.1126 -1.1683
 -1.2227 -1.0992 -0.9999 -0.9231 -0.8661 -0.8266 -0.8023 -0.7903 -0.7878 -0.7939
 -0.8070 -0.8211 -0.8299 -0.8314 -0.8252 -0.7837 -0.7486 -0.7318 -0.7326 -0.7486
 -0.7762 -0.8099 -0.8461 -0.8841 -0.9239 -0.9658 -1.0103 -1.0578 -1.1092 -1.1653
 -1.2228
 -1.2058 -1.0899 -0.9953 -0.9213 -0.8653 -0.8241 -0.7949 -0.7760 -0.7656 -0.7612
 -0.7614 -0.7659 -0.7749 -0.7847 -0.7912 -0.7765 -0.7467 -0.7320 -0.7336 -0.7502
 -0.7764 -0.8145 -0.8528 -0.8921 -0.9322 -0.9736 -1.0168 -1.0616 -1.1093 -1.1613
 -1.2184
 -1.1642 -1.0642 -0.9778 -0.9102 -0.8583 -0.8193 -0.7900 -0.7683 -0.7532 -0.7436
 -0.7380 -0.7350 -0.7343 -0.7369 -0.7429 -0.7517 -0.7395 -0.7281 -0.7308 -0.7477
 -0.7771 -0.8150 -0.8563 -0.8982 -0.9401 -0.9821 -1.0250 -1.0690 -1.1147 -1.1629
 -1.2149
 -1.1006 -1.0168 -0.9443 -0.8859 -0.8404 -0.8059 -0.7796 -0.7589 -0.7426 -0.7302
 -0.7213 -0.7151 -0.7106 -0.7077 -0.7072 -0.7146 -0.7202 -0.7195 -0.7242 -0.7410
 -0.7702 -0.8094 -0.8537 -0.8992 -0.9440 -0.9880 -1.0319 -1.0759 -1.1205 -1.1665
 -1.2148
 -1.0231 -0.9532 -0.8942 -0.8457 -0.8083 -0.7799 -0.7582 -0.7410 -0.7268 -0.7148
 -0.7051 -0.6975 -0.6918 -0.6874 -0.6842 -0.6838 -0.6920 -0.7025 -0.7136 -0.7313
 -0.7600 -0.7992 -0.8455 -0.8945 -0.9431 -0.9905 -1.0368 -1.0821 -1.1271 -1.1724
 -1.2185
 -0.9382 -0.8799 -0.8317 -0.7927 -0.7628 -0.7407 -0.7242 -0.7116 -0.7012 -0.6922
 -0.6842 -0.6775 -0.6721 -0.6680 -0.6739 -0.6593 -0.6549 -0.6771 -0.6990
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  I   
 -2.3975 -2.3144 -2.2285 -2.1314 -2.0243 -1.8812 -1.6833 -1.4406 -1.2631 -1.1189
 -1.0361 -0.9714 -0.9162 -0.8657 -0.8193 -0.7243
 -2.1301 -2.0428 -1.9621 -1.8792 -1.7887 -1.6750 -1.5225 -1.3385 -1.1906 -1.0915
 -1.0227 -0.9666 -0.9160 -0.8692 -0.8263 -0.7394 -0.6782 -0.6450 -0.6375
 -1.9161 -1.8206 -1.7395 -1.6647 -1.5880 -1.4999 -1.3870 -1.2513 -1.1406 -1.0628
 -1.0065 -0.9592 -0.9144 -0.8717 -0.8321 -0.7521 -0.6982 -0.6685 -0.6620 -0.6748
 -0.7011
 -1.7555 -1.6478 -1.5607 -1.4879 -1.4222 -1.3559 -1.2768 -1.1790 -1.0946 -1.0328
 -0.9875 -0.9492 -0.9114 -0.8732 -0.8367 -0.7624 -0.7130 -0.6865 -0.6808 -0.6924
 -0.7171 -0.7495 -0.7882
 -1.6359 -1.5180 -1.4224 -1.3456 -1.2832 -1.2293 -1.1757 -1.1092 -1.0464 -0.9983
 -0.9629 -0.9337 -0.9042 -0.8721 -0.8393 -0.7701 -0.7243 -0.7003 -0.6955 -0.7065
 -0.7299 -0.7615 -0.7985 -0.8397 -0.8858
 -1.5089 -1.3939 -1.3037 -1.2298 -1.1688 -1.1198 -1.0795 -1.0378 -0.9942 -0.9585
 -0.9321 -0.9113 -0.8906 -0.8663 -0.8387 -0.7750 -0.7325 -0.7106 -0.7068 -0.7178
 -0.7405 -0.7714 -0.8073 -0.8472 -0.8907 -0.9386
 -1.4381 -1.2989 -1.1888 -1.1064 -1.0487 -1.0109 -0.9848 -0.9629 -0.9383 -0.9149
 -0.8964 -0.8824 -0.8696 -0.8540 -0.8334 -0.7771 -0.7378 -0.7177 -0.7149 -0.7263
 -0.7488 -0.7795 -0.8153 -0.8544 -0.8967 -0.9421 -0.9910 -1.0442 -1.1012 -1.1570
 -1.4128 -1.2643 -1.1417 -1.0440 -0.9702 -0.9176 -0.8836 -0.8661 -0.8596 -0.8575
 -0.8548 -0.8500 -0.8431 -0.8342 -0.8217 -0.7760 -0.7400 -0.7219 -0.7201 -0.7319
 -0.7547 -0.7858 -0.8221 -0.8614 -0.9030 -0.9470 -0.9935 -1.0432 -1.0967 -1.1540
 -1.2108
 -1.4039 -1.2517 -1.1245 -1.0214 -0.9402 -0.8793 -0.8363 -0.8083 -0.7922 -0.7858
 -0.7879 -0.7955 -0.8030 -0.8056 -0.8018 -0.7711 -0.7392 -0.7231 -0.7222 -0.7345
 -0.7577 -0.7894 -0.8269 -0.8673 -0.9093 -0.9527 -0.9982 -1.0455 -1.0958 -1.1491
 -1.2067
 -1.3973 -1.2444 -1.1164 -1.0115 -0.9282 -0.8641 -0.8166 -0.7832 -0.7616 -0.7491
 -0.7431 -0.7425 -0.7467 -0.7542 -0.7612 -0.7588 -0.7345 -0.7209 -0.7213 -0.7342
 -0.7579 -0.7905 -0.8295 -0.8718 -0.9153 -0.9594 -1.0046 -1.0509 -1.0988 -1.1492
 -1.2029
 -1.3810 -1.2361 -1.1101 -1.0060 -0.9224 -0.8575 -0.8085 -0.7723 -0.7467 -0.7298
 -0.7195 -0.7139 -0.7114 -0.7116 -0.7146 -0.7269 -0.7249 -0.7154 -0.7172 -0.7304
 -0.7542 -0.7873 -0.8276 -0.8721 -0.9179 -0.9638 -1.0097 -1.0558 -1.1027 -1.1510
 -1.2013
 -1.3460 -1.2119 -1.0954 -0.9955 -0.9139 -0.8500 -0.8013 -0.7646 -0.7375 -0.7178
 -0.7041 -0.6951 -0.6895 -0.6861 -0.6843 -0.6887 -0.6996 -0.7051 -0.7098 -0.7237
 -0.7475 -0.7807 -0.8217 -0.8681 -0.9167 -0.9652 -1.0131 -1.0604 -1.1076 -1.1551
 -1.2034
 -1.2949 -1.1730 -1.0657 -0.9741 -0.8974 -0.8364 -0.7894 -0.7538 -0.7270 -0.7067
 -0.6914 -0.6802 -0.6723 -0.6670 -0.6703 -0.6442 -0.6586 -0.6900 -0.6991
 [Fe/H] = -0.75 [alpha/Fe] = 0.30 BC value =  I   
 -2.6163 -2.5335 -2.4448 -2.3410 -2.2184 -2.0464 -1.8022 -1.5010 -1.2824 -1.1178
 -1.0292 -0.9636 -0.9094 -0.8612 -0.8162 -0.7238
 -2.3325 -2.2442 -2.1604 -2.0707 -1.9664 -1.8283 -1.6373 -1.4039 -1.2164 -1.0958
 -1.0182 -0.9597 -0.9094 -0.8639 -0.8222 -0.7373 -0.6782 -0.6432 -0.6325
 -2.1015 -2.0035 -1.9188 -1.8375 -1.7491 -1.6410 -1.4971 -1.3206 -1.1738 -1.0733
 -1.0056 -0.9539 -0.9082 -0.8659 -0.8271 -0.7484 -0.6946 -0.6639 -0.6556 -0.6667
 -0.6911
 -1.9233 -1.8114 -1.7200 -1.6414 -1.5664 -1.4846 -1.3816 -1.2511 -1.1350 -1.0503
 -0.9914 -0.9462 -0.9058 -0.8672 -0.8309 -0.7571 -0.7075 -0.6801 -0.6732 -0.6835
 -0.7073 -0.7398 -0.7790
 -1.7901 -1.6647 -1.5629 -1.4801 -1.4100 -1.3448 -1.2739 -1.1822 -1.0926 -1.0227
 -0.9725 -0.9343 -0.9001 -0.8663 -0.8330 -0.7636 -0.7174 -0.6925 -0.6868 -0.6968
 -0.7194 -0.7508 -0.7878 -0.8299 -0.8771
 -1.6544 -1.5373 -1.4367 -1.3515 -1.2806 -1.2215 -1.1688 -1.1090 -1.0437 -0.9886
 -0.9475 -0.9165 -0.8893 -0.8615 -0.8325 -0.7680 -0.7247 -0.7018 -0.6972 -0.7073
 -0.7291 -0.7597 -0.7958 -0.8363 -0.8809 -0.9296
 -1.5382 -1.4000 -1.2936 -1.2143 -1.1554 -1.1084 -1.0682 -1.0306 -0.9881 -0.9480
 -0.9162 -0.8923 -0.8721 -0.8515 -0.8281 -0.7700 -0.7295 -0.7084 -0.7047 -0.7152
 -0.7367 -0.7668 -0.8027 -0.8424 -0.8854 -0.9317 -0.9819 -1.0364 -1.0942 -1.1505
 -1.4951 -1.3408 -1.2143 -1.1152 -1.0403 -0.9860 -0.9500 -0.9288 -0.9130 -0.8962
 -0.8789 -0.8629 -0.8488 -0.8349 -0.8184 -0.7691 -0.7317 -0.7124 -0.7095 -0.7203
 -0.7420 -0.7722 -0.8083 -0.8482 -0.8906 -0.9356 -0.9835 -1.0343 -1.0890 -1.1471
 -1.2043
 -1.4809 -1.3194 -1.1846 -1.0751 -0.9892 -0.9243 -0.8774 -0.8454 -0.8257 -0.8156
 -0.8138 -0.8158 -0.8158 -0.8111 -0.8017 -0.7649 -0.7312 -0.7138 -0.7116 -0.7228
 -0.7448 -0.7753 -0.8122 -0.8529 -0.8957 -0.9403 -0.9868 -1.0355 -1.0868 -1.1415
 -1.2000
 -1.4763 -1.3114 -1.1728 -1.0590 -0.9681 -0.8977 -0.8451 -0.8074 -0.7819 -0.7659
