 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
  1.8179  1.8218  1.8317  1.8393  1.8494  1.8621  1.9097  1.9091  1.8987  1.8766
  1.8442  1.8193  1.7727  1.7219  1.6696  1.5372  1.3994  1.2640  1.1297
  1.8146  1.7963  1.7973  1.8156  1.8445  1.8637  1.8702  1.8679  1.8584  1.8416
  1.8149  1.7778  1.7337  1.6862  1.6374  1.5117  1.3817  1.2493  1.1180  0.9894
  1.7811  1.7718  1.7625  1.7576  1.7617  1.7789  1.8044  1.8197  1.8184  1.8035
  1.7803  1.7487  1.7077  1.6613  1.6130  1.4896  1.3637  1.2346  1.1056  0.9794
  0.8563
  1.7516  1.7466  1.7384  1.7292  1.7220  1.7202  1.7252  1.7377  1.7513  1.7530
  1.7391  1.7146  1.6799  1.6367  1.5896  1.4682  1.3457  1.2208  1.0945  0.9702
  0.8492  0.7313
  1.7111  1.7130  1.7099  1.7029  1.6940  1.6856  1.6802  1.6784  1.6792  1.6811
  1.6784  1.6648  1.6413  1.6074  1.5655  1.4476  1.3278  1.2071  1.0843  0.9619
  0.8423  0.7260  0.6130  0.5030
  1.6588  1.6681  1.6720  1.6706  1.6647  1.6559  1.6466  1.6387  1.6323  1.6258
  1.6179  1.6066  1.5900  1.5652  1.5324  1.4270  1.3103  1.1932  1.0744  0.9545
  0.8361  0.7208  0.6089  0.5001  0.3936  0.2892  0.1868  0.0862 -0.0125 -0.1095
  1.5964  1.6115  1.6228  1.6285  1.6283  1.6230  1.6144  1.6046  1.5949  1.5852
  1.5742  1.5600  1.5422  1.5204  1.4930  1.4025  1.2931  1.1794  1.0644  0.9476
  0.8307  0.7161  0.6048  0.4969  0.3921  0.2903  0.1907  0.0924 -0.0055 -0.1028
 -0.1974
  1.5243  1.5449  1.5621  1.5749  1.5818  1.5823  1.5778  1.5696  1.5592  1.5484
  1.5367  1.5227  1.5051  1.4834  1.4573  1.3755  1.2750  1.1658  1.0542  0.9409
  0.8263  0.7124  0.6013  0.4936  0.3893  0.2881  0.1898  0.0936 -0.0015 -0.0961
 -0.1907
  1.4449  1.4701  1.4916  1.5098  1.5235  1.5312  1.5328  1.5290  1.5212  1.5110
  1.4995  1.4864  1.4709  1.4515  1.4273  1.3498  1.2558  1.1515  1.0429  0.9324
  0.8206  0.7081  0.5970  0.4889  0.3844  0.2833  0.1851  0.0891 -0.0049 -0.0969
 -0.1872
  1.3583  1.3871  1.4129  1.4353  1.4541  1.4683  1.4769  1.4795  1.4768  1.4699
  1.4602  1.4486  1.4351  1.4189  1.3988  1.3278  1.2390  1.1394  1.0338  0.9258
  0.8166  0.7066  0.5966  0.4884  0.3834  0.2819  0.1837  0.0885 -0.0069 -0.0975
 -0.1848
  1.2644  1.2959  1.3260  1.3536  1.3752  1.3941  1.4088  1.4185  1.4225  1.4213
  1.4159  1.4072  1.3961  1.3828  1.3667  1.3069  1.2227  1.1280  1.0256  0.9198
  0.8126  0.7047  0.5968  0.4894  0.3841  0.2818  0.1829  0.0874 -0.0051 -0.0952
 -0.1831
  1.1632  1.1965  1.2309  1.2653  1.2890  1.3108  1.3299  1.3453  1.3562  1.3621
