 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.6291 -1.6454 -1.6564 -1.6627 -1.6647 -1.6628 -1.6574 -1.6487 -1.6365 -1.6211
 -1.6037 -1.5860 -1.5690 -1.5530 -1.5378 -1.5025 -1.4739 -1.4572 -1.4537 -1.4635
 -1.4852 -1.5137 -1.5452 -1.5770 -1.6073 -1.6356 -1.6619 -1.6865 -1.7097 -1.7322
 -1.7550
 -1.5416 -1.5495 -1.5589 -1.5683 -1.5765 -1.5822 -1.5846 -1.5832 -1.5783 -1.5706
 -1.5605 -1.5486 -1.5360 -1.5238 -1.5123 -1.4855 -1.4614 -1.4460 -1.4433
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.8893 -2.8969 -2.8680 -2.7589 -2.6213 -2.4843 -2.3667 -2.2684 -2.1783 -2.0919
 -2.0093 -1.9308 -1.8571 -1.7883 -1.7252 -1.5943 -1.5039 -1.4515 -1.4270
 -2.7158 -2.6467 -2.6243 -2.6265 -2.5601 -2.4463 -2.3299 -2.2298 -2.1417 -2.0590
 -1.9803 -1.9058 -1.8359 -1.7714 -1.7126 -1.5934 -1.5117 -1.4633 -1.4394 -1.4295
 -2.6099 -2.5269 -2.4531 -2.4029 -2.3945 -2.3743 -2.2967 -2.2007 -2.1135 -2.0345
 -1.9599 -1.8892 -1.8229 -1.7617 -1.7063 -1.5947 -1.5186 -1.4738 -1.4526 -1.4449
 -1.4445
 -2.5198 -2.4464 -2.3680 -2.2922 -2.2317 -2.1979 -2.1873 -2.1549 -2.0868 -2.0130
 -1.9429 -1.8762 -1.8133 -1.7553 -1.7027 -1.5969 -1.5251 -1.4827 -1.4638 -1.4583
 -1.4594 -1.4646
 -2.4294 -2.3734 -2.3048 -2.2326 -2.1641 -2.1026 -2.0546 -2.0250 -2.0087 -1.9748
 -1.9218 -1.8623 -1.8039 -1.7491 -1.6990 -1.5983 -1.5299 -1.4894 -1.4723 -1.4694
 -1.4728 -1.4794 -1.4885 -1.5006
 -2.3363 -2.2958 -2.2435 -2.1809 -2.1157 -2.0532 -1.9954 -1.9444 -1.9051 -1.8807
 -1.8598 -1.8289 -1.7869 -1.7396 -1.6933 -1.5975 -1.5319 -1.4929 -1.4772 -1.4772
 -1.4838 -1.4930 -1.5038 -1.5161 -1.5290 -1.5437 -1.5616 -1.5838 -1.6109 -1.6423
 -2.2344 -2.2102 -2.1747 -2.1271 -2.0713 -2.0134 -1.9574 -1.9050 -1.8572 -1.8164
 -1.7845 -1.7610 -1.7382 -1.7104 -1.6777 -1.5935 -1.5308 -1.4929 -1.4780 -1.4805
 -1.4912 -1.5041 -1.5177 -1.5320 -1.5469 -1.5617 -1.5779 -1.5973 -1.6215 -1.6513
 -1.6864
 -2.1307 -2.1169 -2.0968 -2.0642 -2.0222 -1.9734 -1.9228 -1.8733 -1.8268 -1.7837
 -1.7453 -1.7124 -1.6858 -1.6634 -1.6414 -1.5817 -1.5260 -1.4894 -1.4747 -1.4787
 -1.4934 -1.5109 -1.5285 -1.5460 -1.5633 -1.5790 -1.5949 -1.6130 -1.6350 -1.6623
 -1.6957
 -2.0296 -2.0217 -2.0108 -1.9913 -1.9624 -1.9261 -1.8845 -1.8407 -1.7977 -1.7568
 -1.7189 -1.6846 -1.6539 -1.6275 -1.6051 -1.5574 -1.5149 -1.4824 -1.4679 -1.4722
 -1.4896 -1.5121 -1.5349 -1.5568 -1.5776 -1.5977 -1.6174 -1.6381 -1.6600 -1.6830
 -1.7069
 -1.9354 -1.9305 -1.9241 -1.9118 -1.8943 -1.8696 -1.8391 -1.8041 -1.7671 -1.7302
 -1.6950 -1.6624 -1.6325 -1.6054 -1.5813 -1.5341 -1.4985 -1.4724 -1.4592 -1.4625
 -1.4804 -1.5062 -1.5342 -1.5614 -1.5870 -1.6111 -1.6341 -1.6562 -1.6779 -1.7001
 -1.7231
 -1.8533 -1.8445 -1.8385 -1.8305 -1.8209 -1.8048 -1.7841 -1.7589 -1.7304 -1.6996
 -1.6685 -1.6389 -1.6114 -1.5862 -1.5630 -1.5156 -1.4819 -1.4598 -1.4491 -1.4518
 -1.4686 -1.4954 -1.5267 -1.5590 -1.5900 -1.6192 -1.6468 -1.6725 -1.6971 -1.7210
 -1.7451
 -1.7798 -1.7636 -1.7542 -1.7484 -1.7429 -1.7346 -1.7220 -1.7051 -1.6850 -1.6621
 -1.6372 -1.6119 -1.5876 -1.5650 -1.5442 -1.5002 -1.4676 -1.4469 -1.4382
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  o   
 -3.0716 -3.0124 -2.8628 -2.6996 -2.5381 -2.3995 -2.2976 -2.2109 -2.1291 -2.0511
 -1.9776 -1.9077 -1.8417 -1.7795 -1.7213 -1.5971 -1.5048 -1.4442 -1.4128
 -2.8159 -2.8150 -2.7964 -2.6756 -2.5302 -2.3909 -2.2763 -2.1856 -2.1036 -2.0276
 -1.9563 -1.8890 -1.8255 -1.7660 -1.7107 -1.5943 -1.5099 -1.4554 -1.4268 -1.4153
 -2.7036 -2.6147 -2.5789 -2.5832 -2.5086 -2.3862 -2.2666 -2.1679 -2.0854 -2.0108
 -1.9418 -1.8769 -1.8159 -1.7588 -1.7059 -1.5952 -1.5159 -1.4651 -1.4385 -1.4288
 -1.4283
 -2.6325 -2.5343 -2.4442 -2.3832 -2.3689 -2.3459 -2.2593 -2.1587 -2.0717 -1.9974
 -1.9304 -1.8679 -1.8092 -1.7543 -1.7035 -1.5973 -1.5217 -1.4735 -1.4484 -1.4402
 -1.4413 -1.4469
 -2.5639 -2.4793 -2.3870 -2.2997 -2.2293 -2.1855 -2.1702 -2.1342 -2.0612 -1.9856
 -1.9197 -1.8595 -1.8030 -1.7502 -1.7014 -1.5991 -1.5263 -1.4801 -1.4562 -1.4494
 -1.4524 -1.4597 -1.4696 -1.4813
 -2.4892 -2.4229 -2.3429 -2.2577 -2.1762 -2.1050 -2.0496 -2.0143 -1.9948 -1.9603
 -1.9059 -1.8497 -1.7958 -1.7452 -1.6982 -1.5996 -1.5291 -1.4844 -1.4616 -1.4560
 -1.4612 -1.4711 -1.4828 -1.4962 -1.5106 -1.5270 -1.5467 -1.5707 -1.5991 -1.6304
 -2.4069 -2.3579 -2.2948 -2.2215 -2.1446 -2.0709 -2.0042 -1.9464 -1.9008 -1.8707
 -1.8488 -1.8203 -1.7814 -1.7371 -1.6930 -1.5980 -1.5297 -1.4862 -1.4641 -1.4595
 -1.4669 -1.4799 -1.4945 -1.5100 -1.5264 -1.5429 -1.5611 -1.5824 -1.6084 -1.6395
 -1.6744
 -2.3201 -2.2836 -2.2367 -2.1787 -2.1131 -2.0446 -1.9784 -1.9173 -1.8629 -1.8162
 -1.7793 -1.7528 -1.7312 -1.7069 -1.6771 -1.5939 -1.5279 -1.4853 -1.4635 -1.4594
 -1.4687 -1.4851 -1.5034 -1.5221 -1.5408 -1.5598 -1.5783 -1.5982 -1.6213 -1.6494
 -1.6835
 -2.2335 -2.2032 -2.1683 -2.1246 -2.0725 -2.0145 -1.9544 -1.8957 -1.8409 -1.7909
 -1.7468 -1.7097 -1.6800 -1.6566 -1.6360 -1.5801 -1.5224 -1.4812 -1.4598 -1.4557
 -1.4660 -1.4855 -1.5082 -1.5311 -1.5534 -1.5752 -1.5969 -1.6196 -1.6435 -1.6684
 -1.6942
 -2.1526 -2.1247 -2.0948 -2.0620 -2.0224 -1.9766 -1.9263 -1.8740 -1.8227 -1.7739
 -1.7290 -1.6889 -1.6541 -1.6247 -1.6003 -1.5532 -1.5108 -1.4748 -1.4537 -1.4489
 -1.4589 -1.4801 -1.5068 -1.5345 -1.5614 -1.5871 -1.6120 -1.6360 -1.6598 -1.6842
 -1.7103
 -2.0827 -2.0484 -2.0209 -1.9938 -1.9635 -1.9284 -1.8887 -1.8456 -1.8009 -1.7562
 -1.7135 -1.6739 -1.6382 -1.6068 -1.5794 -1.5281 -1.4921 -1.4637 -1.4453 -1.4402
 -1.4492 -1.4704 -1.4996 -1.5316 -1.5635 -1.5941 -1.6232 -1.6509 -1.6774 -1.7034
 -1.7296
 -2.0242 -1.9827 -1.9518 -1.9257 -1.8999 -1.8723 -1.8418 -1.8078 -1.7714 -1.7334
 -1.6952 -1.6584 -1.6240 -1.5928 -1.5650 -1.5105 -1.4740 -1.4494 -1.4346
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -3.1241 -3.0017 -2.8262 -2.6600 -2.5020 -2.3653 -2.2641 -2.1819 -2.1065 -2.0312
 -1.9611 -1.8947 -1.8320 -1.7730 -1.7177 -1.5970 -1.5048 -1.4416 -1.4057
 -2.8926 -2.9080 -2.8078 -2.6511 -2.4996 -2.3593 -2.2489 -2.1615 -2.0843 -2.0107
 -1.9425 -1.8782 -1.8176 -1.7607 -1.7075 -1.5936 -1.5086 -1.4514 -1.4196 -1.4064
 -2.7379 -2.6720 -2.6823 -2.6286 -2.4971 -2.3633 -2.2429 -2.1478 -2.0687 -1.9962
 -1.9298 -1.8676 -1.8091 -1.7542 -1.7030 -1.5939 -1.5136 -1.4603 -1.4308 -1.4190
 -1.4181
 -2.6727 -2.5651 -2.4844 -2.4623 -2.4515 -2.3600 -2.2452 -2.1411 -2.0574 -1.9848
 -1.9198 -1.8596 -1.8031 -1.7502 -1.7008 -1.5957 -1.5186 -1.4680 -1.4401 -1.4296
 -1.4300 -1.4358
 -2.6169 -2.5162 -2.4137 -2.3286 -2.2760 -2.2617 -2.2257 -2.1401 -2.0509 -1.9756
 -1.9108 -1.8523 -1.7977 -1.7466 -1.6990 -1.5974 -1.5228 -1.4742 -1.4476 -1.4381
 -1.4400 -1.4474 -1.4577 -1.4700
 -2.5557 -2.4717 -2.3771 -2.2821 -2.1987 -2.1337 -2.0935 -2.0736 -2.0347 -1.9679
 -1.9021 -1.8446 -1.7916 -1.7423 -1.6964 -1.5981 -1.5257 -1.4785 -1.4530 -1.4443
 -1.4478 -1.4574 -1.4695 -1.4835 -1.4992 -1.5171 -1.5377 -1.5619 -1.5902 -1.6225
 -2.4861 -2.4197 -2.3404 -2.2537 -2.1674 -2.0892 -2.0226 -1.9702 -1.9357 -1.9127
 -1.8795 -1.8327 -1.7837 -1.7365 -1.6923 -1.5973 -1.5268 -1.4808 -1.4559 -1.4480
 -1.4528 -1.4649 -1.4798 -1.4959 -1.5130 -1.5314 -1.5513 -1.5737 -1.5997 -1.6313
 -1.6664
 -2.4105 -2.3577 -2.2947 -2.2220 -2.1440 -2.0668 -1.9950 -1.9318 -1.8781 -1.8351
 -1.8046 -1.7813 -1.7551 -1.7222 -1.6846 -1.5944 -1.5260 -1.4808 -1.4563 -1.4487
 -1.4545 -1.4691 -1.4873 -1.5066 -1.5261 -1.5461 -1.5660 -1.5872 -1.6116 -1.6406
 -1.6751
 -2.3342 -2.2882 -2.2377 -2.1794 -2.1140 -2.0450 -1.9765 -1.9119 -1.8537 -1.8024
 -1.7588 -1.7239 -1.6975 -1.6759 -1.6537 -1.5868 -1.5220 -1.4779 -1.4537 -1.4461
 -1.4526 -1.4693 -1.4912 -1.5145 -1.5376 -1.5603 -1.5832 -1.6062 -1.6300 -1.6564
 -1.6855
 -2.2623 -2.2183 -2.1748 -2.1277 -2.0750 -2.0173 -1.9570 -1.8967 -1.8394 -1.7866
 -1.7393 -1.6981 -1.6633 -1.6352 -1.6123 -1.5642 -1.5149 -1.4731 -1.4489 -1.4408
 -1.4470 -1.4647 -1.4896 -1.5171 -1.5446 -1.5712 -1.5971 -1.6224 -1.6475 -1.6733
 -1.7006
 -2.1993 -2.1518 -2.1106 -2.0696 -2.0263 -1.9795 -1.9292 -1.8769 -1.8246 -1.7740
 -1.7269 -1.6841 -1.6463 -1.6139 -1.5864 -1.5358 -1.4975 -1.4646 -1.4419 -1.4333
 -1.4387 -1.4562 -1.4829 -1.5141 -1.5462 -1.5774 -1.6075 -1.6362 -1.6640 -1.6914
 -1.7186
 -2.1485 -2.0931 -2.0496 -2.0106 -1.9722 -1.9329 -1.8917 -1.8483 -1.8035 -1.7584
 -1.7144 -1.6729 -1.6349 -1.6010 -1.5714 -1.5151 -1.4778 -1.4507 -1.4323
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -3.1400 -2.9657 -2.7832 -2.6212 -2.4751 -2.3421 -2.2405 -2.1569 -2.0843 -2.0121
 -1.9448 -1.8813 -1.8214 -1.7652 -1.7124 -1.5959 -1.5045 -1.4397 -1.3986
 -2.9930 -2.9438 -2.7869 -2.6189 -2.4702 -2.3360 -2.2278 -2.1410 -2.0648 -1.9939
 -1.9282 -1.8666 -1.8085 -1.7540 -1.7028 -1.5919 -1.5067 -1.4474 -1.4122 -1.3966
 -2.7740 -2.7667 -2.7519 -2.6222 -2.4724 -2.3383 -2.2225 -2.1296 -2.0515 -1.9809
 -1.9168 -1.8569 -1.8008 -1.7480 -1.6985 -1.5916 -1.5105 -1.4551 -1.4227 -1.4084
 -1.4065
 -2.7007 -2.5943 -2.5520 -2.5575 -2.4720 -2.3439 -2.2250 -2.1238 -2.0418 -1.9709
 -1.9078 -1.8496 -1.7952 -1.7442 -1.6964 -1.5929 -1.5147 -1.4619 -1.4314 -1.4182
 -1.4173 -1.4231
 -2.6571 -2.5415 -2.4367 -2.3697 -2.3555 -2.3256 -2.2292 -2.1255 -2.0364 -1.9633
 -1.8998 -1.8430 -1.7902 -1.7409 -1.6947 -1.5945 -1.5185 -1.4675 -1.4384 -1.4262
 -1.4263 -1.4334 -1.4440 -1.4570
 -2.6109 -2.5082 -2.4000 -2.3004 -2.2238 -2.1789 -2.1608 -2.1167 -2.0368 -1.9584
 -1.8927 -1.8362 -1.7848 -1.7370 -1.6923 -1.5953 -1.5214 -1.4717 -1.4436 -1.4322
 -1.4333 -1.4420 -1.4544 -1.4687 -1.4847 -1.5032 -1.5252 -1.5514 -1.5814 -1.6132
 -2.5566 -2.4704 -2.3741 -2.2750 -2.1829 -2.1057 -2.0468 -2.0089 -1.9848 -1.9456
 -1.8861 -1.8289 -1.7784 -1.7320 -1.6887 -1.5949 -1.5229 -1.4742 -1.4467 -1.4359
 -1.4378 -1.4484 -1.4631 -1.4796 -1.4975 -1.5168 -1.5376 -1.5613 -1.5891 -1.6214
 -1.6564
 -2.4950 -2.4229 -2.3420 -2.2539 -2.1648 -2.0808 -2.0075 -1.9463 -1.8980 -1.8638
 -1.8383 -1.8068 -1.7671 -1.7246 -1.6835 -1.5928 -1.5227 -1.4749 -1.4476 -1.4370
 -1.4397 -1.4518 -1.4693 -1.4888 -1.5091 -1.5300 -1.5522 -1.5755 -1.6009 -1.6300
 -1.6650
 -2.4312 -2.3676 -2.2984 -2.2240 -2.1450 -2.0657 -1.9904 -1.9227 -1.8640 -1.8143
 -1.7742 -1.7439 -1.7195 -1.6952 -1.6672 -1.5876 -1.5198 -1.4729 -1.4458 -1.4354
 -1.4384 -1.4520 -1.4723 -1.4954 -1.5191 -1.5428 -1.5668 -1.5912 -1.6166 -1.6439
 -1.6749
 -2.3702 -2.3089 -2.2484 -2.1851 -2.1180 -2.0481 -1.9782 -1.9113 -1.8499 -1.7953
 -1.7477 -1.7074 -1.6743 -1.6484 -1.6268 -1.5735 -1.5153 -1.4694 -1.4423 -1.4313
 -1.4341 -1.4483 -1.4707 -1.4974 -1.5251 -1.5524 -1.5794 -1.6060 -1.6327 -1.6599
 -1.6888
 -2.3163 -2.2530 -2.1956 -2.1390 -2.0812 -2.0216 -1.9603 -1.8992 -1.8403 -1.7853
 -1.7355 -1.6914 -1.6531 -1.6208 -1.5941 -1.5447 -1.5024 -1.4634 -1.4367 -1.4251
 -1.4273 -1.4413 -1.4648 -1.4943 -1.5261 -1.5577 -1.5886 -1.6185 -1.6477 -1.6765
 -1.7050
 -2.2731 -2.2029 -2.1447 -2.0906 -2.0381 -1.9859 -1.9334 -1.8801 -1.8272 -1.7757
 -1.7269 -1.6822 -1.6421 -1.6068 -1.5766 -1.5203 -1.4822 -1.4517 -1.4289
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -3.1133 -2.9189 -2.7384 -2.5844 -2.4464 -2.3208 -2.2217 -2.1351 -2.0620 -1.9939
 -1.9289 -1.8676 -1.8101 -1.7562 -1.7056 -1.5933 -1.5034 -1.4368 -1.3931
 -2.9775 -2.9348 -2.7538 -2.5855 -2.4401 -2.3124 -2.2086 -2.1216 -2.0461 -1.9776
 -1.9139 -1.8542 -1.7983 -1.7459 -1.6966 -1.5888 -1.5041 -1.4431 -1.4049 -1.3862
 -2.8397 -2.8623 -2.7603 -2.5983 -2.4457 -2.3119 -2.2023 -2.1113 -2.0346 -1.9656
 -1.9033 -1.8454 -1.7912 -1.7403 -1.6925 -1.5880 -1.5067 -1.4494 -1.4143 -1.3973
 -1.3936
 -2.7213 -2.6408 -2.6533 -2.5948 -2.4573 -2.3215 -2.2036 -2.1063 -2.0261 -1.9564
 -1.8949 -1.8386 -1.7860 -1.7367 -1.6904 -1.5891 -1.5102 -1.4551 -1.4221 -1.4063
 -1.4035 -1.4088
 -2.6838 -2.5590 -2.4674 -2.4457 -2.4316 -2.3300 -2.2122 -2.1076 -2.0216 -1.9499
 -1.8876 -1.8323 -1.7812 -1.7335 -1.6887 -1.5905 -1.5136 -1.4601 -1.4284 -1.4137
 -1.4116 -1.4179 -1.4286 -1.4419
 -2.6527 -2.5317 -2.4147 -2.3203 -2.2669 -2.2528 -2.2076 -2.1145 -2.0229 -1.9459
 -1.8814 -1.8260 -1.7760 -1.7297 -1.6864 -1.5913 -1.5165 -1.4642 -1.4333 -1.4194
 -1.4179 -1.4252 -1.4374 -1.4522 -1.4691 -1.4887 -1.5118 -1.5390 -1.5699 -1.6024
 -2.6146 -2.5078 -2.3956 -2.2880 -2.1962 -2.1290 -2.0892 -2.0656 -2.0187 -1.9460
 -1.8774 -1.8198 -1.7702 -1.7250 -1.6830 -1.5910 -1.5182 -1.4669 -1.4365 -1.4230
 -1.4222 -1.4306 -1.4447 -1.4614 -1.4799 -1.5001 -1.5224 -1.5476 -1.5765 -1.6098
 -1.6450
 -2.5709 -2.4764 -2.3766 -2.2746 -2.1770 -2.0908 -2.0209 -1.9677 -1.9311 -1.9034
 -1.8655 -1.8136 -1.7637 -1.7193 -1.6783 -1.5892 -1.5184 -1.4680 -1.4378 -1.4245
 -1.4242 -1.4337 -1.4498 -1.4691 -1.4898 -1.5116 -1.5349 -1.5594 -1.5865 -1.6174
 -1.6531
 -2.5219 -2.4361 -2.3481 -2.2569 -2.1652 -2.0777 -1.9989 -1.9315 -1.8758 -1.8311
 -1.7973 -1.7701 -1.7403 -1.7064 -1.6701 -1.5848 -1.5161 -1.4667 -1.4368 -1.4235
 -1.4237 -1.4342 -1.4522 -1.4745 -1.4983 -1.5226 -1.5478 -1.5734 -1.6003 -1.6296
 -1.6621
 -2.4743 -2.3927 -2.3129 -2.2322 -2.1502 -2.0687 -1.9910 -1.9196 -1.8569 -1.8029
 -1.7572 -1.7197 -1.6897 -1.6650 -1.6419 -1.5777 -1.5129 -1.4644 -1.4343 -1.4205
 -1.4205 -1.4315 -1.4509 -1.4759 -1.5032 -1.5309 -1.5588 -1.5867 -1.6149 -1.6437
 -1.6746
 -2.4317 -2.3494 -2.2736 -2.1998 -2.1265 -2.0536 -1.9819 -1.9131 -1.8494 -1.7920
 -1.7415 -1.6977 -1.6603 -1.6292 -1.6038 -1.5541 -1.5052 -1.4600 -1.4300 -1.4157
 -1.4150 -1.4258 -1.4461 -1.4731 -1.5036 -1.5351 -1.5666 -1.5976 -1.6282 -1.6587
 -1.6889
 -2.3977 -2.3103 -2.2345 -2.1638 -2.0959 -2.0301 -1.9658 -1.9029 -1.8427 -1.7862
 -1.7343 -1.6880 -1.6472 -1.6118 -1.5817 -1.5266 -1.4866 -1.4516 -1.4239
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -3.0588 -2.8649 -2.6944 -2.5504 -2.4148 -2.2941 -2.2008 -2.1186 -2.0434 -1.9767
 -1.9138 -1.8542 -1.7984 -1.7462 -1.6975 -1.5892 -1.5028 -1.4366 -1.3877
 -3.0280 -2.8993 -2.7143 -2.5521 -2.4129 -2.2879 -2.1901 -2.1047 -2.0287 -1.9618
 -1.8998 -1.8418 -1.7876 -1.7368 -1.6891 -1.5843 -1.5005 -1.4384 -1.3975 -1.3754
 -2.9372 -2.8972 -2.7387 -2.5682 -2.4189 -2.2893 -2.1823 -2.0945 -2.0188 -1.9506
 -1.8899 -1.8335 -1.7808 -1.7315 -1.6852 -1.5832 -1.5022 -1.4432 -1.4055 -1.3858
 -1.3800
 -2.8016 -2.7284 -2.7185 -2.5858 -2.4337 -2.2990 -2.1837 -2.0893 -2.0109 -1.9420
 -1.8819 -1.8269 -1.7758 -1.7280 -1.6831 -1.5840 -1.5050 -1.4479 -1.4122 -1.3939
 -1.3889 -1.3931
 -2.6982 -2.5767 -2.5280 -2.5359 -2.4437 -2.3124 -2.1926 -2.0905 -2.0066 -1.9363
 -1.8750 -1.8209 -1.7712 -1.7248 -1.6814 -1.5853 -1.5081 -1.4523 -1.4178 -1.4006
 -1.3962 -1.4010 -1.4117 -1.4252
 -2.6788 -2.5447 -2.4277 -2.3555 -2.3438 -2.3071 -2.2036 -2.0983 -2.0074 -1.9326
 -1.8692 -1.8149 -1.7661 -1.7211 -1.6791 -1.5862 -1.5110 -1.4561 -1.4223 -1.4057
 -1.4019 -1.4075 -1.4191 -1.4342 -1.4518 -1.4720 -1.4960 -1.5246 -1.5565 -1.5898
 -2.6588 -2.5317 -2.4073 -2.2973 -2.2157 -2.1725 -2.1532 -2.0998 -2.0141 -1.9333
 -1.8660 -1.8092 -1.7606 -1.7165 -1.6757 -1.5859 -1.5129 -1.4591 -1.4255 -1.4093
 -1.4060 -1.4122 -1.4252 -1.4418 -1.4607 -1.4815 -1.5048 -1.5314 -1.5619 -1.5961
 -1.6320
 -2.6325 -2.5164 -2.3986 -2.2854 -2.1839 -2.1018 -2.0426 -2.0053 -1.9770 -1.9305
 -1.8658 -1.8056 -1.7549 -1.7112 -1.6712 -1.5841 -1.5134 -1.4606 -1.4273 -1.4111
 -1.4081 -1.4152 -1.4294 -1.4480 -1.4688 -1.4912 -1.5153 -1.5412 -1.5700 -1.6025
 -1.6391
 -2.6028 -2.4934 -2.3852 -2.2782 -2.1761 -2.0839 -2.0057 -1.9428 -1.8944 -1.8584
 -1.8282 -1.7921 -1.7472 -1.7039 -1.6647 -1.5800 -1.5114 -1.4600 -1.4270 -1.4108
 -1.4082 -1.4160 -1.4316 -1.4524 -1.4758 -1.5004 -1.5263 -1.5534 -1.5818 -1.6127
 -1.6471
 -2.5694 -2.4669 -2.3663 -2.2675 -2.1713 -2.0803 -1.9973 -1.9247 -1.8635 -1.8126
 -1.7710 -1.7377 -1.7096 -1.6812 -1.6516 -1.5752 -1.5088 -1.4584 -1.4255 -1.4089
 -1.4061 -1.4142 -1.4308 -1.4535 -1.4795 -1.5071 -1.5354 -1.5644 -1.5941 -1.6249
 -1.6576
 -2.5362 -2.4378 -2.3425 -2.2501 -2.1609 -2.0753 -1.9946 -1.9203 -1.8542 -1.7966
 -1.7471 -1.7051 -1.6699 -1.6407 -1.6159 -1.5609 -1.5039 -1.4551 -1.4223 -1.4051
 -1.4017 -1.4098 -1.4270 -1.4510 -1.4796 -1.5103 -1.5418 -1.5736 -1.6055 -1.6377
 -1.6699
 -2.5034 -2.4061 -2.3150 -2.2283 -2.1440 -2.0641 -1.9884 -1.9171 -1.8513 -1.7916
 -1.7385 -1.6921 -1.6518 -1.6172 -1.5576 -1.5371 -1.4967 -1.4501 -1.4174
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -3.0050 -2.8138 -2.6533 -2.5205 -2.3866 -2.2720 -2.1785 -2.0995 -2.0254 -1.9608
 -1.8991 -1.8408 -1.7863 -1.7357 -1.6885 -1.5836 -1.4990 -1.4327 -1.3822
 -3.0488 -2.8546 -2.6742 -2.5194 -2.3872 -2.2668 -2.1686 -2.0872 -2.0116 -1.9467
 -1.8861 -1.8293 -1.7763 -1.7269 -1.6805 -1.5785 -1.4958 -1.4331 -1.3900 -1.3647
 -2.9130 -2.8881 -2.7009 -2.5372 -2.3942 -2.2686 -2.1634 -2.0780 -2.0031 -1.9362
 -1.8766 -1.8214 -1.7699 -1.7218 -1.6768 -1.5772 -1.4968 -1.4366 -1.3965 -1.3739
 -1.3656
