 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -7.3082 -7.3359 -7.3532 -7.3569 -7.3447 -7.3145 -7.2647 -7.1923 -7.0977 -6.9924
 -6.8836 -6.7715 -6.6517 -6.5200 -6.3715 -5.9161 -5.3892 -4.8656 -4.3960 -4.0031
 -3.6864 -3.4321
 -6.9492 -6.9689 -6.9849 -6.9925 -6.9883 -6.9698 -6.9353 -6.8827 -6.8088 -6.7176
 -6.6174 -6.5114 -6.3979 -6.2734 -6.1339 -5.7092 -5.2166 -4.7266 -4.2813 -3.9040
 -3.5999 -3.3580 -3.1661 -3.0139
 -6.7148 -6.6959 -6.6932 -6.6942 -6.6909 -6.6783 -6.6534 -6.6142 -6.5578 -6.4820
 -6.3920 -6.2930 -6.1859 -6.0682 -5.9369 -5.5399 -5.0762 -4.6155 -4.1938 -3.8297
 -3.5327 -3.2969 -3.1115 -2.9664 -2.8534 -2.7642 -2.6913 -2.6281 -2.5690 -2.5124
 -6.7906 -6.6451 -6.5498 -6.4937 -6.4635 -6.4437 -6.4212 -6.3892 -6.3444 -6.2833
 -6.2052 -6.1147 -6.0144 -5.9037 -5.7803 -5.4078 -4.9673 -4.5294 -4.1283 -3.7762
 -3.4830 -3.2488 -3.0655 -2.9232 -2.8146 -2.7323 -2.6687 -2.6176 -2.5735 -2.5315
 -2.4892
 -7.1031 -6.8506 -6.6488 -6.4984 -6.3889 -6.3088 -6.2504 -6.2095 -6.1695 -6.1188
 -6.0527 -5.9720 -5.8797 -5.7766 -5.6612 -5.3123 -4.8921 -4.4685 -4.0825 -3.7409
 -3.4502 -3.2141 -3.0288 -2.8856 -2.7778 -2.6984 -2.6407 -2.5974 -2.5627 -2.5335
 -2.5054
 -7.4697 -7.1492 -6.8731 -6.6406 -6.4527 -6.3042 -6.1879 -6.1011 -6.0349 -5.9796
 -5.9249 -5.8568 -5.7748 -5.6804 -5.5734 -5.2473 -4.8461 -4.4309 -4.0524 -3.7179
 -3.4285 -3.1889 -2.9991 -2.8526 -2.7424 -2.6628 -2.6075 -2.5693 -2.5414 -2.5200
 -2.5027
 -7.9177 -7.5219 -7.1768 -6.8777 -6.6219 -6.4079 -6.2317 -6.0887 -5.9735 -5.8813
 -5.8079 -5.7459 -5.6784 -5.6004 -5.5083 -5.2118 -4.8331 -4.4262 -4.0496 -3.7170
 -3.4274 -3.1824 -2.9848 -2.8310 -2.7148 -2.6306 -2.5733 -2.5361 -2.5123 -2.4960
 -2.4857
 -8.5401 -8.0263 -7.5884 -7.2114 -6.8857 -6.6062 -6.3690 -6.1701 -6.0039 -5.8661
 -5.7554 -5.6642 -5.5843 -5.5076 -5.4276 -5.1832 -4.8415 -4.4453 -4.0683 -3.7338
 -3.4414 -3.1906 -2.9835 -2.8198 -2.6947 -2.6027 -2.5396 -2.4994 -2.4759 -2.4634
 -2.4544
 -9.4384 -8.7616 -8.1845 -7.6944 -7.2756 -6.9170 -6.6102 -6.3490 -6.1282 -5.9426
 -5.7873 -5.6576 -5.5469 -5.4477 -5.3313 -5.1615 -4.8713 -4.4882 -4.1085
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = UX   
 -9.0337 -9.0441 -8.9875 -8.8837 -8.7514 -8.6059 -8.4601 -8.3245 -8.2031 -8.0845
 -7.9671 -7.8559 -7.7483 -7.6390 -7.5173 -7.1048 -6.5288 -5.8894 -5.2520
 -8.4629 -8.4798 -8.4738 -8.4403 -8.3742 -8.2718 -8.1303 -7.9653 -7.8331 -7.7123
 -7.5993 -7.4918 -7.3841 -7.2718 -7.1463 -6.7306 -6.1732 -5.5639 -4.9993 -4.5167
 -7.9374 -7.9612 -7.9662 -7.9492 -7.9070 -7.8381 -7.7416 -7.6151 -7.4850 -7.3672
 -7.2588 -7.1563 -7.0525 -6.9426 -6.8202 -6.4225 -5.8985 -5.3279 -4.7964 -4.3449
 -3.9741
 -7.4708 -7.4991 -7.5129 -7.5091 -7.4854 -7.4400 -7.3720 -7.2796 -7.1674 -7.0560
 -6.9519 -6.8531 -6.7543 -6.6492 -6.5327 -6.1610 -5.6752 -5.1452 -4.6433 -4.2132
 -3.8627 -3.5797
 -7.0742 -7.1021 -7.1186 -7.1236 -7.1129 -7.0847 -7.0379 -6.9709 -6.8821 -6.7809
 -6.6812 -6.5853 -6.4901 -6.3898 -6.2794 -5.9344 -5.4860 -4.9957 -4.5235 -4.1108
 -3.7727 -3.5018 -3.2847 -3.1102
 -6.7586 -6.7780 -6.7895 -6.7956 -6.7915 -6.7744 -6.7422 -6.6937 -6.6266 -6.5407
 -6.4471 -6.3539 -6.2613 -6.1648 -6.0599 -5.7388 -5.3241 -4.8696 -4.4274 -4.0316
 -3.7015 -3.4368 -3.2265 -3.0595 -2.9266 -2.8199 -2.7325 -2.6576 -2.5891 -2.5248
 -6.6695 -6.5953 -6.5541 -6.5383 -6.5281 -6.5138 -6.4895 -6.4526 -6.4016 -6.3330
 -6.2492 -6.1600 -6.0695 -5.9761 -5.8759 -5.5748 -5.1889 -4.7639 -4.3498 -3.9717
 -3.6479 -3.3851 -3.1770 -3.0135 -2.8853 -2.7854 -2.7071 -2.6443 -2.5915 -2.5422
 -2.4940
 -6.9003 -6.6943 -6.5482 -6.4453 -6.3718 -6.3218 -6.2866 -6.2533 -6.2111 -6.1563
 -6.0854 -6.0030 -5.9157 -5.8251 -5.7288 -5.4449 -5.0834 -4.6811 -4.2894 -3.9280
 -3.6106 -3.3475 -3.1375 -2.9737 -2.8466 -2.7493 -2.6765 -2.6211 -2.5781 -2.5427
 -2.5090
 -7.2480 -6.9605 -6.7180 -6.5241 -6.3766 -6.2659 -6.1801 -6.1100 -6.0569 -6.0079
 -5.9495 -5.8771 -5.7953 -5.7082 -5.6157 -5.3465 -5.0062 -4.6200 -4.2425 -3.8947
 -3.5839 -3.3197 -3.1063 -2.9390 -2.8100 -2.7126 -2.6417 -2.5910 -2.5544 -2.5268
 -2.5050
 -7.6569 -7.3000 -6.9886 -6.7213 -6.4981 -6.3172 -6.1719 -6.0545 -5.9586 -5.8843
 -5.8276 -5.7683 -5.6989 -5.6203 -5.5338 -5.2802 -4.9610 -4.5905 -4.2216 -3.8822
 -3.5769 -3.3113 -3.0917 -2.9175 -2.7826 -2.6809 -2.6077 -2.5575 -2.5240 -2.5013
 -2.4871
 -8.1882 -7.7372 -7.3477 -7.0100 -6.7183 -6.4706 -6.2640 -6.0927 -5.9501 -5.8323
 -5.7373 -5.6631 -5.5964 -5.5287 -5.4560 -5.2347 -4.9389 -4.5850 -4.2220 -3.8858
 -3.5834 -3.3165 -3.0904 -2.9073 -2.7638 -2.6547 -2.5756 -2.5218 -2.4877 -2.4679
 -2.4568
 -8.9527 -8.3583 -7.8528 -7.4208 -7.0495 -6.7301 -6.4573 -6.2266 -6.0329 -5.8705
 -5.7343 -5.6216 -5.5279 -5.4455 -5.3823 -5.2100 -4.9399 -4.6035 -4.2437
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value = UX   
 -9.2878 -9.2923 -9.1703 -8.9791 -8.7639 -8.5646 -8.3904 -8.3233 -8.2220 -8.1162
 -8.0070 -7.9040 -7.8098 -7.7209 -7.6280 -7.3168 -6.8185 -6.1857 -5.5571
 -8.7017 -8.7136 -8.6808 -8.5905 -8.4715 -8.3267 -8.1587 -7.9878 -7.8680 -7.7562
 -7.6506 -7.5528 -7.4601 -7.3685 -7.2726 -6.9564 -6.4702 -5.8689 -5.2806 -4.7594
 -8.1624 -8.1817 -8.1666 -8.1351 -8.0688 -7.9719 -7.8405 -7.6706 -7.5334 -7.4197
 -7.3167 -7.2240 -7.1355 -7.0462 -6.9513 -6.6467 -6.1925 -5.6340 -5.0749 -4.5871
 -4.1816
 -7.6606 -7.6885 -7.6975 -7.6839 -7.6443 -7.5775 -7.4837 -7.3629 -7.2295 -7.1127
 -7.0110 -6.9213 -6.8371 -6.7520 -6.6607 -6.3744 -5.9577 -5.4458 -4.9218 -4.4554
 -4.0677 -3.7516
 -7.2313 -7.2619 -7.2789 -7.2784 -7.2577 -7.2147 -7.1493 -7.0614 -6.9514 -6.8390
 -6.7376 -6.6481 -6.5662 -6.4846 -6.3979 -6.1309 -5.7510 -5.2842 -4.7975 -4.3516
 -3.9766 -3.6718 -3.4255 -3.2255
 -6.8755 -6.8989 -6.9164 -6.9227 -6.9139 -6.8878 -6.8432 -6.7798 -6.6963 -6.5958
 -6.4969 -6.4067 -6.3249 -6.2456 -6.1625 -5.9131 -5.5669 -5.1409 -4.6918 -4.2684
 -3.9033 -3.6050 -3.3651 -3.1728 -3.0177 -2.8910 -2.7862 -2.6962 -2.6153 -2.5411
 -6.6450 -6.6299 -6.6247 -6.6255 -6.6200 -6.6033 -6.5722 -6.5257 -6.4632 -6.3820
 -6.2891 -6.1993 -6.1162 -6.0372 -5.9569 -5.7221 -5.4051 -5.0144 -4.6003 -4.2013
 -3.8465 -3.5512 -3.3139 -3.1250 -2.9747 -2.8545 -2.7584 -2.6808 -2.6158 -2.5568
 -2.5013
 -6.7369 -6.5950 -6.4965 -6.4351 -6.3980 -6.3723 -6.3450 -6.3082 -6.2589 -6.1955
 -6.1154 -6.0282 -5.9439 -5.8641 -5.7848 -5.5613 -5.2687 -4.9065 -4.5218 -4.1470
 -3.8041 -3.5110 -3.2732 -3.0839 -2.9350 -2.8176 -2.7263 -2.6554 -2.6001 -2.5557
 -2.5147
 -7.0516 -6.7961 -6.5942 -6.4474 -6.3424 -6.2605 -6.1920 -6.1362 -6.0882 -6.0363
 -5.9706 -5.8913 -5.8076 -5.7265 -5.6472 -5.4317 -5.1580 -4.8187 -4.4548 -4.1003
 -3.7703 -3.4801 -3.2399 -3.0482 -2.8976 -2.7801 -2.6906 -2.6238 -2.5743 -2.5373
 -2.5093
 -7.4348 -7.1097 -6.8287 -6.5939 -6.4051 -6.2592 -6.1464 -6.0560 -5.9768 -5.9095
 -5.8517 -5.7842 -5.7060 -5.6254 -5.5455 -5.3353 -5.0783 -4.7597 -4.4118 -4.0722
 -3.7545 -3.4681 -3.2246 -3.0268 -2.8707 -2.7493 -2.6573 -2.5900 -2.5430 -2.5106
 -2.4882
 -7.9034 -7.4996 -7.1478 -6.8426 -6.5820 -6.3654 -6.1888 -6.0449 -5.9266 -5.8284
 -5.7471 -5.6814 -5.6158 -5.5438 -5.4682 -5.2663 -5.0233 -4.7237 -4.3888 -4.0585
 -3.7499 -3.4681 -3.2219 -3.0170 -2.8529 -2.7244 -2.6270 -2.5561 -2.5076 -2.4765
 -2.4577
 -8.5533 -8.0287 -7.5816 -7.1965 -6.8637 -6.5781 -6.3362 -6.1342 -5.9660 -5.8249
 -5.7061 -5.6087 -5.5267 -5.4546 -5.4153 -5.2247 -4.9930 -4.7107 -4.3858
