 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F390M
 -9.0968 -6.8257 -4.7029 -4.8745 -8.1785-13.8800-12.0469 -7.9488 -4.8101 -3.9842
 -3.7298 -3.7561 -4.7605 -5.5679 -5.8056 -4.5325
 -9.9608 -8.5652 -7.1974 -6.9230 -8.1020-10.6924 -9.9747 -8.2708 -6.7703 -6.0723
 -5.6657 -5.4956 -5.7614 -5.9372 -5.7764 -4.5098 -3.7637 -3.2415 -3.1357
-10.0268 -9.2309 -8.4222 -7.9408 -7.8953 -8.4787 -8.2850 -7.8768 -7.3784 -6.8945
 -6.5024 -6.2384 -6.0706 -5.8616 -5.5156 -4.3523 -3.5361 -3.0525 -2.7716 -2.5053
 -2.0823
 -9.2948 -8.8228 -8.3774 -7.9279 -7.5587 -7.2389 -6.9778 -6.7667 -6.6346 -6.4508
 -6.2400 -5.9846 -5.6883 -5.3411 -5.0232 -4.0600 -3.3624 -2.8564 -2.4852 -2.2032
 -1.9801 -1.7959 -1.6405
 -8.9216 -8.4942 -8.0801 -7.6657 -7.2817 -6.9261 -6.6095 -6.3363 -6.1020 -5.8925
 -5.6859 -5.4605 -5.2082 -4.9282 -4.6328 -3.8685 -3.2264 -2.7648 -2.4330 -2.1826
 -1.9832 -1.8171 -1.6749 -1.5499 -1.4371
 -8.5670 -8.1758 -7.7902 -7.4069 -7.0273 -6.6598 -6.3138 -6.0008 -5.7251 -5.4815
 -5.2590 -5.0426 -4.8162 -4.5749 -4.3220 -3.6990 -3.1267 -2.7024 -2.3996 -2.1732
 -1.9932 -1.8427 -1.7127 -1.5980 -1.4952 -1.4019
 -8.2311 -7.8676 -7.5077 -7.1515 -6.7956 -6.4400 -6.0907 -5.7602 -5.4592 -5.1915
 -4.9532 -4.7344 -4.5239 -4.3109 -4.0908 -3.5515 -3.0633 -2.6692 -2.3850 -2.1750
 -2.0101 -1.8727 -1.7540 -1.6489 -1.5547 -1.4694 -1.3923 -1.3211 -1.2559 -1.2047
 -7.9139 -7.5696 -7.2326 -6.9026 -6.5742 -6.2441 -5.9120 -5.5855 -5.2759 -4.9939
 -4.7430 -4.5186 -4.3141 -4.1189 -3.9256 -3.4500 -3.0197 -2.6598 -2.3857 -2.1841
 -2.0294 -1.9031 -1.7947 -1.6990 -1.6132 -1.5355 -1.4647 -1.4012 -1.3457 -1.2990
 -1.2621
 -7.6282 -7.3053 -6.9885 -6.6777 -6.3724 -6.0691 -5.7637 -5.4566 -5.1545 -4.8695
 -4.6096 -4.3782 -4.1723 -3.9851 -3.8073 -3.3846 -2.9950 -2.6632 -2.3988 -2.1989
 -2.0484 -1.9299 -1.8309 -1.7447 -1.6678 -1.5983 -1.5355 -1.4777 -1.4270 -1.3857
 -1.3555
 -7.4051 -7.0885 -6.7839 -6.4904 -6.2023 -5.9198 -5.6385 -5.3562 -5.0732 -4.7954
 -4.5340 -4.2967 -4.0846 -3.8959 -3.7241 -3.3366 -2.9793 -2.6691 -2.4156 -2.2164
 -2.0651 -1.9501 -1.8587 -1.7818 -1.7143 -1.6537 -1.5992 -1.5500 -1.5059 -1.4684
 -1.4373
 -7.2265 -6.9278 -6.6357 -6.3499 -6.0739 -5.8039 -5.5397 -5.2783 -5.0173 -4.7566
 -4.5057 -4.2695 -4.0509 -3.8522 -3.6742 -3.2970 -2.9747 -2.6804 -2.4355 -2.2383
 -2.0845 -1.9680 -1.8797 -1.8101 -1.7518 -1.7006 -1.6551 -1.6142 -1.5776 -1.5455
 -1.5156
 -7.1404 -6.8232 -6.5270 -6.2501 -5.9807 -5.7183 -5.4636 -5.2150 -4.9702 -4.7253
 -4.4846 -4.2535 -4.0367 -3.8382 -3.6600 -3.2842 -2.9705 -2.6908 -2.4518 -2.2570
 -2.1025 -1.9831 -1.8936 -1.8272 -1.7763 -1.7345 -1.6987 -1.6670 -1.6387 -1.6140
 -1.5931
 -7.1467 -6.7746 -6.4578 -6.1910 -5.9227 -5.6630 -5.3995 -5.1589 -4.9244 -4.6955
 -4.4717 -4.2530 -4.0390 -3.8539 -3.6814 -3.2981 -2.9667 -2.7003 -2.4645
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F390M
 -9.1367 -8.8604 -8.6826 -8.6414 -8.7760 -9.2948 -8.9008 -8.3839 -7.9236 -7.5794
 -7.2341 -6.9145 -6.7729 -6.6098 -6.3073 -5.2108
 -8.9202 -8.5787 -8.3135 -8.1486 -8.1103 -8.3058 -8.0729 -7.7698 -7.4669 -7.1902
 -6.8987 -6.6044 -6.3645 -6.1058 -5.7810 -4.8049 -3.9271 -3.2569 -2.7553
 -8.7394 -8.3471 -8.0130 -7.7502 -7.5747 -7.5261 -7.3706 -7.1906 -6.9871 -6.7609
 -6.5128 -6.2435 -5.9539 -5.6446 -5.3164 -4.4537 -3.6728 -3.0721 -2.6310 -2.2983
 -2.0352
 -8.5943 -8.1656 -7.7811 -7.4462 -7.1692 -6.9557 -6.7939 -6.6463 -6.4840 -6.2914
 -6.0763 -5.8318 -5.5411 -5.2261 -4.9135 -4.1572 -3.4693 -2.9302 -2.5385 -2.2438
 -2.0112 -1.8203 -1.6553
 -8.4849 -8.0342 -7.6178 -7.2366 -6.8939 -6.5946 -6.3428 -6.1370 -5.9577 -5.7818
 -5.5893 -5.3693 -5.1262 -4.8504 -4.5723 -3.9154 -3.3166 -2.8312 -2.4777 -2.2138
