 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F110W
  0.3743  0.7913  1.4352  1.6582  1.1989  0.6856  1.3081  1.8902  2.0800  1.9887
  1.9621  1.9197  1.6778  1.3674  1.1418  1.0475
  0.9317  1.0761  1.3445  1.4326  1.2521  0.9978  1.2223  1.4561  1.5634  1.5667
  1.5708  1.5414  1.4168  1.2583  1.1377  1.0522  0.9816  0.9166  0.8151
  1.2535  1.2522  1.2986  1.3100  1.2756  1.1854  1.1954  1.2279  1.2634  1.2899
  1.2969  1.2763  1.2262  1.1656  1.1153  1.0389  0.9571  0.8882  0.8054  0.7244
  0.6586
  1.3397  1.3196  1.2975  1.2904  1.2695  1.2485  1.2274  1.2056  1.1799  1.1585
  1.1404  1.1242  1.1062  1.0891  1.0746  1.0076  0.9398  0.8667  0.7908  0.7134
  0.6364  0.5601  0.4854
  1.3832  1.3560  1.3287  1.3079  1.2838  1.2600  1.2359  1.2113  1.1855  1.1594
  1.1350  1.1132  1.0925  1.0729  1.0537  0.9929  0.9216  0.8468  0.7707  0.6947
  0.6192  0.5446  0.4712  0.3984  0.3253
  1.4052  1.3763  1.3477  1.3204  1.2945  1.2692  1.2436  1.2174  1.1906  1.1634
  1.1359  1.1094  1.0849  1.0613  1.0394  0.9806  0.9088  0.8327  0.7557  0.6796
  0.6045  0.5306  0.4579  0.3863  0.3156  0.2447
  1.4058  1.3805  1.3545  1.3279  1.3017  1.2761  1.2505  1.2239  1.1962  1.1680
  1.1394  1.1109  1.0832  1.0564  1.0317  0.9707  0.9014  0.8244  0.7458  0.6681
  0.5923  0.5181  0.4454  0.3742  0.3044  0.2352  0.1662  0.0952  0.0209 -0.0537
  1.3849  1.3686  1.3491  1.3268  1.3031  1.2790  1.2546  1.2292  1.2022  1.1737
  1.1444  1.1148  1.0855  1.0569  1.0295  0.9652  0.8973  0.8214  0.7415  0.6616
  0.5836  0.5079  0.4344  0.3627  0.2928  0.2244  0.1572  0.0894  0.0188 -0.0551
 -0.1298
  1.3392  1.3361  1.3274  1.3136  1.2962  1.2761  1.2544  1.2314  1.2066  1.1794
  1.1504  1.1203  1.0901  1.0603  1.0314  0.9634  0.8958  0.8220  0.7422  0.6606
  0.5799  0.5015  0.4260  0.3528  0.2820  0.2131  0.1455  0.0792  0.0123 -0.0573
 -0.1309
  1.2752  1.2845  1.2871  1.2837  1.2759  1.2633  1.2472  1.2282  1.2067  1.1826
  1.1555  1.1261  1.0956  1.0650  1.0351  0.9639  0.8956  0.8234  0.7452  0.6631
  0.5803  0.4988  0.4201  0.3444  0.2716  0.2012  0.1328  0.0659 -0.0002 -0.0672
 -0.1353
  1.1980  1.2163  1.2298  1.2390  1.2422  1.2401  1.2324  1.2199  1.2032  1.1830
  1.1586  1.1310  1.1015  1.0715  1.0417  0.9687  0.8974  0.8261  0.7499  0.6694
  0.5862  0.5027  0.4209  0.3420  0.2662  0.1935  0.1233  0.0552 -0.0112 -0.0768
 -0.1429
  1.0954  1.1315  1.1592  1.1792  1.1939  1.2030  1.2057  1.2022  1.1929  1.1776
  1.1574  1.1334  1.1068  1.0783  1.0488  0.9733  0.8996  0.8290  0.7544  0.6755
  0.5936  0.5099  0.4263  0.3444  0.2653  0.1895  0.1166  0.0464 -0.0215 -0.0878
 -0.1533
  0.9673  1.0302  1.0753  1.1043  1.1310  1.1520  1.1657  1.1725  1.1725  1.1659
  1.1531  1.1346  1.1109  1.0854  1.0563  0.9777  0.9022  0.8321  0.7587
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F110W
  1.3566  1.3598  1.3500  1.3266  1.2759  1.1926  1.2156  1.2188  1.2113  1.2095
  1.2292  1.2478  1.2241  1.1737  1.1353  1.0930
  1.3273  1.3224  1.3106  1.2904  1.2530  1.1941  1.1868  1.1759  1.1634  1.1547
  1.1551  1.1558  1.1411  1.1158  1.0945  1.0564  0.9941  0.9209  0.8431
  1.3118  1.2992  1.2844  1.2655  1.2374  1.1966  1.1710  1.1500  1.1326  1.1179
  1.1052  1.0936  1.0827  1.0719  1.0608  1.0250  0.9646  0.8925  0.8160  0.7377
  0.6591
  1.3101  1.2902  1.2714  1.2519  1.2290  1.2001  1.1682  1.1412  1.1190  1.0993
  1.0794  1.0612  1.0488  1.0418  1.0342  0.9988  0.9401  0.8688  0.7932  0.7165
  0.6400  0.5638  0.4882
  1.3222  1.2954  1.2716  1.2496  1.2279  1.2046  1.1784  1.1494  1.1225  1.0987
  1.0778  1.0586  1.0395  1.0256  1.0147  0.9778  0.9206  0.8498  0.7747  0.6989
  0.6235  0.5489  0.4750  0.4018  0.3283
  1.3481  1.3148  1.2850  1.2586  1.2341  1.2101  1.1856  1.1596  1.1325  1.1058
  1.0818  1.0610  1.0400  1.0202  1.0038  0.9625  0.9064  0.8360  0.7603  0.6844
  0.6094  0.5353  0.4624  0.3904  0.3190  0.2479
  1.3806  1.3432  1.3084  1.2772  1.2489  1.2223  1.1964  1.1704  1.1439  1.1173
  1.0918  1.0680  1.0461  1.0230  1.0029  0.9539  0.8974  0.8277  0.7509  0.6735
  0.5977  0.5233  0.4504  0.3788  0.3084  0.2387  0.1692  0.0977  0.0231 -0.0516
  1.4101  1.3733  1.3369  1.3023  1.2705  1.2408  1.2126  1.1850  1.1577  1.1303
  1.1034  1.0777  1.0537  1.0296  1.0068  0.9523  0.8933  0.8243  0.7468  0.6674
  0.5894  0.5136  0.4397  0.3676  0.2972  0.2282  0.1598  0.0916  0.0212 -0.0529
 -0.1278
  1.4123  1.3912  1.3631  1.3287  1.2953  1.2634  1.2331  1.2037  1.1746  1.1459
  1.1176  1.0899  1.0634  1.0381  1.0131  0.9546  0.8933  0.8248  0.7485  0.6665
  0.5878  0.5073  0.4314  0.3579  0.2866  0.2172  0.1491  0.0806  0.0113 -0.0586
 -0.1289
  1.4426  1.4083  1.3773  1.3494  1.3179  1.2860  1.2546  1.2239  1.1936  1.1636
  1.1338  1.1043  1.0756  1.0479  1.0208  0.9583  0.8953  0.8266  0.7505  0.6690
  0.5861  0.5046  0.4256  0.3496  0.2763  0.2054  0.1365  0.0692  0.0026 -0.0642
 -0.1332
  1.4218  1.4075  1.3867  1.3600  1.3334  1.3048  1.2747  1.2443  1.2136  1.1827
  1.1519  1.1211  1.0906  1.0607  1.0315  0.9638  0.8989  0.8303  0.7555  0.6752
  0.5919  0.5082  0.4262  0.3470  0.2709  0.1978  0.1271  0.0586 -0.0083 -0.0743
 -0.1407
  1.3955  1.3891  1.3779  1.3624  1.3417  1.3169  1.2896  1.2605  1.2310  1.2008
