 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.7907 -0.7788 -0.7743 -0.7766 -0.7736 -0.7597 -0.7009 -0.6789 -0.6505 -0.6089
 -0.5542 -0.4944 -0.4304 -0.3618 -0.2980 -0.1791 -0.1246 -0.1126 -0.1197
 -0.7776 -0.6942 -0.6433 -0.6216 -0.6226 -0.6215 -0.6105 -0.5933 -0.5727 -0.5480
 -0.5125 -0.4636 -0.4057 -0.3484 -0.2968 -0.2022 -0.1517 -0.1355 -0.1387 -0.1535
 -0.7328 -0.6641 -0.6055 -0.5596 -0.5299 -0.5202 -0.5267 -0.5295 -0.5184 -0.4950
 -0.4680 -0.4352 -0.3909 -0.3418 -0.2961 -0.2103 -0.1666 -0.1544 -0.1596 -0.1744
 -0.1955
 -0.6854 -0.6304 -0.5791 -0.5327 -0.4937 -0.4652 -0.4485 -0.4437 -0.4458 -0.4414
 -0.4248 -0.4034 -0.3740 -0.3355 -0.2960 -0.2185 -0.1786 -0.1697 -0.1771 -0.1926
 -0.2132 -0.2377
 -0.6176 -0.5803 -0.5426 -0.5045 -0.4677 -0.4351 -0.4095 -0.3915 -0.3801 -0.3738
 -0.3675 -0.3565 -0.3423 -0.3196 -0.2909 -0.2232 -0.1861 -0.1799 -0.1905 -0.2077
 -0.2288 -0.2532 -0.2802 -0.3090
 -0.5303 -0.5107 -0.4891 -0.4641 -0.4359 -0.4070 -0.3802 -0.3580 -0.3410 -0.3276
 -0.3165 -0.3062 -0.2975 -0.2854 -0.2689 -0.2216 -0.1882 -0.1834 -0.1979 -0.2188
 -0.2419 -0.2672 -0.2945 -0.3237 -0.3549 -0.3888 -0.4261 -0.4671 -0.5122 -0.5616
 -0.4307 -0.4242 -0.4178 -0.4072 -0.3915 -0.3714 -0.3491 -0.3276 -0.3093 -0.2944
 -0.2815 -0.2695 -0.2588 -0.2491 -0.2378 -0.2079 -0.1838 -0.1802 -0.1976 -0.2234
 -0.2508 -0.2786 -0.3074 -0.3373 -0.3683 -0.3995 -0.4328 -0.4701 -0.5132 -0.5622
 -0.6139
