 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1130W
 -1.3298 -1.4446 -1.5512 -1.6592 -1.7620 -1.8510 -1.9143 -1.9661 -2.0149 -2.0680
 -2.1266 -2.1942 -2.2607 -2.3344 -2.4089 -2.5949 -2.7766 -2.9620 -3.1351
 -1.2753 -1.3896 -1.5032 -1.6160 -1.7267 -1.8309 -1.9262 -2.0106 -2.0823 -2.1397
 -2.1896 -2.2416 -2.3042 -2.3757 -2.4504 -2.6389 -2.8248 -3.0040 -3.1740 -3.3352
 -1.2709 -1.3829 -1.4918 -1.5980 -1.7027 -1.8066 -1.9094 -2.0075 -2.0976 -2.1763
 -2.2364 -2.2842 -2.3382 -2.4061 -2.4797 -2.6664 -2.8499 -3.0283 -3.1988 -3.3607
 -3.5141
 -1.2718 -1.3805 -1.4862 -1.5888 -1.6889 -1.7868 -1.8830 -1.9783 -2.0729 -2.1644
 -2.2490 -2.3119 -2.3652 -2.4285 -2.5000 -2.6857 -2.8677 -3.0451 -3.2155 -3.3777
 -3.5314 -3.6776
 -1.2801 -1.3834 -1.4853 -1.5848 -1.6820 -1.7768 -1.8694 -1.9599 -2.0487 -2.1373
 -2.2257 -2.3080 -2.3724 -2.4415 -2.5143 -2.6987 -2.8801 -3.0565 -3.2267 -3.3890
 -3.5429 -3.6892 -3.8287 -3.9620
 -1.3000 -1.3948 -1.4906 -1.5859 -1.6799 -1.7723 -1.8627 -1.9510 -2.0372 -2.1217
 -2.2055 -2.2897 -2.3611 -2.4339 -2.5130 -2.7065 -2.8882 -3.0639 -3.2340 -3.3964
 -3.5506 -3.6971 -3.8367 -3.9702 -4.0980 -4.2209 -4.3397 -4.4551 -4.5678 -4.6781
 -1.3341 -1.4189 -1.5055 -1.5940 -1.6833 -1.7725 -1.8606 -1.9470 -2.0318 -2.1147
 -2.1961 -2.2767 -2.3516 -2.4224 -2.5011 -2.7029 -2.8913 -3.0679 -3.2381 -3.4010
 -3.5556 -3.7024 -3.8424 -3.9760 -4.1038 -4.2265 -4.3448 -4.4592 -4.5704 -4.6789
 -4.7857
 -1.3829 -1.4575 -1.5340 -1.6132 -1.6952 -1.7790 -1.8634 -1.9475 -2.0305 -2.1121
 -2.1923 -2.2713 -2.3471 -2.4173 -2.4922 -2.6912 -2.8854 -3.0672 -3.2393 -3.4029
 -3.5583 -3.7057 -3.8461 -3.9801 -4.1082 -4.2309 -4.3488 -4.4626 -4.5729 -4.6802
 -4.7850
 -1.4451 -1.5109 -1.5786 -1.6479 -1.7203 -1.7964 -1.8750 -1.9550 -2.0352 -2.1148
 -2.1935 -2.2711 -2.3467 -2.4186 -2.4910 -2.6831 -2.8764 -3.0620 -3.2387 -3.4050
 -3.5617 -3.7101 -3.8512 -3.9858 -4.1145 -4.2375 -4.3556 -4.4695 -4.5796 -4.6861
 -4.7892
 -1.5207 -1.5791 -1.6349 -1.6959 -1.7590 -1.8256 -1.8960 -1.9696 -2.0450 -2.1212
 -2.1973 -2.2729 -2.3475 -2.4203 -2.4917 -2.6766 -2.8651 -3.0504 -3.2294 -3.4001
 -3.5595 -3.7092 -3.8512 -3.9865 -4.1159 -4.2395 -4.3580 -4.4718 -4.5840 -4.6900
 -4.7922
 -1.6097 -1.6621 -1.7029 -1.7542 -1.8123 -1.8702 -1.9315 -1.9964 -2.0649 -2.1357
 -2.2077 -2.2803 -2.3526 -2.4245 -2.4953 -2.6747 -2.8569 -3.0392 -3.2182 -3.3911
 -3.5543 -3.7065 -3.8498 -3.9860 -4.1161 -4.2406 -4.3598 -4.4742 -4.5840 -4.6899
 -4.7926
 -1.7121 -1.7599 -1.7826 -1.8221 -1.8761 -1.9286 -1.9821 -2.0382 -2.0980 -2.1612
 -2.2271 -2.2948 -2.3636 -2.4327 -2.5018 -2.6774 -2.8518 -3.0284 -3.2051
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1130W
 -1.3223 -1.4303 -1.5300 -1.6249 -1.7130 -1.7939 -1.8661 -1.9356 -2.0024 -2.0664
 -2.1289 -2.1952 -2.2645 -2.3391 -2.4146 -2.6010 -2.7815 -2.9612 -3.1349
 -1.3018 -1.4223 -1.5402 -1.6512 -1.7541 -1.8485 -1.9337 -2.0091 -2.0767 -2.1378
 -2.1933 -2.2489 -2.3124 -2.3838 -2.4584 -2.6444 -2.8252 -3.0024 -3.1722 -3.3332
 -1.2898 -1.4058 -1.5199 -1.6326 -1.7442 -1.8516 -1.9513 -2.0413 -2.1200 -2.1857
 -2.2413 -2.2906 -2.3457 -2.4131 -2.4867 -2.6729 -2.8528 -3.0279 -3.1972 -3.3587
 -3.5120
 -1.2830 -1.3959 -1.5060 -1.6136 -1.7193 -1.8231 -1.9257 -2.0256 -2.1193 -2.2033
 -2.2712 -2.3249 -2.3736 -2.4344 -2.5042 -2.6916 -2.8717 -3.0454 -3.2139 -3.3754
 -3.5291 -3.6753
 -1.2803 -1.3908 -1.4980 -1.6021 -1.7037 -1.8030 -1.8999 -1.9941 -2.0875 -2.1795
 -2.2667 -2.3378 -2.3946 -2.4525 -2.5197 -2.7037 -2.8843 -3.0573 -3.2250 -3.3864
 -3.5403 -3.6867 -3.8262 -3.9598
 -1.2823 -1.3897 -1.4942 -1.5957 -1.6944 -1.7907 -1.8846 -1.9757 -2.0639 -2.1504
 -2.2370 -2.3213 -2.3908 -2.4575 -2.5291 -2.7116 -2.8924 -3.0653 -3.2323 -3.3935
 -3.5476 -3.6943 -3.8340 -3.9677 -4.0958 -4.2191 -4.3385 -4.4544 -4.5668 -4.6767
 -1.2922 -1.3941 -1.4947 -1.5933 -1.6894 -1.7833 -1.8751 -1.9644 -2.0512 -2.1351
 -2.2171 -2.2987 -2.3734 -2.4437 -2.5206 -2.7160 -2.8971 -3.0701 -3.2367 -3.3978
 -3.5523 -3.6994 -3.8395 -3.9733 -4.1014 -4.2243 -4.3430 -4.4579 -4.5693 -4.6777
 -4.7845
 -1.3137 -1.4074 -1.5019 -1.5958 -1.6885 -1.7798 -1.8695 -1.9573 -2.0431 -2.1264
 -2.2072 -2.2862 -2.3594 -2.4308 -2.5058 -2.7081 -2.8983 -3.0723 -3.2388 -3.3998
 -3.5548 -3.7025 -3.8431 -3.9774 -4.1056 -4.2285 -4.3468 -4.4609 -4.5715 -4.6790
 -4.7838
 -1.3497 -1.4342 -1.5202 -1.6072 -1.6948 -1.7823 -1.8693 -1.9550 -2.0395 -2.1222
 -2.2029 -2.2816 -2.3564 -2.4268 -2.4986 -2.6961 -2.8931 -3.0731 -3.2411 -3.4026
 -3.5581 -3.7067 -3.8481 -3.9829 -4.1117 -4.2349 -4.3533 -4.4672 -4.5773 -4.6840
 -4.7879
 -1.3951 -1.4725 -1.5497 -1.6283 -1.7087 -1.7905 -1.8731 -1.9558 -2.0379 -2.1191
 -2.1990 -2.2768 -2.3524 -2.4250 -2.4958 -2.6846 -2.8796 -3.0649 -3.2366 -3.3998
 -3.5563 -3.7058 -3.8480 -3.9835 -4.1129 -4.2367 -4.3554 -4.4694 -4.5792 -4.6856
 -4.7909
 -1.4477 -1.5207 -1.5922 -1.6627 -1.7349 -1.8091 -1.8856 -1.9636 -2.0423 -2.1208
