 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.0773  1.6955  2.9381  1.9982 -1.0319 -5.5890 -4.4096 -2.4073 -1.2691 -1.1967
 -1.0336 -0.9062 -1.2820 -1.7524 -1.8729 -1.3251
 -2.9609 -2.0936 -1.2743 -1.3941 -2.4185 -4.4001 -3.8615 -2.9215 -2.2289 -1.9425
 -1.6947 -1.5461 -1.6406 -1.7869 -1.7712 -1.2809 -0.9504 -0.7394 -0.6620
 -4.0409 -3.6983 -3.2330 -2.9714 -2.9334 -3.3491 -3.1643 -2.8590 -2.5270 -2.2329
 -2.0032 -1.8568 -1.7857 -1.7304 -1.6295 -1.2133 -0.9025 -0.7043 -0.5853 -0.4855
 -0.3446
 -3.3173 -3.1186 -2.9380 -2.7337 -2.5766 -2.4361 -2.3180 -2.2196 -2.1635 -2.0679
 -1.9591 -1.8383 -1.7172 -1.5830 -1.4478 -1.1223 -0.8694 -0.6817 -0.5427 -0.4364
 -0.3524 -0.2814 -0.2198
 -2.9734 -2.8270 -2.6861 -2.5333 -2.3932 -2.2588 -2.1353 -2.0252 -1.9276 -1.8371
 -1.7449 -1.6455 -1.5422 -1.4344 -1.3232 -1.0539 -0.8318 -0.6654 -0.5409 -0.4443
 -0.3663 -0.3004 -0.2426 -0.1913 -0.1457
 -2.6452 -2.5410 -2.4348 -2.3233 -2.2067 -2.0883 -1.9718 -1.8620 -1.7611 -1.6688
 -1.5822 -1.4970 -1.4083 -1.3186 -1.2245 -0.9979 -0.8019 -0.6522 -0.5397 -0.4519
 -0.3802 -0.3194 -0.2657 -0.2173 -0.1732 -0.1333
 -2.3326 -2.2606 -2.1841 -2.1037 -2.0172 -1.9246 -1.8275 -1.7300 -1.6358 -1.5469
 -1.4639 -1.3853 -1.3085 -1.2319 -1.1517 -0.9543 -0.7797 -0.6421 -0.5391 -0.4592
 -0.3941 -0.3384 -0.2892 -0.2443 -0.2027 -0.1644 -0.1297 -0.1003 -0.0787 -0.0694
 -2.0357 -1.9858 -1.9340 -1.8806 -1.8228 -1.7585 -1.6871 -1.6103 -1.5306 -1.4515
 -1.3752 -1.3023 -1.2326 -1.1647 -1.0965 -0.9231 -0.7648 -0.6350 -0.5373 -0.4637
 -0.4048 -0.3549 -0.3107 -0.2703 -0.2324 -0.1968 -0.1631 -0.1334 -0.1102 -0.0958
 -0.0934
 -1.7667 -1.7318 -1.6979 -1.6649 -1.6298 -1.5906 -1.5450 -1.4920 -1.4321 -1.3682
 -1.3023 -1.2372 -1.1738 -1.1124 -1.0517 -0.8996 -0.7545 -0.6313 -0.5355 -0.4645
 -0.4104 -0.3663 -0.3279 -0.2929 -0.2598 -0.2282 -0.1983 -0.1694 -0.1446 -0.1274
 -0.1199
 -1.5257 -1.5039 -1.4842 -1.4664 -1.4480 -1.4276 -1.4029 -1.3719 -1.3331 -1.2867
 -1.2347 -1.1798 -1.1239 -1.0684 -1.0135 -0.8776 -0.7445 -0.6275 -0.5336 -0.4624
 -0.4102 -0.3707 -0.3382 -0.3093 -0.2821 -0.2557 -0.2303 -0.2058 -0.1831 -0.1646
 -0.1505
 -1.3125 -1.3035 -1.2952 -1.2875 -1.2808 -1.2733 -1.2636 -1.2500 -1.2301 -1.2021
 -1.1662 -1.1244 -1.0785 -1.0303 -0.9811 -0.8572 -0.7363 -0.6248 -0.5330 -0.4612
 -0.4082 -0.3701 -0.3418 -0.3187 -0.2979 -0.2778 -0.2580 -0.2386 -0.2197 -0.2022
 -0.1859
 -1.1381 -1.1306 -1.1273 -1.1277 -1.1295 -1.1306 -1.1313 -1.1296 -1.1238 -1.1102
 -1.0890 -1.0614 -1.0285 -0.9912 -0.9504 -0.8396 -0.7266 -0.6212 -0.5312 -0.4599
 -0.4058 -0.3668 -0.3399 -0.3207 -0.3056 -0.2919 -0.2787 -0.2653 -0.2518 -0.2385
 -0.2264
 -1.0026 -0.9853 -0.9805 -0.9870 -0.9941 -0.9995 -1.0079 -1.0142 -1.0175 -1.0152
 -1.0070 -0.9935 -0.9750 -0.9511 -0.9215 -0.8251 -0.7154 -0.6167 -0.5282
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -3.6603 -3.3072 -3.0776 -2.9632 -2.9569 -3.3179 -3.0608 -2.8242 -2.6418 -2.4935
 -2.2891 -2.0813 -1.9801 -1.9261 -1.8234 -1.3932
 -3.5342 -3.1878 -2.9423 -2.7885 -2.7197 -2.8620 -2.7103 -2.5591 -2.4233 -2.2966
 -2.1461 -1.9916 -1.8740 -1.7726 -1.6507 -1.2789 -0.9743 -0.7450 -0.5743
 -3.4003 -3.0681 -2.8169 -2.6370 -2.5220 -2.5100 -2.4193 -2.3223 -2.2196 -2.1116
 -1.9985 -1.8809 -1.7589 -1.6330 -1.5033 -1.1809 -0.9144 -0.7094 -0.5558 -0.4382
 -0.3446
 -3.2586 -2.9481 -2.7014 -2.5087 -2.3640 -2.2619 -2.1878 -2.1140 -2.0308 -1.9383
 -1.8465 -1.7491 -1.6350 -1.5072 -1.3812 -1.0992 -0.8653 -0.6821 -0.5437 -0.4370
 -0.3513 -0.2798 -0.2166
 -3.1091 -2.8278 -2.5958 -2.4036 -2.2456 -2.1177 -2.0158 -1.9340 -1.8568 -1.7769
 -1.6900 -1.5963 -1.5022 -1.3953 -1.2844 -1.0338 -0.8270 -0.6631 -0.5381 -0.4408
 -0.3621 -0.2957 -0.2380 -0.1869 -0.1414
 -2.9518 -2.7072 -2.5001 -2.3217 -2.1668 -2.0331 -1.9186 -1.8205 -1.7346 -1.6556
 -1.5747 -1.4872 -1.4001 -1.3081 -1.2098 -0.9839 -0.7976 -0.6496 -0.5361 -0.4474
 -0.3751 -0.3138 -0.2600 -0.2118 -0.1680 -0.1283
 -2.7795 -2.5723 -2.3947 -2.2378 -2.0960 -1.9674 -1.8515 -1.7479 -1.6549 -1.5696
 -1.4879 -1.4067 -1.3237 -1.2438 -1.1564 -0.9482 -0.7761 -0.6394 -0.5350 -0.4540
 -0.3881 -0.3320 -0.2826 -0.2379 -0.1968 -0.1590 -0.1249 -0.0959 -0.0746 -0.0655
 -2.6005 -2.4255 -2.2758 -2.1426 -2.0192 -1.9030 -1.7934 -1.6915 -1.5974 -1.5103
 -1.4281 -1.3485 -1.2695 -1.1937 -1.1160 -0.9252 -0.7620 -0.6321 -0.5330 -0.4580
 -0.3983 -0.3479 -0.3036 -0.2634 -0.2259 -0.1908 -0.1585 -0.1292 -0.1058 -0.0917
 -0.0895
 -2.3263 -2.2462 -2.1489 -2.0363 -1.9316 -1.8313 -1.7332 -1.6382 -1.5480 -1.4626
 -1.3818 -1.3044 -1.2292 -1.1557 -1.0839 -0.9084 -0.7538 -0.6277 -0.5299 -0.4585
 -0.4016 -0.3591 -0.3205 -0.2857 -0.2530 -0.2218 -0.1925 -0.1673 -0.1464 -0.1294
 -0.1160
 -2.2261 -2.1068 -2.0066 -1.9237 -1.8341 -1.7487 -1.6643 -1.5802 -1.4972 -1.4167
 -1.3393 -1.2651 -1.1934 -1.1237 -1.0559 -0.8920 -0.7459 -0.6243 -0.5282 -0.4562
 -0.4035 -0.3635 -0.3308 -0.3020 -0.2751 -0.2492 -0.2242 -0.2003 -0.1782 -0.1592
 -0.1465
 -2.0835 -1.9790 -1.8894 -1.8133 -1.7347 -1.6599 -1.5879 -1.5157 -1.4429 -1.3701
 -1.2983 -1.2287 -1.1611 -1.0956 -1.0318 -0.8782 -0.7399 -0.6220 -0.5275 -0.4547
 -0.4014 -0.3631 -0.3346 -0.3116 -0.2910 -0.2712 -0.2520 -0.2330 -0.2146 -0.1976
 -0.1818
 -1.9425 -1.8630 -1.7853 -1.7094 -1.6432 -1.5822 -1.5218 -1.4430 -1.3807 -1.3174
 -1.2536 -1.1900 -1.1276 -1.0666 -1.0071 -0.8642 -0.7327 -0.6191 -0.5260 -0.4533
 -0.3989 -0.3600 -0.3330 -0.3139 -0.2990 -0.2856 -0.2728 -0.2598 -0.2466 -0.2338
 -0.2221
 -1.8029 -1.7586 -1.6943 -1.6121 -1.5595 -1.5155 -1.4380 -1.3846 -1.3298 -1.2568
 -1.2018 -1.1462 -1.0902 -1.0348 -0.9818 -0.8500 -0.7243 -0.6156 -0.5237
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.6925 -4.4451 -4.2750 -3.9535 -3.4878 -3.1021 -2.9454 -2.9090 -2.8263 -2.6522
 -2.4494 -2.2409 -2.0558 -1.8984 -1.7409 -1.3684
 -4.1822 -3.8444 -3.6005 -3.3309 -3.0326 -2.7879 -2.6468 -2.5619 -2.4656 -2.3353
 -2.1888 -2.0303 -1.8713 -1.7217 -1.5774 -1.2494 -0.9690 -0.7445 -0.5632
 -3.7973 -3.4031 -3.1097 -2.8697 -2.6735 -2.5169 -2.3906 -2.2827 -2.1819 -2.0799
 -1.9707 -1.8489 -1.7139 -1.5752 -1.4429 -1.1509 -0.9064 -0.7079 -0.5513 -0.4311
 -0.3426
 -3.5378 -3.1212 -2.8026 -2.5699 -2.4105 -2.2891 -2.1768 -2.0714 -1.9752 -1.8860
