 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  I   
 -0.1419 -0.1182 -0.1453 -0.1583 -0.1421 -0.1294 -0.1505 -0.1847 -0.1972 -0.1743
 -0.1327 -0.0764 -0.0163  0.0396  0.0916  0.1907  0.2414  0.2544  0.2520
 -0.1405 -0.0827 -0.0604 -0.0528 -0.0562 -0.0689 -0.0862 -0.1014 -0.1089 -0.1055
 -0.0891 -0.0581 -0.0140  0.0358  0.0829  0.1723  0.2185  0.2296  0.2221  0.2013
 -0.1389 -0.0674 -0.0200  0.0031  0.0008 -0.0142 -0.0274 -0.0371 -0.0450 -0.0507
 -0.0479 -0.0342 -0.0058  0.0345  0.0758  0.1563  0.1988  0.2085  0.1981  0.1772
  0.1498
 -0.1371 -0.0723 -0.0241  0.0094  0.0289  0.0347  0.0259  0.0082 -0.0055 -0.0099
 -0.0091 -0.0047  0.0083  0.0357  0.0703  0.1427  0.1823  0.1911  0.1800  0.1592
  0.1328  0.1020
 -0.1146 -0.0627 -0.0221  0.0097  0.0334  0.0489  0.0563  0.0562  0.0487  0.0375
  0.0312  0.0313  0.0337  0.0458  0.0705  0.1337  0.1706  0.1787  0.1662  0.1444
  0.1179  0.0879  0.0547  0.0183
 -0.0658 -0.0301 -0.0017  0.0222  0.0427  0.0596  0.0720  0.0798  0.0834  0.0836
  0.0810  0.0783  0.0769  0.0766  0.0858  0.1315  0.1649  0.1725  0.1580  0.1337
  0.1057  0.0751  0.0423  0.0069 -0.0308 -0.0712 -0.1148 -0.1634 -0.2175 -0.2733
  0.0072  0.0266  0.0409  0.0534  0.0659  0.0784  0.0900  0.0997  0.1069  0.1120
  0.1158  0.1186  0.1209  0.1196  0.1207  0.1414  0.1661  0.1726  0.1570  0.1289
  0.0974  0.0648  0.0309 -0.0044 -0.0414 -0.0801 -0.1214 -0.1654 -0.2144 -0.2696
 -0.3272
  0.0972  0.1028  0.1043  0.1047  0.1068  0.1111  0.1175  0.1246  0.1314  0.1371
  0.1421  0.1469  0.1515  0.1551  0.1557  0.1655  0.1763  0.1789  0.1627  0.1316
  0.0953  0.0587  0.0223 -0.0144 -0.0518 -0.0901 -0.1299 -0.1717 -0.2163 -0.2655
 -0.3219
