 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  i   
 -0.4463 -0.3623 -0.3034 -0.2642 -0.2388 -0.2223 -0.2097 -0.1950 -0.1770 -0.1544
 -0.1245 -0.0850 -0.0361  0.0166  0.0665  0.1666  0.2288  0.2554  0.2555  0.2404
 -0.3806 -0.2738 -0.2035 -0.1680 -0.1424 -0.1287 -0.1221 -0.1169 -0.1104 -0.1009
 -0.0858 -0.0625 -0.0279  0.0160  0.0606  0.1516  0.2091  0.2348  0.2352  0.2208
  0.1982
 -0.3601 -0.2380 -0.1539 -0.1028 -0.0757 -0.0640 -0.0606 -0.0594 -0.0564 -0.0521
 -0.0452 -0.0340 -0.0144  0.0178  0.0562  0.1391  0.1926  0.2176  0.2183  0.2043
  0.1825  0.1555
 -0.3608 -0.2443 -0.1516 -0.0861 -0.0437 -0.0188 -0.0071 -0.0044 -0.0077 -0.0121
 -0.0093 -0.0023  0.0083  0.0267  0.0564  0.1308  0.1806  0.2045  0.2052  0.1907
  0.1687  0.1425  0.1125  0.0788
 -0.3507 -0.2419 -0.1532 -0.0832 -0.0299  0.0082  0.0332  0.0471  0.0518  0.0474
  0.0398  0.0370  0.0389  0.0470  0.0648  0.1279  0.1739  0.1965  0.1967  0.1808
  0.1574  0.1305  0.1009  0.0686  0.0335 -0.0047 -0.0466 -0.0938 -0.1465 -0.2007
 -0.3186 -0.2230 -0.1432 -0.0787 -0.0269  0.0137  0.0442  0.0657  0.0797  0.0881
  0.0920  0.0913  0.0889  0.0871  0.0906  0.1315  0.1728  0.1938  0.1935  0.1760
  0.1498  0.1207  0.0901  0.0579  0.0238 -0.0123 -0.0512 -0.0931 -0.1403 -0.1938
 -0.2495
 -0.2627 -0.1825 -0.1147 -0.0591 -0.0136  0.0240  0.0547  0.0792  0.0976  0.1110
  0.1212  0.1290  0.1342  0.1354  0.1343  0.1489  0.1778  0.1964  0.1958  0.1771
  0.1477  0.1150  0.0817  0.0480  0.0136 -0.0218 -0.0589 -0.0981 -0.1404 -0.1875
 -0.2418
 -0.1841 -0.1190 -0.0647 -0.0199  0.0168  0.0476  0.0740  0.0968  0.1158  0.1311
  0.1434  0.1537  0.1627  0.1700  0.1733  0.1810  0.1930  0.2044  0.2026  0.1836
  0.1517  0.1146  0.0771  0.0403  0.0039 -0.0324 -0.0693 -0.1072 -0.1468 -0.1893
 -0.2367
 -0.0936 -0.0422  0.0003  0.0353  0.0635  0.0864  0.1062  0.1240  0.1401  0.1542
  0.1661  0.1763  0.1853  0.1937  0.2002  0.2105  0.2164  0.2185  0.2134  0.1946
  0.1622  0.1219  0.0798  0.0384 -0.0015 -0.0403 -0.0786 -0.1168 -0.1555 -0.1955
 -0.2376
 -0.0019  0.0426  0.0762  0.1030  0.1239  0.1400  0.1529  0.1643  0.1750  0.1852
  0.1945  0.2026  0.2097  0.2163  0.2224  0.2337  0.2391  0.2365  0.2268  0.2075
  0.1758  0.1347  0.0891  0.0431 -0.0015 -0.0443 -0.0856 -0.1257 -0.1651 -0.2047
 -0.2451
  0.0888  0.1266  0.1559  0.1776  0.1933  0.2043  0.2119  0.2174  0.2221  0.2267
  0.2314  0.2358  0.2396  0.2431  0.2399  0.2506  0.2611  0.2584  0.2428
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  i   
 -0.9494 -0.8535 -0.7727 -0.7006 -0.6347 -0.5655 -0.4833 -0.3885 -0.3060 -0.2358
 -0.1709 -0.1073 -0.0448  0.0136  0.0665  0.1727  0.2442  0.2815  0.2877
 -0.7839 -0.6809 -0.5981 -0.5299 -0.4713 -0.4174 -0.3591 -0.2941 -0.2375 -0.1881
 -0.1405 -0.0907 -0.0381  0.0138  0.0618  0.1585  0.2231  0.2572  0.2640  0.2517
 -0.6653 -0.5552 -0.4681 -0.3996 -0.3454 -0.3011 -0.2605 -0.2166 -0.1773 -0.1429
 -0.1097 -0.0736 -0.0320  0.0130  0.0566  0.1454  0.2048  0.2368  0.2443  0.2333
  0.2112
 -0.5805 -0.4539 -0.3609 -0.2965 -0.2461 -0.2072 -0.1762 -0.1471 -0.1203 -0.0968
 -0.0746 -0.0507 -0.0215  0.0146  0.0532  0.1351  0.1903  0.2204  0.2281  0.2181
  0.1970  0.1696
 -0.5345 -0.3920 -0.2833 -0.2040 -0.1500 -0.1179 -0.1014 -0.0858 -0.0689 -0.0525
 -0.0369 -0.0212 -0.0029  0.0219  0.0536  0.1284  0.1797  0.2080  0.2153  0.2057
  0.1848  0.1580  0.1271  0.0922
 -0.5270 -0.3801 -0.2592 -0.1640 -0.0937 -0.0453 -0.0170 -0.0063 -0.0051 -0.0050
 -0.0002  0.0099  0.0227  0.0382  0.0602  0.1258  0.1734  0.1997  0.2063  0.1964
  0.1749  0.1476  0.1169  0.0834  0.0469  0.0071 -0.0364 -0.0850 -0.1385 -0.1923
 -0.5230 -0.3775 -0.2556 -0.1569 -0.0798 -0.0225  0.0174  0.0435  0.0587  0.0641
  0.0614  0.0568  0.0569  0.0633  0.0758  0.1278  0.1713  0.1956  0.2012  0.1908
  0.1682  0.1392  0.1076  0.0740  0.0386  0.0010 -0.0396 -0.0835 -0.1318 -0.1855
 -0.2409
 -0.5098 -0.3708 -0.2521 -0.1543 -0.0764 -0.0157  0.0302  0.0635  0.0863  0.1015
  0.1109  0.1147  0.1131  0.1100  0.1096  0.1356  0.1737  0.1956  0.2004  0.1894
  0.1682  0.1344  0.1005  0.0655  0.0298 -0.0072 -0.0460 -0.0866 -0.1303 -0.1790
 -0.2335
 -0.4728 -0.3487 -0.2369 -0.1444 -0.0691 -0.0093  0.0379  0.0746  0.1022  0.1224
  0.1370  0.1478  0.1552  0.1586  0.1580  0.1606  0.1815  0.2001  0.2036  0.1922
  0.1676  0.1339  0.0968  0.0589  0.0212 -0.0166 -0.0551 -0.0947 -0.1360 -0.1800
 -0.2284
 -0.4168 -0.3060 -0.2070 -0.1224 -0.0525  0.0038  0.0489  0.0853  0.1145  0.1375
  0.1553  0.1689  0.1798  0.1884  0.1941  0.1975  0.2011  0.2092  0.2107  0.1993
  0.1748  0.1398  0.0993  0.0577  0.0167 -0.0235 -0.0633 -0.1031 -0.1434 -0.1851
 -0.2287
 -0.3520 -0.2504 -0.1617 -0.0853 -0.0224  0.0288  0.0699  0.1035  0.1311  0.1540
  0.1727  0.1876  0.1996  0.2095  0.2175  0.2283  0.2292  0.2266  0.2218  0.2094
  0.1854  0.1503  0.1078  0.0623  0.0171 -0.0267 -0.0693 -0.1109 -0.1519 -0.1931
 -0.2351
 -0.2873 -0.1905 -0.1076 -0.0376  0.0197  0.0659  0.1028  0.1325  0.1567  0.1770
  0.1942  0.2085  0.2202  0.2297  0.2282  0.2530  0.2658  0.2523  0.2369
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  i   
 -1.4774 -1.3764 -1.2831 -1.1886 -1.0887 -0.9636 -0.7929 -0.5815 -0.4011 -0.2709
 -0.1766 -0.1016 -0.0376  0.0186  0.0686  0.1690  0.2408  0.2831  0.2978
 -1.2511 -1.1422 -1.0488 -0.9624 -0.8743 -0.7740 -0.6440 -0.4828 -0.3430 -0.2371
 -0.1569 -0.0910 -0.0329  0.0191  0.0654  0.1581  0.2220  0.2602  0.2739  0.2668
 -1.0825 -0.9616 -0.8622 -0.7774 -0.6996 -0.6203 -0.5247 -0.4038 -0.2932 -0.2057
 -0.1375 -0.0806 -0.0290  0.0187  0.0620  0.1485  0.2075  0.2423  0.2551  0.2493
  0.2295
 -0.9572 -0.8262 -0.7183 -0.6292 -0.5538 -0.4862 -0.4169 -0.3295 -0.2431 -0.1713
 -0.1142 -0.0664 -0.0224  0.0200  0.0599  0.1412  0.1962  0.2283  0.2401  0.2351
  0.2167  0.1896
 -0.8247 -0.6965 -0.5942 -0.5081 -0.4341 -0.3708 -0.3147 -0.2545 -0.1895 -0.1321
 -0.0851 -0.0460 -0.0103  0.0252  0.0606  0.1364  0.1880  0.2178  0.2285  0.2235
  0.2061  0.1798  0.1481  0.1119
 -0.7501 -0.5955 -0.4715 -0.3760 -0.3057 -0.2547 -0.2138 -0.1751 -0.1316 -0.0885
 -0.0509 -0.0193  0.0087  0.0363  0.0656  0.1345  0.1828  0.2106  0.2201  0.2147
  0.1975  0.1715  0.1402  0.1052  0.0669  0.0250 -0.0208 -0.0714 -0.1263 -0.1803
 -0.7248 -0.5587 -0.4191 -0.3054 -0.2166 -0.1496 -0.1012 -0.0688 -0.0463 -0.0276
 -0.0084  0.0122  0.0335  0.0546  0.0766  0.1359  0.1808  0.2064  0.2149  0.2090
  0.1914  0.1650  0.1331  0.0981  0.0608  0.0209 -0.0219 -0.0681 -0.1186 -0.1735
 -0.2282
 -0.7193 -0.5479 -0.4014 -0.2793 -0.1800 -0.1024 -0.0437 -0.0006  0.0306  0.0521
  0.0642  0.0697  0.0742  0.0824  0.0957  0.1412  0.1820  0.2055  0.2129  0.2064
  0.1884  0.1611  0.1279  0.0918  0.0540  0.0149 -0.0263 -0.0697 -0.1163 -0.1661
 -0.2209
 -0.7187 -0.5454 -0.3963 -0.2700 -0.1659 -0.0824 -0.0173  0.0321  0.0685  0.0952
  0.1144  0.1272  0.1337  0.1353  0.1363  0.1539  0.1873  0.2081  0.2142  0.2070
  0.1883  0.1602  0.1252  0.0869  0.0474  0.0074 -0.0335 -0.0755 -0.1192 -0.1656
 -0.2157
 -0.7123 -0.5446 -0.3957 -0.2684 -0.1619 -0.0753 -0.0066  0.0470  0.0880  0.1186
  0.1414  0.1583  0.1708  0.1793  0.1836  0.1854  0.1974  0.2142  0.2188  0.2112
  0.1923  0.1635  0.1271  0.0863  0.0442  0.0022 -0.0398 -0.0819 -0.1246 -0.1687
 -0.2149
 -0.6938 -0.5322 -0.3893 -0.2640 -0.1576 -0.0701  0.0002  0.0558  0.0994  0.1332
  0.1592  0.1789  0.1939  0.2055  0.2143  0.2233  0.2227  0.2252  0.2268  0.2184
  0.1994  0.1705  0.1333  0.0903  0.0452  0.0001 -0.0443 -0.0879 -0.1312 -0.1748
 -0.2191
 -0.6714 -0.5125 -0.3727 -0.2517 -0.1473 -0.0607  0.0096  0.0658  0.1103  0.1455
  0.1733  0.1951  0.2121  0.2252  0.2284  0.2676  0.2632  0.2411  0.2382
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =  i   
 -1.7603 -1.6732 -1.5883 -1.4944 -1.3586 -1.1792 -0.9631 -0.7161 -0.4657 -0.2926
 -0.1789 -0.0971 -0.0315  0.0241  0.0729  0.1706  0.2401  0.2839  0.3026
 -1.5100 -1.4119 -1.3249 -1.2387 -1.1411 -1.0175 -0.8464 -0.6204 -0.4169 -0.2675
 -0.1644 -0.0888 -0.0277  0.0246  0.0705  0.1615  0.2247  0.2637  0.2798  0.2756
 -1.3123 -1.1991 -1.1048 -1.0207 -0.9370 -0.8413 -0.7149 -0.5430 -0.3771 -0.2465
 -0.1521 -0.0819 -0.0249  0.0244  0.0678  0.1537  0.2123  0.2477  0.2621  0.2586
  0.2406
 -1.1634 -1.0339 -0.9277 -0.8388 -0.7600 -0.6821 -0.5919 -0.4670 -0.3345 -0.2224
 -0.1372 -0.0728 -0.0204  0.0253  0.0662  0.1476  0.2026  0.2353  0.2482  0.2449
  0.2284  0.2020
 -1.0331 -0.9025 -0.7894 -0.6937 -0.6123 -0.5404 -0.4710 -0.3856 -0.2845 -0.1915
 -0.1168 -0.0590 -0.0121  0.0291  0.0668  0.1436  0.1954  0.2259  0.2375  0.2340
  0.2184  0.1933  0.1615  0.1249
 -0.8897 -0.7503 -0.6413 -0.5550 -0.4820 -0.4165 -0.3565 -0.2969 -0.2253 -0.1523
 -0.0894 -0.0391  0.0017  0.0374  0.0707  0.1419  0.1908  0.2192  0.2298  0.2258
  0.2105  0.1859  0.1549  0.1193  0.0800  0.0369 -0.0104 -0.0623 -0.1177 -0.1719
 -0.8298 -0.6668 -0.5319 -0.4245 -0.3407 -0.2763 -0.2275 -0.1882 -0.1475 -0.1006
 -0.0538 -0.0127  0.0218  0.0516  0.0794  0.1431  0.1889  0.2153  0.2248  0.2203
  0.2047  0.1802  0.1491  0.1136  0.0752  0.0341 -0.0102 -0.0577 -0.1095 -0.1648
 -0.2195
 -0.8116 -0.6371 -0.4882 -0.3642 -0.2640 -0.1849 -0.1235 -0.0764 -0.0403 -0.0112
  0.0117  0.0314  0.0514  0.0727  0.0943  0.1477  0.1898  0.2142  0.2227  0.2177
  0.2017  0.1767  0.1448  0.1087  0.0699  0.0294 -0.0131 -0.0580 -0.1058 -0.1571
 -0.2124
 -0.8099 -0.6297 -0.4731 -0.3402 -0.2300 -0.1409 -0.0707 -0.0163  0.0255  0.0584
  0.0837  0.1007  0.1105  0.1169  0.1244  0.1577  0.1945  0.2164  0.2234  0.2177
  0.2010  0.1753  0.1423  0.1046  0.0645  0.0233 -0.0190 -0.0625 -0.1077 -0.1555
 -0.2067
 -0.8194 -0.6360 -0.4746 -0.3361 -0.2196 -0.1239 -0.0472  0.0130  0.0595  0.0952
  0.1226  0.1436  0.1588  0.1686  0.1737  0.1814  0.2025  0.2215  0.2271  0.2208
  0.2038  0.1775  0.1436  0.1042  0.0621  0.0192 -0.0240 -0.0675 -0.1118 -0.1576
 -0.2050
 -0.8254 -0.6429 -0.4813 -0.3390 -0.2187 -0.1187 -0.0376  0.0269  0.0775  0.1165
  0.1465  0.1693  0.1869  0.2004  0.2102  0.2199  0.2222  0.2305  0.2340  0.2268
  0.2095  0.1828  0.1483  0.1075  0.0632  0.0178 -0.0275 -0.0724 -0.1170 -0.1621
 -0.2073
 -0.8279 -0.6463 -0.4843 -0.3428 -0.2200 -0.1172 -0.0330  0.0346  0.0879  0.1298
  0.1624  0.1876  0.2070  0.2220  0.2339  0.2732  0.2536  0.2434  0.2441
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =  i   
 -2.0040 -1.9453 -1.8846 -1.8077 -1.6622 -1.4475 -1.1767 -0.8611 -0.5391 -0.3183
 -0.1817 -0.0911 -0.0235  0.0319  0.0795  0.1747  0.2428  0.2871  0.3072
 -1.7480 -1.6735 -1.6059 -1.5322 -1.4351 -1.2932 -1.0793 -0.7811 -0.5044 -0.3028
 -0.1724 -0.0853 -0.0206  0.0323  0.0777  0.1673  0.2299  0.2694  0.2872  0.2855
 -1.5325 -1.4386 -1.3600 -1.2862 -1.2040 -1.0960 -0.9391 -0.7114 -0.4787 -0.2946
 -0.1679 -0.0821 -0.0191  0.0319  0.0755  0.1610  0.2194  0.2554  0.2709  0.2691
  0.2530
 -1.3612 -1.2457 -1.1517 -1.0718 -0.9961 -0.9117 -0.8011 -0.6367 -0.4484 -0.2843
 -0.1633 -0.0787 -0.0170  0.0322  0.0741  0.1559  0.2111  0.2445  0.2583  0.2563
  0.2414  0.2160
 -1.2261 -1.0945 -0.9847 -0.8935 -0.8151 -0.7412 -0.6602 -0.5490 -0.4054 -0.2661
 -0.1544 -0.0727 -0.0127  0.0344  0.0743  0.1524  0.2049  0.2361  0.2488  0.2462
  0.2321  0.2082  0.1767  0.1398
 -1.0610 -0.9443 -0.8413 -0.7483 -0.6655 -0.5918 -0.5231 -0.4475 -0.3465 -0.2356
 -0.1379 -0.0619 -0.0048  0.0398  0.0771  0.1510  0.2007  0.2300  0.2417  0.2388
  0.2247  0.2017  0.1713  0.1354  0.0952  0.0508  0.0021 -0.0516 -0.1084 -0.1634
 -0.9379 -0.7901 -0.6733 -0.5824 -0.5098 -0.4480 -0.3906 -0.3348 -0.2698 -0.1901
 -0.1109 -0.0441  0.0083  0.0493  0.0836  0.1519  0.1989  0.2262  0.2370  0.2337
  0.2194  0.1966  0.1666  0.1312  0.0920  0.0495  0.0038 -0.0454 -0.0990 -0.1557
 -0.2111
 -0.8950 -0.7263 -0.5840 -0.4681 -0.3757 -0.3024 -0.2436 -0.1963 -0.1552 -0.1106
 -0.0618 -0.0139  0.0288  0.0645  0.0946  0.1559  0.1997  0.2250  0.2346  0.2309
  0.2163  0.1932  0.1630  0.1274  0.0882  0.0465  0.0024 -0.0439 -0.0934 -0.1467
 -0.2036
 -0.8850 -0.7051 -0.5493 -0.4173 -0.3083 -0.2203 -0.1500 -0.0934 -0.0475 -0.0082
  0.0263  0.0539  0.0758  0.0953  0.1150  0.1642  0.2037  0.2268  0.2349  0.2305
  0.2153  0.1915  0.1607  0.1242  0.0841  0.0420 -0.0017 -0.0475 -0.0955 -0.1452
 -0.1965
 -0.8976 -0.7087 -0.5440 -0.4020 -0.2822 -0.1833 -0.1032 -0.0393  0.0116  0.0528
  0.0873  0.1153  0.1360  0.1498  0.1590  0.1805  0.2106  0.2312  0.2379  0.2328
  0.2172  0.1928  0.1612  0.1238  0.0825  0.0392 -0.0052 -0.0502 -0.0962 -0.1438
 -0.1930
 -0.9184 -0.7252 -0.5532 -0.4043 -0.2767 -0.1700 -0.0826 -0.0122  0.0437  0.0878
  0.1228  0.1509  0.1732  0.1902  0.2023  0.2157  0.2249  0.2390  0.2438  0.2377
  0.2217  0.1969  0.1646  0.1263  0.0837  0.0386 -0.0074 -0.0536 -0.0999 -0.1466
 -0.1931
 -0.9446 -0.7466 -0.5707 -0.4163 -0.2821 -0.1694 -0.0760 -0.0003  0.0602  0.1078
  0.1452  0.1745  0.1974  0.2154  0.2449  0.2698  0.2466  0.2502  0.2526
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value =  i   
 -2.1820 -2.1581 -2.1576 -2.1315 -2.0315 -1.8189 -1.4628 -0.9962 -0.6166 -0.3519
 -0.1878 -0.0856 -0.0142  0.0417  0.0887  0.1812  0.2484  0.2928  0.3142
 -1.9347 -1.8974 -1.8583 -1.8121 -1.7319 -1.5833 -1.3279 -0.9505 -0.6000 -0.3460
 -0.1840 -0.0823 -0.0124  0.0417  0.0871  0.1754  0.2375  0.2774  0.2965  0.2969
 -1.7157 -1.6516 -1.6006 -1.5496 -1.4809 -1.3701 -1.1860 -0.8991 -0.5941 -0.3515
 -0.1881 -0.0833 -0.0124  0.0410  0.0851  0.1702  0.2288  0.2655  0.2821  0.2816
  0.2670
 -1.5327 -1.4422 -1.3711 -1.3105 -1.2472 -1.1637 -1.0366 -0.8320 -0.5815 -0.3581
 -0.1949 -0.0862 -0.0131  0.0404  0.0836  0.1659  0.2218  0.2560  0.2710  0.2699
  0.2561  0.2319
 -1.3861 -1.2710 -1.1782 -1.1025 -1.0357 -0.9659 -0.8768 -0.7405 -0.5505 -0.3563
 -0.1997 -0.0890 -0.0134  0.0408  0.0833  0.1628  0.2162  0.2485  0.2624  0.2608
  0.2475  0.2247  0.1937  0.1567
 -1.2132 -1.1271 -1.0218 -0.9317 -0.8549 -0.7857 -0.7151 -0.6255 -0.4942 -0.3387
 -0.1972 -0.0888 -0.0120  0.0429  0.0848  0.1613  0.2124  0.2429  0.2559  0.2540
  0.2408  0.2188  0.1892  0.1534  0.1124  0.0666  0.0162 -0.0387 -0.0964 -0.1521
 -1.0556 -0.9387 -0.8485 -0.7715 -0.6992 -0.6300 -0.5639 -0.4973 -0.4125 -0.2999
 -0.1824 -0.0826 -0.0073  0.0475  0.0888  0.1620  0.2104  0.2391  0.2513  0.2492
  0.2359  0.2142  0.1853  0.1504  0.1109  0.0675  0.0205 -0.0307 -0.0861 -0.1437
 -0.1997
 -0.9698 -0.8161 -0.6916 -0.5949 -0.5197 -0.4590 -0.4062 -0.3555 -0.3023 -0.2328
 -0.1483 -0.0656  0.0032  0.0559  0.0959  0.1653  0.2109  0.2377  0.2486  0.2464
  0.2329  0.2110  0.1822  0.1476  0.1085  0.0661  0.0208 -0.0272 -0.0786 -0.1338
 -0.1915
 -0.9427 -0.7711 -0.6237 -0.5010 -0.4020 -0.3233 -0.2593 -0.2061 -0.1599 -0.1156
 -0.0664 -0.0158  0.0317  0.0736  0.1088  0.1723  0.2144  0.2390  0.2485  0.2455
  0.2317  0.2092  0.1800  0.1451  0.1058  0.0633  0.0185 -0.0281 -0.0769 -0.1286
 -0.1835
 -0.9481 -0.7644 -0.6043 -0.4660 -0.3497 -0.2543 -0.1770 -0.1141 -0.0616 -0.0165
  0.0250  0.0632  0.0949  0.1197  0.1399  0.1836  0.2205  0.2428  0.2508  0.2469
  0.2328  0.2099  0.1801  0.1448  0.1049  0.0619  0.0167 -0.0297 -0.0775 -0.1269
 -0.1778
 -0.9737 -0.7808 -0.6095 -0.4602 -0.3324 -0.2250 -0.1365 -0.0646 -0.0063  0.0415
  0.0821  0.1173  0.1470  0.1703  0.1872  0.2114  0.2312  0.2497  0.2559  0.2509
  0.2363  0.2130  0.1827  0.1467  0.1061  0.0620  0.0158 -0.0314 -0.0793 -0.1279
 -0.1745
 -1.0111 -0.8111 -0.6313 -0.4719 -0.3349 -0.2183 -0.1211 -0.0413  0.0233  0.0751
  0.1170  0.1512  0.1796  0.2027  0.2507  0.2557  0.2465  0.2597  0.2638
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value =  i   
 -2.3054 -2.3157 -2.3304 -2.3009 -2.1982 -1.9788 -1.6186 -1.0910 -0.6943 -0.3949
 -0.2001 -0.0817 -0.0042  0.0534  0.1002  0.1910  0.2566  0.3010  0.3240
 -2.0636 -2.0589 -2.0602 -2.0502 -2.0005 -1.8636 -1.5700 -1.1071 -0.7003 -0.3983
 -0.2019 -0.0815 -0.0036  0.0529  0.0985  0.1859  0.2477  0.2882  0.3085  0.3103
 -1.8463 -1.8179 -1.8020 -1.7839 -1.7417 -1.6425 -1.4395 -1.0943 -0.7173 -0.4180
 -0.2150 -0.0875 -0.0058  0.0514  0.0964  0.1814  0.2404  0.2780  0.2959  0.2966
  0.2831
 -1.6588 -1.6014 -1.5625 -1.5313 -1.4916 -1.4201 -1.2845 -1.0419 -0.7277 -0.4427
 -0.2340 -0.0978 -0.0101  0.0495  0.0946  0.1775  0.2342  0.2697  0.2862  0.2861
  0.2731  0.2496
 -1.5057 -1.4182 -1.3527 -1.3025 -1.2569 -1.1999 -1.1094 -0.9510 -0.7139 -0.4605
 -0.2544 -0.1104 -0.0158  0.0474  0.0934  0.1746  0.2291  0.2629  0.2784  0.2780
  0.2653  0.2430  0.2125  0.1749
 -1.3758 -1.2677 -1.1787 -1.1071 -1.0479 -0.9919 -0.9251 -0.8247 -0.6635 -0.4590
 -0.2679 -0.1223 -0.0219  0.0455  0.0933  0.1730  0.2253  0.2575  0.2722  0.2718
  0.2592  0.2376  0.2086  0.1730  0.1318  0.0855  0.0339 -0.0236 -0.0824 -0.1394
 -1.1923 -1.1050 -1.0222 -0.9437 -0.8726 -0.8087 -0.7473 -0.6775 -0.5758 -0.4297
 -0.2682 -0.1295 -0.0269  0.0445  0.0943  0.1733  0.2233  0.2537  0.2676  0.2671
  0.2546  0.2333  0.2051  0.1709  0.1314  0.0877  0.0396 -0.0134 -0.0710 -0.1299
 -0.1870
 -1.0384 -0.9118 -0.8176 -0.7488 -0.6933 -0.6404 -0.5847 -0.5261 -0.4598 -0.3664
 -0.2463 -0.1260 -0.0273  0.0454  0.0972  0.1759  0.2233  0.2518  0.2646  0.2639
  0.2516  0.2303  0.2023  0.1688  0.1304  0.0879  0.0416 -0.0081 -0.0612 -0.1186
 -0.1777
 -0.9772 -0.8285 -0.6975 -0.5934 -0.5140 -0.4524 -0.4016 -0.3582 -0.3132 -0.2574
 -0.1845 -0.0983 -0.0156  0.0524  0.1036  0.1818  0.2265  0.2528  0.2639  0.2625
  0.2500  0.2285  0.2003  0.1668  0.1287  0.0866  0.0413 -0.0068 -0.0574 -0.1111
 -0.1683
 -0.9773 -0.8051 -0.6555 -0.5273 -0.4218 -0.3376 -0.2702 -0.2153 -0.1676 -0.1219
 -0.0740 -0.0218  0.0308  0.0784  0.1189  0.1898  0.2319  0.2560  0.2655  0.2631
  0.2505  0.2289  0.2004  0.1666  0.1284  0.0864  0.0412 -0.0062 -0.0556 -0.1071
 -0.1606
 -0.9977 -0.8135 -0.6503 -0.5074 -0.3851 -0.2831 -0.1997 -0.1317 -0.0752 -0.0266
