 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -1.9344 -1.9161 -2.1010 -2.0967 -2.0022 -1.8483 -1.6604 -1.5397 -1.4297 -1.3135
 -1.2023 -1.0968 -0.9986 -0.9080 -0.8261 -0.6527 -0.5211 -0.4179 -0.3535
 -1.9364 -1.8387 -1.7571 -1.7088 -1.6946 -1.6532 -1.5593 -1.4465 -1.3373 -1.2313
 -1.1284 -1.0307 -0.9401 -0.8571 -0.7817 -0.6237 -0.5038 -0.4170 -0.3560 -0.3125
 -1.8024 -1.7086 -1.6156 -1.5323 -1.4655 -1.4294 -1.4068 -1.3528 -1.2678 -1.1705
 -1.0756 -0.9846 -0.8995 -0.8216 -0.7511 -0.6048 -0.4957 -0.4178 -0.3633 -0.3242
 -0.2951
 -1.6829 -1.6049 -1.5186 -1.4324 -1.3527 -1.2830 -1.2291 -1.1964 -1.1625 -1.1052
 -1.0287 -0.9470 -0.8683 -0.7952 -0.7288 -0.5912 -0.4901 -0.4199 -0.3712 -0.3362
 -0.3099 -0.2896
 -1.5648 -1.5068 -1.4356 -1.3573 -1.2790 -1.2055 -1.1392 -1.0813 -1.0378 -1.0005
 -0.9583 -0.9024 -0.8382 -0.7727 -0.7109 -0.5808 -0.4854 -0.4210 -0.3779 -0.3476
 -0.3246 -0.3066 -0.2923 -0.2813
 -1.4470 -1.4053 -1.3526 -1.2884 -1.2184 -1.1480 -1.0816 -1.0207 -0.9656 -0.9170
 -0.8754 -0.8360 -0.7917 -0.7422 -0.6907 -0.5715 -0.4805 -0.4199 -0.3814 -0.3565
 -0.3379 -0.3231 -0.3113 -0.3017 -0.2928 -0.2860 -0.2828 -0.2847 -0.2926 -0.3071
 -1.3318 -1.3020 -1.2644 -1.2158 -1.1585 -1.0965 -1.0340 -0.9746 -0.9202 -0.8698
 -0.8232 -0.7804 -0.7408 -0.7016 -0.6607 -0.5594 -0.4742 -0.4149 -0.3803 -0.3608
 -0.3476 -0.3373 -0.3291 -0.3222 -0.3164 -0.3105 -0.3063 -0.3058 -0.3110 -0.3230
 -0.3424
 -1.2218 -1.2001 -1.1724 -1.1365 -1.0928 -1.0425 -0.9881 -0.9331 -0.8809 -0.8325
 -0.7875 -0.7450 -0.7046 -0.6665 -0.6298 -0.5422 -0.4656 -0.4086 -0.3751 -0.3591
 -0.3516 -0.3470 -0.3435 -0.3405 -0.3380 -0.3356 -0.3324 -0.3307 -0.3332 -0.3420
 -0.3585
 -1.1197 -1.1029 -1.0809 -1.0520 -1.0197 -0.9809 -0.9371 -0.8898 -0.8421 -0.7964
 -0.7539 -0.7142 -0.6763 -0.6398 -0.6044 -0.5231 -0.4538 -0.4007 -0.3670 -0.3524
 -0.3489 -0.3500 -0.3524 -0.3548 -0.3568 -0.3581 -0.3593 -0.3606 -0.3640 -0.3698
 -0.3777
 -1.0278 -1.0136 -0.9946 -0.9714 -0.9443 -0.9138 -0.8799 -0.8420 -0.8016 -0.7604
 -0.7209 -0.6840 -0.6494 -0.6158 -0.5831 -0.5071 -0.4420 -0.3919 -0.3587 -0.3433
 -0.3411 -0.3461 -0.3541 -0.3625 -0.3701 -0.3765 -0.3820 -0.3867 -0.3912 -0.3965
 -0.4026
 -0.9467 -0.9318 -0.9138 -0.8930 -0.8698 -0.8443 -0.8169 -0.7874 -0.7551 -0.7208
 -0.6858 -0.6520 -0.6203 -0.5905 -0.5617 -0.4924 -0.4307 -0.3829 -0.3508 -0.3341
 -0.3312 -0.3375 -0.3490 -0.3627 -0.3763 -0.3887 -0.3997 -0.4091 -0.4175 -0.4254
 -0.4338
 -0.8702 -0.8451 -0.8244 -0.8062 -0.7887 -0.7705 -0.7502 -0.7272 -0.7019 -0.6748
