 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1130W
 -1.3949 -1.5196 -1.6368 -1.7366 -1.8159 -1.8805 -1.9369 -1.9902 -2.0493 -2.1206
 -2.1878 -2.2540 -2.3251 -2.3944 -2.4675 -2.6543 -2.8399 -3.0199 -3.1893
 -1.3799 -1.4997 -1.6161 -1.7263 -1.8287 -1.9226 -2.0070 -2.0818 -2.1490 -2.2092
 -2.2626 -2.3120 -2.3665 -2.4329 -2.5059 -2.6922 -2.8747 -3.0528 -3.2225 -3.3834
 -1.3700 -1.4859 -1.5999 -1.7127 -1.8239 -1.9310 -2.0308 -2.1210 -2.1997 -2.2643
 -2.3181 -2.3622 -2.4057 -2.4648 -2.5355 -2.7207 -2.9015 -3.0779 -3.2475 -3.4091
 -3.5625
 -1.3652 -1.4782 -1.5882 -1.6958 -1.8015 -1.9057 -2.0083 -2.1078 -2.2014 -2.2859
 -2.3543 -2.4046 -2.4427 -2.4901 -2.5563 -2.7398 -2.9203 -3.0952 -3.2644 -3.4261
 -3.5797 -3.7259
 -1.3649 -1.4755 -1.5826 -1.6865 -1.7876 -1.8865 -1.9833 -2.0779 -2.1707 -2.2613
 -2.3475 -2.4217 -2.4720 -2.5139 -2.5732 -2.7527 -2.9330 -3.1071 -3.2757 -3.4374
 -3.5912 -3.7375 -3.8770 -4.0105
 -1.3698 -1.4772 -1.5816 -1.6826 -1.7805 -1.8757 -1.9686 -2.0591 -2.1472 -2.2329
 -2.3174 -2.4008 -2.4725 -2.5225 -2.5829 -2.7614 -2.9414 -3.1151 -3.2832 -3.4448
 -3.5989 -3.7454 -3.8851 -4.0186 -4.1464 -4.2693 -4.3885 -4.5041 -4.6163 -4.7265
 -1.3834 -1.4849 -1.5851 -1.6830 -1.7781 -1.8706 -1.9606 -2.0483 -2.1339 -2.2169
 -2.2977 -2.3772 -2.4562 -2.5163 -2.5750 -2.7644 -2.9461 -3.1198 -3.2876 -3.4494
 -3.6038 -3.7507 -3.8907 -4.0244 -4.1523 -4.2749 -4.3932 -4.5078 -4.6190 -4.7274
 -4.8340
 -1.4106 -1.5032 -1.5962 -1.6886 -1.7800 -1.8695 -1.9571 -2.0426 -2.1261 -2.2077
 -2.2871 -2.3645 -2.4406 -2.5106 -2.5653 -2.7550 -2.9448 -3.1212 -3.2895 -3.4515
 -3.6065 -3.7540 -3.8945 -4.0285 -4.1567 -4.2794 -4.3973 -4.5112 -4.6216 -4.7288
 -4.8334
 -1.4541 -1.5372 -1.6211 -1.7053 -1.7901 -1.8749 -1.9591 -2.0422 -2.1238 -2.2039
 -2.2823 -2.3591 -2.4341 -2.5060 -2.5638 -2.7457 -2.9375 -3.1193 -3.2906 -3.4541
 -3.6100 -3.7584 -3.8996 -4.0342 -4.1629 -4.2860 -4.4041 -4.5178 -4.6276 -4.7341
 -4.8377
 -1.5065 -1.5833 -1.6589 -1.7339 -1.8099 -1.8875 -1.9661 -2.0452 -2.1240 -2.2020
 -2.2790 -2.3547 -2.4290 -2.5011 -2.5661 -2.7379 -2.9254 -3.1092 -3.2838 -3.4503
 -3.6081 -3.7575 -3.8995 -4.0349 -4.1642 -4.2879 -4.4065 -4.5203 -4.6300 -4.7360
 -4.8410
 -1.5657 -1.6393 -1.7092 -1.7773 -1.8449 -1.9135 -1.9842 -2.0569 -2.1310 -2.2056
 -2.2800 -2.3539 -2.4268 -2.4984 -2.5668 -2.7351 -2.9161 -3.0979 -3.2739 -3.4427
 -3.6035 -3.7550 -3.8981 -4.0344 -4.1645 -4.2889 -4.4083 -4.5227 -4.6326 -4.7386
 -4.8413
 -1.6317 -1.7052 -1.7680 -1.8328 -1.8940 -1.9549 -2.0171 -2.0813 -2.1483 -2.2175
 -2.2878 -2.3586 -2.4292 -2.4993 -2.5659 -2.7373 -2.9096 -3.0854 -3.2609
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1130W
 -1.3769 -1.4771 -1.5695 -1.6543 -1.7320 -1.8070 -1.8841 -1.9654 -2.0457 -2.1197
 -2.1872 -2.2517 -2.3192 -2.3922 -2.4756 -2.6604 -2.8387 -3.0164 -3.1868
 -1.4044 -1.5156 -1.6188 -1.7144 -1.8027 -1.8850 -1.9642 -2.0440 -2.1216 -2.1928
 -2.2555 -2.3121 -2.3708 -2.4388 -2.5125 -2.6985 -2.8772 -3.0517 -3.2208 -3.3814
 -1.3960 -1.5112 -1.6228 -1.7348 -1.8359 -1.9289 -2.0142 -2.0947 -2.1721 -2.2435
 -2.3060 -2.3588 -2.4087 -2.4697 -2.5408 -2.7266 -2.9059 -3.0785 -3.2463 -3.4070
 -3.5600
 -1.3771 -1.4917 -1.6057 -1.7187 -1.8286 -1.9334 -2.0316 -2.1220 -2.2043 -2.2788
 -2.3448 -2.3993 -2.4435 -2.4942 -2.5605 -2.7447 -2.9248 -3.0968 -3.2633 -3.4238
 -3.5771 -3.7233
 -1.3706 -1.4825 -1.5920 -1.7007 -1.8079 -1.9126 -2.0139 -2.1111 -2.2037 -2.2901
 -2.3656 -2.4288 -2.4781 -2.5192 -2.5768 -2.7564 -2.9370 -3.1091 -3.2747 -3.4348
 -3.5883 -3.7347 -3.8743 -4.0080
 -1.3700 -1.4797 -1.5863 -1.6904 -1.7926 -1.8930 -1.9910 -2.0861 -2.1780 -2.2673
 -2.3534 -2.4320 -2.4952 -2.5436 -2.5934 -2.7643 -2.9447 -3.1172 -3.2823 -3.4420
 -3.5956 -3.7422 -3.8821 -4.0158 -4.1440 -4.2673 -4.3870 -4.5031 -4.6154 -4.7250
 -1.3714 -1.4807 -1.5855 -1.6872 -1.7863 -1.8830 -1.9776 -2.0697 -2.1588 -2.2444
 -2.3271 -2.4085 -2.4849 -2.5455 -2.5997 -2.7706 -2.9494 -3.1221 -3.2872 -3.4466
 -3.6002 -3.7473 -3.8875 -4.0214 -4.1496 -4.2726 -4.3914 -4.5065 -4.6180 -4.7261
 -4.8325
 -1.3782 -1.4840 -1.5872 -1.6872 -1.7841 -1.8783 -1.9701 -2.0594 -2.1464 -2.2304
 -2.3109 -2.3887 -2.4650 -2.5337 -2.5900 -2.7710 -2.9520 -3.1248 -3.2900 -3.4491
 -3.6029 -3.7504 -3.8911 -4.0254 -4.1538 -4.2767 -4.3952 -4.5094 -4.6203 -4.7277
 -4.8321
 -1.3942 -1.4939 -1.5934 -1.6908 -1.7858 -1.8780 -1.9677 -2.0549 -2.1399 -2.2226
 -2.3024 -2.3794 -2.4537 -2.5246 -2.5832 -2.7610 -2.9523 -3.1278 -3.2935 -3.4527
 -3.6067 -3.7548 -3.8961 -4.0310 -4.1598 -4.2832 -4.4016 -4.5156 -4.6259 -4.7328
 -4.8365
 -1.4212 -1.5123 -1.6050 -1.6974 -1.7888 -1.8784 -1.9659 -2.0511 -2.1344 -2.2157
 -2.2948 -2.3717 -2.4459 -2.5172 -2.5813 -2.7487 -2.9406 -3.1234 -3.2916 -3.4513
 -3.6055 -3.7540 -3.8960 -4.0316 -4.1610 -4.2849 -4.4036 -4.5178 -4.6278 -4.7343
 -4.8396
 -1.4602 -1.5443 -1.6284 -1.7135 -1.7989 -1.8838 -1.9679 -2.0506 -2.1319 -2.2116
 -2.2896 -2.3659 -2.4401 -2.5117 -2.5792 -2.7424 -2.9279 -3.1132 -3.2862 -3.4479
 -3.6028 -3.7519 -3.8947 -4.0310 -4.1612 -4.2857 -4.4052 -4.5198 -4.6300 -4.7365
 -4.8395
 -1.5115 -1.5880 -1.6650 -1.7423 -1.8200 -1.8983 -1.9770 -2.0555 -2.1337 -2.2111
 -2.2874 -2.3624 -2.4359 -2.5075 -2.5769 -2.7421 -2.9142 -3.0972 -3.2773
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1130W
 -1.3567 -1.4523 -1.5394 -1.6175 -1.6882 -1.7592 -1.8382 -1.9274 -2.0149 -2.0974
 -2.1740 -2.2470 -2.3205 -2.3960 -2.4721 -2.6578 -2.8348 -3.0071 -3.1774
 -1.4024 -1.5062 -1.6016 -1.6881 -1.7664 -1.8396 -1.9153 -1.9987 -2.0819 -2.1608
 -2.2334 -2.3009 -2.3685 -2.4407 -2.5158 -2.7023 -2.8802 -3.0513 -3.2180 -3.3785
 -1.4176 -1.5295 -1.6329 -1.7276 -1.8133 -1.8909 -1.9656 -2.0454 -2.1266 -2.2046
 -2.2765 -2.3412 -2.4031 -2.4701 -2.5430 -2.7298 -2.9091 -3.0801 -3.2450 -3.4043
 -3.5570
 -1.4021 -1.5182 -1.6335 -1.7402 -1.8373 -1.9243 -2.0023 -2.0798 -2.1594 -2.2373
 -2.3100 -2.3749 -2.4329 -2.4930 -2.5616 -2.7468 -2.9272 -3.0987 -3.2628 -3.4212
 -3.5737 -3.7198
 -1.3795 -1.4949 -1.6093 -1.7208 -1.8276 -1.9280 -2.0202 -2.1026 -2.1827 -2.2613
 -2.3360 -2.4036 -2.4618 -2.5154 -2.5770 -2.7576 -2.9386 -3.1106 -3.2746 -3.4322
 -3.5845 -3.7308 -3.8706 -4.0047
 -1.3720 -1.4830 -1.5916 -1.6986 -1.8039 -1.9065 -2.0049 -2.0978 -2.1857 -2.2693
 -2.3487 -2.4219 -2.4862 -2.5400 -2.5935 -2.7649 -2.9456 -3.1182 -3.2823 -3.4396
 -3.5916 -3.7380 -3.8780 -4.0121 -4.1407 -4.2645 -4.3847 -4.5015 -4.6146 -4.7238
 -1.3726 -1.4811 -1.5860 -1.6888 -1.7903 -1.8904 -1.9880 -2.0816 -2.1707 -2.2561
 -2.3390 -2.4186 -2.4918 -2.5558 -2.6110 -2.7709 -2.9499 -3.1228 -3.2874 -3.4446
 -3.5963 -3.7428 -3.8831 -4.0173 -4.1458 -4.2693 -4.3886 -4.5043 -4.6167 -4.7251
 -4.8306
 -1.3758 -1.4837 -1.5870 -1.6871 -1.7852 -1.8818 -1.9768 -2.0693 -2.1584 -2.2433
 -2.3241 -2.4022 -2.4778 -2.5483 -2.6124 -2.7773 -2.9525 -3.1256 -3.2905 -3.4479
 -3.6001 -3.7458 -3.8865 -4.0210 -4.1496 -4.2730 -4.3919 -4.5071 -4.6186 -4.7264
 -4.8305
 -1.3790 -1.4884 -1.5912 -1.6903 -1.7865 -1.8806 -1.9729 -2.0631 -2.1510 -2.2356
 -2.3163 -2.3929 -2.4663 -2.5361 -2.6012 -2.7765 -2.9569 -3.1295 -3.2948 -3.4525
 -3.6039 -3.7503 -3.8913 -4.0263 -4.1554 -4.2790 -4.3979 -4.5125 -4.6234 -4.7311
 -4.8351
 -1.3853 -1.4918 -1.5930 -1.6915 -1.7870 -1.8797 -1.9701 -2.0582 -2.1442 -2.2279
 -2.3086 -2.3857 -2.4590 -2.5285 -2.5932 -2.7626 -2.9529 -3.1292 -3.2948 -3.4526
 -3.6039 -3.7501 -3.8912 -4.0267 -4.1563 -4.2804 -4.3996 -4.5143 -4.6249 -4.7320
 -4.8380
 -1.3994 -1.4990 -1.5970 -1.6933 -1.7877 -1.8796 -1.9688 -2.0555 -2.1400 -2.2223
