 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F115W
  0.9733  0.9013  0.7296  0.6927  0.6971  0.7390  0.8194  0.8614  0.8989  0.9329
  0.9548  0.9693  0.9795  0.9863  0.9881  0.9743  0.9338  0.8612  0.7627
  0.9362  0.9185  0.9002  0.8707  0.8273  0.8080  0.8242  0.8545  0.8859  0.9116
  0.9300  0.9424  0.9502  0.9538  0.9535  0.9336  0.8852  0.8167  0.7406  0.6627
  0.9944  0.9745  0.9598  0.9469  0.9317  0.9042  0.8740  0.8672  0.8808  0.9000
  0.9139  0.9228  0.9277  0.9291  0.9271  0.9059  0.8596  0.7932  0.7184  0.6418
  0.5652
  1.0512  1.0249  1.0065  0.9926  0.9811  0.9701  0.9547  0.9302  0.9104  0.9053
  0.9084  0.9122  0.9138  0.9127  0.9089  0.8852  0.8399  0.7752  0.7009  0.6249
  0.5493  0.4743
  1.1108  1.0761  1.0511  1.0327  1.0180  1.0055  0.9938  0.9810  0.9631  0.9434
  0.9269  0.9167  0.9102  0.9047  0.8982  0.8714  0.8260  0.7620  0.6880  0.6116
  0.5360  0.4615  0.3878  0.3144
  1.1718  1.1310  1.0980  1.0731  1.0534  1.0368  1.0219  1.0078  0.9936  0.9782
  0.9597  0.9406  0.9241  0.9100  0.8972  0.8639  0.8175  0.7542  0.6802  0.6021
  0.5253  0.4502  0.3765  0.3039  0.2319  0.1599  0.0871  0.0133 -0.0620 -0.1390
  1.2311  1.1872  1.1483  1.1164  1.0906  1.0689  1.0499  1.0322  1.0150  0.9987
  0.9818  0.9637  0.9447  0.9261  0.9083  0.8636  0.8142  0.7521  0.6773  0.5972
  0.5180  0.4411  0.3665  0.2935  0.2219  0.1522  0.0828  0.0120 -0.0616 -0.1382
 -0.2152
  1.2857  1.2413  1.2000  1.1633  1.1314  1.1040  1.0801  1.0583  1.0376  1.0179
  0.9988  0.9799  0.9609  0.9414  0.9218  0.8710  0.8158  0.7530  0.6788  0.5973
  0.5152  0.4355  0.3587  0.2844  0.2120  0.1414  0.0727  0.0043 -0.0655 -0.1380
 -0.2141
  1.3324  1.2897  1.2490  1.2115  1.1750  1.1425  1.1133  1.0870  1.0624  1.0393
  1.0172  0.9957  0.9746  0.9538  0.9332  0.8795  0.8207  0.7557  0.6824  0.6006
  0.5161  0.4331  0.3531  0.2762  0.2020  0.1302  0.0602 -0.0085 -0.0773 -0.1465
 -0.2160
  1.3683  1.3290  1.2910  1.2542  1.2185  1.1838  1.1505  1.1198  1.0909  1.0641
  1.0386  1.0141  0.9904  0.9674  0.9448  0.8879  0.8275  0.7612  0.6882  0.6075
  0.5224  0.4370  0.3538  0.2736  0.1966  0.1227  0.0511 -0.0184 -0.0863 -0.1536
