 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.2395 -4.8979 -4.6504 -4.3776 -4.0774 -3.8317 -3.6892 -3.6034 -3.5087 -3.3818
 -3.2396 -3.0865 -2.9334 -2.7900 -2.6523 -2.3426 -2.0832 -1.8799 -1.7173
 -4.8534 -4.4570 -4.1622 -3.9212 -3.7247 -3.5683 -3.4426 -3.3360 -3.2374 -3.1386
 -3.0335 -2.9171 -2.7883 -2.6563 -2.5306 -2.2560 -2.0308 -1.8521 -1.7130 -1.6077
 -4.5935 -4.1758 -3.8571 -3.6248 -3.4664 -3.3464 -3.2362 -3.1335 -3.0404 -2.9549
 -2.8684 -2.7754 -2.6686 -2.5509 -2.4361 -2.1883 -1.9895 -1.8313 -1.7099 -1.6162
 -1.5412
 -4.4598 -4.0543 -3.7351 -3.4884 -3.3025 -3.1660 -3.0700 -2.9959 -2.9177 -2.8307
 -2.7443 -2.6614 -2.5743 -2.4738 -2.3688 -2.1395 -1.9593 -1.8175 -1.7080 -1.6226
 -1.5536 -1.4957
 -4.3651 -3.9838 -3.6776 -3.4339 -3.2412 -3.0905 -2.9736 -2.8820 -2.8088 -2.7419
 -2.6654 -2.5812 -2.4998 -2.4142 -2.3205 -2.1057 -1.9378 -1.8081 -1.7086 -1.6308
 -1.5676 -1.5141 -1.4674 -1.4258
 -4.2661 -3.9186 -3.6347 -3.4030 -3.2135 -3.0583 -2.9315 -2.8278 -2.7409 -2.6648
 -2.5942 -2.5218 -2.4452 -2.3681 -2.2838 -2.0826 -1.9227 -1.8007 -1.7090 -1.6384
 -1.5811 -1.5324 -1.4896 -1.4512 -1.4160 -1.3840 -1.3556 -1.3328 -1.3181 -1.3141
 -4.1502 -3.8403 -3.5839 -3.3709 -3.1916 -3.0395 -2.9097 -2.7988 -2.7041 -2.6210
 -2.5446 -2.4714 -2.3987 -2.3285 -2.2545 -2.0666 -1.9122 -1.7946 -1.7075 -1.6426
 -1.5915 -1.5484 -1.5105 -1.4760 -1.4441 -1.4143 -1.3874 -1.3633 -1.3454 -1.3370
 -1.3396
 -4.0242 -3.7491 -3.5200 -3.3276 -3.1629 -3.0192 -2.8922 -2.7795 -2.6800 -2.5922
 -2.5126 -2.4377 -2.3654 -2.2951 -2.2273 -2.0546 -1.9054 -1.7897 -1.7043 -1.6426
 -1.5967 -1.5596 -1.5273 -1.4979 -1.4705 -1.4444 -1.4199 -1.3975 -1.3783 -1.3648
 -1.3628
