 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  I   
 -0.5798 -0.5570 -0.5848 -0.5991 -0.5841 -0.5727 -0.5942 -0.6295 -0.6422 -0.6200
 -0.5789 -0.5233 -0.4636 -0.4080 -0.3566 -0.2583 -0.2089 -0.1967 -0.1998
 -0.5794 -0.5229 -0.5017 -0.4951 -0.4993 -0.5129 -0.5309 -0.5468 -0.5548 -0.5519
 -0.5360 -0.5055 -0.4618 -0.4124 -0.3657 -0.2772 -0.2318 -0.2215 -0.2296 -0.2509
 -0.5785 -0.5085 -0.4624 -0.4402 -0.4432 -0.4589 -0.4728 -0.4830 -0.4915 -0.4976
 -0.4953 -0.4820 -0.4540 -0.4141 -0.3731 -0.2935 -0.2516 -0.2426 -0.2536 -0.2750
 -0.3028
 -0.5771 -0.5138 -0.4669 -0.4344 -0.4158 -0.4107 -0.4199 -0.4381 -0.4523 -0.4571
 -0.4568 -0.4528 -0.4402 -0.4131 -0.3788 -0.3072 -0.2683 -0.2600 -0.2717 -0.2929
 -0.3198 -0.3509
 -0.5548 -0.5045 -0.4652 -0.4345 -0.4117 -0.3968 -0.3899 -0.3905 -0.3984 -0.4100
 -0.4166 -0.4170 -0.4149 -0.4031 -0.3787 -0.3163 -0.2800 -0.2725 -0.2855 -0.3077
 -0.3346 -0.3650 -0.3986 -0.4353
 -0.5061 -0.4719 -0.4449 -0.4221 -0.4024 -0.3862 -0.3744 -0.3670 -0.3639 -0.3641
 -0.3670 -0.3700 -0.3718 -0.3724 -0.3636 -0.3186 -0.2858 -0.2788 -0.2937 -0.3185
 -0.3469 -0.3778 -0.4110 -0.4468 -0.4848 -0.5255 -0.5694 -0.6182 -0.6725 -0.7285
 -0.4331 -0.4153 -0.4023 -0.3910 -0.3793 -0.3675 -0.3565 -0.3472 -0.3405 -0.3358
 -0.3323 -0.3298 -0.3279 -0.3295 -0.3287 -0.3087 -0.2847 -0.2787 -0.2947 -0.3232
 -0.3551 -0.3881 -0.4223 -0.4580 -0.4954 -0.5344 -0.5760 -0.6203 -0.6696 -0.7250
 -0.7827
 -0.3430 -0.3391 -0.3389 -0.3397 -0.3385 -0.3349 -0.3292 -0.3225 -0.3161 -0.3108
 -0.3061 -0.3016 -0.2973 -0.2941 -0.2937 -0.2846 -0.2745 -0.2724 -0.2891 -0.3205
 -0.3572 -0.3942 -0.4309 -0.4680 -0.5057 -0.5443 -0.5845 -0.6266 -0.6715 -0.7211
 -0.7776
 -0.2432 -0.2506 -0.2605 -0.2711 -0.2801 -0.2860 -0.2882 -0.2876 -0.2852 -0.2823
 -0.2791 -0.2758 -0.2721 -0.2682 -0.2664 -0.2594 -0.2566 -0.2608 -0.2786 -0.3116
 -0.3524 -0.3945 -0.4357 -0.4758 -0.5154 -0.5548 -0.5948 -0.6357 -0.6783 -0.7238
 -0.7740
 -0.1404 -0.1559 -0.1734 -0.1910 -0.2078 -0.2221 -0.2331 -0.2403 -0.2444 -0.2464
 -0.2471 -0.2470 -0.2460 -0.2444 -0.2431 -0.2384 -0.2379 -0.2463 -0.2653 -0.2979
 -0.3404 -0.3867 -0.4329 -0.4776 -0.5206 -0.5623 -0.6035 -0.6446 -0.6862 -0.7292
 -0.7748
 -0.0360 -0.0581 -0.0814 -0.1043 -0.1263 -0.1470 -0.1651 -0.1801 -0.1919 -0.2007
 -0.2071 -0.2119 -0.2153 -0.2175 -0.2190 -0.2202 -0.2213 -0.2315 -0.2520 -0.2836
 -0.3253 -0.3732 -0.4232 -0.4727 -0.5203 -0.5658 -0.6098 -0.6526 -0.6947 -0.7370
 -0.7804
  0.0700  0.0428  0.0127 -0.0134 -0.0396 -0.0647 -0.0881 -0.1094 -0.1282 -0.1442
 -0.1576 -0.1686 -0.1777 -0.1851 -0.1941 -0.2048 -0.2068 -0.2164 -0.2387
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  I   
 -0.8310 -0.7698 -0.7289 -0.7035 -0.6893 -0.6805 -0.6714 -0.6580 -0.6386 -0.6124
 -0.5761 -0.5296 -0.4759 -0.4217 -0.3687 -0.2708 -0.2130 -0.1944 -0.2017
 -0.7138 -0.6439 -0.6004 -0.5777 -0.5694 -0.5699 -0.5739 -0.5757 -0.5730 -0.5637
 -0.5448 -0.5140 -0.4719 -0.4249 -0.3800 -0.2910 -0.2381 -0.2196 -0.2264 -0.2472
 -0.6576 -0.5681 -0.5141 -0.4929 -0.4835 -0.4859 -0.4949 -0.5050 -0.5125 -0.5154
 -0.5106 -0.4954 -0.4672 -0.4286 -0.3887 -0.3080 -0.2593 -0.2411 -0.2473 -0.2673
 -0.2947
 -0.6438 -0.5421 -0.4762 -0.4414 -0.4291 -0.4312 -0.4410 -0.4527 -0.4623 -0.4696
 -0.4726 -0.4694 -0.4560 -0.4288 -0.3948 -0.3218 -0.2766 -0.2589 -0.2644 -0.2840
 -0.3107 -0.3421
 -0.6474 -0.5531 -0.4816 -0.4345 -0.4079 -0.3967 -0.3969 -0.4051 -0.4182 -0.4319
 -0.4381 -0.4391 -0.4348 -0.4214 -0.3958 -0.3309 -0.2892 -0.2723 -0.2776 -0.2975
 -0.3244 -0.3553 -0.3894 -0.4269
 -0.6379 -0.5526 -0.4865 -0.4369 -0.4012 -0.3777 -0.3649 -0.3611 -0.3650 -0.3766
 -0.3908 -0.4004 -0.4048 -0.4021 -0.3885 -0.3344 -0.2964 -0.2806 -0.2862 -0.3073
 -0.3356 -0.3671 -0.4010 -0.4375 -0.4764 -0.5181 -0.5631 -0.6128 -0.6675 -0.7234
 -0.6058 -0.5340 -0.4775 -0.4343 -0.4009 -0.3757 -0.3577 -0.3463 -0.3407 -0.3392
 -0.3413 -0.3475 -0.3551 -0.3621 -0.3631 -0.3315 -0.2979 -0.2836 -0.2896 -0.3122
 -0.3430 -0.3765 -0.4115 -0.4480 -0.4861 -0.5263 -0.5689 -0.6142 -0.6643 -0.7200
 -0.7777
 -0.5498 -0.4936 -0.4493 -0.4152 -0.3886 -0.3669 -0.3490 -0.3349 -0.3248 -0.3182
 -0.3138 -0.3111 -0.3107 -0.3140 -0.3194 -0.3144 -0.2934 -0.2814 -0.2877 -0.3112
 -0.3451 -0.3820 -0.4194 -0.4572 -0.4958 -0.5353 -0.5766 -0.6198 -0.6657 -0.7160
 -0.7728
 -0.4713 -0.4308 -0.4002 -0.3771 -0.3592 -0.3444 -0.3310 -0.3186 -0.3080 -0.2995
 -0.2929 -0.2876 -0.2830 -0.2800 -0.2808 -0.2823 -0.2785 -0.2738 -0.2812 -0.3051
 -0.3413 -0.3824 -0.4237 -0.4645 -0.5047 -0.5451 -0.5861 -0.6282 -0.6719 -0.7183
 -0.7692
 -0.3799 -0.3541 -0.3356 -0.3224 -0.3133 -0.3063 -0.2996 -0.2923 -0.2847 -0.2775
 -0.2713 -0.2660 -0.2613 -0.2570 -0.2543 -0.2529 -0.2552 -0.2599 -0.2708 -0.2944
 -0.3311 -0.3752 -0.4210 -0.4660 -0.5095 -0.5521 -0.5942 -0.6363 -0.6790 -0.7231
 -0.7696
 -0.2854 -0.2684 -0.2597 -0.2551 -0.2534 -0.2535 -0.2536 -0.2529 -0.2507 -0.2476
 -0.2441 -0.2409 -0.2381 -0.2354 -0.2330 -0.2300 -0.2325 -0.2420 -0.2575 -0.2818
 -0.3178 -0.3627 -0.4118 -0.4612 -0.5091 -0.5553 -0.6000 -0.6437 -0.6869 -0.7303
 -0.7746
 -0.1896 -0.1815 -0.1785 -0.1798 -0.1839 -0.1894 -0.1952 -0.2004 -0.2044 -0.2070
 -0.2083 -0.2090 -0.2095 -0.2100 -0.2169 -0.2136 -0.2104 -0.2201 -0.2413
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  I   
 -1.1909 -1.1052 -1.0349 -0.9742 -0.9206 -0.8665 -0.8044 -0.7346 -0.6766 -0.6281
 -0.5809 -0.5305 -0.4776 -0.4263 -0.3792 -0.2850 -0.2234 -0.1944 -0.1952
 -1.0349 -0.9428 -0.8716 -0.8162 -0.7720 -0.7341 -0.6949 -0.6523 -0.6174 -0.5875
 -0.5562 -0.5189 -0.4752 -0.4299 -0.3872 -0.3016 -0.2462 -0.2198 -0.2197 -0.2374
 -0.9226 -0.8240 -0.7493 -0.6946 -0.6556 -0.6279 -0.6053 -0.5815 -0.5620 -0.5456
 -0.5279 -0.5041 -0.4714 -0.4328 -0.3943 -0.3159 -0.2653 -0.2408 -0.2397 -0.2562
 -0.2829
 -0.8429 -0.7298 -0.6493 -0.5986 -0.5633 -0.5408 -0.5271 -0.5162 -0.5075 -0.5009
 -0.4936 -0.4820 -0.4620 -0.4324 -0.3988 -0.3269 -0.2803 -0.2575 -0.2560 -0.2715
 -0.2973 -0.3290
 -0.8003 -0.6742 -0.5811 -0.5168 -0.4776 -0.4601 -0.4585 -0.4588 -0.4582 -0.4574
 -0.4559 -0.4523 -0.4436 -0.4257 -0.3991 -0.3342 -0.2910 -0.2699 -0.2687 -0.2837
 -0.3094 -0.3408 -0.3757 -0.4142
 -0.7934 -0.6655 -0.5636 -0.4864 -0.4327 -0.3995 -0.3854 -0.3882 -0.3998 -0.4123
 -0.4197 -0.4210 -0.4178 -0.4098 -0.3931 -0.3372 -0.2976 -0.2783 -0.2778 -0.2929
 -0.3192 -0.3510 -0.3859 -0.4235 -0.4637 -0.5069 -0.5534 -0.6044 -0.6598 -0.7153
 -0.7877 -0.6627 -0.5620 -0.4838 -0.4255 -0.3849 -0.3597 -0.3469 -0.3437 -0.3491
 -0.3616 -0.3751 -0.3835 -0.3845 -0.3779 -0.3357 -0.3000 -0.2826 -0.2829 -0.2986
 -0.3257 -0.3591 -0.3949 -0.4326 -0.4721 -0.5137 -0.5579 -0.6050 -0.6562 -0.7121
 -0.7694
 -0.7712 -0.6538 -0.5576 -0.4820 -0.4247 -0.3822 -0.3520 -0.3323 -0.3211 -0.3162
 -0.3158 -0.3199 -0.3284 -0.3379 -0.3440 -0.3284 -0.2981 -0.2829 -0.2840 -0.3001
 -0.3259 -0.3637 -0.4016 -0.4406 -0.4804 -0.5215 -0.5643 -0.6088 -0.6562 -0.7079
 -0.7648
 -0.7302 -0.6285 -0.5404 -0.4712 -0.4178 -0.3775 -0.3471 -0.3245 -0.3086 -0.2984
 -0.2923 -0.2888 -0.2877 -0.2900 -0.2957 -0.3036 -0.2908 -0.2789 -0.2811 -0.2976
 -0.3266 -0.3642 -0.4052 -0.4468 -0.4883 -0.5301 -0.5727 -0.6163 -0.6616 -0.7095
 -0.7613
 -0.6675 -0.5818 -0.5075 -0.4473 -0.4002 -0.3643 -0.3367 -0.3151 -0.2980 -0.2850
 -0.2755 -0.2689 -0.2640 -0.2608 -0.2599 -0.2665 -0.2715 -0.2702 -0.2744 -0.2909
 -0.3197 -0.3586 -0.4026 -0.4478 -0.4923 -0.5360 -0.5796 -0.6233 -0.6676 -0.7132
 -0.7613
