 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -3.0330 -2.1789 -1.7176 -1.6469 -2.0675 -2.7113 -3.5806 -3.4578 -3.3405 -3.2178
 -3.0912 -3.0148 -2.8704 -2.7300 -2.6001 -2.3518 -2.1664 -2.0453 -1.9659
 -4.2906 -3.9493 -3.7050 -3.5480 -3.4492 -3.3623 -3.2729 -3.1852 -3.1010 -3.0183
 -2.9276 -2.8241 -2.7126 -2.6038 -2.5034 -2.2949 -2.1434 -2.0419 -1.9763 -1.9337
 -4.1027 -3.7856 -3.5413 -3.3569 -3.2246 -3.1386 -3.0847 -3.0299 -2.9600 -2.8796
 -2.8006 -2.7195 -2.6283 -2.5339 -2.4456 -2.2632 -2.1329 -2.0455 -1.9881 -1.9496
 -1.9237
 -3.9609 -3.6804 -3.4551 -3.2729 -3.1281 -3.0176 -2.9363 -2.8782 -2.8317 -2.7763
 -2.7069 -2.6364 -2.5626 -2.4832 -2.4053 -2.2417 -2.1260 -2.0501 -2.0000 -1.9655
 -1.9413 -1.9246
 -3.8241 -3.5839 -3.3854 -3.2173 -3.0742 -2.9556 -2.8612 -2.7871 -2.7270 -2.6755
 -2.6238 -2.5657 -2.5059 -2.4403 -2.3737 -2.2263 -2.1202 -2.0528 -2.0100 -1.9800
 -1.9584 -1.9429 -1.9322 -1.9241
 -3.6824 -3.4796 -3.3105 -3.1629 -3.0310 -2.9140 -2.8140 -2.7320 -2.6650 -2.6070
 -2.5537 -2.5019 -2.4517 -2.3985 -2.3425 -2.2126 -2.1137 -2.0513 -2.0152 -1.9912
 -1.9734 -1.9604 -1.9512 -1.9452 -1.9416 -1.9416 -1.9465 -1.9573 -1.9748 -1.9994
 -3.5415 -3.3675 -3.2247 -3.0989 -2.9832 -2.8756 -2.7772 -2.6914 -2.6198 -2.5595
 -2.5056 -2.4546 -2.4060 -2.3590 -2.3110 -2.1972 -2.1057 -2.0456 -2.0137 -1.9961
 -1.9842 -1.9752 -1.9690 -1.9649 -1.9626 -1.9605 -1.9610 -1.9674 -1.9819 -2.0053
 -2.0341
 -3.4035 -3.2536 -3.1310 -3.0238 -2.9251 -2.8308 -2.7401 -2.6561 -2.5822 -2.5194
 -2.4656 -2.4169 -2.3707 -2.3265 -2.2826 -2.1802 -2.0963 -2.0375 -2.0064 -1.9934
 -1.9879 -1.9849 -1.9832 -1.9826 -1.9829 -1.9840 -1.9847 -1.9877 -1.9963 -2.0131
 -2.0396
 -3.2705 -3.1433 -3.0338 -2.9403 -2.8557 -2.7745 -2.6949 -2.6176 -2.5454 -2.4815
 -2.4268 -2.3796 -2.3367 -2.2963 -2.2564 -2.1620 -2.0845 -2.0283 -1.9962 -1.9844
 -1.9836 -1.9871 -1.9916 -1.9962 -2.0006 -2.0049 -2.0094 -2.0159 -2.0248 -2.0357
 -2.0484
 -3.1425 -3.0366 -2.9425 -2.8566 -2.7809 -2.7106 -2.6420 -2.5740 -2.5078 -2.4458
 -2.3905 -2.3432 -2.3024 -2.2656 -2.2306 -2.1455 -2.0729 -2.0192 -1.9863 -1.9729
 -1.9733 -1.9812 -1.9919 -2.0028 -2.0129 -2.0219 -2.0302 -2.0380 -2.0508 -2.0597
 -2.0657
 -3.0194 -2.9335 -2.8571 -2.7787 -2.7063 -2.6420 -2.5818 -2.5228 -2.4645 -2.4078
 -2.3547 -2.3074 -2.2669 -2.2324 -2.2013 -2.1281 -2.0608 -2.0096 -1.9769 -1.9619
 -1.9611 -1.9701 -1.9847 -2.0014 -2.0177 -2.0327 -2.0463 -2.0584 -2.0697 -2.0808
 -2.0928
 -2.9013 -2.8340 -2.7776 -2.7078 -2.6376 -2.5754 -2.5192 -2.4665 -2.4155 -2.3656
 -2.3173 -2.2723 -2.2322 -2.1981 -2.1685 -2.1098 -2.0482 -1.9995 -1.9680
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -5.2354 -4.4711 -3.9090 -3.5472 -3.4183 -3.4262 -3.5645 -3.4138 -3.2757 -3.1438
 -3.0138 -2.9028 -2.7727 -2.6512 -2.5405 -2.3177 -2.1508 -2.0349 -1.9587
 -4.9418 -4.4901 -4.1642 -3.8937 -3.6649 -3.4778 -3.3259 -3.1995 -3.0887 -2.9855
 -2.8832 -2.7772 -2.6688 -2.5653 -2.4705 -2.2751 -2.1319 -2.0327 -1.9675 -1.9238
 -4.6100 -4.1444 -3.8009 -3.5576 -3.3983 -3.2807 -3.1679 -3.0587 -2.9592 -2.8694
 -2.7851 -2.7000 -2.6082 -2.5155 -2.4291 -2.2514 -2.1235 -2.0358 -1.9783 -1.9399
 -1.9140
 -4.4382 -3.9956 -3.6592 -3.4066 -3.2202 -3.0870 -3.0002 -2.9398 -2.8732 -2.7941
 -2.7138 -2.6387 -2.5629 -2.4820 -2.4041 -2.2383 -2.1199 -2.0402 -1.9889 -1.9546
 -1.9306 -1.9141
 -4.3227 -3.9133 -3.5964 -3.3511 -3.1605 -3.0139 -2.9030 -2.8211 -2.7639 -2.7167
 -2.6589 -2.5922 -2.5243 -2.4544 -2.3838 -2.2301 -2.1181 -2.0436 -1.9976 -1.9677
 -1.9465 -1.9315 -1.9213 -1.9153
 -4.2161 -3.8454 -3.5543 -3.3243 -3.1389 -2.9883 -2.8673 -2.7717 -2.6961 -2.6358
 -2.5864 -2.5375 -2.4842 -2.4257 -2.3639 -2.2224 -2.1156 -2.0442 -2.0023 -1.9775
 -1.9604 -1.9480 -1.9394 -1.9341 -1.9316 -1.9322 -1.9368 -1.9476 -1.9683 -1.9937
 -4.1046 -3.7720 -3.5094 -3.2985 -3.1246 -2.9778 -2.8532 -2.7493 -2.6642 -2.5941
 -2.5344 -2.4819 -2.4347 -2.3876 -2.3367 -2.2116 -2.1107 -2.0412 -2.0015 -1.9816
 -1.9700 -1.9619 -1.9564 -1.9531 -1.9516 -1.9521 -1.9553 -1.9620 -1.9750 -1.9990
 -2.0280
 -3.9880 -3.6912 -3.4559 -3.2646 -3.1044 -2.9662 -2.8446 -2.7376 -2.6458 -2.5690
 -2.5040 -2.4471 -2.3963 -2.3496 -2.3048 -2.1949 -2.1024 -2.0350 -1.9958 -1.9789
 -1.9732 -1.9709 -1.9699 -1.9701 -1.9712 -1.9732 -1.9767 -1.9821 -1.9905 -2.0065
 -2.0337
 -3.8681 -3.6038 -3.3919 -3.2189 -3.0731 -2.9453 -2.8302 -2.7256 -2.6318 -2.5499
 -2.4802 -2.4208 -2.3681 -2.3206 -2.2762 -2.1744 -2.0896 -2.0259 -1.9866 -1.9705
 -1.9688 -1.9727 -1.9778 -1.9831 -1.9883 -1.9934 -1.9989 -2.0051 -2.0130 -2.0242
 -2.0421
 -3.7560 -3.5215 -3.3288 -3.1702 -3.0361 -2.9180 -2.8106 -2.7111 -2.6191 -2.5355
 -2.4618 -2.3986 -2.3447 -2.2973 -2.2540 -2.1565 -2.0763 -2.0162 -1.9770 -1.9595
 -1.9587 -1.9667 -1.9779 -1.9894 -2.0001 -2.0099 -2.0191 -2.0280 -2.0371 -2.0475
 -2.0589
 -3.6551 -3.4451 -3.2683 -3.1207 -2.9951 -2.8848 -2.7843 -2.6905 -2.6024 -2.5203
 -2.4452 -2.3786 -2.3218 -2.2738 -2.2317 -2.1397 -2.0630 -2.0056 -1.9675 -1.9484
 -1.9464 -1.9555 -1.9706 -1.9878 -2.0048 -2.0204 -2.0348 -2.0479 -2.0602 -2.0724
 -2.0854
 -3.5652 -3.3778 -3.2153 -3.0754 -2.9553 -2.8499 -2.7544 -2.6655 -2.5817 -2.5026
 -2.4287 -2.3610 -2.2997 -2.2491 -2.2093 -2.1240 -2.0497 -1.9941 -1.9581
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  r   
 -6.7978 -6.1361 -5.5561 -5.0561 -4.6311 -4.2620 -3.9291 -3.6240 -3.3650 -3.1539
 -2.9798 -2.8318 -2.7018 -2.5884 -2.4882 -2.2832 -2.1302 -2.0196 -1.9453
 -6.3337 -5.6992 -5.1376 -4.6583 -4.2590 -3.9281 -3.6472 -3.4011 -3.1930 -3.0211
 -2.8764 -2.7497 -2.6349 -2.5316 -2.4395 -2.2523 -2.1159 -2.0191 -1.9538 -1.9110
 -5.6951 -5.1395 -4.7049 -4.3317 -3.9992 -3.7114 -3.4655 -3.2548 -3.0770 -2.9290
 -2.8045 -2.6950 -2.5932 -2.4984 -2.4124 -2.2371 -2.1106 -2.0222 -1.9632 -1.9247
 -1.8990
 -5.3086 -4.7178 -4.2633 -3.9215 -3.6707 -3.4840 -3.3144 -3.1489 -2.9954 -2.8621
 -2.7492 -2.6523 -2.5633 -2.4772 -2.3968 -2.2306 -2.1104 -2.0271 -1.9725 -1.9375
 -1.9142 -1.8982
 -5.1212 -4.5249 -4.0636 -3.7134 -3.4473 -3.2489 -3.1049 -2.9983 -2.9089 -2.8109
 -2.7098 -2.6178 -2.5364 -2.4599 -2.3856 -2.2274 -2.1117 -2.0318 -1.9803 -1.9487
 -1.9283 -1.9142 -1.9048 -1.8998
 -5.0223 -4.4369 -3.9794 -3.6301 -3.3634 -3.1577 -2.9985 -2.8753 -2.7828 -2.7164
 -2.6560 -2.5867 -2.5130 -2.4417 -2.3737 -2.2240 -2.1122 -2.0346 -1.9854 -1.9570
 -1.9402 -1.9291 -1.9216 -1.9174 -1.9161 -1.9172 -1.9232 -1.9368 -1.9584 -1.9833
 -4.9437 -4.3844 -3.9410 -3.5989 -3.3349 -3.1282 -2.9642 -2.8330 -2.7281 -2.6443
 -2.5786 -2.5257 -2.4741 -2.4180 -2.3582 -2.2183 -2.1102 -2.0344 -1.9867 -1.9609
 -1.9483 -1.9413 -1.9370 -1.9349 -1.9348 -1.9368 -1.9416 -1.9500 -1.9645 -1.9892
 -2.0183
 -4.8535 -4.3316 -3.9126 -3.5838 -3.3272 -3.1235 -2.9588 -2.8229 -2.7104 -2.6177
 -2.5408 -2.4765 -2.4231 -2.3764 -2.3295 -2.2076 -2.1051 -2.0310 -1.9839 -1.9596
 -1.9508 -1.9489 -1.9492 -1.9507 -1.9531 -1.9566 -1.9618 -1.9689 -1.9789 -1.9962
 -2.0242
 -4.7397 -4.2627 -3.8747 -3.5653 -3.3198 -3.1227 -2.9607 -2.8242 -2.7076 -2.6082
 -2.5241 -2.4528 -2.3917 -2.3396 -2.2940 -2.1880 -2.0947 -2.0237 -1.9773 -1.9534
 -1.9471 -1.9502 -1.9561 -1.9626 -1.9691 -1.9756 -1.9827 -1.9906 -2.0002 -2.0140
 -2.0322
 -4.6112 -4.1893 -3.8358 -3.5475 -3.3141 -3.1241 -2.9658 -2.8309 -2.7134 -2.6103
 -2.5203 -2.4429 -2.3766 -2.3197 -2.2702 -2.1671 -2.0809 -2.0143 -1.9688 -1.9443
 -1.9382 -1.9443 -1.9557 -1.9681 -1.9800 -1.9911 -2.0019 -2.0123 -2.0231 -2.0353
 -2.0482
 -4.4721 -4.1041 -3.7891 -3.5250 -3.3062 -3.1239 -2.9694 -2.8362 -2.7191 -2.6149
 -2.5219 -2.4395 -2.3682 -2.3072 -2.2547 -2.1491 -2.0662 -2.0027 -1.9589 -1.9338
 -1.9266 -1.9334 -1.9483 -1.9661 -1.9841 -2.0009 -2.0167 -2.0313 -2.0452 -2.0590
 -2.0736
 -4.3404 -4.0158 -3.7362 -3.4975 -3.2955 -3.1227 -2.9728 -2.8411 -2.7240 -2.6192
 -2.5247 -2.4398 -2.3599 -2.2949 -2.2475 -2.1340 -2.0506 -1.9889 -1.9476
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  r   
 -7.7202 -7.1739 -6.6591 -6.1735 -5.7059 -5.2187 -4.6744 -4.0884 -3.6084 -3.2481
 -2.9892 -2.8017 -2.6577 -2.5416 -2.4432 -2.2483 -2.1047 -1.9995 -1.9256
 -7.3903 -6.7920 -6.2307 -5.7143 -5.2406 -4.7886 -4.3135 -3.8461 -3.4540 -3.1468
 -2.9156 -2.7433 -2.6104 -2.5019 -2.4094 -2.2262 -2.0938 -1.9992 -1.9334 -1.8898
 -7.0733 -6.4847 -5.9199 -5.3950 -4.9197 -4.4919 -4.0844 -3.6935 -3.3580 -3.0863
 -2.8741 -2.7115 -2.5847 -2.4809 -2.3924 -2.2171 -2.0913 -2.0025 -1.9416 -1.9015
 -1.8760
 -6.4918 -5.9639 -5.5068 -5.0779 -4.6631 -4.2724 -3.9128 -3.5800 -3.2875 -3.0434
 -2.8468 -2.6921 -2.5698 -2.4697 -2.3842 -2.2148 -2.0930 -2.0076 -1.9498 -1.9124
 -1.8890 -1.8741
 -6.0736 -5.4827 -4.9875 -4.5788 -4.2483 -3.9788 -3.7233 -3.4644 -3.2198 -3.0051
 -2.8244 -2.6771 -2.5590 -2.4623 -2.3795 -2.2149 -2.0961 -2.0128 -1.9571 -1.9217
 -1.9007 -1.8877 -1.8798 -1.8764
 -5.8896 -5.2270 -4.6828 -4.2524 -3.9113 -3.6391 -3.4204 -3.2417 -3.0887 -2.9408
