 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.8961 -3.8253 -4.0257 -3.9540 -3.7580 -3.4971 -3.2089 -3.0124 -2.8352 -2.6522
 -2.4807 -2.3213 -2.1745 -2.0375 -1.9088 -1.6293 -1.3537 -1.0914 -0.9289
 -3.8854 -3.6536 -3.4677 -3.3426 -3.2713 -3.1669 -2.9967 -2.8076 -2.6299 -2.4608
 -2.3002 -2.1501 -2.0113 -1.8825 -1.7623 -1.4918 -1.2578 -1.0651 -0.9166 -0.8022
 -3.6694 -3.4399 -3.2354 -3.0621 -2.9222 -2.8279 -2.7524 -2.6351 -2.4832 -2.3225
 -2.1713 -2.0297 -1.8983 -1.7769 -1.6648 -1.4182 -1.2107 -1.0393 -0.9053 -0.8012
 -0.7177
 -3.4974 -3.2864 -3.0865 -2.9066 -2.7488 -2.6118 -2.4988 -2.4142 -2.3268 -2.2098
 -2.0748 -1.9413 -1.8168 -1.7015 -1.5949 -1.3641 -1.1755 -1.0221 -0.9000 -0.8047
 -0.7276 -0.6631
 -3.3501 -3.1607 -2.9751 -2.8000 -2.6412 -2.4988 -2.3711 -2.2574 -2.1640 -2.0777
 -1.9829 -1.8724 -1.7576 -1.6479 -1.5461 -1.3262 -1.1501 -1.0094 -0.8980 -0.8106
 -0.7396 -0.6798 -0.6279 -0.5822
 -3.2226 -3.0494 -2.8816 -2.7170 -2.5626 -2.4213 -2.2932 -2.1766 -2.0707 -1.9745
 -1.8869 -1.8002 -1.7066 -1.6084 -1.5120 -1.3007 -1.1324 -1.0000 -0.8968 -0.8165
 -0.7515 -0.6968 -0.6491 -0.6064 -0.5658 -0.5285 -0.4968 -0.4723 -0.4562 -0.4492
 -3.1149 -2.9519 -2.7969 -2.6459 -2.4988 -2.3614 -2.2350 -2.1196 -2.0146 -1.9173
 -1.8260 -1.7395 -1.6559 -1.5718 -1.4859 -1.2840 -1.1205 -0.9926 -0.8947 -0.8200
 -0.7610 -0.7119 -0.6691 -0.6306 -0.5953 -0.5615 -0.5308 -0.5049 -0.4854 -0.4741
 -0.4739
 -3.0270 -2.8693 -2.7211 -2.5797 -2.4429 -2.3110 -2.1874 -2.0738 -1.9703 -1.8751
 -1.7860 -1.7010 -1.6187 -1.5391 -1.4608 -1.2736 -1.1133 -0.9877 -0.8918 -0.8203
 -0.7661 -0.7226 -0.6854 -0.6520 -0.6213 -0.5924 -0.5638 -0.5377 -0.5169 -0.5036
 -0.4991
 -2.9588 -2.8026 -2.6565 -2.5158 -2.3882 -2.2640 -2.1448 -2.0330 -1.9307 -1.8370
 -1.7503 -1.6686 -1.5898 -1.5130 -1.4379 -1.2617 -1.1079 -0.9837 -0.8881 -0.8174
 -0.7658 -0.7270 -0.6956 -0.6683 -0.6431 -0.6191 -0.5962 -0.5746 -0.5560 -0.5406
 -0.5281
 -2.9102 -2.7527 -2.6059 -2.4687 -2.3404 -2.2203 -2.1071 -1.9987 -1.8972 -1.8041
 -1.7188 -1.6396 -1.5644 -1.4911 -1.4197 -1.2520 -1.1041 -0.9820 -0.8864 -0.8149
 -0.7633 -0.7266 -0.6997 -0.6781 -0.6591 -0.6411 -0.6238 -0.6068 -0.5905 -0.5757
 -0.5622
 -2.8771 -2.7157 -2.5663 -2.4278 -2.2993 -2.1800 -2.0691 -1.9654 -1.8666 -1.7740
 -1.6889 -1.6109 -1.5382 -1.4691 -1.4021 -1.2424 -1.0995 -0.9799 -0.8849 -0.8125
 -0.7599 -0.7231 -0.6982 -0.6809 -0.6676 -0.6559 -0.6449 -0.6337 -0.6224 -0.6116
 -0.6018
 -2.8429 -2.6718 -2.5188 -2.3809 -2.2551 -2.1393 -2.0312 -1.9295 -1.8338 -1.7442
 -1.6605 -1.5828 -1.5112 -1.4445 -1.3809 -1.2310 -1.0938 -0.9770 -0.8829
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.2649 -4.1696 -4.0303 -3.7787 -3.4964 -3.2287 -3.0015 -2.8094 -2.6338 -2.4678
 -2.3108 -2.1647 -2.0300 -1.9056 -1.7902 -1.5388 -1.3090 -1.0970 -0.9354
 -3.9292 -3.7124 -3.5889 -3.5111 -3.3335 -3.0945 -2.8644 -2.6679 -2.4947 -2.3329
 -2.1805 -2.0391 -1.9094 -1.7911 -1.6825 -1.4442 -1.2392 -1.0617 -0.9157 -0.8003
 -3.7451 -3.5007 -3.2975 -3.1445 -3.0590 -2.9558 -2.7710 -2.5721 -2.3970 -2.2397
 -2.0918 -1.9543 -1.8282 -1.7133 -1.6086 -1.3827 -1.1942 -1.0347 -0.9031 -0.7978
 -0.7128
 -3.6185 -3.3784 -3.1617 -2.9688 -2.8094 -2.6938 -2.6112 -2.4939 -2.3317 -2.1759
 -2.0319 -1.8982 -1.7749 -1.6625 -1.5601 -1.3413 -1.1632 -1.0164 -0.8962 -0.7995
 -0.7209 -0.6553
 -3.5221 -3.2936 -3.0792 -2.8852 -2.7128 -2.5588 -2.4283 -2.3246 -2.2373 -2.1241
 -1.9919 -1.8612 -1.7405 -1.6302 -1.5294 -1.3147 -1.1428 -1.0043 -0.8929 -0.8035
 -0.7309 -0.6702 -0.6178 -0.5719
 -3.4541 -3.2291 -3.0220 -2.8286 -2.6536 -2.4962 -2.3529 -2.2234 -2.1121 -2.0220
